Fiscal year,Fund centre name,Biodiversity (marker),CountryRegion ID,Organisation type,Organisation name,Desertification (marker),Sector name,CountryRegion percent,CountryRegion name,Fund centre ID,CFLI (marker),Youth issues (marker),Organisation class,Urban issues (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,*Asia & Middle East,0,VN,Canadian Profit Making,MERLIN PLASTICS ALBERTA INC.,0,Industrial development,1.0,Viet Nam,6202,0,0,Civil Society,0,K062565001,Closed,26000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,MX,Canadian Profit Making,PRODOMAX AUTOMATION INC,0,Industrial development,1.0,Mexico,6204,0,0,Civil Society,0,K062567001,Closed,450000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,9041-9268 QU�BEC INC. (FIREMEN'S ACADEMY),0,Vocational training,1.0,Uncoded,6202,0,0,Civil Society,0,K062568001,Closed,197000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,GD,Canadian Profit Making,DESSAU-SOPRIN INTERNATIONAL INC.,0,Transport policy and administrative management,1.0,Grenada,6204,0,0,Civil Society,0,K062572001,Closed,120000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,IN,Canadian Profit Making,SENES CONSULTANTS LTD,0,Road transport,1.0,India,6202,0,0,Civil Society,0,K062575001,Closed,315722.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,TN,Canadian Profit Making,Sani M�tal Lt�e,0,Small and medium-sized enterprises (SME) development,1.0,Tunisia,6203,0,0,Civil Society,0,K062578001,Closed,127402.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Eastern Europe,0,UA,Canadian Profit Making,Intelcan Technosystems Inc.,0,Air transport,1.0,Ukraine,6207,0,0,Civil Society,0,K062582001,Closed,180129.6,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,LABORATOIRES DRUIDE INC.,0,Pharmaceutical production,1.0,Uncoded,6202,0,0,Civil Society,0,K062584001,Closed,36000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,CR,Canadian Profit Making,LE CENTRE INFORMATIQUE DE SAINT-JER�ME LT�E,0,Industrial development,1.0,Costa Rica,6204,0,0,Civil Society,0,K062587001,Closed,305340.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,MX,Canadian Profit Making,ANCRABEC INC.,0,Industrial development,1.0,Mexico,6204,0,0,Civil Society,0,K062591001,Closed,258231.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,JM,Canadian Profit Making,Gestion Conseil SCP Inc.,0,Hydro-electric power plants,1.0,Jamaica,6204,0,0,Civil Society,0,K062593001,Closed,90000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,AXOR Experts-Conseils Inc.,0,Water supply - large systems,1.0,Uncoded,6203,0,0,Civil Society,0,K062595001,Closed,469778.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,AXOR Experts-Conseils Inc.,0,Sanitation - large systems,1.0,Uncoded,6203,0,0,Civil Society,0,K062595001,Closed,469778.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,Pharmeng International Inc.,0,Pharmaceutical production,1.0,Uncoded,6203,0,0,Civil Society,0,K062601001,Closed,96936.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,LB,Canadian Profit Making,Atelka Inc.,0,Information and communication technology (ICT),1.0,Lebanon,6202,0,0,Civil Society,0,K062602001,Closed,144900.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,HT,Canadian Profit Making,�ditions L'artichaut Inc.,0,Primary education,1.0,Haiti,6204,0,0,Civil Society,0,K062605001,Closed,119965.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,KN,Canadian Profit Making,Dessau Inc.,0,Wind energy,1.0,St.Kitts Nevis,6204,0,0,Civil Society,0,K062608001,Closed,316041.39,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,BR,Canadian Profit Making,D�limax Veaux Lourds Lt�e,0,Livestock,1.0,Brazil,6204,0,0,Civil Society,0,K062611001,Closed,141092.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,BPR Inc.,0,"Energy generation, renewable sources - multiple technologies",1.0,Uncoded,6202,0,0,Civil Society,0,K062614001,Closed,30000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Non-Profit Making,D�veloppement international Desjardins,0,Small and medium-sized enterprises (SME) development,1.0,Uncoded,6202,0,0,Civil Society,0,K062616001,Closed,53936.88,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,HN,Canadian Profit Making,M.C.M.E.L. Inc.,0,Small and medium-sized enterprises (SME) development,1.0,Honduras,6204,0,0,Civil Society,0,K062620001,Closed,64000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,Mesar/Environair Inc.,0,Biosphere protection,1.0,Uncoded,6202,0,0,Civil Society,0,K062626001,Closed,98653.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Eastern Europe,0,UA,Canadian Profit Making,Marid Industries Limited,0,Small and medium-sized enterprises (SME) development,1.0,Ukraine,6207,0,0,Civil Society,0,K062627001,Closed,40982.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,Canspect Corporation,0,Technological research and development,1.0,Uncoded,6203,0,0,Civil Society,0,K062628001,Closed,99960.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,Les Cr�ations Morin Inc.,0,"Textiles, leather and substitutes",1.0,Uncoded,6202,0,0,Civil Society,0,K062641001,Closed,127244.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,3826058 CANADA INC. (i3DVR INTL JK QUALITY ELEC. LTD),0,Information and communication technology (ICT),1.0,Uncoded,6202,0,0,Civil Society,0,K062651001,Closed,148000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,HN,Canadian Profit Making,Les �quipements Power Survey Lt�e,0,Small and medium-sized enterprises (SME) development,1.0,Honduras,6204,0,0,Civil Society,0,K062652001,Closed,25000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,SNC Lavalin International Inc. *** BLOCKED RE ? ADRESSE ?***,0,Energy education/training,1.0,Uncoded,6203,0,0,Civil Society,0,K062658001,Closed,97453.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Asia & Middle East,0,0,Canadian Profit Making,TRUELINE VALVE CORPORATION INC.,0,Industrial development,1.0,Uncoded,6202,0,0,Civil Society,0,K062671001,Closed,38000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6202,*Asia Division,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,J.V.M. Informatique Canada Inc.,0,Information and communication technology (ICT),1.0,Uncoded,6203,0,0,Civil Society,0,K062674001,Closed,134000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,HEENAN BLAIKIE,0,Urban development and management,1.0,Uncoded,6203,0,0,Civil Society,0,K062682001,Closed,278210.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Africa Section,0,0,Canadian Profit Making,BOGE & BOGE (1980) Ltd,0,Agricultural land resources,1.0,Uncoded,6203,0,0,Civil Society,0,K062684001,Closed,68838.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*America's Section,0,CO,Canadian Profit Making,C-Com Satellite Latin America,0,Telecommunications,1.0,Colombia,6204,0,0,Civil Society,0,K062685001,Closed,45000.0,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*America's Section,0,TT,Canadian Profit Making,APPLIED COURSEWARE TECHNOLOGY INC.,0,Information and communication technology (ICT),1.0,Trinidad/Tobago,6204,0,0,Civil Society,0,K062703001,Closed,9665.24,B6100,KFM Partnership for Develop. Innovation,D6201,*Private Sector Directorate,S6203,"*Africa, America's Division",0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,2
2009/2010,IFI - Environment - CORE,2,AG,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0053,Antigua/Barbuda,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AG,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0053,Antigua/Barbuda,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AG,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0053,Antigua/Barbuda,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AL,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.008,Albania,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AL,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.008,Albania,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AL,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.008,Albania,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AM,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0013,Armenia,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AM,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0013,Armenia,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AM,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0013,Armenia,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AR,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0156,Argentina,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AR,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0156,Argentina,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,AR,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0156,Argentina,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BD,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0353,Bangladesh,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BD,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0353,Bangladesh,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BD,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0353,Bangladesh,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BF,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0036,Burkina-Faso,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BF,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0036,Burkina-Faso,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BF,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0036,Burkina-Faso,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BJ,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0177,Benin,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BJ,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0177,Benin,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BJ,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0177,Benin,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BO,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Biosphere protection,0.0163,Bolivia,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BO,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Site preservation,0.0163,Bolivia,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,IFI - Environment - CORE,2,BO,Foreign Non-Profit Making,GEF - Global Environment Facility,2,Environmental education/training,0.0163,Bolivia,5456,0,0,Multilateral,0,M010431001,Closed,122090000.0,B5100,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,0.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
