ss_d,tss_d,crtd_b,ss_tss,td,dscrptn,chmbl_d,rltnshp_tp,cnfdnc_scr,cll_d,ss_cll_tp,ss_strn,ss_sbclllr_frctn,src_d,src_ss_d,b_frmt,vrnt_d
11602,178.0,Intermediate,Blood,50597,The compound was tested for maximum blood level reached in rats at 15.9 uM/kg after peroral administration.,CHEMBL632180,N,1,,,,,1,,BAO_0000218,
11603,178.0,Intermediate,Blood,50597,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after intravenous administration.,CHEMBL632181,N,1,,,,,1,,BAO_0000218,
11604,178.0,Intermediate,Blood,50597,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after peroral administration.,CHEMBL632182,N,1,,,,,1,,BAO_0000218,
11605,178.0,Autocuration,Blood,22224,The maximum concentration observed (Cmax) in the blood sample at indicated time point (tmax) at a dose 50 mg/Kg administered orally in mice.,CHEMBL632183,U,0,,,,,1,,BAO_0000218,
11606,,Intermediate,,50588,The maximum concentration of the compound was measured in dog at dose 5 mg/kg after peroral administration.,CHEMBL632184,N,1,,,,,1,,BAO_0000218,
11607,,Intermediate,,50597,The maximum concentration of the compound was measured in rat at dose 1 mg/kg after peroral administration.,CHEMBL874470,N,1,,,,,1,,BAO_0000218,
11608,,Intermediate,,50597,"Distribution in rat skin 15 min after intravenous administration, injected dose/gm",CHEMBL631302,N,1,,,,,1,,BAO_0000218,
11609,,Intermediate,,50597,"Distribution in rat skin 1 hr after intravenous administration, injected dose/gm",CHEMBL631303,N,1,,,,,1,,BAO_0000218,
11610,,Intermediate,,50597,"Distribution in rat skin 2 hr after intravenous administration, injected dose/gm",CHEMBL631304,N,1,,,,,1,,BAO_0000218,
11611,,Intermediate,,50597,"Distribution in rat skin 30 min after intravenous administration, injected dose/gm",CHEMBL631305,N,1,,,,,1,,BAO_0000218,
11612,,Intermediate,,50597,"Distribution in rat skin 4 hr after intravenous administration, injected dose/gm",CHEMBL631306,N,1,,,,,1,,BAO_0000218,
11613,,Intermediate,,50597,"Distribution in rat skin 5 min after intravenous administration, injected dose/gm",CHEMBL631307,N,1,,,,,1,,BAO_0000218,
11614,,Intermediate,,50597,"Distribution in rat skin 6 hr after intravenous administration, injected dose/gm",CHEMBL631308,N,1,,,,,1,,BAO_0000218,
11615,,Intermediate,,50597,"Distribution in rat skin 8 hr after intravenous administration, injected dose/gm",CHEMBL625557,N,1,,,,,1,,BAO_0000218,
11616,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 15 min after intravenous administration, injected dose/gm",CHEMBL625558,N,1,,,,,1,,BAO_0000218,
11617,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 1 hr after intravenous administration, injected dose/gm",CHEMBL625559,N,1,,,,,1,,BAO_0000218,
11618,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 2 hr after intravenous administration, injected dose/gm",CHEMBL625560,N,1,,,,,1,,BAO_0000218,
11619,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 30 min after intravenous administration, injected dose/gm",CHEMBL625561,N,1,,,,,1,,BAO_0000218,
11620,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 4 hr after intravenous administration, injected dose/gm",CHEMBL625562,N,1,,,,,1,,BAO_0000218,
11621,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 5 min after intravenous administration, injected dose/gm",CHEMBL875320,N,1,,,,,1,,BAO_0000218,
11622,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 6 hr after intravenous administration, injected dose/gm",CHEMBL625563,N,1,,,,,1,,BAO_0000218,
11623,2106.0,Intermediate,Spleen,50597,"Distribution in rat spleen 8 hr after intravenous administration, injected dose/gm",CHEMBL625564,N,1,,,,,1,,BAO_0000218,
11624,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 15 min after intravenous administration, injected dose/gm",CHEMBL625565,N,1,,,,,1,,BAO_0000218,
11625,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 1 hr after intravenous administration, injected dose/gm",CHEMBL625566,N,1,,,,,1,,BAO_0000218,
11626,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 2 hr after intravenous administration, injected dose/gm",CHEMBL625567,N,1,,,,,1,,BAO_0000218,
11627,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 30 min after intravenous administration, injected dose/gm",CHEMBL625568,N,1,,,,,1,,BAO_0000218,
11628,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 4 hr after intravenous administration, injected dose/gm",CHEMBL628217,N,1,,,,,1,,BAO_0000218,
11629,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 5 min after intravenous administration, injected dose/gm",CHEMBL628218,N,1,,,,,1,,BAO_0000218,
11630,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 6 hr after intravenous administration, injected dose/gm",CHEMBL628219,N,1,,,,,1,,BAO_0000218,
11631,995.0,Intermediate,Uterus,50597,"Distribution in rat uterus 8 hr after intravenous administration, injected dose/gm",CHEMBL628220,N,1,,,,,1,,BAO_0000218,
11632,,Autocuration,,22224,Distribution in the blood after 120 min of intravenous administration,CHEMBL628221,U,0,,,,,1,,BAO_0000019,
11633,,Autocuration,,22224,Distribution in the blood after 15 min of intravenous administration,CHEMBL628222,U,0,,,,,1,,BAO_0000019,
11634,,Autocuration,,22224,Distribution in the blood after 30 min of intravenous administration,CHEMBL628223,U,0,,,,,1,,BAO_0000019,
11635,,Autocuration,,22224,Distribution in the blood after 5 min of intravenous administration,CHEMBL628224,U,0,,,,,1,,BAO_0000019,
11636,,Autocuration,,22224,Distribution in the blood after 60 min of intravenous administration,CHEMBL628225,U,0,,,,,1,,BAO_0000019,
11637,,Autocuration,,22224,Distribution in the blood after 90 min of intravenous administration,CHEMBL628226,U,0,,,,,1,,BAO_0000019,
11638,,Autocuration,,22224,Distribution in the bone after 120 min of intravenous administration,CHEMBL628227,U,0,,,,,1,,BAO_0000019,
11639,,Autocuration,,22224,Distribution in the bone after 15 min of intravenous administration,CHEMBL875481,U,0,,,,,1,,BAO_0000019,
11640,,Autocuration,,22224,Distribution in the bone after 30 min of intravenous administration,CHEMBL628228,U,0,,,,,1,,BAO_0000019,
11641,,Autocuration,,22224,Distribution in the bone after 5 min of intravenous administration,CHEMBL628229,U,0,,,,,1,,BAO_0000019,
11642,,Autocuration,,22224,Distribution in the bone after 60 min of intravenous administration,CHEMBL628230,U,0,,,,,1,,BAO_0000019,
11643,,Autocuration,,22224,Distribution in the bone after 90 min of intravenous administration,CHEMBL628231,U,0,,,,,1,,BAO_0000019,
11644,,Autocuration,,22224,Distribution in the heart after 120 min of intravenous administration,CHEMBL628232,U,0,,,,,1,,BAO_0000019,
11645,,Autocuration,,22224,Distribution in the heart after 15 min of intravenous administration,CHEMBL628233,U,0,,,,,1,,BAO_0000019,
11646,,Autocuration,,22224,Distribution in the heart after 30 min of intravenous administration,CHEMBL628234,U,0,,,,,1,,BAO_0000019,
11647,,Autocuration,,22224,Distribution in the heart after 5 min of intravenous administration,CHEMBL628235,U,0,,,,,1,,BAO_0000019,
11648,,Autocuration,,22224,Distribution in the heart after 60 min of intravenous administration,CHEMBL628236,U,0,,,,,1,,BAO_0000019,
11649,,Autocuration,,22224,Distribution in the heart after 90 min of intravenous administration,CHEMBL628237,U,0,,,,,1,,BAO_0000019,
11650,,Autocuration,,22224,Distribution in the kidneys after 120 min of intravenous administration,CHEMBL628238,U,0,,,,,1,,BAO_0000019,
11651,,Autocuration,,22224,Distribution in the kidneys after 15 min of intravenous administration,CHEMBL628239,U,0,,,,,1,,BAO_0000019,
11652,,Autocuration,,22224,Distribution in the kidneys after 30 min of intravenous administration,CHEMBL628240,U,0,,,,,1,,BAO_0000019,
11653,,Autocuration,,22224,Distribution in the kidneys after 5 min of intravenous administration,CHEMBL628241,U,0,,,,,1,,BAO_0000019,
11654,,Autocuration,,22224,Distribution in the kidneys after 60 min of intravenous administration,CHEMBL628242,U,0,,,,,1,,BAO_0000019,
11655,,Autocuration,,22224,Distribution in the kidneys after 90 min of intravenous administration,CHEMBL875482,U,0,,,,,1,,BAO_0000019,
11656,,Autocuration,,22224,Distribution in the liver after 120 min of intravenous administration,CHEMBL628243,U,0,,,,,1,,BAO_0000019,
11657,,Autocuration,,22224,Distribution in the liver after 15 min of intravenous administration,CHEMBL628244,U,0,,,,,1,,BAO_0000019,
11658,,Autocuration,,22224,Distribution in the liver after 30 min of intravenous administration,CHEMBL628245,U,0,,,,,1,,BAO_0000019,
11659,,Autocuration,,22224,Distribution in the liver after 5 min of intravenous administration,CHEMBL628246,U,0,,,,,1,,BAO_0000019,
11660,,Autocuration,,22224,Distribution in the liver after 60 min of intravenous administration,CHEMBL628247,U,0,,,,,1,,BAO_0000019,
11661,,Autocuration,,22224,Distribution in the liver after 90 min of intravenous administration,CHEMBL628248,U,0,,,,,1,,BAO_0000019,
11662,,Autocuration,,22224,Distribution in the lung after 120 min of intravenous administration,CHEMBL628249,U,0,,,,,1,,BAO_0000019,
11663,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, iv and the total drug exposure was determined. (0-24hr)",CHEMBL625452,N,1,,,,,1,,BAO_0000218,
11664,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, perorally and the total drug exposure was determined (0-24hr)",CHEMBL625453,N,1,,,,,1,,BAO_0000218,
11665,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, iv and the total drug exposure was determined. (0-24hr)",CHEMBL625454,N,1,,,,,1,,BAO_0000218,
11666,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, perorally and the total drug exposure was determined (0-24hr)",CHEMBL623844,N,1,,,,,1,,BAO_0000218,
11667,,Intermediate,,50597,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 1 mg/kg (normalized to a 1 mg/kg dose) in rat,CHEMBL623845,N,1,,,,,1,,BAO_0000218,
11668,,Intermediate,,50597,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 2.5 mg/kg (normalized to a 1 mg/kg dose) in rat,CHEMBL623846,N,1,,,,,1,,BAO_0000218,
11669,,Autocuration,,22224,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 5.0 mg/kg (normalized to a 1 mg/kg dose) GP,CHEMBL623847,U,0,,,,,1,,BAO_0000218,
11670,,Intermediate,,100710,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using HPLC assay,CHEMBL623848,N,1,,,,,1,,BAO_0000218,
11671,,Intermediate,,100710,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,CHEMBL623849,N,1,,,,,1,,BAO_0000218,
11672,,Intermediate,,100710,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using HPLC assay,CHEMBL623850,N,1,,,,,1,,BAO_0000218,
11673,,Intermediate,,100710,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,CHEMBL623851,N,1,,,,,1,,BAO_0000218,
11674,,Autocuration,,22224,Integrated area under the plasma drug level-time curve was determined in portal circulation after intraduodenal dose of 10 mg/kg in monkey,CHEMBL623852,U,0,,,,,1,,BAO_0000218,
11675,,Intermediate,,50506,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret,CHEMBL624551,N,1,,,,,1,,BAO_0000218,
11676,,Intermediate,,50506,"Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret, determined by renin inhibition assay",CHEMBL624552,N,1,,,,,1,,BAO_0000218,
11677,,Autocuration,,22224,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey,CHEMBL624553,U,0,,,,,1,,BAO_0000218,
11678,,Autocuration,,22224,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey determined by renin inhibition assay,CHEMBL624554,U,0,,,,,1,,BAO_0000218,
11679,,Intermediate,,50597,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat,CHEMBL624555,N,1,,,,,1,,BAO_0000218,
11680,,Intermediate,,50597,"Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",CHEMBL624741,N,1,,,,,1,,BAO_0000218,
11681,,Intermediate,,50588,"Intravenous integrated area under the concentration vs time curve, for compound in dog plasma",CHEMBL624742,N,1,,,,,1,,BAO_0000218,
11682,,Intermediate,,100712,"Intravenous integrated area under the concentration vs time curve, for compound in hamster plasma",CHEMBL624743,N,1,,,,,1,,BAO_0000218,
11683,,Intermediate,,50597,"Intravenous integrated area under the concentration vs time curve, for compound in rat plasma",CHEMBL877606,N,1,,,,,1,,BAO_0000218,
11684,,Autocuration,,22224,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg,CHEMBL624744,U,0,,,,,1,,BAO_0000218,
11685,178.0,Autocuration,Blood,22224,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b = No compound detectable in blood above the detection limit of 0.1 uM,CHEMBL624745,U,0,,,,,1,,BAO_0000218,
11686,178.0,Autocuration,Blood,22224,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b denotes No compound detectable in blood above the detection limit of 0.1 uM,CHEMBL624746,U,0,,,,,1,,BAO_0000218,
11687,178.0,Autocuration,Blood,22224,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg;b = No compound detectable in blood above the detection limit of 0.1 uM,CHEMBL624747,U,0,,,,,1,,BAO_0000218,
11688,,Autocuration,,22224,Oral absorption expressed as Area under curve was determined,CHEMBL624748,U,0,,,,,1,,BAO_0000019,
11689,,Intermediate,,50588,Oral absorption kinetics (AUC) was determined after administration of compound orally at 1 mg/kg in dogs,CHEMBL622504,N,1,,,,,1,,BAO_0000218,
11690,,Intermediate,,50588,"Oral integrated area under the concentration vs time curve, for compound in dog plasma",CHEMBL622505,N,1,,,,,1,,BAO_0000218,
11691,,Intermediate,,100712,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",CHEMBL622506,N,1,,,,,1,,BAO_0000218,
11692,,Intermediate,,100712,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",CHEMBL622507,N,1,,,,,1,,BAO_0000218,
11693,,Intermediate,,50597,"Oral integrated area under the concentration vs time curve, for compound in rat plasma",CHEMBL622508,N,1,,,,,1,,BAO_0000218,
11694,,Autocuration,,22224,Pharmacokinetic parameter AUC in mice following a single dose intravenous administration of the compound,CHEMBL622509,U,0,,,,,1,,BAO_0000019,
11695,,Intermediate,,50597,Pharmacokinetic Parameter [Area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,CHEMBL622510,N,1,,,,,1,,BAO_0000218,
11696,,Intermediate,,50597,Pharmacokinetic parameter (AUC) was determined after administering 1 mg/kg of compound intravenously in rat no.3 belonging to phenotype EM (extensive metabolizer),CHEMBL622511,N,1,,,,,1,,BAO_0000218,
11697,,Intermediate,,100710,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,CHEMBL622512,N,1,,,,,1,,BAO_0000218,
11698,,Intermediate,,100710,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,CHEMBL622513,N,1,,,,,1,,BAO_0000218,
11699,,Intermediate,,100710,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered po at 5 mg/kg concentration,CHEMBL622514,N,1,,,,,1,,BAO_0000218,
11700,,Intermediate,,50588,Pharmacokinetic parameter AUC calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,CHEMBL622515,N,1,,,,,1,,BAO_0000218,
11701,,Intermediate,,50588,Pharmacokinetic parameter AUC calculated in dog when the compound was administered po at 5 mg/kg concentration,CHEMBL622516,N,1,,,,,1,,BAO_0000218,
11702,,Intermediate,,50597,Pharmacokinetic parameter AUC calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,CHEMBL622517,N,1,,,,,1,,BAO_0000218,
