assays_ASI,assays_ASCA,assays_ASTIS,assays_VAI,assays_ASSOR,assays_CHI,assays_DI,assays_ASSTR,assays_Ti,assays_CURAB,assays_ASSTAI,assays_CONFISCO,assays_SRI,assays_SRASI,assays_CEI,assays_BAFOR,assays_TII
13725,,Zone of skin,,Mus musculus,CHEMBL629725,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,14.0
13726,,Zone of skin,,Mus musculus,CHEMBL629726,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,14.0
13727,,Spleen,,Mus musculus,CHEMBL629727,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2106.0
13728,,Spleen,,Mus musculus,CHEMBL630404,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2106.0
13729,,Spleen,,Mus musculus,CHEMBL630405,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2106.0
13730,,Spleen,,Mus musculus,CHEMBL630406,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2106.0
13731,,Stomach,,Mus musculus,CHEMBL630407,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,945.0
13732,,Stomach,,Mus musculus,CHEMBL630573,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,945.0
13733,,Stomach,,Mus musculus,CHEMBL630574,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,945.0
13734,,Stomach,,Mus musculus,CHEMBL630575,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,945.0
13735,,,,Mus musculus,CHEMBL630576,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13736,,,,Mus musculus,CHEMBL630577,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13737,,,,Mus musculus,CHEMBL630578,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13738,,,,Mus musculus,CHEMBL630579,9716,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13739,,Kidney,,Mus musculus,CHEMBL630580,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2113.0
13740,,Kidney,,Mus musculus,CHEMBL630581,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2113.0
13741,,Kidney,,Mus musculus,CHEMBL630582,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,2113.0
13742,,,,Mus musculus,CHEMBL630583,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13743,,,,Mus musculus,CHEMBL630584,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13744,,,,Mus musculus,CHEMBL630585,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13745,,,,Mus musculus,CHEMBL630586,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13746,,,,Mus musculus,CHEMBL630587,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13747,,,,Mus musculus,CHEMBL630588,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13748,,,,Mus musculus,CHEMBL630589,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13749,,,,Mus musculus,CHEMBL630590,12192,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13750,,Feces,,,CHEMBL630591,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1988.0
13751,,Feces,,,CHEMBL630592,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1988.0
13752,,,,,CHEMBL630593,12192,,22224,Autocuration,,0,1,,,BAO_0000019,
13753,,,,,CHEMBL630594,12192,,22224,Autocuration,,0,1,,,BAO_0000019,
13754,,Urine,,,CHEMBL630595,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13755,,Urine,,,CHEMBL630596,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13756,,Urine,,,CHEMBL630597,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13757,,Urine,,,CHEMBL630598,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13758,,Urine,,,CHEMBL630599,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13759,,Urine,,,CHEMBL630600,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13760,,Urine,,,CHEMBL630601,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13761,,Urine,,,CHEMBL630602,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13762,,Urine,,,CHEMBL630603,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13763,,Urine,,,CHEMBL630604,12192,,22224,Autocuration,,0,1,,,BAO_0000019,1088.0
13764,,Blood,,Rattus norvegicus,CHEMBL624869,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13765,,Blood,,Rattus norvegicus,CHEMBL624870,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13766,,Blood,,Rattus norvegicus,CHEMBL623189,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13767,,Blood,,Rattus norvegicus,CHEMBL623190,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13768,,Blood,,Rattus norvegicus,CHEMBL623191,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13769,,,,Rattus norvegicus,CHEMBL623192,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13770,,,,Rattus norvegicus,CHEMBL623193,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13771,,,,Rattus norvegicus,CHEMBL623194,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13772,,,,Rattus norvegicus,CHEMBL623195,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13773,,,,Rattus norvegicus,CHEMBL623196,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13774,,,,Rattus norvegicus,CHEMBL623197,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13775,,,,Rattus norvegicus,CHEMBL623198,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13776,,,,Rattus norvegicus,CHEMBL623199,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13777,,Muscle tissue,,Rattus norvegicus,CHEMBL623200,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13778,,Muscle tissue,,Rattus norvegicus,CHEMBL623201,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13779,,Muscle tissue,,Rattus norvegicus,CHEMBL623202,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13780,,Muscle tissue,,Rattus norvegicus,CHEMBL623203,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13781,,Muscle tissue,,Rattus norvegicus,CHEMBL623204,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13782,,Muscle tissue,,Rattus norvegicus,CHEMBL623205,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13783,,Muscle tissue,,Rattus norvegicus,CHEMBL623206,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13784,,Muscle tissue,,Rattus norvegicus,CHEMBL623207,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13785,,Muscle tissue,,Rattus norvegicus,CHEMBL623208,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13786,,Muscle tissue,,Rattus norvegicus,CHEMBL623209,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13787,,Muscle tissue,,Rattus norvegicus,CHEMBL623210,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13788,,,,Rattus norvegicus,CHEMBL623211,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13789,,Uterus,,Rattus norvegicus,CHEMBL623212,11836,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,995.0
13790,,,,,CHEMBL623213,12640,,22224,Autocuration,,0,1,,,BAO_0000019,
13791,,,,,CHEMBL623214,14218,,22224,Autocuration,,0,1,,,BAO_0000019,
13792,,,,,CHEMBL623215,11296,,22224,Autocuration,,0,1,,,BAO_0000019,
13793,,,,,CHEMBL623216,10929,,22224,Autocuration,,0,1,,,BAO_0000019,
13794,,,,Bos taurus,CHEMBL623217,13841,,50591,Intermediate,9913.0,1,1,,,BAO_0000218,
13795,,,,,CHEMBL623218,10431,,22224,Autocuration,,0,1,,,BAO_0000019,
13796,,,,,CHEMBL623913,10431,,22224,Autocuration,,0,1,,,BAO_0000019,
13797,,,,,CHEMBL623914,10431,,22224,Autocuration,,0,1,,,BAO_0000019,
13798,,,,,CHEMBL623915,8826,,22229,Autocuration,,0,1,,,BAO_0000100,
13799,,,,,CHEMBL624080,8826,,22229,Autocuration,,0,1,,,BAO_0000100,
13800,,,,,CHEMBL624081,9884,,22224,Autocuration,,0,1,,,BAO_0000019,
13801,,,,Homo sapiens,CHEMBL624082,9827,,50587,Intermediate,9606.0,1,1,,,BAO_0000218,
13802,,,,Homo sapiens,CHEMBL625054,10009,,50587,Intermediate,9606.0,1,1,,,BAO_0000218,
13803,,,,,CHEMBL877485,10009,,22224,Autocuration,,0,1,,,BAO_0000019,
13804,,,,Mus musculus,CHEMBL625055,10009,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13805,,,,Mus musculus,CHEMBL625056,10009,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13806,,,,Homo sapiens,CHEMBL625057,10009,,50587,Intermediate,9606.0,1,1,,,BAO_0000218,
13807,,,,,CHEMBL625058,10009,,22224,Autocuration,,0,1,,,BAO_0000019,
13808,,,,Mus musculus,CHEMBL625059,10009,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13809,,,,Mus musculus,CHEMBL629536,10009,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13810,,,,Rattus norvegicus,CHEMBL629537,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13811,,,,Rattus norvegicus,CHEMBL629538,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13812,,,,Rattus norvegicus,CHEMBL629539,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13813,,,,Rattus norvegicus,CHEMBL874445,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13814,,,,Rattus norvegicus,CHEMBL629540,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13815,,,,Rattus norvegicus,CHEMBL629541,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13816,,,,Rattus norvegicus,CHEMBL629542,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13817,,,,Rattus norvegicus,CHEMBL630243,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13818,,,,Rattus norvegicus,CHEMBL630244,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13819,,,,Rattus norvegicus,CHEMBL630245,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13820,,,,Rattus norvegicus,CHEMBL630246,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13821,,,,Rattus norvegicus,CHEMBL630247,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13822,,,,Rattus norvegicus,CHEMBL630248,11510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13823,,Blood,,Rattus norvegicus,CHEMBL630249,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13824,,Blood,,Rattus norvegicus,CHEMBL630250,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13825,,Blood,,Rattus norvegicus,CHEMBL630251,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13826,,Blood,,Rattus norvegicus,CHEMBL630252,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13827,,Blood,,Rattus norvegicus,CHEMBL630408,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
13828,,Cerebellum,,Rattus norvegicus,CHEMBL630409,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13829,,Cerebellum,,Rattus norvegicus,CHEMBL874446,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13830,,Cerebellum,,Rattus norvegicus,CHEMBL630410,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13831,,Cerebellum,,Rattus norvegicus,CHEMBL630411,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13832,,Cerebellum,,Rattus norvegicus,CHEMBL630412,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13833,,Cerebellum,,Rattus norvegicus,CHEMBL630413,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13834,,Cerebellum,,Rattus norvegicus,CHEMBL630414,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13835,,Cerebellum,,Rattus norvegicus,CHEMBL630415,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2037.0
13836,,,,Rattus norvegicus,CHEMBL630416,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13837,,,,Rattus norvegicus,CHEMBL630417,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13838,,,,Rattus norvegicus,CHEMBL630418,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13839,,,,Rattus norvegicus,CHEMBL630419,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13840,,,,Rattus norvegicus,CHEMBL630420,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13841,,,,Rattus norvegicus,CHEMBL630421,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13842,,,,Rattus norvegicus,CHEMBL630422,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13843,,,,Rattus norvegicus,CHEMBL630423,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13844,,Heart,,Rattus norvegicus,CHEMBL630424,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13845,,Heart,,Rattus norvegicus,CHEMBL630425,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13846,,Heart,,Rattus norvegicus,CHEMBL629462,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13847,,Heart,,Rattus norvegicus,CHEMBL630426,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13848,,Heart,,Rattus norvegicus,CHEMBL630427,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13849,,Heart,,Rattus norvegicus,CHEMBL625877,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13850,,Heart,,Rattus norvegicus,CHEMBL625878,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
13851,,Hippocampus,,Rattus norvegicus,CHEMBL625879,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,10000000.0
13852,,Hippocampus,,Rattus norvegicus,CHEMBL625880,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,10000000.0
13853,,Hippocampus,,Rattus norvegicus,CHEMBL625881,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,10000000.0
13854,,Hippocampus,,Rattus norvegicus,CHEMBL625882,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,10000000.0
13855,,Hippocampus,,Rattus norvegicus,CHEMBL625883,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,10000000.0
13856,,Kidney,,Rattus norvegicus,CHEMBL625884,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13857,,Kidney,,Rattus norvegicus,CHEMBL625885,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13858,,Kidney,,Rattus norvegicus,CHEMBL628649,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13859,,Kidney,,Rattus norvegicus,CHEMBL628650,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13860,,Kidney,,Rattus norvegicus,CHEMBL628651,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13861,,Kidney,,Rattus norvegicus,CHEMBL628652,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13862,,Kidney,,Rattus norvegicus,CHEMBL628653,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13863,,Liver,,Rattus norvegicus,CHEMBL628654,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13864,,Liver,,Rattus norvegicus,CHEMBL628655,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13865,,Liver,,Rattus norvegicus,CHEMBL625238,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13866,,Liver,,Rattus norvegicus,CHEMBL625239,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13867,,Liver,,Rattus norvegicus,CHEMBL625240,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13868,,Liver,,Rattus norvegicus,CHEMBL625241,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13869,,Liver,,Rattus norvegicus,CHEMBL625242,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13870,,Lung,,Rattus norvegicus,CHEMBL874587,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13871,,Lung,,Rattus norvegicus,CHEMBL625405,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13872,,Lung,,Rattus norvegicus,CHEMBL625406,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13873,,Lung,,Rattus norvegicus,CHEMBL625407,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13874,,Lung,,Rattus norvegicus,CHEMBL625408,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13875,,Lung,,Rattus norvegicus,CHEMBL625409,13100,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13876,,Thoracic aorta,,Rattus norvegicus,CHEMBL625410,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13877,,Thoracic aorta,,Rattus norvegicus,CHEMBL625411,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13878,,Thoracic aorta,,Rattus norvegicus,CHEMBL625412,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13879,,Thoracic aorta,,Rattus norvegicus,CHEMBL625413,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13880,,Thoracic aorta,,Rattus norvegicus,CHEMBL625414,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13881,,Thoracic aorta,,Rattus norvegicus,CHEMBL625415,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13882,,Thoracic aorta,,Rattus norvegicus,CHEMBL625416,12361,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1515.0
13883,,Urine,,Rattus norvegicus,CHEMBL625417,12712,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13884,,Feces,,Rattus norvegicus,CHEMBL625418,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1988.0
13885,,Urine,,Rattus norvegicus,CHEMBL625419,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13886,,,,Rattus norvegicus,CHEMBL625420,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13887,,,,Rattus norvegicus,CHEMBL626996,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13888,,Feces,,Rattus norvegicus,CHEMBL626997,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1988.0
13889,,Urine,,Rattus norvegicus,CHEMBL626998,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1088.0
13890,,,,Rattus norvegicus,CHEMBL626999,7415,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
13891,,,,Mus musculus,CHEMBL627000,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13892,,,,Mus musculus,CHEMBL627001,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13893,,,,Mus musculus,CHEMBL627002,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13894,,,,Mus musculus,CHEMBL627003,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,
13895,,Urine,,Mus musculus,CHEMBL627004,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13896,,Urine,,Mus musculus,CHEMBL627005,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13897,,Urine,,Mus musculus,CHEMBL874594,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13898,,Urine,,Mus musculus,CHEMBL627006,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13899,,Urine,,Mus musculus,CHEMBL627007,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13900,,Urine,,Mus musculus,CHEMBL627884,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13901,,Urine,,Mus musculus,CHEMBL627885,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13902,,Urine,,Mus musculus,CHEMBL627886,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13903,,Urine,,Mus musculus,CHEMBL627887,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13904,,Urine,,Mus musculus,CHEMBL627888,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13905,,Urine,,Mus musculus,CHEMBL628057,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13906,,Urine,,Mus musculus,CHEMBL627405,8050,,50594,Intermediate,10090.0,1,1,,,BAO_0000218,1088.0
13907,,Urine,,Canis lupus familiaris,CHEMBL627406,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13908,,Urine,,Canis lupus familiaris,CHEMBL627407,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13909,,Urine,,Canis lupus familiaris,CHEMBL627408,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13910,,Urine,,Canis lupus familiaris,CHEMBL627409,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13911,,Urine,,Canis lupus familiaris,CHEMBL875486,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13912,,Urine,,Canis lupus familiaris,CHEMBL627410,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13913,,Urine,,Canis lupus familiaris,CHEMBL627411,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13914,,Urine,,Canis lupus familiaris,CHEMBL627412,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13915,,Urine,,Canis lupus familiaris,CHEMBL627413,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13916,,Urine,,Canis lupus familiaris,CHEMBL627414,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13917,,Urine,,Canis lupus familiaris,CHEMBL627415,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13918,,Urine,,Canis lupus familiaris,CHEMBL627416,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13919,,Urine,,Canis lupus familiaris,CHEMBL627417,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13920,,Urine,,Canis lupus familiaris,CHEMBL627418,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13921,,Urine,,Canis lupus familiaris,CHEMBL627419,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13922,,Urine,,Canis lupus familiaris,CHEMBL627320,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13923,,Urine,,Canis lupus familiaris,CHEMBL627321,12582,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1088.0
13924,,Kidney,,Rattus norvegicus,CHEMBL627322,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13925,,Kidney,,Rattus norvegicus,CHEMBL627323,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13926,,Kidney,,Rattus norvegicus,CHEMBL627491,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13927,,Kidney,,Rattus norvegicus,CHEMBL627492,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13928,,Kidney,,Rattus norvegicus,CHEMBL627493,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
13929,,Liver,,Rattus norvegicus,CHEMBL627494,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13930,,Liver,,Rattus norvegicus,CHEMBL627495,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13931,,Liver,,Rattus norvegicus,CHEMBL627496,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13932,,Liver,,Rattus norvegicus,CHEMBL627497,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13933,,Liver,,Rattus norvegicus,CHEMBL627498,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
13934,,Lung,,Rattus norvegicus,CHEMBL627499,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13935,,Lung,,Rattus norvegicus,CHEMBL627500,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13936,,Lung,,Rattus norvegicus,CHEMBL627501,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13937,,Lung,,Rattus norvegicus,CHEMBL625616,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13938,,Lung,,Rattus norvegicus,CHEMBL625617,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
13939,,Muscle tissue,,Rattus norvegicus,CHEMBL625618,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13940,,Muscle tissue,,Rattus norvegicus,CHEMBL625619,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13941,,Muscle tissue,,Rattus norvegicus,CHEMBL625620,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13942,,Muscle tissue,,Rattus norvegicus,CHEMBL625621,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13943,,Muscle tissue,,Rattus norvegicus,CHEMBL625622,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
13944,,Spleen,,Rattus norvegicus,CHEMBL625788,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2106.0
13945,,Spleen,,Rattus norvegicus,CHEMBL625789,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2106.0
13946,,Spleen,,Rattus norvegicus,CHEMBL625790,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2106.0
13947,,Spleen,,Rattus norvegicus,CHEMBL625791,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2106.0
13948,,Spleen,,Rattus norvegicus,CHEMBL622334,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2106.0
13949,,Thyroid gland,,Rattus norvegicus,CHEMBL622335,12017,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2046.0
