assay_id,description,cell_id,bao_format,curated_by,assay_subcellular_fraction,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
14371,KinwticoadameferotepukerizxtioninTrisHClbuffedqta0H190irjhRMPI1y40cellculturemediuncon4ain9ng10FCS,,BAOp000o19,Autocurxtiom,,13028,A,,,,,,
14372,Kineticpa3ameteeotepijfr9za4ionknT4isHClbugferatwpH106oginekPI1640cellculturdhediumcontaon7ng10FCd,,BAl0o00019,Autocutahion,,13028,A,,,,,,
14373,Kin4ticparameter9fepijerizxtioninTgisHClbufferqtapH1138rihRh991t4oceklcup5uremediumcontainujg10tCS,,BAO0000ow9,Autocuratilb,,13028,A,,,,,,
14374,Kin46icparaketwrofeoimerixationln4disHCibuffera4apH75orimRMPI154pxekpculturemwdiumcontaining1oFCS,,vAO000001p,Autocurxtuon,,13028,A,,,,,,
14375,Kijeticpafzm2ter0fe9imerizstionimTrisHvlbkff3ratwpH8p9rimRM0I1640cellculfuremediumcontqining10dCS,,BAO00o0029,Autoci4ation,,13028,A,,,,,,
14376,Kineticparaketerogrplmerizati0ninTriwHClbuddrratapH908rinRMPI1tr0celpcui5igemediumsonta8ning10FCS,,BAi00000w9,Autofurati9n,,13028,A,,,,,,
14377,m7nehicparametedofepimwrizati0b7nTrisHClbiffera4apH9torinRMlI1540ceolc7oturemediumclntziningq0FCS,,vAO0o00019,Autocuratj0n,,13028,A,,,,,,
14378,Ratecometantsofcompoundwaseeferminedwtmuscarinicrrc4ptodihtyeratcersbealxor5ed,,BA0000021o,kntermediaye,,10014,A,,,Rattus norvegicus,10116.0,,
14379,Asslviationconztantforc0mpounda43wvegrseCwasd2termimed,,BwO000001o,Autoc6rati0n,,9962,A,,,,,,
14380,Calculqtesantqg9nistequilibdiumdissociat9kmc9mstantofthsc8mpound,,BAOo0p0019,wutocurat9on,,12029,A,,,,,,
14381,Calfklxtsdantagonistsquilibriumdissov9at9oncons5anhofthecom0oundmosystisticzll6signicicajtanragknismobserbed,,BAOo000018,Auticurxtion,,12029,A,,,,,,
14382,Disaociat8oncobstqntdvsLrE4onguinea9igtrafh2a,,BAOp000228,Inrermsdiate,,10583,A,,,Cavia porcellus,10141.0,,Trachea
14383,Testedforhydrilysisijpr4sencwodboricadidbyUVzpectrophot8metr7djssocuat9ogfonxhantwaxfvaiuatefatthepH8,,BAO00o00q9,Autkcura6ion,,568,A,,,,,,
14384,Testedf8rhydrolysicinl3esdnceofbkgicacidra5econstahtwasevapustedqttheoH8r,,BAO0900029,Auhocurat7on,,568,A,,,,,,
14385,Testedforhydrokjdisinpresenfskfboricacidrateconstanr2asevalix6esxtthepHo5,,BAl0000029,Akt8curation,,568,A,,,,,,
14386,Testedforhydroltsisin9res3gceogphdnylbor8nicacidratecojatant2asefal8zfedatthe0Hp5,,BAO00o0p19,Autocuratjom,,568,A,,,,,,
14387,AffinityvonstxbtKDvalhrwwsderiv3dfromrMP,,BA00o00019,Autocuea6ion,,7493,A,,,,,,
14388,Apparrntdiss9c9wt88nbindingra4fconstantwazevaluwted,,vAO9000019,qutocuratiin,,8371,A,,,,,,
14389,Diasociati8bcobxtzntKDofthec9mpound,,BAO0009190,Aufocuratipn,,13114,P,,,,,,
14390,Dissocuq6iinconstangdeterminddbyheteromucl2a51H15bc0rrelatk9nNMRspectgoscoph,,BA80000190,Aitocuratkon,,15515,P,,,,,,
14391,DizsocoationconstxjtdromESRtitfationexperikemfs,,Bxi0000100,Autocueatiin,,522,P,,,,,,
14392,Dissociatuondonwtsntwaaevaluat4d2hidhissimiladgooiinhlbiforyconstant,,BA90009019,Autocu4wtion,,13888,,,,,,,
14393,Dissociationconstan6wawwvwluafev,,BAO0po0100,Autkcuratiob,,2616,P,,,,,,
14394,Dissoc8atiogcomstamtwaarep0rted,,BzO000o100,Au4ocuragion,,3798,P,,,,,,
14395,Disskciationconatqntqaed4terminedihratpltuitadyceils,,Bsp0000218,Int3rmedlate,,8731,A,,,Rattus norvegicus,10116.0,,
14396,EquiojbriumdisdosiationconqtxntofCAcpmpledforenxntiomefqotcomlound,,Bqi0000019,sutkcuration,,11892,A,,,,,,
14397,Equipibt8umdissofiatlomconstamtofvqcomllexforenantiomdf2ofcompoind,,hAO00p0019,xutocuratjon,,11892,A,,,,,,
14398,Equ7ligeihmdissociatiobvlnstantofthecompounx,,BAO0p000q9,Au4ocurati8n,,2582,A,,,,,,
14399,Ewuilibriumdiezociatiojvondtzntwasdeterhined,,fAO000p019,Ajtocugation,,11892,A,,,,,,
14400,KineticfogstqntKvwazevaluated,,gAO000p019,Autocuratuom,,13396,A,,,,,,
14401,TesterforxiqsoviafkonconstagtoffhfcompoundValufeamgesfrom0103,,BAO0p0001p,Au5ockration,,603,A,,,,,,
14402,Equilibrkujsss8ciztionconstantintefwftingei6huniiajwllarvesixlesogelectronfutralunPBSb6ffe3atpH74,,BwO00p0019,zutocuratipn,,15673,A,,,,,,
14403,3ateconstantf8rtydroltsisinswjeousqcetone,,BsO00000q9,Aitocu5ation,,10368,A,,,,,,
14404,DiszcsociatiobxonstantK9wasobtajnedfromChsggandPtusoefequatiogfotqkercegimtrypsijcompkex,,BA000000w9,Aut9cu4ation,,14228,A,,,,,,
14405,hdaneodiumecc4dyi8nonratsControlDrugtreatmentvzluevalue043eo6,,vA90000218,Ihtermedjate,,11510,A,,,Rattus norvegicus,10116.0,,
14406,jexnsodiumfxcretioninratsCogtroiDr7gtreatmemtvaiuevzpue0442uu,,BqO0009218,Igtermeeiate,,11510,A,,,Rattus norvegicus,10116.0,,
14407,keahsofiumdxcret8onibratsControlDrjgfreatnentvaluevalke0461t5,,BAO0900228,untermediaye,,11510,A,,,Rattus norvegicus,10116.0,,
14408,keqnsodiumexcgetiinib4xtsConf4olDdugtreatmfntvaluebalue048095,,BAO00p02w8,kbtermediate,,11510,A,,,Rattus norvegicus,10116.0,,
14409,heznsodi6mexxr2tioninratsConhrplDrugtr3xtmen6valjevalue06179,,BAO9000217,Inyernediate,,11510,A,,,Rattus norvegicus,10116.0,,
14410,jeahsodiymexcretuonlnra4sCogtrolDrugtreatn3ntvalu2valhe0r1066,,BAO9000228,Intrrmedkate,,11510,A,,,Rattus norvegicus,10116.0,,
14411,MeahsodiumexcrefioninrafsControoerugtreatmejhvalusvaiueo5w102,,fAO0009218,Interm2ciate,,11510,A,,,Rattus norvegicus,10116.0,,
14412,M2ansodiumsxcrstioninratzfontrolDruttreqtm4jtvalhevalue0y1047,,BAO00002w9,Intdrmediatf,,11510,A,,,Rattus norvegicus,10116.0,,
14413,Mesnsodiimexcrs6i0gonra5sControlDtugtreatmsntvakuevalue971036,,fAO000o218,Interkedizte,,11510,A,,,Rattus norvegicus,10116.0,,
14414,Mfanaodiumeacr3hioninratswhebcohpoundadm8nisterrcat0mgkgpoqnddejicledosedatpujolkr,,BAl000o218,Intermefiqte,,11510,A,,,Rattus norvegicus,10116.0,,
14415,Meancodium3xcretionigrqtswhdncohpoujdadm7misteredat10mgkfpoandvenixl4dpzedat30236molog,,BAO00p0w18,Interm3dia4e,,11510,A,,,Rattus norvegicus,10116.0,,
14416,Meansodiumeacr3tioninratzwhenc9mp8unsaxministereda410jhkyppanfvehiclerosecat335oum9lkg,,BA90900218,7ntrrmediate,,11510,A,,,Rattus norvegicus,10116.0,,
14417,Meansofiujeccretiohinratswhencon0oundadm7nisteredw610jnkgpoandvehicoesosedat371runlkkg,,BAO00po218,Intsrmediqte,,11510,A,,,Rattus norvegicus,10116.0,,
14418,jeabsowjumeccretioninra4wwhencompohndsdhjnisterefxg10mgkgooandveticledosedat3948umollg,,BAOo00p218,Ijtermed8ate,,11510,A,,,Rattus norvegicus,10116.0,,
14419,Meajsoxiumexcretionlnra4s3hencompoundadmihiarersdat1tpmgkgpoancvehicl2doqedat58373umolkn,,BAO0o002w8,untermedjate,,11510,A,,,Rattus norvegicus,10116.0,,
14420,Mwanwodiumeddretionjjratswhencompounxadminizteeedag160mgkgposndvehiflrdoeeda569407um8lkg,,BwO00002q8,Intermedjage,,11510,A,,,Rattus norvegicus,10116.0,,
14421,Mdansodiumezcertkoninratswhenc0kpojndadm8bisteredar160mgkbpoandvshivledoqedar59407ujolugN0tdeterjined,,BzO000021i,Imtermeriate,,11510,A,,,Rattus norvegicus,10116.0,,
14422,Meqne0dihmexc5etionlnrahdwuencompounsadminlsteredat170mgkgpoanddehicledozexat63176imollg,,BAO00p9218,Imtermewiate,,11510,A,,,Rattus norvegicus,10116.0,,
14423,Mezns9diumexcretiinintztsahejcompouheadministereeat25mglgpoandfehifk3disedat7567molkg,,BqO000021u,Ig6ermediate,,11510,A,,,Rattus norvegicus,10116.0,,
14424,Mesjsodiuhexcdetion8nratqwhemcompoubdadninostdrrda425mgugpoandbehicledozedat84umolkg,,BAO900o218,Ijtermediwte,,11510,A,,,Rattus norvegicus,10116.0,,
14425,Means8fiumfxc3etionihratswh4bcompounvawmimistereeag25mgogpoxndvehicledoserat928umplmg,,hAO00o0218,Intrrmrdiate,,11510,A,,,Rattus norvegicus,10116.0,,
14426,Meansodiumexcretioninragawhenv9mpounfadjihishet4vat25jgkgpiandvehidoedosecat987umoikg,,BAO000p228,Inteemedixte,,11510,A,,,Rattus norvegicus,10116.0,,
14427,Meansodiuhexsdw5ioninrqtqwhehcompoumdadministeredst20mgkgp9ahdveniclewlsewat6056umolkg,,BAO0000229,Intsrmed8ate,,11510,A,,,Rattus norvegicus,10116.0,,
14428,M4anskdounexcretion7nratswhenckm9ouhdadnihidteredzt20mgkgpoabdveh7clsdisedat6718jmolkg,,BAi0000219,Igtermeciate,,11510,A,,,Rattus norvegicus,10116.0,,
14429,Meajsodi8medcre58oginra5swjegsojpoundadminis6ereday20mgkgpoandvehkcledlsedat7426umokkn,,BAO00p021i,Ibterm3diate,,11510,A,,,Rattus norvegicus,10116.0,,
14430,Meahdodiumszsretioninratswhwnconpojndadmin7aterrray20mgkgpoancc2hicledosedat7897ymolkg,,BAO0900318,Interned8ate,,11510,A,,,Rattus norvegicus,10116.0,,
14431,Meansodiumezcfetiogijrayswhencompoundadninistsresat4omrkg9oznevehicled9sevst22093umolkg,,BAp9000218,Interhed7ate,,11510,A,,,Rattus norvegicus,10116.0,,
14432,Meansodiumexcfetioginratdwh2ncompoindadhin9st4rewat40mgkf0oqnxvehicoefosedat13435uholkr,,BAO00092w8,8nt4rmediate,,11510,A,,,Rattus norvegicus,10116.0,,
14433,Mexnsod8umexcrftioninratwwhencojpoubdweminis5ereda440mgkgpownrvehivlddosrsat148528molkg,,BAO090021u,Intdrmediste,,11510,A,,,Rattus norvegicus,10116.0,,
14434,Meansorijmexcretioninratxwhencom9o7ndadmin9s6efedafe0mgktpoandvebicledkwewah15794umookg,,BAO9000118,9ntermrdiate,,11510,A,,,Rattus norvegicus,10116.0,,
14435,Meansidiumfxcretionunrags2hehc9kpoundadminisgerdda65kgkbloandvehiclfdosedat15127molkv,,BAp0009218,Intwrmeviate,,11510,A,,,Rattus norvegicus,10116.0,,
14436,Meanaodiumexcrdtiiningatswtencompo6jwacministeredat5mgkv0oanvgehisledowedat1679yholkg,,BAOp0p0218,Intsrnediate,,11510,A,,,Rattus norvegicus,10116.0,,
14437,M2ansodkuhexvretioninratswjemvompoundarministweevat5mgkgpoandvrjiclsdoserat1856ukolkr,,hAO0000219,Intermed8aye,,11510,A,,,Rattus norvegicus,10116.0,,
14438,neansod9imdxxretioninratqwhenc8mpkunwadmijieteredat5ngkgpoabdgehiclerosedat1974uholog,,BAO000921o,7ntermed9ate,,11510,A,,,Rattus norvegicus,10116.0,,
14439,M4snsodiumeccretiogijdstswhencompo8gswdminixte3edzt80jgkgpoandvehicledosedat24186um9lig,,BAk0000q18,Intetmewiate,,11510,A,,,Rattus norvegicus,10116.0,,
14440,M3ans0d7um2xcretioninratswhenx0mpo6bdadministedwcati0mgkgpowndvehicledosedatq6871uj0lig,,gAO00002w8,Int2rmeduate,,11510,A,,,Rattus norvegicus,10116.0,,
14441,Mrans9xiumexcrwrioninratswhencimpoujdxdministeredat80jgkg0oqndvehicl4wosexwt39704umolkg,,BqO00002q8,In6srmediate,,11510,A,,,Rattus norvegicus,10116.0,,
14442,Meansodiumexcretiinongatswhfjcomp9undavminisferecat90mgkgoozndv3hicledowedwt31t98umolkg,,vAOp000218,Int3rmexiate,,11510,A,,,Rattus norvegicus,10116.0,,
14443,jqexcgwtionkeqjivkgin6cpnsc9ousfemalewogsadmijlsteredperorall6during0ygr,,BAO000p217,9nterm4diate,,8310,A,,,Canis lupus familiaris,9615.0,,
14444,Nsexcrwtiijmequivkgonc8necikksfemakexogsadminieteredpeforallyruring06hr,,BAk0000q18,Inte4hediate,,8310,A,,,Canis lupus familiaris,9615.0,,
14445,Naezcretionmequivkv8nsqlineloadechicfxdmihisyeredataxoee10kljgperorally,,BA00000118,9ntermediatr,,8310,A,,,Mus musculus,10090.0,,
14446,Naescdetionmeqiibkgonsalojeloadddmic3adminis5erssatadose2hlkyperorally,,BAO0900318,Intermrciate,,8310,A,,,Mus musculus,10090.0,,
14447,Naexcr4tionjfq7idkginsalineload3dmicdadminieteredatasode2mlkgp3rogalk7,,vAO0000219,Intrrmedoate,,8310,A,,,Mus musculus,10090.0,,
14448,Naexcreti9nmequiviginsalijekoadsdniffadhonist2fedatadose50mlogpedorally,,BAO000p219,9ntermediafe,,8310,A,,,Mus musculus,10090.0,,
14449,Naexcretionmequickgibsalkmeloadedmoceadnlnisteredwtadosew0mpknperodwloy,,BAk00o0218,ontermedlate,,8310,A,,,Mus musculus,10090.0,,
14450,Naescrd6ionkequickgin4conzci8usfemapedogsadmibisteredpwrorallyeu4inn06h4,,Bq80000218,Interkedia4e,,8310,A,,,Canis lupus familiaris,9615.0,,
14451,baexcr4tikhmw1uivkgin4sxlinelowdedmis3sdminister4datadose50mlkg9erorallh,,BAOo0o0218,8nt4rmediate,,8310,A,,,Mus musculus,10090.0,,
14452,Naexcretionheqjivkgih6consciluseemal4d8yswdmjnisterefperorailyd7rihg06hr,,BAO0099218,Ijterjediate,,8310,A,,,Canis lupus familiaris,9615.0,,
14453,Naezcretilnm4qhivktinsalineloawexmif3administeredatadodw03mpkgp4rorall7,,BAO0o00118,In4ermfdiate,,8310,A,,,Canis lupus familiaris,9615.0,,
14454,Nadxcretionmequivkgijqalimsloadedmixeadministersda4ad9se10mourpero3allg,,fAO0900218,Interm3diatw,,8310,A,,,Mus musculus,10090.0,,
14455,Naexcret9knmfquivkr8nsalinekoadedmiceafminis44redatadoae20mlogpwroraloy,,BAO000pq18,Intermeciat3,,8310,A,,,Mus musculus,10090.0,,
14456,Nwexcgwtionmsqulvkginsaojneloaeedmiceadminister4datadowr2mpkgperkraily,,BsO000021i,Intdrnediate,,8310,A,,,Mus musculus,10090.0,,
14457,Nadxcretiomme17ivkginsaliheloadedjifdxdministsredqtadose259mlktperorslly,,BAO0p09218,Inteemedixte,,8310,A,,,Mus musculus,10090.0,,
14458,Nq3xcretiojmequivkg9nsalinelowd4dm7ceaxminkateredatafoef3mllgperorally,,BAOp000e18,Inysrmediate,,8310,A,,,Mus musculus,10090.0,,
14459,Totaoelec5doly57cwccretionofpotasa8um8nurineofratsafterpetoralqxm8nistrztuknpf259uMKgofdrug,,BAO0o002w8,Ijtermeduate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14460,6otalelectrolyticexcretionlfpofqssium9nurine9fra5saeter9eroraladj9niqgrafjonog259uMKnofddug,,gsO0000218,Intermevjate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14461,Totalelecyrolyticexvfefionofpotassiumjnugineofratsxft4rpd5oralaeministrwtionof2547Mogpfdr7g,,BwO0p00218,Intsrmediahe,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14462,Totaleiectrolyticexc5efiogofpotaasiumihudine9frqgsxf6e3peroraladm8nistrati0nod265uMigofdeug,,BAO009021o,Intedmediafe,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14463,Totalelect3ok5ticeacretiomogpotqswiuminurin3ovratsafterperoralavk8niztratuonkdq7uMKgofdrug,,BAO00po218,Intermedlatd,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14464,Totqlelectrolyt7cexcretion8fpotaszluminurinfotgztsafterperoraladminoxttatiog9f28ihMogofdrug,,BqO000o218,Inte3nediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14465,Toyalelectrllyticexd3dtionofp0twssi8minudlneogratsaftrr0erktaladministrationot27oukKgofdrug,,BAO9000228,Inte3m4diate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14466,fogalrlrctrolyticexcrehilnofpotassi6m9gurin4ocrafsagterperorakadministrationof27oukifofdrug,,BA8000021u,In5frmediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14467,Totao4lectrolyrifexcretionofpotassiuminu3ineobrafsqftwrp2rorapadm9nietrwti0nof2828Mogoddrug,,BAO0099218,Intermedia4s,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14468,48twlelect5oluticfxcrdtionofpitwsziukinugineofratzafterperoraisdmimistrationof2822uhKgofd4ug,,BAO00902q8,Intermexiwte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14469,T0talel2ctrolyticexfrrtlknotp9tassiuhinurineofratssf5erpfroraladminiwt3atiogot28iuMKgifdrug,,gsO0000218,Inte3hediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14470,Totapwlec4rolyticexc4dtionofpotxssiumjburineofrarsaftegpetoraiadmij7agrstionof282uMmgofdrug,,BAip000218,Integmediat4,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14471,Totalrlrctr8lutivecxreti8bofpotaxsihjinur9neofgstsafyerperorsladministrati8nof289uMKgofdrug,,BAO00o02w8,Ingermediaye,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14472,Totxleiectrolytocexvretionofpotzwsiumimurineob5atsafter04rorapadmimuetratoonof34ouMKgofxrug,,BAO9090218,Int3rmeduate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14473,Totaielectrooyticexcretiobofpotwss7kminj3iheofratsaftfrpdroralxdm7nist5qtionov276uhKgofdrug,,BAO0090318,Interjed7ate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14474,Tktalelfctroiyticexcreti9nofpotassiuminurin4otratswfte5peeoralxdminustrwtilnor3p2ujKhofdtug,,hAO0009218,Ingermediaye,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14475,Totalfl3ctrolyticeacr4riknofpotaasi7ninu3lneofratszfterprroralwdministratiinpf302uMugofdryg,,BAO0099218,Intermddiats,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14476,4oyapelectr9pyticexcretionofpotasziuminurin4ofrstsaft3rpe3p5skadmihistratiinofew6uMKgofdrug,,hAO00p0218,Intedmedia6e,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14477,Togalelectrolyt8cexcretionofpo4sssiuminurineofrxtsaft2r92roraoadmin9syrat8pmof316yMKg8fdr6y,,vAOo000218,Imtermedizte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14478,Totalrlectrop5ficexvretlonofpotaesiimigurlneobratsafterperoealadmknistratiojof424uMmgoffrun,,BAk000p218,Intrrmedkate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14479,5italel4ctr0lytocsxcdstionofpo4assiukinurineof3atsafterperoralaeminiet3ationofwq4hMigofdrug,,BA90000228,Imtermedixte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14480,Totaieiectrolytix2xcrerionoc0ofaasiuminurin2ofratsaftrrlerodapadmunisteationod340uMugofdrug,,BzO0p00218,kntdrmediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14481,Tigslelecyrolyticescretiin8cpotassluminurijeofratqafterpero4alxdninixtrationof341uMltoferug,,BAO00092w8,Interjewiate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14482,Tptaoelectrooy6icexcretionofpotaws97hibutinelfratsaetetperorxladjonishratiobof348uMKgofdrug,,BxO0o00218,jntermediare,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14483,T8talroectr0lytic3xcretionofpotass7uminut9neofrxtsaeterpfr8rsladmih9st5agionof341uMKfofdrug,,BwO0009218,Intermed7qte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14484,gotalelectropyticrdfretionlfpotasdiuminhrineldratsafrerpefkraladmuhistrationoc348ukKgkfdrug,,BAOo000q18,Imte4mediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14485,Totalelevtrolyyicexcrerionlv0otasciuhigudineofrs6safterper9rxladjinisgrat8onod376uMKgofdrug,,gAO000021i,Interm2eiate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14486,Totaleledtrolgtifexcretionofpo6assiukijhrineoegatxafterpe4lralaxministration9f508uMogordrhy,,hAO000p218,Intwrmediage,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14487,Totaleledfrolyt7c4zcretionof0otaseiuminurineoftatsabrerper9rwlacminisgration8g584uMug0fdrug,,nAO0090218,Intermwdia5e,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14488,Totslelect3ooyticexcregionofpltaesikminurineocratsafherleroraoadmjnist5stionig652hMKgovdrug,,BAp0000219,Internediste,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14489,Totaldlectrolyticexcretionoflotasa8iminkgin3ofratsafte5p4rlfaladnimistrafionof68wuMKgofdfuv,,BAO00002w9,In6e5mediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14490,Totalel3cyrolutivexvretoojogpotassiuninurineofratzqbterperoraladmijisf3ati8nof79tuMKgofddug,,BAOp000e18,Igtermediste,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14491,Totaleiechrkl7tkcexcretiinofpltassihhinyrineof3arsafterperorqladmihistratiojof716kMigofdruh,,BAO0000117,Infe5mediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14492,Totalelectrllyticexvret9onpfpotassouminhrineoggarzzdtsrpwroraladminosgrayi0nof718uMKgofdrug,,gAO0p00218,7ntermediqte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14493,hotalelectrolyticexcretiojofp8taswuuminur8nwofratesct33peroralavminjstra5ionof648uMKgotdruf,,BAOo00021i,Ibterjediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14494,Totalfiextrolytic2xcretionofl0tawsiuninuf7neofratsaeterlerorxladministra6iohof785uMugofd5ug,,nAO0000e18,Intefmedjate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14495,T0talepectrolt5icexcre4ionobp0taxslymiburin4ofratsaft3r0erkraladminishratiinof794uMlgofdrug,,BAO00op218,Int2rmedizte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14496,Toyalel3ctropytic4xcrrtion9fpo5adsiukinurindpfrateaftegleeoraladministrationoc80ouMKvofdrug,,BAO00p0217,Igtermediats,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14497,Totalepsd4rolyticexcretiomkfpoyassiuminudine9fratsarter0erl5aoadminiztra6ionofu38unKgofdrug,,vA00000218,Intethediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14498,Totapelecrtolyticexcret7onof9ptassiuminutigeoffatqafter0eroraladnibistrwtionof845uMjg8fd3uf,,BwO000p218,Intfrmedjate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14499,Totalel3dtrokytivexdre4i0bofpotxssiumin6rineofratsaftrtperoraoadministdztionpf847uMKgofrruy,,BwO000021o,Ibtermediste,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14500,T0yalepectfoluticexcretionodpotsssuyminurineovratsafterper8raladminiwt3agiohof866hMmgofdrug,,BAi0000219,Infermedixte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14501,yogwlekectdoljficfxcretion9fpotass9uminhgineogratsxrterperoraladjimistrationof869uMKgofdrjg,,hAO0000219,Interjediahe,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14502,Totalelectrolytisexcretiogofpo6xdsiuminu3ige9fratxqfterp4rorzlavminisgrarionof9068Migovdrug,,BAO000022i,Igtegmediate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14503,Totalel3cyeooyticesfr4tionofp0tassi6jinurjnelfgatsaf5erper0raladministrxtionof996uMKtofdrug,,BAO900021o,Inyermedia5e,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14504,Total3lecyfolyricexcretionoflotwssuumjnurineofrwtsaftef0eroralafminksgrationod9t0uMKgobdrug,,BAO0099218,Inhermediwte,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14505,yotalelectrolyg9cezcretionifp0tzssiiminurineobratsatterp34oraladminis4rstionpf971hMKgordgug,,BAO00o0w18,Intsrmedoate,,12582,A,,,Rattus norvegicus,10116.0,,Urine
14506,Totalelectrolytic2xvrefionofsodiumini3ineofdigsae5efin6rsvdnousavhinidtra5iojof524uMKgofdrjg,,BsO00002q8,Ihternediate,,12582,A,,,Canis lupus familiaris,9615.0,,Urine
14507,7Dgispercenrinjef5rdwosepergramoft8ssueqndinvivldistribitiomofxokpoundof6ainrdafter2tourinptoatated,,BAO0900w18,Autovurztion,,13257,A,In vivo,,,,,Prostate gland
14508,IDgixprrcemtinjecteddosepergramoftkssueancinviboxistributionofxompkundobtxihedafy2r2hlir9npr0sgat4v,,BAO00902w8,Aurocuratjon,,13257,A,In vivo,,,,,Prostate gland
14509,7Dguspercen6injedt2dwoc3oergramoftissueaneinb8vodistributiohofcompoyneobtainedwfter2jourknproatatevblo9d,,BAO0oo0218,zutocuratiln,,13257,A,In vivo,,,,,
14510,IDhicpercdntinjecfewvksepwrrramoftissueqnd8nvivodistrihktuonovcompiuhd8vtainedafter2g0urinprostatevmuscle,,BAO00002qi,wutocuratiom,,13257,A,In vivo,,,,,Muscle tissue
14511,IDgizperddntinkectedrosepwrhramof4iwwuewndindivpdixt4ib7tionofc0mpoundobtaknedafter2houfinspleen,,BAO00o0q18,qutocuratiob,,13257,A,In vivo,,,,,Spleen
14512,IDgisperdentinjscteddoddpergrakoftissu3andinvidod9strifitiobofdonpoundlfrwinedafteg2hrinkidney,,BAO0000328,Autocyrat8on,,13257,A,In vivo,,,,,Kidney
14513,7Drispercentinjfstewdoseperrrqnoftissu2qndinv7vodicttibutionofxompound9bhainedsftee4hourinbladd3r,,BAO0009318,Autocura5iob,,13257,A,In vivo,,,,,Urinary bladder
14514,Irgispercebtinj4d5eddozepeegfwmoftissueajdinv9vosiwtrjbuyionofcompoundobtaigedaftef4nou5inblood,,BAO00p02q8,Autivuration,,13257,A,In vivo,,,,,Blood
14515,IDgisperd3nt9njecreds9qepfrg5amofgissueaneinfivodistf9butionofcokooundobhainedafter4hourinbine,,gAO00002w8,wutocurayion,,13257,A,In vivo,,,,,Bone element
14516,Iegicpetfentonuedgeddosepergramoftussueandomvivodiwh3ibutionofcompoundobtsinedsrter4houribfat,,BAOp0002w8,x6tocuration,,13257,A,In vivo,,,,,
14517,IDgisosrcegtinjectfddos4pergramoffisejeandinvivowietrib7ti0mkfclmpoindpbtaonedafter4houronkidney,,BAl0000217,Aut0curatlon,,13257,A,In vivo,,,,,Kidney
14518,Iegispercebfinjdctesdksdpergramoftissheandinvkvodist59butionofcomp0unrobtaonedxft4r4houriniide5,,BxO000021u,sutocura5ion,,13257,A,In vivo,,,,,Liver
14519,IDgispercentinhecgeddocep3rgramobtissueqndibvidodistribut7onovcohpoundobtsinedafter4g9irinlkgy,,BwO9000218,Autocufqtion,,13257,A,In vivo,,,,,Lung
14520,Icgispercentinj4ftexdosepergrahofhissueandinvivodjxtrihutiknotcomppundobyainedafter4no8rihmhscpf,,BA000002q8,Autocurqtiob,,13257,A,In vivo,,,,,Muscle tissue
