assay_id,variant_id,src_id,assay_subcellular_fraction,assay_organism,cell_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue
10871,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,A,,,10116.0,,Kidney
10872,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,A,,,10116.0,,Kidney
10873,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,A,,,10116.0,,Kidney
10874,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,A,,,10116.0,,Kidney
10875,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,A,,,10116.0,,Kidney
10876,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,A,,,10116.0,,Kidney
10877,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,A,,,10116.0,,Kidney
10878,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,A,,,10116.0,,Liver
10879,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,A,,,10116.0,,Liver
10880,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,A,,,10116.0,,Liver
10881,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,A,,,10116.0,,Liver
10882,,1,,Rattus norvegicus,,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,A,,,10116.0,,Liver
10883,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10884,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,A,,,9615.0,,
10885,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),A,,,9615.0,,
10886,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),A,,,9615.0,,
10887,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),A,,,9615.0,,
10888,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10889,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration,A,,,10116.0,,
10890,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10891,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),A,,,10116.0,,
10892,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),A,,,10116.0,,
10893,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),A,,,10116.0,,
10894,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10895,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration,A,,,10116.0,,
10896,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10897,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),A,,,10116.0,,
10898,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),A,,,10116.0,,
10899,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),A,,,10116.0,,
10900,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10901,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration,A,,,10116.0,,
10902,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10903,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),A,,,10116.0,,
10904,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),A,,,10116.0,,
10905,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),A,,,10116.0,,
10906,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10907,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration,A,,,10116.0,,
10908,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10909,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),A,,,10116.0,,
10910,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),A,,,10116.0,,
10911,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),A,,,10116.0,,
10912,,1,,Rattus norvegicus,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,10116.0,,
10913,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.312 mg/kg after ip administration,A,,,9615.0,,
10914,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),A,,,9615.0,,
10915,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.625 mg/kg after ip administration,A,,,9615.0,,
10916,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10917,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10918,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),A,,,9615.0,,
10919,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10920,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10921,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10922,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),A,,,9615.0,,
10923,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),A,,,9615.0,,
10924,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),A,,,9615.0,,
10925,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),A,,,9615.0,,
10926,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,A,,,9615.0,,
10927,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),A,,,9615.0,,
10928,,1,,Canis lupus familiaris,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),A,,,9615.0,,
10929,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,A,In vivo,,9615.0,,Artery
10930,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,A,In vivo,,9615.0,,Artery
10931,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,A,In vivo,,9615.0,,Artery
10932,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,A,In vivo,,9615.0,,Artery
10933,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,A,In vivo,,9615.0,,Artery
10934,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 10/31,A,In vivo,,9615.0,,Artery
10935,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,A,In vivo,,9615.0,,Artery
10936,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,A,In vivo,,9615.0,,Artery
10937,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,A,In vivo,,9615.0,,Artery
10938,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,A,In vivo,,9615.0,,Artery
10939,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,A,In vivo,,9615.0,,Artery
10940,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,A,In vivo,,9615.0,,Artery
10941,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,A,In vivo,,9615.0,,Artery
10942,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,A,In vivo,,9615.0,,Artery
10943,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,A,In vivo,,9615.0,,Artery
10944,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,A,In vivo,,9615.0,,Artery
10945,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,A,In vivo,,9615.0,,Artery
10946,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,A,In vivo,,9615.0,,Artery
10947,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,A,In vivo,,9615.0,,Artery
10948,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,A,In vivo,,9615.0,,Artery
10949,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,A,In vivo,,9615.0,,Artery
10950,,1,,Canis lupus familiaris,,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,A,In vivo,,9615.0,,Artery
10951,,1,,Canis lupus familiaris,,2249,Compound was evaluated for its bioavailability in the dogs,A,In vivo,,9615.0,,
10952,,1,,Rattus norvegicus,,2249,Compound was evaluated for its bioavailability in the rats,A,In vivo,,10116.0,,
10953,,1,,,,17515,Compound was evaluated for oral bioavailability,A,In vivo,,,,
10954,,1,,Rattus norvegicus,,14541,Compound was evaluated for percentage of Oral bioavailability in rats,A,In vivo,,10116.0,,
10955,,1,,Cavia porcellus,,12797,Bioavailability in guinea pig,A,In vivo,,10141.0,,
10956,,1,,Rattus norvegicus,,12797,Compound was evaluated for the oral bioavailability in rat,A,In vivo,,10116.0,,
10957,,1,,Canis lupus familiaris,,12797,Compound was evaluated for the oral bioavailability in dog,A,In vivo,,9615.0,,
10958,,1,,Rattus norvegicus,,12797,Compound was evaluated for the oral bioavailability in rat,A,In vivo,,10116.0,,
10959,,1,,Canis lupus familiaris,,11727,Bioavailability in dog (dosed i.v.),F,In vivo,,9615.0,,
10960,,1,,Canis lupus familiaris,,13249,Compound was tested for in vivo bioavailability in dog,A,In vivo,,9615.0,,
10961,,1,,Cricetinae,,13249,Compound was tested for in vivo bioavailability in hamsters,A,In vivo,,10026.0,,
10962,,1,,Simiiformes,,13249,Compound was tested for in vivo bioavailability in monkey,A,In vivo,,314293.0,,
10963,,1,,Rattus norvegicus,,13249,Compound was tested for in vivo bioavailability in rat,A,In vivo,,10116.0,,
10964,,1,,Mus musculus,,9552,Oral bioavailability in mouse,A,In vivo,,10090.0,,
10965,,1,,Mus musculus,,9552,Compound was tested for percent of oral bioavailability in mice; 56-74,A,In vivo,,10090.0,,
10966,,1,,Mus musculus,,14839,Oral bioavailability in mouse (nude) (dose of 25 mg/kg),A,In vivo,,10090.0,,
10967,,1,,Macaca fascicularis,,14839,Bioavailability in cynomolgus monkey (dose 25 mg/kg i.v.),A,In vivo,,9541.0,,
10968,,1,,Macaca fascicularis,,14839,Bioavailability in cynomolgus monkey (dose 5 mg/kg i.v.),A,In vivo,,9541.0,,
10969,,1,,Mus musculus,,14839,Oral bioavailability in mouse (nude) (dose 25 mg/kg i.v.),A,In vivo,,10090.0,,
10970,,1,,Mus musculus,,14839,Oral bioavailability in nude mice,A,In vivo,,10090.0,,
10971,,1,,Primates,,11219,Bioavailability in monkey (i.d. dosing),A,In vivo,,9443.0,,
10972,,1,,Rattus norvegicus,,9552,Bioavailability in rat,A,In vivo,,10116.0,,
10973,,1,,,,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 10%,A,In vivo,,,,
10974,,1,,,,11732,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 20%,A,In vivo,,,,
10975,,1,,Macaca fascicularis,,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",A,In vivo,,9541.0,,
10976,,1,,Macaca fascicularis,,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",A,In vivo,,9541.0,,
10977,,1,,Macaca fascicularis,,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",A,In vivo,,9541.0,,
10978,,1,,Macaca fascicularis,,14839,Maximal plasma concentration in cynomolgus monkeys after 10 mg/kg oral dose,A,In vivo,,9541.0,,Plasma
10979,,1,,Mus musculus,,14839,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,10090.0,,Plasma
