assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
6802,,Intermrdizte,1,,BxO0000118,1475,Half life was evaluated in dog,A,,Canis lupus familiaris,9615.0,,
6803,Indivo,Interk4diate,1,,BA000o0218,17804,Half life period of compound was determined after intravenous administration at 2 mg/kg,A,,Canis lupus familiaris,9615.0,,
6804,Indivo,Intwrmedia4e,1,,BAO0p0021o,17804,Half life period of compound was determined after peroral administration at 2 mg/kg,A,,Canis lupus familiaris,9615.0,,
6805,Ibvivo,Int2rmediaye,1,,BqO0000q18,6084,Half life period (10 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,
6806,7nvivo,Intermeviwte,1,,BAOo0002w8,6084,Half life period (10 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,
6807,Invigo,In4ermedjate,1,,vAOp000218,5542,Half life period by iv administration in dog at a dose of 0.3 mg/kg,A,,Canis lupus familiaris,9615.0,,
6808,Invigo,Ijtermedixte,1,,BxO0900218,5542,Half life period by po administration in dog at a dose of 0.3 mg/kg,A,,Canis lupus familiaris,9615.0,,
6809,,Int2rmewiate,1,,BAO00o0228,6084,Half life period in dog,A,,Canis lupus familiaris,9615.0,,
6810,Inviv8,Intermediwye,1,,BxO0000219,6241,Half life period in dogs after oral administration at 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
6811,Invivp,Ijtermediste,1,,BAk0009218,1916,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,,Canis lupus familiaris,9615.0,,
6812,,In4ermsdiate,1,,BAO09p0218,6621,Half-life of compound was determined in dogs,A,,Canis lupus familiaris,9615.0,,
6813,,Igtermeriate,1,,BAO00op218,1696,Half-life in dog plasma,A,,Canis lupus familiaris,9615.0,,Plasma
6814,,Intrrmediat4,1,,BsO000021o,17800,Half-life in mongrel dogs was determined,A,,Canis lupus familiaris,9615.0,,
6815,jnvivo,Intermedlahe,1,,BA800p0218,17657,Half-life in dog upon oral administration,A,,Canis lupus familiaris,9615.0,,
6816,Invigo,Ijterhediate,1,,BAO0000qq8,17657,Half-life in dog upon oral administration; Unable to calculate,A,,Canis lupus familiaris,9615.0,,
6817,,Integmsdiate,1,,BwO0900218,4239,Half-life was measured in dog,A,,Canis lupus familiaris,9615.0,,
6818,,In5ermediat2,1,,nAO9000218,5985,Half-life was measured in dog,A,,Canis lupus familiaris,9615.0,,
6819,,Inteemesiate,1,,BAl00002q8,9932,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,A,,Canis lupus familiaris,9615.0,,
6820,jnvivo,Intermesiste,1,,BA00000q18,5199,Oral half life was determined,A,,Canis lupus familiaris,9615.0,,
6821,unvivo,Igtermddiate,1,,BAO9000e18,5199,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,A,,Canis lupus familiaris,9615.0,,Plasma
6822,,In4ermediat2,1,,BAO0900q18,1475,Plasma half life was evaluated,A,,Canis lupus familiaris,9615.0,,Plasma
6823,,Int3rmedia4e,1,,BAO900o218,1475,Plasma half life was evaluated in Dog,A,,Canis lupus familiaris,9615.0,,Plasma
6824,,Infermediatf,1,,BAO90p0218,1475,Plasma half life was evaluated in dog,A,,Canis lupus familiaris,9615.0,,Plasma
6825,Invivl,Int4rmeeiate,1,,BzO0900218,6316,T1/2 (Half-life) was after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,
6826,,Intdrkediate,1,,BqO0000w18,4883,Tested for the half life value in dog,A,,Canis lupus familiaris,9615.0,,
6827,Invkvo,Intermwviate,1,,BAOo000318,4727,Maximum time at the dose of 2 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
6828,Invlvo,Intermdciate,1,,BsOo000218,1916,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,,Canis lupus familiaris,9615.0,,
6829,Imvivo,Intermed7ahe,1,,BAO000pw18,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0,,Blood
6830,Ingivo,Ibtermeeiate,1,,BwO0900218,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0,,Blood
6831,Invuvo,Intfrmed8ate,1,,BAO0000w1i,6265,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
6832,8nvivo,7ntermediatd,1,,vAO0000w18,4809,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,,Canis lupus familiaris,9615.0,,
6833,Invifo,kntermediat3,1,,BAO00o021o,5983,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,A,,Canis lupus familiaris,9615.0,,
6834,,8mtermediate,1,,BAO090o218,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",A,,Canis lupus familiaris,9615.0,,
6835,Invjvo,Inrermediats,1,,BzO0009218,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",A,,Canis lupus familiaris,9615.0,,
6836,8nvivo,Internedlate,1,,BAO0000q1u,17650,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,,Canis lupus familiaris,9615.0,,Plasma
6837,Invovo,unterhediate,1,,BwO0000e18,5199,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,,Canis lupus familiaris,9615.0,,Plasma
6838,,Interhedlate,1,,vAO0o00218,933,Time taken for maximum plasma concentration in dog,A,,Canis lupus familiaris,9615.0,,Plasma
6839,9nvivo,Infermediare,1,,BAO0090e18,16367,Time to reach Cmax after oral administration to dogs,A,,Canis lupus familiaris,9615.0,,
6840,8nvivo,Inte3medjate,1,,BAk0000q18,6348,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,,Canis lupus familiaris,9615.0,,Plasma
6841,7nvivo,Integmediafe,1,,BxO0000w18,6316,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,
6842,Igvivo,Inf3rmediate,1,,fAk0000218,6215,Tmax after peroral administration (1 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,
6843,Indivo,Expegt,1,,BAO9p00218,3598,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0,,
6844,Invigo,Internediat3,1,,BA9000o218,4527,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
6845,Igvivo,Igtermefiate,1,,BqO000o218,17764,Tmax after peroral administration in dogs at 2.4 uM/kg,A,,Canis lupus familiaris,9615.0,,
6846,Inviv9,Interhediatd,1,,BAO9900218,5969,In vivo Cmax in mice at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
6847,Invibo,Intfdmediate,1,,BxO0000219,5969,In vivo Cmax in mice at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
6848,Invuvo,7mtermediate,1,,BAO00001w8,4573,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,Mus musculus,10090.0,,
6849,Ihvivo,Ijtrrmediate,1,,BAO90002q8,3277,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,,Plasma
6850,Invibo,Intermexixte,1,,BAO0pp0218,17734,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,Plasma
6851,Invibo,Intermeviat4,1,,BwO9000218,3132,Maximum concentration obtained in mouse plasma was determined,A,,Mus musculus,10090.0,,Plasma
6852,Ijvivo,Intedm4diate,1,,gAO0000118,3132,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,A,,Mus musculus,10090.0,,Plasma
6853,Incivo,Int3rmexiate,1,,vAOp000218,6348,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,,Plasma
6854,Invifo,Int4rmedia5e,1,,BqO00002w8,17729,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,Plasma
6855,Ingivo,8nhermediate,1,,BAO009021o,17729,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,Plasma
6856,Invifo,jntedmediate,1,,BxOp000218,17729,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,Plasma
6857,Invovo,Interk4diate,1,,BAO00p0219,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,A,,Mus musculus,10090.0,,Plasma
6858,onvivo,Interkeviate,1,,BAOoo00218,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,A,,Mus musculus,10090.0,,Plasma
6859,Ijvivo,Interm2wiate,1,,hAO00002w8,17728,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,A,,Mus musculus,10090.0,,Plasma
6860,Ijvivo,Ibhermediate,1,,BA89000218,4066,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,
6861,Inv7vo,Intdrmedizte,1,,vAO0090218,6178,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
6862,lnvivo,Interm3fiate,1,,BAO0900e18,6178,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
6863,jnvivo,Intermsdixte,1,,BAO0900e18,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,A,,Mus musculus,10090.0,,
6864,8nvivo,Int3rmeeiate,1,,BAO00po218,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,A,,Mus musculus,10090.0,,
6865,Infivo,Interkrdiate,1,,BA00000217,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,A,,Mus musculus,10090.0,,
6866,knvivo,Intdrmwdiate,1,,BAO090021o,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,A,,Mus musculus,10090.0,,
6868,Ibvivo,Internesiate,1,,BAp000o218,5961,Cmax in male mice after 2 mg/kg oral dose,A,,Mus musculus,10090.0,,
6869,Invjvo,Inte3mediqte,1,,vAO0000219,6137,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,A,,Mus musculus,10090.0,,
6870,Invico,Ibterkediate,1,,Bql0000218,3802,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,A,,Mus musculus,10090.0,,
6871,,Intermefoate,1,,BAO000022u,3535,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,A,,Mus musculus,10090.0,,
6872,,Ibtefmediate,1,,BAO009021i,3535,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,A,,Mus musculus,10090.0,,
6873,,Intermsdjate,1,,hAO0000118,3535,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,A,,Mus musculus,10090.0,,
6874,,Int4rmeriate,1,,BA80000318,3535,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,A,,Mus musculus,10090.0,,
6875,,Ijtermediafe,1,,BAl0o00218,3535,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,A,,Mus musculus,10090.0,,
6876,,onrermediate,1,,gwO0000218,3535,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,A,,Mus musculus,10090.0,,
6877,,Inte5media4e,1,,vAO00p0218,2862,Maximum concentration in plasma upon oral administration in mouse,A,,Mus musculus,10090.0,,Plasma
6878,,8ntdrmediate,1,,BAO000o219,2675,Maximum plasma concentration was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,Plasma
6879,jnvivo,Intfrm4diate,1,,BAO0900217,2675,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,A,,Mus musculus,10090.0,,Plasma
6880,,Inrerjediate,1,,BAO009021i,5399,Dose at which the compound induced fecal excretion in mice,A,,Mus musculus,10090.0,,
6893,,Experg,1,279.0,fAO000021i,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,F,,Rattus norvegicus,10116.0,,
6894,,Exlert,1,142.0,Bqp0000219,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,F,,Rattus norvegicus,10116.0,,
6895,,Ezpert,1,518.0,BsO0o00219,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,F,,Rattus norvegicus,10116.0,,
6896,,Expsrt,1,401.0,nwO0000219,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,F,,Rattus norvegicus,10116.0,,
6897,,Inte5mediste,1,496.0,BAO09o0219,16361,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),F,,Rattus norvegicus,10116.0,,
6898,,9btermediate,1,247.0,BAk000o219,2288,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,,Homo sapiens,9606.0,,
6899,,Ibtermedia6e,1,331.0,BAO00092q9,10404,Anticancer activity against human ovarian carcinoma A121 cells,F,,Homo sapiens,9606.0,,
6900,,Intfrmedixte,1,371.0,BAO0900e19,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,F,,Homo sapiens,9606.0,,
6901,,Interjefiate,1,245.0,BAOp00021p,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,F,,Homo sapiens,9606.0,,
6902,,Expsrt,1,293.0,fAO0p00219,14253,Growth inhibition of human ovarian carcinoma (A121) cell line,F,,Homo sapiens,9606.0,,
6903,,Ex0ert,1,203.0,BqO0000218,13617,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,,Homo sapiens,9606.0,,
6904,,Imtermwdiate,1,303.0,BAi000021o,1003,Cytotoxicity against human A121 ovarian cells,F,,Homo sapiens,9606.0,,
6905,,Inyermrdiate,1,353.0,BAO00o021o,830,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,F,,Homo sapiens,9606.0,,
6906,,Intfrmediage,1,391.0,BAi000021i,12307,In vitro cytotoxicity against human ovarian carcinoma A21,F,,Homo sapiens,9606.0,,
6907,,Integmeviate,1,299.0,fA80000219,14254,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,F,,Homo sapiens,9606.0,,
6908,,Intermeriats,1,377.0,BAi00002q9,13370,Inhibitory activity of compound against human A121 ovarian cell line.,F,,Homo sapiens,9606.0,,
6909,,7nterm2diate,1,382.0,BzO000021p,14790,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,F,,Homo sapiens,9606.0,,
6910,,Intermedist4,1,288.0,BwO0090219,3614,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,F,,Homo sapiens,9606.0,,
6911,,Intermed8zte,1,473.0,Bxp0000219,2664,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,F,,Homo sapiens,9606.0,,
6912,,sxpert,1,232.0,Bzl0000219,2037,In vitro cytotoxicity against A172 human tumor cell lines.,F,,Homo sapiens,9606.0,,
6913,,untermediage,1,432.0,BzO0000229,14539,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,F,,Homo sapiens,9606.0,,
6914,,Imtermddiate,1,62.0,BxO000o219,2836,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,F,,Homo sapiens,9606.0,,
6915,,Interm4dlate,1,316.0,fAO00o0219,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,F,,Homo sapiens,9606.0,,
6916,,xutocurayion,4,,BAl000022e,8975,Association constant against A2 adenosine receptor,B,,Canis lupus familiaris,9615.0,,
6917,,Infermediat2,1,522.0,BAO00001w9,7645,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,F,,fish,,,
6918,,Autox6ration,5,,Bw80000224,11377,Ratio of Ki for adenosine A2 and A1 receptor binding,B,,Rattus norvegicus,10116.0,,
6919,,Ex0ert,1,313.0,nAO00p0219,13528,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,F,,Homo sapiens,9606.0,,
6920,,Exlert,1,238.0,BAO0090210,10160,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,F,,Homo sapiens,9606.0,,
6921,,Interjediqte,1,314.0,BAOp00021o,15144,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,F,,Homo sapiens,9606.0,,
6922,,Interm3diare,1,613.0,BAO0p0021o,13160,Growth inhibition against Human squamous cell line(A 253),F,,Homo sapiens,9606.0,,
6923,,Intermediafd,1,291.0,BAl000021p,12898,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,F,,Homo sapiens,9606.0,,
6924,,Intermediq6e,1,367.0,BwOo000219,13069,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,F,,Homo sapiens,9606.0,,
6925,,Inte4mrdiate,1,464.0,gAO0000229,15984,Growth inhibition of A253 cell lines.,F,,Homo sapiens,9606.0,,
6926,,Inte5medizte,1,364.0,BAO000921i,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),F,,Homo sapiens,9606.0,,
6927,,Interhwdiate,1,282.0,BAO0000ww9,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,Homo sapiens,9606.0,,
6928,,Intednediate,1,224.0,vAO0000210,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,Homo sapiens,9606.0,,
6929,,Inhermedlate,1,473.0,BsO0o00219,4720,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,F,,Homo sapiens,9606.0,,
6930,,lntermediatd,1,299.0,BA80090219,16112,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,F,,Homo sapiens,9606.0,,
6931,,Exper4,1,283.0,BAO009o219,16597,Cytotoxic activity against A2780 human ovarian carcinoma cell line,F,,Homo sapiens,9606.0,,
6932,,Intermedoa5e,1,338.0,gA80000219,16378,Cytotoxicity against human cancer cell lines A2780 (ovarian),F,,Homo sapiens,9606.0,,
6933,,Expfrt,1,402.0,BAO00902q9,16085,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,F,,Homo sapiens,9606.0,,
6934,,In5wrmediate,1,443.0,hAl0000219,16317,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,F,,Homo sapiens,9606.0,,
