assays_ASSI,assays_CEI,assays_ASORG,assays_BFO,assays_ASCT,assays_SI,assays_AST,assays_CURAB,assays_ASTET,assays_CONSCO,assays_Des,assays_T,assays_RELTY,assays_SASSI,assays_CHEI,assays_TISI,assays_VARI
11016,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat brain when administered perorally at a dose of 10 mg/kg,50597,N,,CHEMBL626228,955.0,
11017,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,50597,N,,CHEMBL626229,,
11018,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat plasma when administered intravenously at a dose of 10 mg/kg,50597,N,,CHEMBL626921,,
11019,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat plasma when administered perorally at a dose of 100 mg/kg,50597,N,,CHEMBL876793,,
11020,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration achieved in rat plasma when administered perorally at a dose of 10 mg/kg,50597,N,,CHEMBL625309,,
11021,,Bacillus subtilis,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),50278,N,,CHEMBL625310,,
11022,,Simiiformes,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum concentration determined in monkeys dosed intravenously with 30 mg/kg,22224,U,,CHEMBL625311,,
11023,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration determined in rats dosed intravenously with 20 mg/kg,50597,N,,CHEMBL625312,,
11024,,,BAO_0000218,,1,A,Autocuration,In vivo,0,Maximum concentration for the bioavailability at a dose of 20 mg/kg administered orally,22224,U,,CHEMBL625313,,
11025,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration in male CD-1 mice after sc administration of 20 mg/kg,50594,N,,CHEMBL625314,,
11026,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum concentration in male rats after iv administration of 20 mg/kg,50597,N,,CHEMBL625315,,
11027,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.06-1.29,50597,N,,CHEMBL625316,2107.0,
11028,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.77-2.08,50597,N,,CHEMBL625317,2107.0,
11029,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.89,50597,N,,CHEMBL625318,2107.0,
11030,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.57-1.66,50597,N,,CHEMBL625319,2107.0,
11031,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.06-2.71,50597,N,,CHEMBL625320,2107.0,
11032,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.98-3.22,50597,N,,CHEMBL625321,2107.0,
11033,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.73-1.45,50597,N,,CHEMBL625322,2107.0,
11034,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.03-1.31,50597,N,,CHEMBL876801,2107.0,
11035,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 6.76-10.44,50597,N,,CHEMBL625323,2107.0,
11036,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.47-1.17,50597,N,,CHEMBL625324,2107.0,
11037,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.12-1.44,50597,N,,CHEMBL625325,2107.0,
11038,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.38-0.57,50597,N,,CHEMBL625326,2107.0,
11039,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.75-1.14,50597,N,,CHEMBL625327,2107.0,
11040,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 1.36-1.74,50597,N,,CHEMBL625328,2107.0,
11041,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.5,50597,N,,CHEMBL625329,2048.0,
11042,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 3.10-3.77,50597,N,,CHEMBL625330,2048.0,
11043,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.4-0.54,50597,N,,CHEMBL627774,2048.0,
11044,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.58-0.86,50597,N,,CHEMBL627775,2048.0,
11045,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.77-0.86,50597,N,,CHEMBL627949,2048.0,
11046,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.86-1.13,50597,N,,CHEMBL627950,2048.0,
11047,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 2.26-2.89,50597,N,,CHEMBL627951,2048.0,
11048,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.7,50597,N,,CHEMBL627952,2048.0,
11049,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.6-0.66,50597,N,,CHEMBL627953,2048.0,
11050,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.35-1.74,50597,N,,CHEMBL627954,2048.0,
11051,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.62-7.08,50597,N,,CHEMBL627955,2048.0,
11052,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.47-0.56,50597,N,,CHEMBL627956,2048.0,
11053,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.54-1.07,50597,N,,CHEMBL876802,2048.0,
11054,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.76-0.91,50597,N,,CHEMBL627957,2048.0,
11055,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.61-0.86,50597,N,,CHEMBL627958,2048.0,
11056,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 2.11-3.79,50597,N,,CHEMBL627959,2048.0,
11057,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.3-0.36,50597,N,,CHEMBL627960,2048.0,
11058,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.36-0.44,50597,N,,CHEMBL627961,2048.0,
11059,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.5-0.65,50597,N,,CHEMBL627962,2048.0,
11060,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,50597,N,,CHEMBL627963,,
11061,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624759,,
11062,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624760,,
11063,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in intestinal contents of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624761,,
11064,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in intestinal contents of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL877607,,
11065,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,50597,N,,CHEMBL624762,2107.0,
11066,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624763,2107.0,
11067,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in liver of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624764,2107.0,
11068,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in liver of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624765,2107.0,
11069,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Distribution of radiolabeled compound in liver of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,50597,N,,CHEMBL624766,2107.0,
11070,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL624767,,
11071,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration,50588,N,,CHEMBL624768,,
11072,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL624769,,
11073,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),50588,N,,CHEMBL624770,,
11074,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),50588,N,,CHEMBL624771,,
11075,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL624772,,
11076,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration,50597,N,,CHEMBL624773,,
11077,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL624774,,
11078,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL624775,,
11079,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL624776,,
11080,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL624777,,
11081,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL624778,,
11082,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration,50597,N,,CHEMBL624779,,
11083,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL624780,,
11084,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL624781,,
11085,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL877608,,
11086,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL624782,,
11087,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL624783,,
11088,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration,50597,N,,CHEMBL624784,,
11089,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL624785,,
11090,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL624786,,
11091,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL624787,,
11092,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL628676,,
11093,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration,50597,N,,CHEMBL621842,,
11094,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL621843,,
11095,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),50597,N,,CHEMBL623873,,
11096,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),50597,N,,CHEMBL623874,,
11097,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),50597,N,,CHEMBL623875,,
11098,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),50597,N,,CHEMBL623876,,
11099,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.312 mg/kg after ip administration,50588,N,,CHEMBL623877,,
11100,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL623878,,
11101,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.625 mg/kg after ip administration,50588,N,,CHEMBL623879,,
11102,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL623880,,
11103,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL623881,,
11104,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),50588,N,,CHEMBL623957,,
11105,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL623958,,
11106,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),50588,N,,CHEMBL623959,,
