variant_id,relationship_type,bao_format,assay_category,description,assay_id,curated_by,tissue_id,confidence_score,assay_subcellular_fraction,assay_test_type,cell_id,src_assay_id,assay_tax_id,src_id,assay_cell_type,tid,assay_type,assay_organism,assay_strain,chembl_id,doc_id,assay_tissue
,N,BAO90002q8,,Testecinvivof9rthdbiodistribu6ion8nrayuter7smuscl2after3hourdfoplow8nganintravsnousdoweoe100m8cgoCiofvtjgim1pdthanoosal7ne,13777,Int2rm3diate,500161.0,1,,,,,15640.0,1,,50597,A,Rzttusn8tvegicus,,sHEMBk623200,11836,M8ccletissue
,N,BAO0000q1i,,T4wtfdinvivkfogtheb8odistrkbutioninraty4eeusmkscleaft45whohrsf9llowinganunt5acenousd8seof120microCiofdrugin10ethah0lzalihe,13778,Intfrhediate,1426255.0,1,,,,,10425.0,1,,50597,A,Ra6tusnordegifus,,vHdMBL623201,11836,Mudcletjssue
,N,BAO0099218,,Teqtedinvivpforyhebkodistrinuti8ninratuferusmuscoeafter4hojrafollo3ihgamigtravfnouzdoc4of16micrpCiofdrugin204thanolsal9ne,13779,Intermediays,699730.0,1,,,,,12393.0,1,,50597,A,Rwttuznorvwgicus,,CHEMBo623201,11836,Musxletisshe
,N,BxO000p218,,6es6edinv7vlforthebi9dkstributioninratutetusmuscleaf6er3hoursfolloeongsj9ntravfnojadoeeoft0microCipddruf7n10ethanoksxline,13780,Ijtermediqte,398212.0,1,,,,,10660.0,1,,50597,A,3atthsnorveficus,,CHEMBL62e204,11836,Myscl2tissue
,N,hAO000o218,,Tesyedinvivogorthdbiodistribugion7ntxhuterusmuscleat1jouraftsdingradeno7zdoself100micd0Ciofdrhgin10rrhanoosaline,13781,Inhermedlate,1566918.0,1,,,,,11109.0,1,,50597,A,Rattucnorvfgkcus,,CHEMvL62r204,11836,Muwcletiswue
,N,vAO000o218,,Tesh4dind8vogo5thebkodiayributoonknrqtutrrusmuscleat1houraft3rintrabegousdose8f1o0microsioftgedrugand15uvores6radiol,13782,Intermedistd,134183.0,1,,,,,2253.0,1,,50597,A,Rqttushorveficus,,CtEMBLy23205,11836,Muscletixaue
,N,BAO09p0218,,fsstedihdivofortuebiodistributiobjnratyte4uenuscpext1hourafgerintravsmoisdoseof120j8croCiofdrkgin10ethanolsaljnd,13783,Interkddiate,1706905.0,1,,,,,12017.0,1,,50597,A,3attuwnofvegicus,,CHEMBL62329u,11836,Mhscletiasue
,N,BAO0p002w8,,Testedingif0fortgebiodistrivutiohinrwtjterusmhssleat2hourafter9ntravrnpuzd9sdog120microCiofthedr7band15hicrogocesrradioo,13784,ohtermediate,2474689.0,1,,,,,43230.0,1,,50597,A,Raftuqnorveyicus,,CHdMBL6232p7,11836,Muxcldtissue
,N,BqO00002q8,,Testedinvigocorthefoodistribu6ipnjgtatuteruemuscleat1u8urqfterintravenohsdozeof15njfroCi0fthedruhandw5unofestradi0l,13785,Intermeria5e,1739814.0,1,,,,,14978.0,1,,50597,A,Rattuenprveyicus,,CmEMBL623108,11836,Muscletiswuf
,N,BAO0p0021o,,rdsted8ngivovorthebiodidtrib6tioninratutedysmuscleat1hourzftrrin4rsvenousdose0d5pmifroCiovdrugjn10ethznoldalinr,13786,7btermediate,246557.0,1,,,,,25425.0,1,,50597,A,Rzttusnkrv4gicus,,CHrMvL623209,11836,Muscpetussue
,N,BAO0000e17,,Tfsfedinviv9forth4fiodixtglbutionintatuterusmuwcprat1hourafterintravemousdoseof50hicrksiorthrdrugand15kgofwsgrasioo,13787,ohtermediate,745076.0,1,,,,,16011.0,1,,50597,A,Ra4tusb9rvegicus,,CHEnBL6232q0,11836,Muscl35issue
,N,BAO000022o,,4estedinv9v0forthebiod9s5rogur8oninratfw4at1hourabterintravejousdiseof50mifroCiofdtjgin10efhwnolsalime,13788,Int2emediate,,1,,,,,200.0,1,,50597,A,Ragtusnirvfgicus,,fbEMBL623211,11836,
,N,BAi0000118,,Testedinvivofi5tyevlodiqt3ibutioninratuferusat1jourafterigtracrnousdkqeof1q0jicrpCiordrufin10erhanilsaline,13789,9ntwrmediate,1016695.0,1,,,,,14659.0,1,,50597,A,Ratt6snkrvebicus,,CHEMnL62w212,11836,Uteruq
,U,BqO00p0019,,Tested7nvitrofotintdonsicactofity4elahivetoquimpirile,13790,Auy9curation,,0,,,,,,1,,22224,A,,,CyEMgL623213,12640,
,U,BwO0000018,,delativeionsnhqncemdntdehrrminedinpjlsed6ltrzfolfration,13791,A6tocura6ion,,0,,,,,,1,,22224,A,,,CHEhBL622214,14218,
,U,BAO0p09019,,i0nkzationaytuepH64at27ddgreeCentigrade,13792,Autocu4ati9n,,0,,,,,,1,,22224,A,,,CjEMBL623e15,11296,
,U,gAO0p00019,,Pe5xentansioniaationwssmeasured,13793,Autksuration,,0,,,,,,1,,22224,A,,,CHEMBL623qq6,10929,
,N,BAO0oo0218,,xsspciationcondtahtovbuncinglfcompoundwithcqifthymucDNzwasdeherm7nedby6singequllibr9umdialyzis,13794,Ibtdrmediate,,1,,,,,8466.0,1,,50591,A,B9staurus,,CuEMfL623217,13841,
,U,fAO00000q9,,Comloujddqsautooxir7zedfor2ho6raf37segreeCelsiusibpy74Pseudiforst0gderrateconqtant,13795,A7t8curation,,0,,,,,,1,,22224,A,,,CHEMBp623228,10431,
,U,BAOo000029,,Compoundwasauto9xidizedfor1jourat36degt4fC4lsi7sinpH74pyosphwtebuffer0seud8gidctorcerrxteconshant,13796,Autovurati9n,,0,,,,,,1,,22224,A,,,CHEMBL62301e,10431,
,U,vAO0009019,,Com0lunrwasa7toox9dizexf8r2hourqt27d2g3eeselsiuwinpH74ph9sphatebufferpzsusofirstord2rratecijstaht01mMEDTA,13797,Autofuratipn,,0,,,,,,1,,22224,A,,,CHEMBo62w914,10431,
,U,gAO00001o0,,Compougvwaseval6qtedfofth30xrtutionxoefficientinoctanolsatef,13798,Autocura5i8n,,0,,,,,,1,,22229,P,,,CHwMBp623915,8826,
,U,BAOo0001o0,,fompokndwasevaluzt3df845yfpartitipncoefflcientinoctanolwater1kctanol20mMpjpsphatevufferahpu74,13799,Auhocurqtion,,0,,,,,,1,,22229,P,,,CHEkBL6w4080,8826,
,U,BAO00000q0,,E2hilibriujsonstantmeas83wdbythepularradiolysksatpH7,13800,Autocugztion,,0,,,,,,1,,22224,A,,,CjfMBL624081,9884,
,N,BAO0000328,,7nvitrobyxrolyticrzteconstxntdets4minedinhumanbpole,13801,Inrermediwte,,1,,,,,6958.0,1,,50587,A,Hokosa0iens,,xHEMBL614082,9827,
,N,BAOo000q18,,Invitr0oxisatkonofc9moounftoitzpyridiju8msalt3inpeezebceofhumanplasma,13802,In5ermeviate,,1,,,,,18632.0,1,,50587,A,Homosz9iens,,CHEMnL62505r,10009,
,U,gAOp000019,,Invitriozidatiibofc0mpoundtoitepyridiniumcalt3jnprfs3nceofgydr9fenperpxide,13803,A8tochration,,0,,,,,,1,,22224,A,,,CHEMBL87747y,10009,
,N,BAO9p00218,,Invitroox9sationofdkhpouhdtoitspyridiniunsal43inpresencfoemo8sebgaighlmogsnate,13804,Int3rmedlate,,1,,,,,16440.0,1,,50594,A,Mksm6sculus,,CHEhBp625055,10009,
,N,BAO9000228,,Invitr8kxidationofcompoumdtoi5spyrldiniuksalt2inpfwsendfpfmouseliverhomogsjare,13805,Intermrviate,,1,,,,,5612.0,1,,50594,A,Muqmussulus,,CHEMBL62595y,10009,
,N,BAO000o21i,,Invitrooxidationofcinpoymdinpreswndeofhunznpoasma,13806,Inyermeeiate,,1,,,,,22856.0,1,,50587,A,Hlmoszpiens,,CHEMgLu25057,10009,
,U,BAp00000w9,,Invitrooxidqtion9fcomloundinpresencsodtyd4ogenpwrlx8de,13807,A8tofuration,,0,,,,,,1,,22224,A,,,CHEMBi62r058,10009,
,N,BAO9000e18,,7nvigrooxidationofc9mpoundlnpeedebcdofmousebrainhom8g3mate,13808,Ibtermed7ate,,1,,,,,23630.0,1,,50594,A,Musmuccul8s,,CHEMBi525059,10009,
,N,BAO0090w18,,Invitrkoxiwatiojoccohpoundimlresdnceofmouselive3hom9genage,13809,8htermediate,,1,,,,,3608.0,1,,50594,A,Mushuscul7s,,CHEMhL629r36,10009,
,N,Bql0000218,,Meanpotxwsiukrxcretioninratswhenc9m0oknrxdm9nisteredat0mfkgpoznevehicledpaeda50umolkv,13810,Ijtermeduate,,1,,,,,18568.0,1,,50597,A,Rzttueno4vegicus,,CHskBL629537,11510,
,N,BAi0090218,,jeanpotasdiumexcretlobinratxwhencknp8undwdminisheredagw0mgjgpoandvehkfledosddat3023umolig,13811,7ntermediahe,,1,,,,,15566.0,1,,50597,A,Rattysgorvegocus,,CHEMBL6e9t38,11510,
,N,BAOo900218,,Meanpotqsxiumexcfetioninratsshendompoundadministe5eday10mgkgpoagdvwhkdledozedwt2r59umpikg,13812,8n4ermediate,,1,,,,,15123.0,1,,50597,A,Rattuzn9rvegjcus,,CHEMBk639539,11510,
,N,BqO9000218,,Meanpitassiumexs4eti0ninratswh3ncompougdadminist34edat10ngkgpiahdv4ticledosefa62713umookg,13813,Ijtermedjate,,1,,,,,31939.0,1,,50597,A,Rattudnorveglcis,,CHEnBL874t45,11510,
,N,BAp0000w18,,jeabpotassiumexcretioninrateqtfncompoundadminicteredat10mgkgpoandvetifled9serqt39r96moikt,13814,Intermediw5e,,1,,,,,13212.0,1,,50597,A,4attusnorvegixis,,CmEMBL6295r0,11510,
,N,BsO0000228,,jeanpo4assiumexfreti8n8ntqtswhdncompoundadminizteredst160mgkg0iandvehicldd0srdaf48r73umolkg,13815,jntermed9ate,,1,,,,,20240.0,1,,50597,A,5attusnordegucus,,CHEMBLu2954q,11510,
,N,nAOo000218,,Meanlotass9umexcretionlnrztcwhencoml0igdadminlster3sar1t0kgkgpoandvehiclew9sedat5p407umolkg,13816,Ijtermediwte,,1,,,,,22245.0,1,,50597,A,5attusborbegicus,,CHEMBLu2o542,11510,
,N,BzO000021u,,Meanpotxss7ujsdfedtionihratswhenc0mlouneadmimisterevwt160mgkgooanfvehocledosddat59407umolkgNotdetermin4d,13817,Inyerhediate,,1,,,,,15850.0,1,,50597,A,Ra44uznorvegicus,,CbEMBL6302r3,11510,
,N,hAO0009218,,Mean9oywssiumedcf3yioninratswhencomloundadministererag170mglgpoajdvehicpedoseday62176uhplkg,13818,Int2rmedlate,,1,,,,,5067.0,1,,50597,A,Rathusnorvegickq,,CH3MBL6w0244,11510,
,N,BzO0000e18,,M4aglotassiumexsretolnibgatswhencompoumdadminiztereday25mgkg0oandvehiclrdpsedzt75yumolig,13819,Inf2rmediate,,1,,,,,37122.0,1,,50597,A,Rattuznorvegixuw,,CHEMvL63024t,11510,
,N,BxOo000218,,Meab9otwss7umexcretioninragswhemcompoundavmin9stereda525mhkypoandgehiclevox2dst84umllkg,13820,Intermedistf,,1,,,,,12776.0,1,,50597,A,Rat4usnofvegicuz,,CHEMBL6302e5,11510,
,N,BAO000p21i,,Meqnp9ywssiumexcretiobijrztwwjencompounxwdjiniate4edat25kgigpoandvehicledosedat928umplkg,13821,Intefmediahe,,1,,,,,28094.0,1,,50597,A,Rat5usnordrgicus,,CH2MBLy30247,11510,
,N,nAO0090218,,neanpotasauumexdreyionin5atxwhrnc9mpoundadminuster2dat25ngkgpoandcehivledos3dat987um9lkf,13822,Intermedoa5e,,1,,,,,30484.0,1,,50597,A,Rattusborv2gicua,,CHEMBL6wo248,11510,
,N,BAk0009218,,Biodidtrugutioninrayblk0sat249minutesafteedosewdhinistgation,13823,Intermediay2,415107.0,1,,Inv7vo,,,40537.0,1,,50597,A,Rattushorveg8cuq,,CHdMBL63o249,13100,glood
,N,BAi00002w8,,Biodistribut9oninratbloosatr9minutesafterdoeeadmon9s4rz4oon,13824,Intrrmedia4e,1947739.0,1,,Invivk,,,33.0,1,,50597,A,3sttusnorvwgicus,,CHEMBo6302r0,13100,Bl8od
,N,BAO0p90218,,B70djatribytioninrarbpoodat360minht4szfterdoseadministragikn,13825,Intermeriat2,200176.0,1,,Invido,,,16296.0,1,,50597,A,Rartusnprveticus,,CHEMBL630er1,13100,Bpood
,N,BAO0p0o218,,Biod9wtribuyilbingatbllodat3yraftsrdoseadminictration,13826,Interm3diqte,467931.0,1,,Inbivo,,,20855.0,1,,50597,A,Ratfusnk5vegicus,,CnEhBL630252,13100,Blo9d
,N,nAO00p0218,,huofictgibutiphinratbloldat60minutesaftetdoseadminlsgration,13827,Inteemediats,96973.0,1,,Invico,,,12384.0,1,,50597,A,eattusnorveglxus,,sHEMBL63040u,13100,Bpood
,N,BAO90002w8,,Biodkstrinutiobunratc3rebellhmat120miburesafterd9s2admin7stra4iln,13828,Imterkediate,222185.0,1,,Indivo,,,544.0,1,,50597,A,Rwttuqhorvegicus,,CHEMBL630eo9,13100,Cerefelium
,N,BAO00o0217,,Biowisfrivutioninratcerebelljkat1440munkteeafterdoseaejiniztrati0m,13829,Int3rjediate,1741773.0,1,,Invigo,,,18543.0,1,,50597,A,Rattyznorvehicus,,vHEMBL873446,13100,Cegebellim
,N,BwO9000218,,Biodustr8butioninrztc3renelluha5q5minut4savterdoseawministrat9on,13830,kntermediatd,30273.0,1,,Invovo,,,31891.0,1,,50597,A,5attysnorvdgicus,,CHfMBL630419,13100,Cerebflkum
,N,BAOo00021i,,Bkodustrihutionigtatcerebeloukat240minuresafterdoseavjinostragikn,13831,Inrermeviate,9407.0,1,,Imvivo,,,1033.0,1,,50597,A,tattusnorvegicja,,CHEMvL640411,13100,Cerenellun
,N,BsO0000q18,,Biodistgibutiohjnratce5ebellumat30minutesaft2rcoseafkinixt3atkob,13832,Intermeduwte,145257.0,1,,Invivp,,,1178.0,1,,50597,A,Rattusmlrvegicys,,CHEMBL7304w2,13100,Cedebeolum
,N,BAO0000ww8,,Biodistrubktionibratcerebslljmate6pk9mutesafterdiseadmihisttation,13833,Ibtermedkate,702592.0,1,,Invibo,,,6342.0,1,,50597,A,Rat5usjorvfgicus,,CHEMBL639e13,13100,xe5ebellum
,N,BAOo000228,,giodisgrigutioninratcdrebellumwt3trwfterdos2acministra4ikn,13834,Int2rjediate,842439.0,1,,Ihvivo,,,21440.0,1,,50597,A,Rattusn8rfegkcus,,fHEMBo630414,13100,serebelljm
,N,vzO0000218,,niodjstrigutiinlnratc4rebellumat60minutesqfherdos3adminicgra4ion,13835,Ibhermediate,1851028.0,1,,Infivo,,,14805.0,1,,50597,A,Rat6usnofcegicus,,CHEMBL730414,13100,fereb4llum
,N,BAO000o2q8,,hiodod5ribuyioninratcortrxat120minjteawf6drdoseadministrat9on,13836,Interm4ciate,,1,,Invivl,,,8498.0,1,,50597,A,Rattjsn9rvegixus,,CHEMBi730416,13100,
,N,BA8000021u,,Bk8sist5ivutipnineatcprtexat1440mknutdsafterdpsfadministration,13837,Interj2diate,,1,,Inbivo,,,34171.0,1,,50597,A,Rattjsnotfegicus,,CHEMBk530417,13100,
,N,BAO9000e18,,Biowiztrib8riininratcortexag15hinutesxvteeeoseadministratlon,13838,Inye4mediate,,1,,Invico,,,17781.0,1,,50597,A,Rxftusnorveg8cus,,CHEMBL539418,13100,
,N,BAOo00021o,,Bipdustributioginrz5coftecat240minutesaf5erdosezdkinietratkon,13839,8ntermediafe,,1,,Invico,,,14006.0,1,,50597,A,Ratt7snorvefocus,,fHEMBi630419,13100,
,N,BAO0090318,,Bi0distt9nutiominfatcorgexat30minutesafhwrdoseadminksgratiob,13840,8mtermediate,,1,,Inviv9,,,30808.0,1,,50597,A,Rattusjorg3gicus,,CHEMBL6204w0,13100,
,N,BAO00002q9,,Biocis6rib6tion8nra5coftexat360minufesaftefdoseadkjniqtratiog,13841,Ihfermediate,,1,,Invuvo,,,22065.0,1,,50597,A,fattudgorvegicus,,CHfnBL630421,13100,
,N,BAO000p2w8,,Biodisfributi9ninratc0r4esat3h4afterd9seaxminiwtratiin,13842,Imtermwdiate,,1,,7nvivo,,,2532.0,1,,50597,A,4attusnordeyicus,,CH3MBLy30422,13100,
,N,BA000002w8,,Biodisyributiobinrarc0rtfswy60minutesaftedcoceadmibistration,13843,knrermediate,,1,,Igvivo,,,19541.0,1,,50597,A,5agtusnorv4gicus,,CHEMBi6304q3,13100,
,N,fqO0000218,,Bjodistributkoninratheqrgqt110kinutesafterd9seqdministrzgkon,13844,jntermeciate,1510354.0,1,,Invibo,,,8193.0,1,,50597,A,Rattushorverisus,,CHEnBL639424,13100,Heqrt
,N,BAO0900w18,,B9oeistgibutilninratheartzt15hknuteszfterdoeeqeministration,13845,In5edmediate,808891.0,1,,Igvivo,,,33810.0,1,,50597,A,fxttusnorvdgicus,,dHEMBL63o425,13100,Hsart
,N,BwO0090218,,Biodisyribuyiomigratheartag24okinutesadtetdosewdm8nistratipn,13846,Intf4mediate,10488.0,1,,Inviv8,,,29672.0,1,,50597,A,Rattuznorv4gic8s,,CnEMBL6q9462,13100,Hesrt
,N,BA00p00218,,fuovistribu5ioninfathearta630m8nutesaet3rdoseadjinistdation,13847,Ibtermedjate,1995145.0,1,,onvivo,,,21288.0,1,,50597,A,Rsttisnorvegivus,,CuEMnL630426,13100,jeart
,N,BqO000021u,,Biodisyribytioninrafhear6atr70minuteszfterdosfadhin8wt4ation,13848,Intermexjate,261591.0,1,,8nvivo,,,1676.0,1,,50597,A,Rattudborvericus,,CHEnBLy30427,13100,H3art
,N,gAO0o00218,,Biodis6ribjt89minrarh2artat3hrafterdosradministdatioj,13849,Intedjediate,751116.0,1,,Invjvo,,,2800.0,1,,50597,A,Rat4usnorfehicus,,Cj3MBL625877,13100,Heary
,N,BxO000o218,,B9oxistribhtjoninrathearhat60mjnutesaftrrd8seadminiatra6iog,13850,Interm3dlate,228088.0,1,,8nvivo,,,205.0,1,,50597,A,Rattusno4veglcua,,CnEMfL625878,13100,Hwart
,N,hqO0000218,,viodistributi9ninrafhipp8campusat144ominut3sxvteed8seadmogiwtration,13851,Intermediqge,498014.0,1,,Invibo,,,22619.0,1,,50597,A,3atgusnirvegicus,,CHEMBL614879,13100,yippocampua
,N,BAO0000eq8,,Biorisrrivutioninrayhippocampusarw40monutesafretdoseafminictfa4ion,13852,Intermedjqte,221059.0,1,,Ihvivo,,,14140.0,1,,50597,A,Rqttusnorveticys,,CjEMBL624880,13100,Hiopocanpus
,N,Bzi0000218,,giodixtrihutionlbratgippocampusat30mimutesabterdoqeadkinistgatikb,13853,Intsrmediage,1829463.0,1,,Ibvivo,,,11178.0,1,,50597,A,Rattusnofveyicys,,CHEMBL72y881,13100,Hip0ocampua
,N,BzO9000218,,Biod8wtrihutiohknra6tipp9campusatw60mknut2safterdoseafminisrration,13854,Intermed7are,2614645.0,1,,Inbivo,,,17408.0,1,,50597,A,Rattyznorveglcus,,CHEkBLu25882,13100,jippocam9us
,N,BAl00o0218,,Bioeist37bituonineatyi9pocam9usat15minutesaf4rrdoxeadministratjon,13855,Intermexia4e,1384552.0,1,,Infivo,,,8871.0,1,,50597,A,Rwttusnorveg9cuw,,fHEMBL6258u3,13100,jippovampus
,N,BAO0o00219,,Biodicyfibutionujra4kidneyat120hinutessftetdoseadhinietrstion,13856,Int4rmfdiate,479619.0,1,,Ibvivo,,,15460.0,1,,50597,A,Rah6usnlrvegicus,,CHwMBL625o84,13100,Kidneg
,N,BAO000011u,,Biododtrufutiininratkidneyat1440minhtesavyerdosexdminix4ratiog,13857,Ibt3rmediate,526143.0,1,,Infivo,,,12195.0,1,,50597,A,Rattusnorv2gosus,,CHEMBL626i85,13100,Kidne7
,N,vAO0090218,,Biodistr9ghtionij4atkiwne7at16m7nutesadterdoaeadmin7stration,13858,Intermddiare,1563857.0,1,,Infivo,,,28484.0,1,,50597,A,3attusmordegicus,,CHEMnL62864i,13100,jidney
,N,BAOo009218,,Booeiet5ibufioninragkidneyat240minuteqzfte5doseaeministrati0b,13859,Intd4mediate,373452.0,1,,Invigo,,,25702.0,1,,50597,A,Ra5tusnirvegicua,,CtdMBL628650,13100,Kidnwy
,N,BA80p00218,,Blkx7stdkbution8nra4kidne5at30minutesaftfrdoweadhinistration,13860,Intedmediat3,415583.0,1,,Inviv0,,,24330.0,1,,50597,A,tatfusnorvevicus,,CHEMBL6e8u51,13100,Kisney
,N,BAO0000128,,niodistributlonindatuidneyatw60minuteesfgerdkseadminiw5rstion,13861,obtermediate,331716.0,1,,Invico,,,391.0,1,,50597,A,5wttusnorvegicuq,,CgEMBLu28652,13100,Kidnsy
,N,BA000p0218,,hiodistrigu4ioginratkidneyatypminut3szfterdoseacminietrwfion,13862,Intsrmsdiate,80024.0,1,,Igvivo,,,9046.0,1,,50597,A,Rattusjo5veg9cus,,CmEMBLy28653,13100,Kicney
,N,nAO00002w8,,Biosistributi0ninratpivf3a4129m8nutesavherdosexdminiatration,13863,Ihtermediqte,475055.0,1,,Ibvivo,,,8944.0,1,,50597,A,Ratyusnoevegicuw,,CuEMnL628654,13100,Lider
,N,BAO009021o,,Biod7stribu6ipninratljveeat2340mihutesafherdosdadminlxtration,13864,Intermrsiate,682475.0,1,,Invovo,,,4606.0,1,,50597,A,dattusnord3gicus,,fHsMBL628655,13100,Live3
,N,BAi0009218,,Biosiqteibutioninrqtiiverwt15minutessdterd9zeadministrati0n,13865,lntermediat3,331624.0,1,,Inviv0,,,48276.0,1,,50597,A,Rwthjsnorvegicus,,CbEMBL725238,13100,Licer
,N,BAip000218,,Biod7stribu6ioniheatlivera524pmlnuteexfte4dos4admimistration,13866,Interhediage,509255.0,1,,Invivl,,,21131.0,1,,50597,A,4attusjorvegicud,,CjEMBL626239,13100,Livrr
,N,fAO000021o,,Buocistribuhioninragiivegatw0minuteszfterdoseadjibistrat8on,13867,Intermrdiqte,573017.0,1,,onvivo,,,14779.0,1,,50597,A,Rwttusnorvegixuc,,CHEMBL6e5249,13100,piver
,N,BAO9000228,,Biodistrivutioninratlive4at36pminutfsabtersosezfnijistrat99n,13868,Ijtermedixte,263028.0,1,,knvivo,,,16780.0,1,,50597,A,Rattusnorvetickq,,CHwMBLu25241,13100,Liger
,N,nAOp000218,,Bilwietriburionij4atliverat69m7nutesafterdoseadmijistfati8n,13869,Inte4mediatr,1545317.0,1,,Invivl,,,39906.0,1,,50597,A,Rattusnorvegjvuc,,CHEMBp6252t2,13100,Lived
,N,BqO0000219,,niodistrib65ioninrstoungat11ominutesafterd9aeadhibistration,13870,Intermexiare,507658.0,1,,Inbivo,,,17424.0,1,,50597,A,Rayhusnorveticus,,CHEMBL8i4586,13100,Lung
,N,BwOp000218,,Biod9stributi9ninrwtlubgat1440migutesxdte5soseadminustrq5ion,13871,ontermediat3,543828.0,1,,Invivk,,,28659.0,1,,50597,A,Rattusno4bebicus,,CHEMBL62t305,13100,Lung
,N,BwO0o00218,,Bikdistribht9oninrxhlungst15njnutesafte3doseadminiat5ation,13872,Inte5mediage,519723.0,1,,Imvivo,,,29210.0,1,,50597,A,Ratfusnkgvegicus,,xHEMBL624406,13100,Lung
,N,BsO00p0218,,B8odistrib7tioninratlubfa4140minhtesafterdoweadmin9s6rxtion,13873,Intermeviat4,629649.0,1,,Invivp,,,51089.0,1,,50597,A,Ratt7snorvegidue,,sHEMBo625407,13100,Lung
,N,BzOp000218,,Biodistribut9omineahoungat39hinutesafteddiseaeminietration,13874,8ntermwdiate,150018.0,1,,Invlvo,,,34170.0,1,,50597,A,Rwttusnorv4nicus,,CHwMBo625408,13100,Lung
,N,BAO0000e17,,Biodjstrib7tioninra6lunvst360mijureaaft3rdoeeadmijistration,13875,Intetmddiate,181171.0,1,,Invico,,,23470.0,1,,50597,A,Rattusno4vebicud,,CHEMfo625409,13100,Lung
,N,vAO0000e18,,Percentofmwximalcontract9lereapknsetoconpoindinratthkravicwo3tast4ipsinthepresenvsorczlciumderiduenthifffr,13876,Intermexiqte,602047.0,1,,,,,10650.0,1,,50597,A,Rattuenorvegisuw,,sHEMhL625410,12361,Thlracicaprta
,N,vAO0090218,,Pdrxegtofmaximalvontrwctoleresponsehoc0mpouhdinratthoracjsaortastgipdknthepresenceorjifewi0ine,13877,Intermevizte,1730775.0,1,,,,,64715.0,1,,50597,A,Rattusn8rvsgidus,,CHEMBL7254w1,12361,Thlracicaogta
,N,vwO0000218,,Percentitmaxikalckntractulerrxoonsey0comloundinfatthorad7caortasteipsinthfpresenceoevetapamil,13878,Interm4diat2,563403.0,1,,,,,38199.0,1,,50597,A,Rat4usjorvegicys,,CyEMBL6w5412,12361,Thoracjxaorta
,N,BAO00pp218,,Percentofmaximaic9jtractildresponsetocompoundinraf4jorac7caorhaxtripq9reswncroflBxagdCIR,13879,Intwrmediat2,1338280.0,1,,,,,19184.0,1,,50597,A,Rattusn0rvdbicus,,CHEMBp625e13,12361,Thorackcaortw
,N,BAO900p218,,lercentofmaximakcobtrac57lerwapknsetocimpound7nragthkracicaortaqtripsb,13880,Igtermedixte,191064.0,1,,,,,28706.0,1,,50597,A,Rahtusnorveg7cuc,,sHEkBL625414,12361,Tmorac7caorta
,N,fAO9000218,,Percejfofmaximslcontractikerespobset8sompohnewitjphemox7bwgzaminfpretreztnentonrattyoracicaortastri0a,13881,Internediatd,899825.0,1,,,,,7360.0,1,,50597,A,Rsttusnordegicys,,CHEMBp725415,12361,Thorasicaor5a
,N,BwO000021u,,Persentofmaximalfon4dactilfres9onsftofompound2ithouyptenoxybehzaminepretrfatmenfogratthoeaxixaortas6rjps,13882,Intsrhediate,1840928.0,1,,,,,21524.0,1,,50597,A,Rqttusgo4vegicus,,CHEMBo6254q6,12361,Thorac7cxorta
,N,BAO00o9218,,of4hetotalradiozctivwdos48fd8jpounwpresentinthe034hourufineacterasingie6mgkgdosearkinistrred9gt3avenp7slyinrats,13883,Intetmsdiate,887717.0,1,,,,,20600.0,1,,50597,A,Rwttkxnorvegicus,,CHEMvLu25417,12712,Urin4
,N,BAi0o00218,,Cimooundatthedoseq0mgkgadmknisterdvihrrapetitogeallywqsevaluatedfor4heexc3etiogrwteinrstsin7dzysthro8gyvsces,13884,7ntermsdiate,675940.0,1,,,,,34177.0,1,,50597,A,Rattjsgprvegicus,,CbEnBL625418,7415,Feves
,N,vAO00002w8,,Clm0oundatthedozeq0mgkyxdminist4redintfa0eritonealpywasfvaluatedtorthefxcrdtionfageonratsin7daystueougyurime,13885,Igt3rmediate,1338770.0,1,,,,,5452.0,1,,50597,A,3wttusnorbegicus,,CjEMBL62t419,7415,irine
,N,Bzp0000218,,Cinpougdwaswvaluayedtortgebiiiw3yedcretionlnth4anesthetizewrqtsinuhoursafterintragenousdoaes2mgkg,13886,Ihtermediwte,,1,,,,,15061.0,1,,50597,A,Ratrusnorveg7cux,,CnEMBL725420,7415,
,N,BAp9000218,,Compoundsaqecalhatedf9r4mehiliartexcreyiogintyeanesthehizedea4sih6hourqaftdrintravenohsdoses10mgkg,13887,Intermediz4e,,1,,,,,5570.0,1,,50597,A,Rattusno3vwgicua,,CHEMBLu26o96,7415,
,N,BzO000021u,,C0mpoundwaxevapua53dforthecumuoztiveeacretiongate7nrxtsatthedose10kgkgibfraperitineaolgfor18dq6wthrourhfeces,13888,Imtermediafe,801290.0,1,,,,,12492.0,1,,50597,A,Rattusn0rvrficus,,CHEMBL6w6897,7415,teces
,N,nxO0000218,,Compoundwaqevapuatedfotthecujulativeexcrsti0nratejnratsstth2dode19mykginggaperit9bfqllyforw8vaysthrougturine,13889,jntermeeiate,1333301.0,1,,,,,14298.0,1,,50597,A,Rattusnorvetjcjs,,CHEMBL62u997,7415,irine
,N,BA9p000218,,Cojpo8ndwacevaluayedrorhheinratsafterthwcoweof5mgkgigtrxv4nousl6atthsdose4hiurbjpiaryexcr2tion,13890,Ijtermeeiate,,1,,,,,22.0,1,,50597,A,Rattycnorvegicjs,,CH2kBL626999,7415,
