assays_assay_id,assays_src_id,assays_description,assays_assay_tissue,assays_bao_format,assays_src_assay_id,assays_assay_organism,assays_assay_category,assays_curated_by,assays_doc_id,assays_assay_test_type,assays_relationship_type,assays_confidence_score,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
12262,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time,Muscle tissue,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630143,,2385.0,
12263,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time,Muscle tissue,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630144,,2385.0,
12264,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 0.5 hours time,Prostate gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630145,,2367.0,
12265,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 4 hours time,Prostate gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630146,,2367.0,
12266,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630147,,,
12267,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 1 hours time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630148,,,
12268,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 2 hours time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630149,,,
12269,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 1 hour time,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630150,,2106.0,
12270,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 2 hours time,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL630151,,2106.0,
12271,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 0.5 hours time,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632031,,2046.0,
12272,1,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 4 hours time,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632032,,2046.0,
12273,1,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat fat at 1 hour time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632033,,,
12274,1,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat kidney at 1 hour time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632034,,,
12275,1,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat muscle at 1 hour time,Muscle tissue,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632035,,2385.0,
12276,1,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat prostrateat 1 hour time,,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632036,,,
12277,1,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat thyroid at 1 hour time,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14950,,N,1,CHEMBL632037,,2046.0,
12278,1,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,8631,,N,1,CHEMBL632038,,178.0,
12279,1,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,8631,,N,1,CHEMBL632039,,178.0,
12280,1,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,8631,,N,1,CHEMBL632040,,178.0,
12281,1,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,8631,,N,1,CHEMBL632041,,178.0,
12282,1,"Concentration of compound in blood of dog 2, after administering intravenously",Blood,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632042,,178.0,
12283,1,"Concentration of compound in left ventricle of dog 1, after administering intravenously",,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632043,,,
12284,1,"Concentration of compound in left ventricle of dog 2, after administering intravenously",,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632044,,,
12285,1,"Concentration of compound in liver of dog 1, after administering intravenously",Liver,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632045,,2107.0,
12286,1,"Concentration of compound in liver of dog 2, after administering intravenously",Liver,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632046,,2107.0,
12287,1,"Concentration of compound in lung of dog 1, after administering intravenously",Lung,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632047,,2048.0,
12288,1,"Concentration of compound in lung of dog 2, after administering intravenously",Lung,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632048,,2048.0,
12289,1,"Concentration of compound in muscle of dog 1, after administering intravenously",Muscle tissue,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632049,,2385.0,
12290,1,"Concentration of compound in muscle of dog 2, after administering intravenously",Muscle tissue,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL876418,,2385.0,
12291,1,"Concentration of compound in spleen of dog 1,after administering intravenously",Spleen,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632050,,2106.0,
12292,1,"Concentration of compound in spleen of dog 2, after administering intravenously",Spleen,BAO_0000218,,Canis lupus familiaris,,Intermediate,9614,,N,1,CHEMBL632051,,2106.0,
12293,1,Concentration of liberated compound in serum after 120 min at the dose of 50 mg/kg (po).,,BAO_0000218,,,,Autocuration,10353,,U,0,CHEMBL632052,,,
12294,1,Concentration of liberated compound in serum after 240 min at the dose of 50 mg/kg (po).,,BAO_0000218,,,,Autocuration,10353,,U,0,CHEMBL632053,,,
12295,1,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,,BAO_0000218,,,,Autocuration,10353,,U,0,CHEMBL632054,,,
12296,1,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,,BAO_0000218,,,,Autocuration,10353,,U,0,CHEMBL632055,,,
12297,1,Concentration of liberated compound in serum after 60 min at the dose of 50 mg/kg (po).,,BAO_0000218,,,,Autocuration,10353,,U,0,CHEMBL631181,,,
12298,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous after 1.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL631182,,,
12299,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL631183,,,
12300,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL631184,,,
12301,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL629774,,,
12302,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL629775,,,
12303,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL876549,,,
12304,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628172,,,
12305,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628173,,,
12306,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous after 1.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628174,,,
12307,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 4.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628175,,,
12308,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628176,,,
12309,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628177,,,
12310,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628178,,,
12311,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628179,,,
12312,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg i intravenous dosage after 1.0 hr; insufficient gastric juice produced,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628180,,,
12313,1,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 2.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628181,,,
12314,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628182,,,
12315,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628183,,,
12316,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr; ND means not determined,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628184,,,
12317,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628185,,,
12318,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL875617,,,
12319,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr; ND means not determined,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628186,,,
12320,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628187,,,
12321,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628188,,,
12322,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628189,,,
12323,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr; ND means not determined,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628190,,,
12324,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL628191,,,
12325,1,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr; ND means not determined,,BAO_0000218,,,,Autocuration,9196,,U,0,CHEMBL626513,,,
12326,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 19-24",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626514,,2046.0,
12327,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 26-40",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626515,,2046.0,
12328,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 29-44",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626516,,2046.0,
12329,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 32-42",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626517,,2046.0,
12330,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 33-60",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626518,,2046.0,
12331,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 4-7",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626519,,2046.0,
12332,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 13-18",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626520,,2046.0,
12333,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 16-32",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626521,,2046.0,
12334,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 22-25",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626522,,2046.0,
12335,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 26-49",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626523,,2046.0,
12336,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 29-36",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626524,,2046.0,
12337,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 5-8",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626688,,2046.0,
12338,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 26-42",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626689,,2046.0,
12339,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 30-53",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626690,,2046.0,
12340,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 32-43",Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,8608,,N,1,CHEMBL626691,,2046.0,
