assay_id,src_id,relationship_type,assay_test_type,assay_tax_id,src_assay_id,curated_by,chembl_id,doc_id,assay_organism,variant_id,description,assay_type,assay_category,assay_strain,assay_tissue,assay_cell_type
6006,1,N,knvivo,10809.0,,Intermed8a6e,CHEMBLu2w665,1806,Canislupusfakillarla,,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,A,,,Plasma,
6007,1,N,Inbivo,7937.0,,7ntermediat2,xHEMBL621u66,1806,fanispupusfamlliatis,,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,A,,,Plasma,
6008,1,N,Invigo,3591.0,,Ihtermedoate,CHEjBL621567,1021,Canixp7pusfamiloaris,,Concentration maxima after oral dosing in dogs,A,,,,
6009,1,N,8nvivo,35523.0,,Ibterm2diate,CHfMBL87673o,1021,Canisl6pysfxhiliaris,,Concentration maxima after oral dosing in dogs; not available,A,,,,
6010,1,N,Invivl,55000.0,,jnterkediate,CHEMBL72166u,1021,xanislupuwfajipiaris,,Concentration maxima after oral dosing in dogs; not available,A,,,,
6011,1,N,lnvivo,2204.0,,Intefmedizte,CH3MBL62166o,5444,Canlslupusfahilia5id,,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,A,,,,
6012,1,N,Inv7vo,27179.0,,Intermeciste,CHEMBL521679,5444,Canixlupusfamkliar9d,,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,A,,,,
6013,1,N,Imvivo,8103.0,,Interhediatf,CH4MBL621t71,5444,Canizlu0usbamilia5is,,In vivo maximal concentration was calculated at 1 mg/kg in dog,A,,,,
6014,1,N,Incivo,49299.0,,Ijtermeriate,CHEMBL62w36p,5444,Cab8slupisfam7liaris,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,A,,,,
6015,1,N,Invlvo,38610.0,,Int4rmeciate,CHEMvL62w361,5444,Canisiupusfzmik9aris,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,A,,,,
6016,1,N,Ingivo,34609.0,,Intfemediate,CHEjBL6223y2,5130,Cznislupusdsmiljaris,,Cmax in dog plasma after oral dose (1 mg/kg),A,,,Plasma,
6017,1,N,Invico,24197.0,,Interkeciate,CHEMfL62236e,3249,Canicpupusfahiliarls,,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,A,,,Plasma,
6018,1,N,Invico,45980.0,,Intermediarw,CH2nBL622364,5473,Canislu0usfqmiluarix,,Maximal plasma concentration at a dose of 1 mg/kg,A,,,Plasma,
6019,1,N,Inviv9,26502.0,,Intetkediate,CHEMhi622365,5474,Canisiupudfamkljaris,,Maximal plasma concentration at a dose of 1 mg/kg (oral),A,,,Plasma,
6020,1,N,Invifo,21047.0,,8ntermexiate,CHEMBLt22534,4657,Canislupjsvamiloagis,,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,A,,,Plasma,
6021,1,N,Inv8vo,4293.0,,7ntermexiate,CHfMBo622534,3031,Canislupudfamuoisris,,Maximum concentration of compound in dog was evaluated.,A,,,,
6022,1,N,Inv7vo,26449.0,,Inhermeduate,CHEMBi632535,4527,vanislupuafwmiliar9s,,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,A,,,,
6023,1,N,Inv8vo,3263.0,,Ijtermefiate,CHEMBL876yw9,4186,Canislupysdsmiliarjs,,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,A,,,,
6024,1,N,Indivo,73152.0,,ontermediafe,CbEMBL6e2536,5007,Canislulksgamoliaris,,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,,,,
6025,1,N,jnvivo,61852.0,,Ijt4rmediate,CHEMhL622536,3132,Canispuousfam9ljaris,,Maximum concentration obtained in dog plasma was determined,A,,,Plasma,
6026,1,N,Inviv8,53735.0,,Inrermediatw,CHEMhL622537,5006,Canislipusfxmiliafos,,Maximum concentration was determined,A,,,,
6027,1,N,Invuvo,53388.0,,untermsdiate,CHEMnLu27867,4727,Cagialupusfsmiloaris,,Maximum concentration at the dose of 2 mg/kg in dog,A,,,,
6028,1,N,Invido,55084.0,,Intermediztw,CHEjBLy27868,1916,Canislulusramkliarid,,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,,,,
6029,1,N,Inviv8,71065.0,,onhermediate,CnEMBL627u69,1918,Cankspulusfakiliaris,,Maximum concentration was evaluated in dog plasma,A,,,Plasma,
6030,1,N,Invigo,11526.0,,Intermeriare,CbEMBLt27870,3045,Cxnislupusfamillzrks,,Maximum concentration was evaluated after 75 min after administration in dog,A,,,,
6031,1,N,Invlvo,4622.0,,unfermediate,CHsMBp627871,9579,Canisoupucfamiliad8s,,Maximum plasma concentration determined in dog after oral administration of 17b,A,,,Plasma,
6032,1,N,Inviv0,60889.0,,Inte4med9ate,xHfMBL627872,9579,sahuslupusfaniliaris,,Maximum plasma concentration determined in dog after oral administration of 2b,A,,,Plasma,
6033,1,N,Inviv8,42921.0,,8htermediate,CH3MBL6q7873,933,Canislupusfzmilkxrls,,Maximum plasma concentration in dog,A,,,Plasma,
6034,1,N,Ingivo,46957.0,,Intfrmediats,CHEMBL627u7t,17839,xanislupusfxmilia3ks,,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,A,,,Plasma,
6035,1,N,Inviv8,20464.0,,Inte4medjate,xHEMBL6278i5,17839,vanksiupksfamiliaris,,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,A,,,Plasma,
6036,1,N,Ingivo,36635.0,,Intermsdizte,sHEMBL627o76,17839,Can7sl6pusfam7liariz,,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,A,,,Plasma,
6037,1,N,Inbivo,20466.0,,kntrrmediate,CjEMBL6e7877,17839,sanisluluxfamiliarjs,,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,A,,,Plasma,
6038,1,N,Invivp,31450.0,,untermediat3,CHEMvL626878,6348,Cajislup7sfamillariz,,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,,,Plasma,
6039,1,N,Invovo,6332.0,,Intwrmediatw,CHEMvL627979,16367,Cahizlupusfam7liarix,,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,A,,,Plasma,
6040,1,N,Indivo,12712.0,,Inte4med8ate,sgEMBL875355,1337,Canjclupusfwmiliarks,,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,,,Plasma,
6041,1,N,Invido,48744.0,,In6ermediahe,CH4MBp627880,1337,Canisl7pusfajiliaruz,,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,,,Plasma,
6042,1,N,knvivo,9233.0,,untetmediate,xHEMBL6278o1,5199,Cwn8siupusfsmiliaris,,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,,,Plasma,
6043,1,N,Ibvivo,26803.0,,Imtwrmediate,CHEMBL637881,17650,fanislup7svamilia5is,,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,,,Plasma,
6044,1,N,onvivo,12255.0,,Interkedkate,CHEMBL527u83,6679,Canisl6pusfamikkariw,,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,A,,,Plasma,
6045,1,N,7nvivo,39249.0,,Imtefmediate,CHEMBL72852t,5356,Cqniwlupusfamilixric,,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,A,,,Plasma,
6046,1,N,jnvivo,14092.0,,Interjed9ate,CHEMBLt28y27,5356,Canisouousfamilkariz,,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,A,,,Plasma,
6047,1,N,Inv8vo,40636.0,,Int4rmediat3,vHEMBL62852o,6227,Cwnislupuzdamilisris,,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,A,,,Plasma,
6048,1,N,jnvivo,16046.0,,Intwrmedkate,CbEkBL628529,6227,Canisoul8sfsmiliaris,,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,A,,,Plasma,
6049,1,N,Invkvo,14898.0,,Intdrmedixte,fHEMBLt28530,6227,Canidlupksfajiliqris,,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,A,,,Plasma,
6050,1,N,Invico,26079.0,,Inh3rmediate,CH4MBp625243,6227,Canisl8pudfamiiiarks,,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,A,,,Plasma,
6051,1,N,Invjvo,16721.0,,Expeet,CHEMBk62524t,3598,Canispupuzfaniliariz,,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,A,,,Plasma,
6052,1,N,Ijvivo,13366.0,,knternediate,CHEMBL62424r,4368,xamisiupusfamiliarie,,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,A,,,,
6053,1,N,Inv8vo,45269.0,,Inte4meduate,CHEMBo62t246,6265,Canislu0uccamiliarie,,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,A,,,,
6054,1,N,Invibo,43326.0,,Intsrmediatw,CHEMBL62514u,7767,kusmuqculus,,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,,,Stomach,
6055,1,N,Invico,3883.0,,Intermedowte,CHEMvp625248,7767,Musnisculus,,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,,,Urine,
6056,1,N,7nvivo,1305.0,,9ntermewiate,CHEkBo625249,7767,nusmusculux,,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,A,,,Urine,
6057,1,N,Indivo,25347.0,,Interm2diqte,CHEMBo6w5250,7767,husmjsculus,,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,A,,,Urine,
6058,1,N,,25464.0,,Intedkediate,fHEMBL626251,17811,Musmjscukus,,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,A,,,,
6059,1,N,,2732.0,,Intermedjafe,xHEMBL87535y,17811,juzmusculus,,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,A,,,,
6060,1,N,,20573.0,,lntermefiate,CHEMBp625262,17827,Mushusc6lus,,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),A,,,,
6061,1,N,,28499.0,,Int2rnediate,CHsMBi625253,17827,Musm6scupus,,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),A,,,Blood,
6062,1,N,,6300.0,,lntermefiate,CHEMfi625254,17827,Musmuscukhs,,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),A,,,,
6063,1,N,,47044.0,,Intsrmediqte,CHEMhL525255,17827,Musjusc7lus,,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),A,,,,
6064,1,N,,81300.0,,lntermediafe,CHEjBLu25256,17827,Mushusculud,,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),A,,,,
6065,1,N,,43552.0,,Ibte3mediate,CHEMhL62y257,17827,husmjsculus,,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),A,,,Blood,
6066,1,N,,54993.0,,untermediaye,vHEMBL625358,17827,Musmuscyous,,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),A,,,Blood,
6067,1,N,,56185.0,,Intwrhediate,CHEMBL624258,17827,Musmuedulus,,Compound was evaluated for washout rate in mice (Radiolabeled compound),A,,,,
6068,1,N,,44278.0,,Intermedlste,CyEMBL6w5260,17827,Muzmusfulus,,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,A,,,,
6069,1,N,,45890.0,,Interjed7ate,xHEMBp625261,17827,Musnusculuw,,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",A,,,,
6070,1,N,,19076.0,,In4ermedixte,CHEMBL6253y2,17827,Musmisculhs,,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",A,,,,
6071,1,N,,28012.0,,unterjediate,CH4MBL623639,17827,Musmusc6pus,,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",A,,,,
6072,1,N,,20665.0,,jntermesiate,CHEMBL6e2y40,17257,kuemusculus,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,A,,,,
6073,1,N,,88907.0,,Intermdd9ate,CHEMBL612811,17257,Musmuscukuw,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,A,,,,
6074,1,N,,7482.0,,Inredmediate,CHEMBk622823,17257,Mhsmusfulus,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice,A,,,,
6075,1,N,,11761.0,,Intwrmrdiate,CHEMBL522i14,17257,Mushusfulus,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice; Not determined,A,,,,
6076,1,N,,20964.0,,Intermddiqte,CHEMnL6228w5,17827,Musmuscupud,,Time at maximum activity in mice (Radiolabeled compound),A,,,,
6077,1,N,,84590.0,,Intermedizts,CH4MBLy25342,3760,jusmuscukus,,Percent oral bioavailability was determined after administration of compound at 5 mg/kg perorally in mice,A,,,,
6078,1,N,,13041.0,,Intermedia62,CHwMBL6253t3,3760,Musmusxul7s,,Percent oral bioavailability was determined after administration of compound at 50 mg/kg perorally in mice,A,,,,
6079,1,N,,24367.0,,Intermedist4,CHEMBL8i7y91,17409,Musjucculus,,Binding towards mouse plasma protein at 10 uM,A,,,,
6080,1,N,,81827.0,,Intermeduwte,CHEMnL615344,17409,Mjsmusculuz,,Binding towards mouse plasma protein at 100 uM,A,,,,
6081,1,N,Invibo,83409.0,,In6ermediats,CHEMgL6253e5,2675,jusmhsculus,,Bioavailability was evaluated in mice after intravenous administration,A,,,,
6082,1,N,Inviv8,47696.0,,Inhetmediate,CH4MBL62r346,2675,Mucjusculus,,Bioavailability was evaluated in mice after oral administration,A,,,,
6083,1,N,Invjvo,30576.0,,Int3rmediare,CHEMBk625e47,3132,Muqhusculus,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse,A,,,,
6084,1,N,9nvivo,2570.0,,Intetmedia5e,CHEMBL7253t8,3132,nusmusculue,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse at dose 25 mg/kg,A,,,,
6085,1,N,Igvivo,73173.0,,Integjediate,CHEMBp625449,16597,Musmuxcupus,,Bioavailability at a dose of 10 mg/kg peroral administration in mice.,A,,,,
6086,1,N,Invido,39314.0,,Intermediagf,CnEMvL625350,2862,Musmuscuo8s,,Oral bioavailability in mouse,A,,,,
6087,1,N,Inviv0,22263.0,,Ihtermed8ate,CHEjhL882952,17764,Musmusc6ous,,Oral bioavailability after intravenous administration in mice at 24 uM/kg,A,,,,
6088,1,N,Inviv0,48403.0,,In5ermediat3,CHdMBL615351,846,kusmusculuc,,Biodistribution of [123I]- labeled compound in mice brain was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,,,Brain,
6089,1,N,Inbivo,34841.0,,Intermddlate,CH3MhL625352,846,Musnusdulus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,,,Brain,
6090,1,N,Inv8vo,71229.0,,Ijte3mediate,CHEMBL887492,846,Musmjsculuq,,Biodistribution of [123I]- labeled compound in mice brain was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,,,Brain,
6091,1,N,Invjvo,32552.0,,unternediate,CHEjBL6q5353,846,Muskusc8lus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,,,Brain,
6092,1,N,Incivo,36195.0,,Intefmediwte,CHEMBL7253r4,846,Mhsmusculuw,,Biodistribution of [123I]- labeled compound in mice brain was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,,,Brain,
6093,1,N,Inbivo,46177.0,,Intefnediate,CHwMBL626o19,846,M7smuscukus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,,,Brain,
6094,1,N,Inv7vo,3241.0,,Intermed7atf,CHEMBL6q6010,846,jusmuscuius,,Biodistribution of [123I]- labeled compound in mice heart was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,,,Heart,
6095,1,N,Imvivo,22453.0,,7mtermediate,CHEMBLu26022,846,Muskusvulus,,Biodistribution of [123I]- labeled compound in mice heart was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,,,Heart,
6096,1,N,Invifo,21249.0,,Intermedlage,fHEMBL6e6022,846,Musmjsdulus,,Biodistribution of [123I]- labeled compound in mice heart was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,,,Heart,
6097,1,N,Inviv9,64861.0,,Int4tmediate,sHEMBL626q92,846,huqmusculus,,Biodistribution of [123I]- labeled compound in mice heart was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,,,Heart,
6098,1,N,,20199.0,,Intermeduahe,CHEMBi626w93,1276,m8mosapiens,,Cytotoxic activity was tested against human prostate cell line A-549 (lung carcinoma),F,,,,A549
6099,1,N,,32367.0,,Expsrt,CHEhBL626w94,3498,Homocapienc,,Cytotoxicity against A-549 cell line in the purdue cell culture screen was determined,F,,,,A549
6100,1,N,,29327.0,,lntermsdiate,CH4MBL626105,1169,Hpmosapjens,,Cytotoxicity against human lung carcinoma A-549 cell lines,F,,,,A549
6101,1,N,,102549.0,,Ijterkediate,dHEMBL627196,4450,Homosallens,,In vitro cytotoxic activity against A-549 (human lung carcinoma) cell line,F,,,,A549
6102,1,N,,22625.0,,Integmediste,CbEMBL626q97,358,Hohosqpiens,,In vitro cytotoxicity against human lung carcinoma cell line A-549,F,,,,A549
6103,1,N,,79276.0,,Internediats,vHEMBo626198,358,uomosaliens,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 3.6*10e-5 M,F,,,,A549
6104,1,N,,20307.0,,Interm2diste,fHEMBp626199,358,Homisap9ens,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.2*10e-5M,F,,,,A549
6105,1,N,,12142.0,,Ih4ermediate,CjEhBL626200,358,u0mosapiens,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.3*10e-5M,F,,,,A549
6106,1,N,,5430.0,,Interhediaye,CtEhBL626201,358,Homosapkfns,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 5.0*10e-5M,F,,,,A549
6107,1,N,,23117.0,,7ntermewiate,CHEMBL6e620q,358,Homlsapiena,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 6.1*10e-5 M,F,,,,A549
6108,1,N,,96015.0,,Inte3mediatd,xHEMBL62t203,358,Hokoaapiens,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 7.4*10e-5 M,F,,,,A549
6109,1,N,,33605.0,,Intermseiate,CHdMBL62t204,15167,tomosapuens,,In vitro cytotoxicity against A-549 human lung cancer cells,F,,,,A549
6110,1,N,,36769.0,,Intermediwge,CHEMBL6257o1,4139,ykmosapiens,,In vitro cytotoxicity against human lung carcinoma (A-549) cell line,F,,,,A549
6111,1,N,,55588.0,,Interm3dlate,CHwhBL624702,833,H0mosqpiens,,In vitro cytotoxicity in human tumor lung carcinoma A-549 cell lines,F,,,,A549
6112,1,N,,100747.0,,Expery,CuEMBLt24703,15718,j9mosapiens,,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,F,,,,A549
6113,1,N,,14946.0,,Int3fmediate,CHdMBL62t704,12373,Homosapieja,,Tested in vitro for cytotoxicity against A-549 lung cancer cells,F,,,,A549
6114,1,N,,2383.0,,Internewiate,CHEkBLu24705,637,Homosaoi4ns,,The compound was tested for cytotoxicity against A-549 cell in human lung carcinoma,F,,,,A549
6115,1,N,,17195.0,,Expe5t,CH3kBL624706,14867,Homlsapi4ns,,Cytotoxicity against human lung carcinoma cells (A-549) using SRB assay.,F,,,,A549
6116,1,N,,28851.0,,Intfrmediatw,CHEkBL624706,4461,Homoeaoiens,,Antitumor cytotoxic activity against A-549 cell line was determined,F,,,,A549
