Fiscal year,Children issues (marker),Organisation ID,IRTC percent,Sector percent,Organisation name,Enviromental sustainability (marker),Continent ID,FSTC percent,Project number,Urban issues (marker),PBA type,CountryRegion ID,Continent name,Branch ID,Maximum CIDA contribution (project-level),Climate change adaptation (marker),Project Browser country ID,Sector name,Trade development (marker),Fund centre ID,Programming process (new),Disability issues (marker),Gender equality (marker),Climate change mitigation (marker),Status,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Desertification (marker)
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,DM,America,B5100,122090000.0,2,DM,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,DM,America,B5100,122090000.0,2,DM,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,DM,America,B5100,122090000.0,2,DM,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,EC,America,B5100,122090000.0,2,EC,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,EC,America,B5100,122090000.0,2,EC,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,EC,America,B5100,122090000.0,2,EC,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,EG,Africa,B5100,122090000.0,2,EG,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,EG,Africa,B5100,122090000.0,2,EG,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,EG,Africa,B5100,122090000.0,2,EG,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,ER,Africa,B5100,122090000.0,2,ER,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,ER,Africa,B5100,122090000.0,2,ER,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,ER,Africa,B5100,122090000.0,2,ER,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,ET,Africa,B5100,122090000.0,2,ET,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,ET,Africa,B5100,122090000.0,2,ET,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,ET,Africa,B5100,122090000.0,2,ET,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GA,Africa,B5100,122090000.0,2,GA,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GA,Africa,B5100,122090000.0,2,GA,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GA,Africa,B5100,122090000.0,2,GA,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,GD,America,B5100,122090000.0,2,GD,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,GD,America,B5100,122090000.0,2,GD,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,GD,America,B5100,122090000.0,2,GD,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,GE,Asia,B5100,122090000.0,2,GE,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,GE,Asia,B5100,122090000.0,2,GE,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,GE,Asia,B5100,122090000.0,2,GE,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GH,Africa,B5100,122090000.0,2,GH,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GH,Africa,B5100,122090000.0,2,GH,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GH,Africa,B5100,122090000.0,2,GH,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,GT,America,B5100,122090000.0,2,GT,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,GT,America,B5100,122090000.0,2,GT,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,GT,America,B5100,122090000.0,2,GT,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GW,Africa,B5100,122090000.0,2,GW,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GW,Africa,B5100,122090000.0,2,GW,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,GW,Africa,B5100,122090000.0,2,GW,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,HN,America,B5100,122090000.0,2,HN,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,HN,America,B5100,122090000.0,2,HN,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,HN,America,B5100,122090000.0,2,HN,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,5,0.0,M010431001,0,Not PBA,HR,Europe,B5100,122090000.0,2,HR,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,5,0.0,M010431001,0,Not PBA,HR,Europe,B5100,122090000.0,2,HR,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,5,0.0,M010431001,0,Not PBA,HR,Europe,B5100,122090000.0,2,HR,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,ID,Asia,B5100,122090000.0,2,ID,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,ID,Asia,B5100,122090000.0,2,ID,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,ID,Asia,B5100,122090000.0,2,ID,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,IN,Asia,B5100,122090000.0,2,IN,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,IN,Asia,B5100,122090000.0,2,IN,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,IN,Asia,B5100,122090000.0,2,IN,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,JO,Asia,B5100,122090000.0,2,JO,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,JO,Asia,B5100,122090000.0,2,JO,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,JO,Asia,B5100,122090000.0,2,JO,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,KE,Africa,B5100,122090000.0,2,KE,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,KE,Africa,B5100,122090000.0,2,KE,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,2,0.0,M010431001,0,Not PBA,KE,Africa,B5100,122090000.0,2,KE,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,KH,Asia,B5100,122090000.0,2,KH,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,KH,Asia,B5100,122090000.0,2,KH,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,KH,Asia,B5100,122090000.0,2,KH,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,KN,America,B5100,122090000.0,2,KN,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,KN,America,B5100,122090000.0,2,KN,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,1,0.0,M010431001,0,Not PBA,KN,America,B5100,122090000.0,2,KN,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,KZ,Asia,B5100,122090000.0,2,KZ,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,KZ,Asia,B5100,122090000.0,2,KZ,Site preservation,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.34,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,KZ,Asia,B5100,122090000.0,2,KZ,Environmental education/training,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
2009/2010,0,1002416,0.0,0.33,GEF - Global Environment Facility,1,3,0.0,M010431001,0,Not PBA,LA,Asia,B5100,122090000.0,2,LA,Biosphere protection,0,5456,Uncoded: Pre-APP,0,0,2,Closed,MFM Global Issues and Development,D5280,MSD Food Security and Environment,S1078,MSS Environment,0,IFI - Environment - CORE,0.0,0,Core Funding,0,2
