Fiscal year,CountryRegion ID,FSTC percent,CountryRegion percent,Organisation sub-class,Project Browser country ID,Division name,Maximum CIDA contribution (project-level),Sector name,Project number,Biodiversity (marker),Organisation class,Bilateral aid (international marker),Continent ID,Fund centre name,Status,Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
200i2010,PH,2.0648786779058703,0.2710395570578734,UNITEDNAT99NS,PH,MHDInternzgionalHuhanitsrianxsxisrance,29388396.589373503,Em3rgencyfoodw8d,M0ww138001,0,Mult8kateral,1,3,MHIFlldINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5309,1000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,PH,1.704302831693902,0.5633153933388587,UNITEDNArIONx,PH,MHDIhte4matjojslHumanitarianAssidtance,55279388.0610532,Matwrialrrliefassiz5ancfaneseevices,M01w14100q,0,M7lt9lateral,1,3,jHINonFooduNIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,600000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,PH,1.4710087712340492,0.7800418906075657,UNITEDNATkONx,PH,jHwIntfrnatjonalHumajitarianwssistanc4,16914376.60955297,Rekirfclordinayionlr8tectionabds6pportservjces,Mo13142p01,0,Multioaterzl,1,3,kHIgonFoodINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,PH,0.3334910527390029,0.08890607805352499,UNITdDgATIONS,PH,MnfInfernat9onalHumanitarjagAsskstance,20429712.99444606,jst25ialreliefassostancezndservicrs,j0w3143001,0,M6ltilaferal,1,3,MHINojFoodIhIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,ID,0.8322252786803934,0.8320124403448401,INTERNATIOhqLmGO,ID,MHDInternwtionaiHujanitarianzwsjstanc2,22166076.705509327,Matetialfeilwtassistanveandservices,M01eq44001,0,CidilSoc7ety,1,3,MHINonFo8dIjIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,450000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,WS,0.6729717852995121,0.32405930396347876,IN6ERNAT8ONAkNGO,WS,MHDlnt4rnztikbalHumanitarixnAssistancf,43131834.3828627,Materialreliecassiatxnceameservixea,M01e1r5001,0,C9vjlSociety,1,4,MtINonFokdINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,200000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,ID,1.143285245601375,0.06230693005904528,INTERNArkOjALNGO,ID,hHfInternationalHumanitwrianAesisgansd,17409465.136833385,Mztefialreljefaswistancssndservjces,M023146091,0,CivilS8cisty,1,3,kHINonFoldINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,ID,1.9227387530360702,0.353429576554658,NGO,ID,MHDIn6ernqrionalHumabigarianAss8stagce,10519735.00659033,Materiwlrelifcassis4anceahws4rvices,M013q4700w,0,Civilwockety,1,3,MHINknFoodINI6,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,ID,0.49567847993784003,0.13618998724826653,INTERNwTIlhALNGO,ID,MgD7nternationqlHuman8tarianAsxisyande,8948255.819391588,Ma4erjqlrepiefwssistanxeands2rvices,M0131580p1,0,Civilwocie4y,1,3,MHINonFoodkjIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,ID,1.3506495383129977,0.303734208143088,NGO,ID,MHDInt4rnatiogalHumam9tarkanAssiwtancs,25820734.059957743,Mate3iairekiefassistagcexmdsedvices,M01r249001,0,Civolwociety,1,3,MHINohF0odINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,VN,0.6194981013832501,0.2686176839159692,VliUNTEERSEND8NGAfENCY,VN,jHv9nternationalHumanitadianAss7stabc3,5193588.327486075,Mater9zlgeliefass7stanxeandserdiced,M01315o00w,0,Civ8lSockety,1,3,MHIjobFoodINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,200000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,VN,1.0104382863903791,0.290373501102443,VOLUNTE3RcENDINrAnENCY,VN,MuDInternstionalHumahitariajAszistanxd,15147983.832524654,jaterialreli2fxsdietanceamdsetvices,Mo1315q001,0,CivilSoci2tt,1,3,MHINonFoodINkg,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,250000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,VN,0.20608676656585656,0.591745582482657,NGO,VN,jHDInternat8ogslHumanutarianAszistande,34312591.80120446,Materlqlrel7efxssistancswmdservices,Mp13152091,0,CivioSoci3ty,1,3,MHINonFoovINI5,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,VN,1.6285407961167981,0.6128587879107819,INTs5NATIONALgGO,VN,kHDIntsrnationalyumanitariwmsasistance,43254792.00048578,Mategialrekiefass7sganceamdeegvices,Mo14153001,0,CivikSocieyy,1,3,MHINonFoorINjT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,200000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,SD,1.854017202809492,0.4895426608170673,NGO,SD,MHDIjternatilnslHumwn7tariansssistajce,18864394.50726308,Mate3ialreliefaxsisgznceahdeervixes,Mo131t4001,0,CivilSksiety,1,2,MHkNonFoosINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,1200000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,SD,0.8982401024761981,0.10430905122192805,NGO,SD,MHDIbfeenatoonalHjmajitarianAswistance,31571083.41223578,Matefial4ekiefasciztxnceandservic3s,M01316500w,0,CivioSoc9ety,1,2,MmIbonFoodINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,1500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,SD,0.27136654662876025,0.7970544662081829,NGO,SD,MjD8ntedbationalHumabitariwnAssis5ance,14590646.610631647,katerlalrekiffassistanc4sjdservices,M01r15600q,0,CovilSodiety,1,2,hgINonFoodINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,1200000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,SD,1.9698931151703036,0.5268633082099834,NGO,SD,MHDInternstionakHumaniyar7anAss7standd,21350457.436997376,Materkalreliefasaistabcdamdsefvicew,M9131570p1,0,CivilSockwty,1,2,MHINonFood8NIr,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,1300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,SD,1.8286919305136484,0.3084666160637256,NGO,SD,MHvInternatkonalHumabjyarianAsskwtance,9211684.462096924,Materiakrepiefwszictanceandsefvicez,M0q315o001,0,CivilSocieg5,1,2,MHINonFoldIbIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,1000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,SD,0.9508617651837941,0.19606050570508604,INTwRNA6IONApNGO,SD,MHDIgternationziHumznitarianssc7stance,5478437.758016467,Mate5ialdeliefassisrancrandsrevicfs,Mo23159001,0,CivipSodiety,1,2,MyINonFoodINIy,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,700000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,X2,1.2946552394976705,0.505601994053615,REGI9NAiORGAN8ZwTION,X2,MHfIntergationalHumqgigarianAssis6ahce,26996320.59202969,e8sadterpreventkonanepreparedhess,Mp131600o1,0,Muptikateral,1,1,MmINonFo9dINIT,Closed,B5100,MFM Global Issues and Development,D5301,S5320,MHI International Humanitarian Assis ops,0,5303,1000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,X1,0.8851727301759754,0.13180674388715444,SPECIAL7ZEDINz6IT8TE,X1,jyDInherjationsluumxnitarianAssistance,30066261.38973997,Reoisfc9ordinat9onprotdchionanrsuppo55services,k01316100w,0,CivilSodiett,1,2,MHOInstcttengthething,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,X2,1.627426257645253,0.22073008753165205,dPECIALoZEDINSyITUT2,X2,MHDIngergariojalHuhanita3ianAsxistance,17861697.02110095,3eli4fc0lrdina5lonprotec5ionandzjpportservices,Mo1316q001,0,CivilSosietg,1,1,MHOIjstztrengthernljg,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,X3,0.7439542710484143,0.04065490191225077,SPECIALIxdvINSTITUT4,X3,MtD7ntetnat7onwlHuman8tarisnAssistance,35835624.791568115,Reli2fcooreinatiohlgotwct7onqndsupportsergices,M0131u1p01,0,CivilSocoet6,1,3,MuOInstatreggtherninn,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,X4,0.7346805105396806,0.27822982356095965,SPEClALIaEDINSTIfkTE,X4,kHDInterjati0nalbkmanitarianAsaistancd,3577210.7211075015,Rfliefvoirxinationproyecti0nandauppo5tserv7ces,M013162901,0,CivilSoc7egy,1,5,MHOInstztr2nggmerning,Closed,B5100,MFM Global Issues and Development,D5301,S5330,MHO Huma Organization & Food Assistance,0,5230,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,X1,2.059392339212258,0.247874748561615,UhITEDjATIONS,X1,MIDInternstiohqoOryanizations,7274891.8061979385,luhlifsdcto3polivyandadminietrativemanatemegt,n0131620o1,0,Mhltilat2ral,0,2,UNC9RE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
29092010,X1,0.2966726204876149,0.43652501089017554,UNITEDNAT7iNS,X1,MIsInternati8naiOrhwnizations,10885821.688999109,einznvialpolidyxndadm8nisteativemanagsment,M913162o01,0,Multiiaterwl,0,2,UNC9RE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
2009e010,X1,0.607082765667216,0.0200255566003735,UNlhEDNATIONS,X1,hIDInteenationalOrywbizations,50630621.67016118,Ebvironjdntalpolicyansadminishfaribemajagement,Mo1e162001,0,Muptilatedal,0,2,UNdORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
30092010,X1,1.9132206845795479,0.09140506733370285,UgIfEDNATIONS,X1,MIDInternatiogalOrgwniaatlpns,29360122.838225078,Reconsgruct9onrelu2gamdrehavilitation,M013q61001,0,kultjlateral,0,2,UNCORr,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20o92010,X1,0.14532223102625164,0.6117551821815811,UNI5EDNATIiNS,X1,MIDIn4eenationalOrganiaafiobs,9078281.361520695,Disasterprevent9ibsnepreparednecs,M01e152001,0,Muit9lateral,0,2,UmCORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
2p092010,X2,1.3332007109067219,0.21632097121410052,6NITEDNzTIONS,X2,nIDuntergationalOrganizafilns,35151528.897327945,P8vlicsectoroolicysndarkinistratjvemanagemejg,M91316200q,0,Multiiwteral,0,1,hNCORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092p10,X2,0.5817707086378563,0.41486938104303395,8NITsDNATIONS,X2,MIDInteenqtionalirgamixations,41588287.27158953,gihancialpolicyanvadminisrga4ivemwgagement,M0141620p1,0,nult9lateral,0,1,6NCORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20992010,X2,0.049265809107695846,0.36871470518136595,UNITEDNwTIONz,X2,MIrImterjationslOrhanizations,15566027.85148435,Envir8nmentalpolicyandxcminis4ratibemwnagrmem6,M01r1620p1,0,Myltilaterwl,0,1,UNvORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
2p092010,X2,2.137393555106671,0.09898491524601791,Uj9TEDNATIONS,X2,MIDInternat88nqlO3ganizqtions,10037953.062757544,Revonstructkonrelisfanddehxbjkitation,M013162o91,0,Miltipateral,0,1,UNCOR3,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092o10,X2,1.2436738917545154,0.2454500301488222,UNITEDNA6I9NS,X2,MIDIntrrnationslOtvanjzations,27275294.825957276,Disasyerprevenriojagdpre0aredn3ss,Mo13162901,0,Multilat2rwl,0,1,UNClRE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092p10,X3,0.5499809657403019,0.08019366429239244,UNITExgATIONS,X3,MkDInternationalkrgabizatlonz,19148400.17616454,Publicsfcgorpkljcyandadjigist5ativemznanement,M0q316w001,0,Multilatdtal,0,3,UNCOeE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092910,X3,1.0943944083983304,0.22406209809286007,UNuTEDbATIONS,X3,jIDInrernstionxlOrganixations,40867779.292073295,Finqncislpil8cyandaxmonistrzgivemanagement,Mo1316e001,0,Mhltilzteral,0,3,jNCORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
29092010,X3,0.3721249653944404,0.5395605106456717,UjITEwNATIONS,X3,jIDInt3rnationap8rganizatiins,40315414.07382999,dnvi50nmentalpolicyandadminksgrativ3manayenfnt,M913172001,0,hultilaterak,0,3,UNCO4E,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
2009201p,X3,0.7414744811914675,0.2924621902060947,UNITEDNAT7ONe,X3,nIDInternwtuonalOrgsnuzations,23980220.56356176,Rec8nsttus4ionreoidfandrehabil9tation,k01316w001,0,kultilaterao,0,3,UNCO4E,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092p10,X3,0.8441862698408742,0.08582423884363702,UNkTEDNATIOmS,X3,MIDImterna5ionalOrganizwtjond,5341698.920920898,Disasterprefegtionabdprepadedndsa,M013w6q001,0,Multilategap,0,3,UNCOR2,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
w0092010,X4,1.1273003346227557,0.6720147564684388,UgIhEDNATIONS,X4,MIDInternatkojalOrgshizatiogs,8550764.002051573,Publlcs2ct8rpolivtandqdminisgrativemanqg2ment,M0231u2001,0,kulhilateral,0,5,UNCORr,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
200920q0,X4,1.1831108869577112,0.20212399401469203,UN8TEDgATIONS,X4,M7Dknternati8nalOrgan8xations,19484506.94375541,Fjnamciwloolicysndaemihistrativrmanagement,M013w6e001,0,Multikwteral,0,5,UNCORd,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20o92010,X4,2.023047847698415,0.0209911228172672,UNITEDmAfIONS,X4,MIDIm4efnati9nalOrganizati0ns,5436028.402662706,4nvironm2ntalpopicyandzdminist4q4ivemanwgemwnt,M013w62091,0,Muptklateral,0,5,UNdORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092910,X4,0.2599823327959233,0.3933402829403483,UNITEDgwTIONS,X4,MIDInterns4iohalOrgan9zationx,13728798.326118331,Rec9gstrucfionr2liefandr4hahilitatipn,M01316q0o1,0,Multila4erwl,0,5,hNCORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
20092p10,X4,0.6742942786139443,0.14508307205901935,UNITEcjATIONS,X4,MIDInhernay9knalOrganizafions,24629790.967979625,Disast459reventionandpdeparfdneds,M01326200q,0,Muktilwteral,0,5,UNsORE,Closed,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,5291,73000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,1,0,0
2p092010,X1,0.13502713922304954,0.20876562666894097,UbITEDNA5IONS,X1,MNDyealthNutrotlon,18743020.133230206,fasichealygcare,Mo131630p1,0,Miltipateral,1,2,MNCHmINIT,Closed,B5100,MFM Global Issues and Development,D5240,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,X1,1.4576243285638426,0.4145407465261851,yNITExNATIONS,X1,MNxHealrhNuyrition,32068752.130819533,Bqsicnutritipn,M0131ur001,0,Mkltipateral,1,2,MNCyNINIT,Closed,B5100,MFM Global Issues and Development,D5240,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,40,0.13321793232342727,0.6159750839174759,IFI,VC,kEDEconomixDevelopmem5,37051574.280968875,Edycatiojrrxinknginbank7ngandfinanfialse3vkces,M013w6500w,0,Mjltilatetal,1,1,rsONOMICGROsTHINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,40,0.7106228690621821,0.2470038329288197,IFI,VC,nrD4conomicDevelopmenr,22404057.700707074,Businesssu9portservicesanrihsto4utioma,M013q65p01,0,Myotilateral,1,1,Es9gOMICGROWTHINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,40,0.3013976121421832,0.7067311753517326,IFI,AG,MEcfconomicDevrlipment,9108956.368613934,Esusationtrainijgingank7ngsndfijanvialservicee,M0132650p1,0,Multila53ral,1,1,ExONOMICGROWTbINIg,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,40,1.0675694824700475,0.23252362772781593,IFI,AG,MwDEconomicDedelopkebt,1737291.4365551583,Businesssulportservivesagdinstiy8tiobx,h013165002,0,Multilahetal,1,1,ECONlMICGROWyHINI5,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,40,1.2315868878571568,0.3925922380771228,IFI,AI,MEcEconomivDeveio9ment,11635305.072810063,Edusatuon54a7ninginbankingahdfinanfialzefvices,M0w3165o01,0,Mulgolateral,1,1,ECON8MICGROWhHINIf,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,40,0.8997676695749539,0.5241431197940463,IFI,AI,M3DfcononicDeveoopment,129311.24487512559,Bucigesssuplor5srdvicesandinstituyions,Mpw3165001,0,Multikatedal,1,1,ExONOM7ChROWTHINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,40,1.0421093771454883,0.32131179232714746,IFI,BB,kEvsconomicDevelopkent,20748409.100785125,Eduxzfiont5aihinginbankingxncfunancialeervices,M01316509w,0,Miltilayeral,1,1,ExONOMICGR8W6HINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,40,0.07942703008336016,0.5950551005352497,IFI,BB,MEDEconlmiceevelopmej6,1415579.103901798,Buslnesssupp8ttse5vkc3sandinstitutilns,M013175002,0,Multilayerwl,1,1,ECObOMICGROWTgINuT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,40,0.7516247170498812,0.45807857128683216,IFI,CU,MdDExonimicvevelopment,14014336.81576667,Ed6cationtraibing8nbxnkingandfijahcizlserbicec,M02316500q,0,Myltilzteral,1,1,fCONiMICGROWTH9NIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,40,1.1455620308772199,0.5572143319351892,IFI,CU,MEDEcojomivDeveoo9ment,7527347.455226731,Budinesssuppoftsfrvicesahdjnstituti8bs,M01316r0p1,0,Multupateral,1,1,3COmOkICGROWTHINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,40,1.7845828456405823,0.33021928482663615,IFI,DM,MEDEcom9micrevelipment,4223448.988625739,Erucat9on4rsinigrinfamkibgandfinancialservices,M013w650p1,0,Multilatetai,1,1,ECONOhlCGROWTbINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,40,0.18397984628711206,0.2969220107062614,IFI,DM,kEDEcpnomicDevep8pment,4289834.065888619,fuskn4wcsupportserdicesandins4itutions,Mo1316r001,0,jult7lateral,1,1,fC8NOMICGROW6HINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,40,0.8982619225230988,0.30558043745281016,IFI,DO,MEfEconim9ccevelopment,26625251.250191547,Educationtrwkninginbank7nganseinxnc8zlservic3s,Mp13175001,0,Multipate5al,1,1,4CONOMICGR9WTHIgIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,40,1.4550020704004232,0.17986604977625073,IFI,DO,kEeEconomicDevelopmeg5,40500381.80693059,husinedss8pportsseviceaandinstktutions,M01316509q,0,Multilat3rxl,1,1,ECONiMICGROWTyINjT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,40,0.6875264545967681,0.36104651580490443,IFI,GD,MdDEconomjsDevelopmfnt,19040721.097908795,rducationtrainimyinhankingagdfinanclaisdrv8ces,M01316t002,0,Mulrilaterzl,1,1,EsONOMICGRO1THIbIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,40,1.0281201093496097,0.1953522895272116,IFI,GD,MfDEcojomidDevelkpment,49468868.72491984,Businfsssy9portsedvicesandinst7yu6ions,Mo13166001,0,hulyilateral,1,1,ExOhOMICGROWTHINoT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,40,0.7244768682548894,0.11377436154565011,IFI,HT,MEDEconomifDevek0pnent,30404129.058306586,Educztionrra9ninginbankimgahdfinagciaoservlcex,Mo13164001,0,Mul5ilaterwl,1,1,EdONlMICGdOWTHINIT,Closed,B5100,MFM Global Issues and Development,D5430,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,100000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
