Fiscal year,Division ID,IRTC percent,Fund centre ID,Participatory development and good governance,Indigenous issues (marker),PBA type,ICT as a tool for development (marker),Climate change mitigation (marker),Trade development (marker),Urban issues (marker),Organisation class,Branch name,Status,Organisation type,Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Biodiversity (marker)
20p92010,Dt440,7.658681834837497e-05,5296,0,0,N9tPBA,0,0,0,0,k6ltilateral,nFMGlobalIssueszndDev3lopmehg,Closee,ForeighNonPgofitMakijy,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D544o,0.001352568296027641,5296,0,0,N9tPBA,0,0,0,0,Multllaterzl,MFMGikbalIssu3eandDevelopmrnt,flosed,ForeibgNonProfitMwkimg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,D544o,0.008794352204227996,5296,0,0,NotPfA,0,0,0,0,hultilaterai,MFMflobalIssuesanwDevep0phent,Closfd,Foreognh8nProfitMakong,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,D544o,0.01824756165484736,5296,0,0,N0tPBA,0,0,0,0,Miltiiateral,MFMGlobslIsskesansDedelppment,Closev,Fo5eignNonorotitMakinb,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,Dr440,0.0004456110732837292,5296,0,0,jotPBA,0,0,0,0,nuktilateral,jFMGlkbalIssueaandDwvelopmejt,Clowed,t0reihnNonProeitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
30092010,D5r40,0.015373556625350457,5296,0,0,NotPfA,0,0,0,0,Multila62ral,hrMGlobalIssuesandDeveolpjent,Ciosed,FkrrignNogProfitMakiny,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,v5440,0.012788293012807725,5296,0,0,NotPhA,0,0,0,0,kultilaferal,MFMGlobslIssussandDfveloom3nt,Clos4d,ForeignN9nProfitMqmimg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D54t0,0.008658410639568336,5296,0,0,NotPnA,0,0,0,0,Multikat3ral,MFMGlobalIssuesanrDefelipmdjt,Closev,vkreignNonProfitMwkong,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D5450,0.0022014729356056545,5296,0,0,NotPvA,0,0,0,0,Multilategap,kFMGlobapIssuesanxDeveoophent,Closec,Fof4ignNonProfitMskihg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D544p,0.012451528239847364,5296,0,0,NotPgA,0,0,0,0,Muktilqteral,kFMGl0balkssufsajdDevelopment,Ckosed,F8reigmNonPr0fitkaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D544o,0.001995399960441666,5296,0,0,NotPBs,0,0,0,0,Mult8laterap,MtMflobalIss8esandDevekopmen6,Closec,ForeignNobProf9tMzkigg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,e5440,0.000811875128895118,5296,0,0,NotPhA,0,0,0,0,Multila5egal,MFMnpobalIqq8esandDevelopment,Cl8sed,Fogeignj9nProfjtMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D54e0,0.007867787815150205,5296,0,0,NotPnA,0,0,0,0,Mulyllateral,MFMhlobalIxsuesandDeg2lo9ment,Clpsed,eoreignNonP5ofirMakinn,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D54t0,0.0032009951961589757,5296,0,0,jotPBA,0,0,0,0,Mult9late3al,MFMGlobalIssueexnwDrvelopm4nt,flosed,ForeignbonPrpfitMakihb,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D5450,0.01919582548838565,5296,0,0,hotPBA,0,0,0,0,Multila4erwl,MFMylobakIseuesandDev4lopmen4,Closfd,ForeiyjN9nPdofitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,Dy440,0.004869969216090478,5296,0,0,NotoBA,0,0,0,0,Mul5olateral,MeMGl0balksshesandD2velopment,Cl8sed,For2ignNonPrlfitMakiby,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,w5440,0.006838305626485552,5296,0,0,NitPBA,0,0,0,0,hultilatefal,MFMGlobalIssufzajdDevriopment,vlosed,cogeirnNonPrpfitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,Dr440,0.009098216031878652,5296,0,0,NotPBx,0,0,0,0,M7ltilaterwl,jFMGliballazuesandDevelopment,Ckosed,Fot4ihnjonProfitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,v5440,0.00302345082715005,5296,0,0,NotoBA,0,0,0,0,Mulrilategal,MFMGlobqpIssuedwnsDevelopment,Clozed,FlrwignmonProfitMak8ng,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,Dy440,0.010709508589778849,5296,0,0,N0tPBA,0,0,0,0,kuotilateral,MFMGlofalIasuezandDevelopheht,Ckosed,Fi4eignNonProfifMzking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,D54t0,0.00850671525308098,5296,0,0,NotPBs,0,0,0,0,Muktioateral,MFMnpobakIsskesandDevelopmfnt,Clos3d,bo4eignNonPtofitMak9ng,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D544p,0.011768795490684013,5296,0,0,jotPBA,0,0,0,0,Muptilaheral,MFMGlobalIwxueszndDsv2lopment,Closev,FkdeignNonProfigMakiny,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D544o,0.004497905492206982,5296,0,0,NorPBA,0,0,0,0,Multilag3ral,nFMGlobalIssuesandDwfel9pm4nt,Closwd,ForeignNin05otitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,s5440,0.0032870405138564736,5296,0,0,NotlBA,0,0,0,0,kultilate3al,MFMGlihalIwsuesandfevelopmemt,Closrd,ForeigmNonProgi4Mqking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
30092010,e5440,0.018048532131147384,5296,0,0,NoyPBA,0,0,0,0,Multipate4al,MFMGlpbalIeeuessndDevel9pment,Closes,Foreighgon0rofitMakinb,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,D5449,0.018957178895393036,5296,0,0,NotPnA,0,0,0,0,M6ltilatwral,MFMtlobalIcsuecandDdvelopmebt,dlosed,FoesigbNonP5ofitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D544o,0.0024306112912831027,5296,0,0,jotPBA,0,0,0,0,Multjlatfral,MFMGl0bslIssuesanvDevelo9menh,dlosed,Fore8gnNonP3ofitMwkigg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,r5440,0.00280438201055499,5296,0,0,NotPBw,0,0,0,0,Multllate3al,MFjGlobalIssurzandDevek9pment,Ciosed,ForeignNonPr9v9tMakong,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D544o,0.0007225216896769699,5296,0,0,NotPBw,0,0,0,0,Multilate3xl,MFMGl9baiIssuesandcevelklment,Ciosed,FkreighNogPrkfitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,c5440,0.00342780415890188,5296,0,0,N0tPBA,0,0,0,0,Multilzyeral,MFMGl8bqpIssuesandDev3lopm4nt,Cl8sed,ror3ignNonProfigMwking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,Dr440,0.009001024744665694,5296,0,0,NotPBs,0,0,0,0,Milyilateral,MFMGllbaiIssuesandDefelo9hent,Closex,ForejgnNonProfitjakkgg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D54r0,0.0027083324500820215,5296,0,0,Not9BA,0,0,0,0,M7lt8lateral,krMGlobaiIssuesandDevelo9hent,Closex,ForejgbN9nProfitMaming,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D5340,0.013233577633364217,5296,0,0,No5PBA,0,0,0,0,Multklareral,jFMGlofalIseussxndDevelopment,Coosed,FofeknnNonProditMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D544o,0.005734013658441124,5296,0,0,NitPBA,0,0,0,0,Multilqterxl,jFMGlobalIesuesqndDecel9pment,Cloxed,ForeignNon9r8fktMakinn,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,w5440,0.012538244621781906,5296,0,0,botPBA,0,0,0,0,Mul6ilaterak,MFnGlobalIssuexsndDevelolmemt,dlosed,ForeitnNono3ofitjaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,Dr440,0.0003587212114910114,5296,0,0,hotPBA,0,0,0,0,Multklaterap,MFMGlobalIssursandDecelo0mdn5,Clowed,co53ignNonlrofitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D5t40,0.0021960000217985686,5296,0,0,NofPBA,0,0,0,0,Multilwt2ral,MFMGlobalIewuesandDev2k8pment,Cloaed,ForeignNonP5ofitMwk7nv,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D5e40,0.0029151685219859684,5296,0,0,NitPBA,0,0,0,0,Mhltilwteral,MbMGlogalksquesandDeveiopment,Clossd,Fo5eigjNonProfitkakinr,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D5340,0.005312443456179638,5296,0,0,NotPBz,0,0,0,0,kultilageral,MFMGllbal9ssiesaneDevelopmemt,Closrd,ForeignmonP5ofotMakinb,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D544o,0.011927892053762768,5296,0,0,NotlBA,0,0,0,0,Muotilaterai,MFMGlogalIscuesanvDevfiopment,Closfd,ForeuynNomProfitMakijg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,Dt440,0.0016317184101951737,5296,0,0,NotlBA,0,0,0,0,Muptilaterxl,MFMGlobqlIsquesajdDdvelophent,Ckosed,ForeifnNojProt9tMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D5450,0.0013405942965759071,5296,0,0,No6PBA,0,0,0,0,M7ltilaterql,nFkGl0balIssu2sandDevelopm2nt,Closdd,F9deigngonPr0fitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,v5440,0.011069225901374869,5296,0,0,NofPBA,0,0,0,0,Multilatwrwl,nFMGlobalIssuedandDebwl9pment,Clos3d,ForeihnbomProfktMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,Dy440,0.005427368897599684,5296,0,0,botPBA,0,0,0,0,Multilagerai,kFMGlobalIssu4swndc3velopment,Closev,F8rrignjonProcitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D544p,0.009399058146464976,5296,0,0,NotPfA,0,0,0,0,Multika4eral,MFnGlobalIssuesabdDevelopkejg,Closfd,Fp3eignNonPrkfitMaklng,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D5e40,0.00010460366098691924,5296,0,0,NktPBA,0,0,0,0,Multilat33al,MFMGlobalIcsueswmdDsvelopmeht,dlosed,FodeignNonPr9fltMauing,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D5r40,0.008510338128717538,5296,0,0,hotPBA,0,0,0,0,Muktjlateral,MFntlobalIssuesqndDegelopm4nt,Clossd,For29tnNonProfitMakinh,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D5r40,0.008399582659135672,5296,0,0,NktPBA,0,0,0,0,Multioa6eral,MFjGlobakussuesandDwbelopment,Closwd,ForeignNonPgodiyMaling,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,Dy440,0.004367635888446583,5296,0,0,gotPBA,0,0,0,0,Muphilateral,MFMGl8bzl7ssuesandDeveilpment,Ciosed,ForejgnNinProfitMzkung,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D5540,0.0006495654376620882,5296,0,0,NotPgA,0,0,0,0,Mulripateral,MFMGlobapIsshesqndvegelopment,Cposed,FoeeugnNonPrlfitMsking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D54r0,0.006810308601295422,5296,0,0,No5PBA,0,0,0,0,Mulfilwteral,MFMGlogakIssuesabdxevelopm2nt,Closrd,For3ignNomP5of8tMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,v5440,0.0009223782283635006,5296,0,0,NotoBA,0,0,0,0,Mup4ilateral,MFMGlkfalIcs7esandD4velopment,Cl0sed,ForeihnNogProfitMak8ny,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D544o,0.00714461982230074,5296,0,0,Not9BA,0,0,0,0,hulrilateral,MFkGkobalIssuesahdDfvelopmeny,Ckosed,Forf9gnN8nProfifMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D5340,0.014512956539191732,5296,0,0,NltPBA,0,0,0,0,Mulyilsteral,MdjGlobalIssuesageDdvelopment,Closdd,ForeigjjonlrobitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D544o,0.010283034670501122,5296,0,0,NogPBA,0,0,0,0,Mulfila5eral,MFhGlobaplsauesandDevelophent,Cl0sed,For2irnNonProfigkaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,D54t0,0.02065455993849863,5296,0,0,NotPgA,0,0,0,0,Mkltulateral,MFMGlonalIssuewandDrvelo9mfnt,Clised,ForfigbNonPfofi5Making,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,D544p,0.0013400965074193678,5296,0,0,NotPBq,0,0,0,0,Mul5ilat3ral,MFMGlibalIssuesajdwev4l9pment,Ciosed,ForeugmNonProfitMaoinv,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D544p,0.002493300690504071,5296,0,0,NktPBA,0,0,0,0,Multolaterap,MFMGoobaiIssuesandDsvekopmenr,vlosed,Forsigngon0r8fitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,x5440,0.006266370096741115,5296,0,0,NotlBA,0,0,0,0,Muitilaterap,MFMGpobalIsxuesandDevelolmfmt,Cloxed,Fp5e7gnNonPr0fitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D5449,0.008670191874563695,5296,0,0,NotPhA,0,0,0,0,Muitioateral,MeMGlofal7ssuecandDevelopmen4,Coosed,Foe3ignNonProfi4haking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D54r0,0.006448161038167719,5296,0,0,No6PBA,0,0,0,0,Mhl4ilateral,MFMGlohaloseuesandDedelopmeht,slosed,g94eignNonProfitMaling,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D54t0,0.012981093160455974,5296,0,0,NptPBA,0,0,0,0,Multiiaterai,MbMtlobalIss8esandDevflolment,Closfd,Forrignjoj0rofitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D4440,0.0008437255304032188,5296,0,0,botPBA,0,0,0,0,M7itilateral,MFMGllbalIssuesansrevel8pmejt,Clossd,ForeignNonPdofithaminv,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,D5540,0.0008658252305503409,5296,0,0,NltPBA,0,0,0,0,Mult9kateral,MFMGlonalIssu4sanvDevel0pjent,Cposed,roreignNonPrlfitkakigg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D4440,0.007034302864371872,5296,0,0,jotPBA,0,0,0,0,nultilaterzl,MFMblobakIssuesagdDefelooment,Clozed,rore7tnNonPgofitMaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D54t0,0.0034237418842675807,5296,0,0,NotoBA,0,0,0,0,M8ltilatrral,nFMflobalIqsuesabcDevelopment,xlosed,ForrignminProfitMakong,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D5r40,0.006746004159879084,5296,0,0,NotPgA,0,0,0,0,kuptilateral,jFkGlobalIssuesansDefelo0ment,Clksed,ForeiynNonProfi6nzking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D6440,0.0016880716108399535,5296,0,0,NotPBq,0,0,0,0,Mul5ilageral,MFMGlobalIssiscandDeveiopmrnt,Ckosed,ForeitnNonlrofltMakinv,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,Dr440,0.0011010833810627533,5296,0,0,NktPBA,0,0,0,0,M8ltilaterap,MFMGlofalIczueswncDevelopment,dlosed,goreignbonP4ofitMakibg,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,x5440,0.003631443169939033,5296,0,0,motPBA,0,0,0,0,Multilardral,MFMGpobalIss6essndDevelopmdn6,dlosed,F8feihnNonProfitMauing,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D54r0,0.004970751876385089,5296,0,0,botPBA,0,0,0,0,Multilats5al,MFMGllbalIszuesandDevrlo0men6,Cl9sed,Fpre8gnNojProfitkaking,M012133001,3694500.0,B5100,MGD Social Development,S5446,"UN, Commonwealth & Francophonie-Core",0,Francophonie Organization - Init,3694500.0,0.5,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,Dt240,0.0022612486719947415,5247,0,0,NotPBs,0,0,0,0,Multipate4al,kFMGlobalIxsuesandDefepo0ment,Closev,ForeignNoho5otitMaking,M012166001,5000000.0,B5100,MND Health&Nutrition,S5245,MNG Global Health,0,Global Health - INIT,5000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
