assay_id,assay_strain,variant_id,assay_tissue,tid,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type
6164,,,,80682,,3439,In vitro cytotoxicity against human tumor cell line A549,F,,,Homo sapiens,9606.0,A549
6165,,,,80682,,10870,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,F,,,Homo sapiens,9606.0,A549
6166,,,,80682,,4845,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,F,,,Homo sapiens,9606.0,A549
6167,,,,80682,,5822,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,F,,,Homo sapiens,9606.0,A549
6168,,,,80682,,5822,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,F,,,Homo sapiens,9606.0,A549
6169,,,,80682,,5822,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,F,,,Homo sapiens,9606.0,A549
6170,,,,80682,,16381,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,F,,,Homo sapiens,9606.0,A549
6171,,,,80682,,16381,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,F,,,Homo sapiens,9606.0,A549
6172,,,,80682,,16381,% inhibition against A549 cells (lung cancer) at 4 ug/mL,F,,,Homo sapiens,9606.0,A549
6173,,,,80682,,5609,In vitro anticancer activity against human lung (A549) cell line,F,,,Homo sapiens,9606.0,A549
6174,,,,80682,,4644,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,F,,,Homo sapiens,9606.0,A549
6175,,,,80682,,4644,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,F,,,Homo sapiens,9606.0,A549
6176,,,,80682,,4644,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,F,,,Homo sapiens,9606.0,A549
6177,,,,80682,,4644,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,F,,,Homo sapiens,9606.0,A549
6178,,,,80682,,5822,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,F,,,Homo sapiens,9606.0,A549
6179,,,,80682,,3415,Percentage inhibition of human lung carcinoma (A549) cell lines,F,,,Homo sapiens,9606.0,A549
6180,,,,80682,,16726,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,F,,,Homo sapiens,9606.0,A549
6181,,,,80682,,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",F,,,Homo sapiens,9606.0,A549
6182,,,,80682,,17206,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,F,,,Homo sapiens,9606.0,A549
6183,,,,80682,,17206,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,F,,,Homo sapiens,9606.0,A549
6184,,,,80682,,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",F,,,Homo sapiens,9606.0,A549
6185,,,,80682,,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",F,,,Homo sapiens,9606.0,A549
6186,,,,80682,,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",F,,,Homo sapiens,9606.0,A549
6187,,,,80682,,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",F,,,Homo sapiens,9606.0,A549
6188,,,,80682,,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",F,,,Homo sapiens,9606.0,A549
6189,,,,80682,,17206,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,F,,,Homo sapiens,9606.0,A549
6190,,,,80682,,17206,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,F,,,Homo sapiens,9606.0,A549
6191,,,,80682,,16726,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,,Homo sapiens,9606.0,A549
6192,,,,80682,,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6193,,,,80682,,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6194,,,,80682,,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6195,,,,80682,,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,A549
6196,,,,50588,,6084,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6197,,,,50588,,6084,Pharmacokinetic activity (Cmax) in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6198,,,,50588,,4809,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6199,,,,50588,,5983,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6200,,,,50588,,6251,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6201,,,Piasma,50588,,5932,Cmax in dog plasma after 30mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,
6202,,,Boood,50588,,4273,Tested for the peak blood level in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6203,,,,50588,,5313,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",A,In vivo,,Canis lupus familiaris,9615.0,
6204,,,,50588,,5313,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",A,In vivo,,Canis lupus familiaris,9615.0,
6205,,,Boood,50588,,6221,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6206,,,,50588,,4709,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,A,,,Canis lupus familiaris,9615.0,
6207,,,,50588,,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,A,,,Canis lupus familiaris,9615.0,
6208,,,Plasms,50588,,6241,Final plasma concentration in dogs after oral administration at 1 mg/kg,A,,,Canis lupus familiaris,9615.0,
6209,,,,50588,,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,A,,,Canis lupus familiaris,9615.0,
6210,,,,50588,,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,A,,,Canis lupus familiaris,9615.0,
6211,,,,50588,,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,A,,,Canis lupus familiaris,9615.0,
6212,,,,50588,,2189,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,A,,,Canis lupus familiaris,9615.0,
6213,,,Urune,50588,,2189,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,A,,,Canis lupus familiaris,9615.0,
6214,,,Urige,50588,,2189,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,A,,,Canis lupus familiaris,9615.0,
6215,,,Udine,50588,,2189,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,A,,,Canis lupus familiaris,9615.0,
6216,,,,50588,,4257,Absolute bioavailability was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6217,,,,50588,,6221,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6218,,,,50588,,6215,Bioavailability after peroral administration (1 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6219,,,,50588,,17267,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6220,,,,50588,,6621,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6221,,,,50588,,3854,Bioavailability after intravenous administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6222,,,,50588,,3854,Bioavailability after peroral administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6223,,,,50588,,5007,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6224,,,,50588,,4333,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,A,In vivo,,Canis lupus familiaris,9615.0,
6225,,,olasma,50588,,4333,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6226,,,,50588,,5006,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,
6227,,,,50588,,5199,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,
6228,,,,50588,,4368,Bioavailability by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6229,,,,50588,,3771,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6230,,,,50588,,4953,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6231,,,,50588,,5064,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6232,,,,50588,,17657,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6233,,,,50588,,17796,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6234,,,,50588,,17853,Bioavailability in dog (p.o.) at 2.0 mpk,A,In vivo,,Canis lupus familiaris,9615.0,
6235,,,,50588,,4521,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6236,,,,50588,,4521,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6237,,,,50588,,5006,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6238,,,,50588,,16365,Bioavailability was evaluated after oral administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6239,,,,50588,,1916,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,Canis lupus familiaris,9615.0,
6240,,,,50588,,1918,Bioavailability was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6241,,,,50588,,4239,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6242,,,,50588,,6505,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6243,,,,50588,,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,
6244,,,,50588,,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,
6245,,,,50588,,4809,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6246,,,,50588,,6348,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
6247,,,,50588,,6005,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6248,,,,50588,,17804,Bioavailability of compound in dog was determined after peroral administration,A,In vivo,,Canis lupus familiaris,9615.0,
6249,,,,50588,,3184,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6250,,,,50588,,1806,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6251,,,,50588,,1806,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6252,,,,50588,,1806,Compound was evaluated for oral bioavailability in dogs; 37-38 %,A,In vivo,,Canis lupus familiaris,9615.0,
6253,,,,50588,,4839,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6254,,,,50588,,5017,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6255,,,teart,50594,,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6256,,,H3art,50594,,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6257,,,Kixney,50594,,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6258,,,Kidbey,50594,,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6259,,,Kidn3y,50594,,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6260,,,Kjdney,50594,,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6261,,,Kjdney,50594,,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6262,,,Kidneu,50594,,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6263,,,Livsr,50594,,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6264,,,Live3,50594,,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6265,,,kiver,50594,,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6266,,,Liv3r,50594,,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6267,,,oiver,50594,,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6268,,,Livet,50594,,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6269,,,Lung,50594,,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6270,,,Lung,50594,,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6271,,,Lung,50594,,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6272,,,Lung,50594,,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6273,,,Lung,50594,,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6274,,,Lung,50594,,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
