assay_strain,src_assay_id,description,cell_id,tid,assay_organism,curated_by,tissue_id,assay_tax_id,assay_id,assay_test_type,assay_cell_type,variant_id,assay_category,assay_tissue,assay_type,src_id,bao_format,doc_id,confidence_score,chembl_id,assay_subcellular_fraction,relationship_type
,,Biodistribution of [123I]- labeled compound in mice brain was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,955.0,10090.0,6090,In vivo,,,,Brain,A,1,BAO_0000218,846,1,CHEMBL877592,,N
,,Biodistribution of [123I]- labeled compound in mice brain was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,955.0,10090.0,6091,In vivo,,,,Brain,A,1,BAO_0000218,846,1,CHEMBL625353,,N
,,Biodistribution of [123I]- labeled compound in mice brain was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,955.0,10090.0,6092,In vivo,,,,Brain,A,1,BAO_0000218,846,1,CHEMBL625354,,N
,,Biodistribution of [123I]- labeled compound in mice brain was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,955.0,10090.0,6093,In vivo,,,,Brain,A,1,BAO_0000218,846,1,CHEMBL626019,,N
,,Biodistribution of [123I]- labeled compound in mice heart was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,948.0,10090.0,6094,In vivo,,,,Heart,A,1,BAO_0000218,846,1,CHEMBL626020,,N
,,Biodistribution of [123I]- labeled compound in mice heart was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,948.0,10090.0,6095,In vivo,,,,Heart,A,1,BAO_0000218,846,1,CHEMBL626021,,N
,,Biodistribution of [123I]- labeled compound in mice heart was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,948.0,10090.0,6096,In vivo,,,,Heart,A,1,BAO_0000218,846,1,CHEMBL626022,,N
,,Biodistribution of [123I]- labeled compound in mice heart was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,50594,Mus musculus,Intermediate,948.0,10090.0,6097,In vivo,,,,Heart,A,1,BAO_0000218,846,1,CHEMBL626192,,N
,,Cytotoxic activity was tested against human prostate cell line A-549 (lung carcinoma),646.0,80682,Homo sapiens,Intermediate,,9606.0,6098,,A549,,,,F,1,BAO_0000219,1276,1,CHEMBL626193,,N
,,Cytotoxicity against A-549 cell line in the purdue cell culture screen was determined,646.0,80682,Homo sapiens,Expert,,9606.0,6099,,A549,,,,F,1,BAO_0000219,3498,1,CHEMBL626194,,N
,,Cytotoxicity against human lung carcinoma A-549 cell lines,646.0,80682,Homo sapiens,Intermediate,,9606.0,6100,,A549,,,,F,1,BAO_0000219,1169,1,CHEMBL626195,,N
,,In vitro cytotoxic activity against A-549 (human lung carcinoma) cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6101,,A549,,,,F,1,BAO_0000219,4450,1,CHEMBL626196,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549,646.0,80682,Homo sapiens,Intermediate,,9606.0,6102,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626197,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 3.6*10e-5 M,646.0,80682,Homo sapiens,Intermediate,,9606.0,6103,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626198,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.2*10e-5M,646.0,80682,Homo sapiens,Intermediate,,9606.0,6104,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626199,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.3*10e-5M,646.0,80682,Homo sapiens,Intermediate,,9606.0,6105,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626200,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 5.0*10e-5M,646.0,80682,Homo sapiens,Intermediate,,9606.0,6106,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626201,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 6.1*10e-5 M,646.0,80682,Homo sapiens,Intermediate,,9606.0,6107,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626202,,N
,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 7.4*10e-5 M,646.0,80682,Homo sapiens,Intermediate,,9606.0,6108,,A549,,,,F,1,BAO_0000219,358,1,CHEMBL626203,,N
,,In vitro cytotoxicity against A-549 human lung cancer cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6109,,A549,,,,F,1,BAO_0000219,15167,1,CHEMBL626204,,N
,,In vitro cytotoxicity against human lung carcinoma (A-549) cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6110,,A549,,,,F,1,BAO_0000219,4139,1,CHEMBL624701,,N
,,In vitro cytotoxicity in human tumor lung carcinoma A-549 cell lines,646.0,80682,Homo sapiens,Intermediate,,9606.0,6111,,A549,,,,F,1,BAO_0000219,833,1,CHEMBL624702,,N
,,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,646.0,80682,Homo sapiens,Expert,,9606.0,6112,,A549,,,,F,1,BAO_0000219,15718,1,CHEMBL624703,,N
,,Tested in vitro for cytotoxicity against A-549 lung cancer cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6113,,A549,,,,F,1,BAO_0000219,12373,1,CHEMBL624704,,N
,,The compound was tested for cytotoxicity against A-549 cell in human lung carcinoma,646.0,80682,Homo sapiens,Intermediate,,9606.0,6114,,A549,,,,F,1,BAO_0000219,637,1,CHEMBL624705,,N
,,Cytotoxicity against human lung carcinoma cells (A-549) using SRB assay.,646.0,80682,Homo sapiens,Expert,,9606.0,6115,,A549,,,,F,1,BAO_0000219,14867,1,CHEMBL624706,,N
,,Antitumor cytotoxic activity against A-549 cell line was determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6116,,A549,,,,F,1,BAO_0000219,4461,1,CHEMBL624707,,N
,,"Tested for the cytotoxicity against the Non-small cell lung cancer cell line A-549, growth inhibition by 50% is reported",646.0,80682,Homo sapiens,Intermediate,,9606.0,6117,,A549,,,,F,1,BAO_0000219,5406,1,CHEMBL624708,,N
,,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6118,,A549,,,,F,1,BAO_0000219,4457,1,CHEMBL624709,,N
,,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,646.0,80682,Homo sapiens,Expert,,9606.0,6119,,A549,,,,F,1,BAO_0000219,1386,1,CHEMBL884107,,N
,,Antitumoral activity was assayed against A-549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6120,,A549,,,,F,1,BAO_0000219,3265,1,CHEMBL624710,,N
,,Compound was evaluated for the cytotoxicity against A-549 tumor cell line after 3 days of incubation,646.0,80682,Homo sapiens,Intermediate,,9606.0,6121,,A549,,,,F,1,BAO_0000219,2359,1,CHEMBL624711,,N
,,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6122,,A549,,,,F,1,BAO_0000219,4457,1,CHEMBL624712,,N
,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,646.0,80682,Homo sapiens,Expert,,9606.0,6123,,A549,,,,F,1,BAO_0000219,12454,1,CHEMBL624713,,N
,,Compound was tested for inhibition of cell growth of A-549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6124,,A549,,,,F,1,BAO_0000219,1481,1,CHEMBL624714,,N
,,Compound was tested for its inhibitory effect on the growth of A-549 tumor cell line from lung.,646.0,80682,Homo sapiens,Intermediate,,9606.0,6125,,A549,,,,F,1,BAO_0000219,1750,1,CHEMBL624715,,N
,,Concentration required for 50% inhibition of growth in human lung carcinoma cell line was determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6126,,A549,,,,F,1,BAO_0000219,5065,1,CHEMBL624716,,N
,,In vitro cytotoxicity against A549-human lung carcinoma cells.,646.0,80682,Homo sapiens,Expert,,9606.0,6127,,A549,,,,F,1,BAO_0000219,808,1,CHEMBL619505,,N
,,Cytotoxic activity against cultured cells of A-549 human lung carcinoma.,646.0,80682,Homo sapiens,Expert,,9606.0,6128,,A549,,,,F,1,BAO_0000219,16364,1,CHEMBL619506,,N
,,Cytotoxic activity against A-549 cell lines.,646.0,80682,Homo sapiens,Intermediate,,9606.0,6129,,A549,,,,F,1,BAO_0000219,1847,1,CHEMBL619507,,N
,,Cytotoxicity was measured against neoplastic cultured A-549 cells of human lung carcinoma.,646.0,80682,Homo sapiens,Expert,,9606.0,6130,,A549,,,,F,1,BAO_0000219,1747,1,CHEMBL619508,,N
,,Cytotoxicity against human A549 non small cell lung cell lines,646.0,80682,Homo sapiens,Intermediate,,9606.0,6131,,A549,,,,F,1,BAO_0000219,1003,1,CHEMBL619509,,N
,,Inhibition of cell growth in (A-549) lung cell line,646.0,80682,Homo sapiens,Expert,,9606.0,6132,,A549,,,,F,1,BAO_0000219,15313,1,CHEMBL619510,,N
,,Growth inhibitory effect of compound was measured on A-549 human lung adenocarcinoma cancer cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6133,,A549,,,,F,1,BAO_0000219,3122,1,CHEMBL619511,,N
,,In vitro antitumor activity against A-549 tumor cells.,646.0,80682,Homo sapiens,Intermediate,,9606.0,6134,,A549,,,,F,1,BAO_0000219,16049,1,CHEMBL619512,,N
,,In vitro antitumor effects against human A-549 cell lines.,646.0,80682,Homo sapiens,Expert,,9606.0,6135,,A549,,,,F,1,BAO_0000219,17134,1,CHEMBL619513,,N
,,In vitro cytotoxic activity of compound against A-549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6136,,A549,,,,F,1,BAO_0000219,6406,1,CHEMBL619514,,N
,,In vitro cytotoxicity against human lung carcinoma A-549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6137,,A549,,,,F,1,BAO_0000219,627,1,CHEMBL619515,,N
,,In vitro cytotoxicity against human non-small cell lung carcinoma A549,646.0,80682,Homo sapiens,Intermediate,,9606.0,6138,,A549,,,,F,1,BAO_0000219,12307,1,CHEMBL619516,,N
,,In vitro cytotoxicity against human A-549 cancer cell line was evaluated,646.0,80682,Homo sapiens,Intermediate,,9606.0,6139,,A549,,,,F,1,BAO_0000219,17861,1,CHEMBL884005,,N
,,In vitro cytotoxicity against the A-549 (human lung carcinoma) neoplastic cell line,646.0,80682,Homo sapiens,Expert,,9606.0,6140,,A549,,,,F,1,BAO_0000219,6682,1,CHEMBL619517,,N
,,Inhibitory concentration of compound against A-549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6141,,A549,,,,F,1,BAO_0000219,6663,1,CHEMBL619518,,N
,,Tested for the cytostatic activity as inhibitory concentration against A-549 human pulmonary adenocarcinoma cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6142,,A549,,,,F,1,BAO_0000219,2454,1,CHEMBL619519,,N
,,cytotoxic activity against leukemia (A-549) cancer cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6143,,A549,,,,F,1,BAO_0000219,14709,1,CHEMBL876489,,N
,,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,646.0,80682,Homo sapiens,Expert,,9606.0,6144,,A549,,,,F,1,BAO_0000219,15718,1,CHEMBL619520,,N
,,Percent inhibition for cytotoxic activity against lung carcinoma (A-549) cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6145,,A549,,,,F,1,BAO_0000219,15718,1,CHEMBL619521,,N
,,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.1(ug/ml),646.0,80682,Homo sapiens,Intermediate,,9606.0,6146,,A549,,,,F,1,BAO_0000219,17130,1,CHEMBL619522,,N
,,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.4(ug/ml),646.0,80682,Homo sapiens,Intermediate,,9606.0,6147,,A549,,,,F,1,BAO_0000219,17130,1,CHEMBL619523,,N
,,Cytotoxic activity of compound against A-549 cell lines at concentration of 1.1 (ug/ml),646.0,80682,Homo sapiens,Intermediate,,9606.0,6148,,A549,,,,F,1,BAO_0000219,17130,1,CHEMBL619524,,N
,,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml),646.0,80682,Homo sapiens,Intermediate,,9606.0,6149,,A549,,,,F,1,BAO_0000219,17130,1,CHEMBL619525,,N
,,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tometin; Not available,646.0,80682,,Intermediate,,,6150,,A549,,,,F,1,BAO_0000219,6630,1,CHEMBL619526,,N
,,Influence of PARP-1 cellular activity in human lung carcinoma A549 cells on %ADP Polymer formation at a concentration of 25 uM of the compound,646.0,80682,Homo sapiens,Intermediate,,9606.0,6151,,A549,,,,F,1,BAO_0000219,16726,1,CHEMBL619527,,N
,,Cytotoxicity against A549 cells; No cytotoxicity,646.0,80682,Homo sapiens,Intermediate,,9606.0,6152,,A549,,,,F,1,BAO_0000219,17846,1,CHEMBL619528,,N
,,Cytotoxicity against human lung carcinoma (A549) cell lines,646.0,80682,Homo sapiens,Expert,,9606.0,6153,,A549,,,,F,1,BAO_0000219,3415,1,CHEMBL619529,,N
,,Cytotoxicity against human lung carcinoma (A549) cell lines; Not active,646.0,80682,Homo sapiens,Expert,,9606.0,6154,,A549,,,,F,1,BAO_0000219,3415,1,CHEMBL619530,,N
,,In vitro anticancer activity against human lung (A549) cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6155,,A549,,,,F,1,BAO_0000219,5609,1,CHEMBL876490,,N
,,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6156,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619531,,N
,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6157,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619532,,N
,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6158,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619533,,N
,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6159,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619534,,N
,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6160,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL620164,,N
,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6161,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL620165,,N
,,Inhibition of A549 human lung tumor cell proliferation,646.0,80682,Homo sapiens,Expert,,9606.0,6162,,A549,,,,F,1,BAO_0000219,16295,1,CHEMBL620166,,N
,,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",646.0,80682,Homo sapiens,Intermediate,,9606.0,6163,,A549,,,,F,1,BAO_0000219,16825,1,CHEMBL620167,,N
,,In vitro cytotoxicity against human tumor cell line A549,646.0,80682,Homo sapiens,Expert,,9606.0,6164,,A549,,,,F,1,BAO_0000219,3439,1,CHEMBL620168,,N
,,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,646.0,80682,Homo sapiens,Intermediate,,9606.0,6165,,A549,,,,F,1,BAO_0000219,10870,1,CHEMBL620338,,N
,,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6166,,A549,,,,F,1,BAO_0000219,4845,1,CHEMBL620339,,N
,,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6167,,A549,,,,F,1,BAO_0000219,5822,1,CHEMBL620340,,N
,,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6168,,A549,,,,F,1,BAO_0000219,5822,1,CHEMBL620341,,N
,,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,646.0,80682,Homo sapiens,Intermediate,,9606.0,6169,,A549,,,,F,1,BAO_0000219,5822,1,CHEMBL876491,,N
,,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,646.0,80682,Homo sapiens,Intermediate,,9606.0,6170,,A549,,,,F,1,BAO_0000219,16381,1,CHEMBL620342,,N
,,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,646.0,80682,Homo sapiens,Intermediate,,9606.0,6171,,A549,,,,F,1,BAO_0000219,16381,1,CHEMBL620343,,N
,,% inhibition against A549 cells (lung cancer) at 4 ug/mL,646.0,80682,Homo sapiens,Intermediate,,9606.0,6172,,A549,,,,F,1,BAO_0000219,16381,1,CHEMBL620344,,N
,,In vitro anticancer activity against human lung (A549) cell line,646.0,80682,Homo sapiens,Intermediate,,9606.0,6173,,A549,,,,F,1,BAO_0000219,5609,1,CHEMBL620345,,N
,,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6174,,A549,,,,F,1,BAO_0000219,4644,1,CHEMBL620346,,N
,,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6175,,A549,,,,F,1,BAO_0000219,4644,1,CHEMBL620347,,N
,,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6176,,A549,,,,F,1,BAO_0000219,4644,1,CHEMBL620348,,N
,,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6177,,A549,,,,F,1,BAO_0000219,4644,1,CHEMBL620349,,N
,,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,646.0,80682,Homo sapiens,Intermediate,,9606.0,6178,,A549,,,,F,1,BAO_0000219,5822,1,CHEMBL618667,,N
,,Percentage inhibition of human lung carcinoma (A549) cell lines,646.0,80682,Homo sapiens,Expert,,9606.0,6179,,A549,,,,F,1,BAO_0000219,3415,1,CHEMBL618668,,N
,,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,646.0,80682,Homo sapiens,Intermediate,,9606.0,6180,,A549,,,,F,1,BAO_0000219,16726,1,CHEMBL876031,,N
,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",646.0,80682,Homo sapiens,Intermediate,,9606.0,6181,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL618759,,N
,,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6182,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL618760,,N
,,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,646.0,80682,Homo sapiens,Intermediate,,9606.0,6183,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619000,,N
,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",646.0,80682,Homo sapiens,Intermediate,,9606.0,6184,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619001,,N
,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",646.0,80682,Homo sapiens,Intermediate,,9606.0,6185,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619002,,N
,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",646.0,80682,Homo sapiens,Intermediate,,9606.0,6186,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619003,,N
,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",646.0,80682,Homo sapiens,Intermediate,,9606.0,6187,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619597,,N
,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",646.0,80682,Homo sapiens,Intermediate,,9606.0,6188,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619598,,N
,,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6189,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619599,,N
,,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6190,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619600,,N
,,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,646.0,80682,Homo sapiens,Intermediate,,9606.0,6191,,A549,,,,F,1,BAO_0000219,16726,1,CHEMBL619601,,N
,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,646.0,80682,Homo sapiens,Intermediate,,9606.0,6192,,A549,,,,F,1,BAO_0000219,17206,1,CHEMBL619602,,N
