assay_id,assay_organism,tid,tissue_id,assay_category,src_id,assay_test_type,src_assay_id,curated_by,doc_id,description,assay_subcellular_fraction,relationship_type,assay_cell_type,assay_type,assay_strain,assay_tax_id,assay_tissue,confidence_score
7136,Homo sapiens,81034,,,1,,,Intermediate,17672,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,,N,A2780,F,,9606.0,,1
7137,Homo sapiens,81034,,,1,,,Intermediate,4544,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,N,A2780,F,,9606.0,,1
7138,Homo sapiens,81034,,,1,,,Intermediate,4544,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,N,A2780,F,,9606.0,,1
7139,Homo sapiens,81034,,,1,,,Intermediate,16317,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",,N,A2780,F,,9606.0,,1
7140,Homo sapiens,81034,,,1,,,Intermediate,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,,N,A2780,F,,9606.0,,1
7141,Homo sapiens,81034,,,1,,,Intermediate,13978,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,,N,A2780,F,,9606.0,,1
7142,Homo sapiens,81034,,,1,,,Expert,12989,In vitro antitumor activity against A2780 cell line.,,N,A2780,F,,9606.0,,1
7143,Homo sapiens,81034,,,1,,,Intermediate,5574,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,,N,A2780,F,,9606.0,,1
7144,Homo sapiens,81034,,,1,,,Expert,13528,In vitro cytotoxicity against A2780 human ovarian cancer cell line,,N,A2780,F,,9606.0,,1
7145,Homo sapiens,80025,,,1,,,Intermediate,12782,Inhibitory activity against kidney A-CHN tumor cell growth in culture,,N,ACHN,F,,9606.0,,1
7146,Homo sapiens,80025,,,1,,,Intermediate,14255,The IC50 value was measured on ACHN cell line in renal tumor type.,,N,ACHN,F,,9606.0,,1
7147,Homo sapiens,80025,,,1,,,Intermediate,16364,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,,N,ACHN,F,,9606.0,,1
7148,Homo sapiens,80025,,,1,,,Expert,17376,In vitro lethal concentration against most sensitive ACHN cell line,,N,ACHN,F,,9606.0,,1
7149,Homo sapiens,80025,,,1,,,Intermediate,12016,Tested for cytotoxic activity against renal cancer ACHN cell line,,N,ACHN,F,,9606.0,,1
7150,Homo sapiens,80025,,,1,,,Intermediate,6058,Compound tested for growth inhibition of renal cancer cell line ACHN,,N,ACHN,F,,9606.0,,1
7151,Homo sapiens,80025,,,1,,,Intermediate,17708,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,,N,ACHN,F,,9606.0,,1
7152,Homo sapiens,80025,,,1,,,Intermediate,15176,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,,N,ACHN,F,,9606.0,,1
7153,Homo sapiens,80025,,,1,,,Intermediate,2806,In vitro anticancer activity against ACHN renal cancer cell line,,N,ACHN,F,,9606.0,,1
7154,Homo sapiens,80025,,,1,,,Intermediate,15300,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,,N,ACHN,F,,9606.0,,1
7155,Homo sapiens,80025,,,1,,,Intermediate,16364,Percent selectivity was evaluated in renal ACHN cell lines,,N,ACHN,F,,9606.0,,1
7156,Homo sapiens,80025,,,1,,,Intermediate,13859,In vitro inhibitory activity against renal ACHN cancer cell line,,N,ACHN,F,,9606.0,,1
7157,Homo sapiens,80025,,,1,,,Intermediate,11970,Tested for cytotoxicity against ACHN cell lines in renal cancer,,N,ACHN,F,,9606.0,,1
7158,Homo sapiens,80025,,,1,,,Intermediate,2450,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,,N,ACHN,F,,9606.0,,1
7159,Homo sapiens,80025,,,1,,,Intermediate,12696,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,,N,ACHN,F,,9606.0,,1
7160,Homo sapiens,80025,,,1,,,Intermediate,12400,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,,N,ACHN,F,,9606.0,,1
7161,Homo sapiens,80025,,,1,,,Expert,12888,Cytotoxic effect on renal cancer line ACHN,,N,ACHN,F,,9606.0,,1
7162,Homo sapiens,80025,,,1,,,Intermediate,3156,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,,N,ACHN,F,,9606.0,,1
7163,Homo sapiens,80025,,,1,,,Intermediate,3381,In vitro inhibition of Renal Cancer ACHN cell lines,,N,ACHN,F,,9606.0,,1
7164,Homo sapiens,80025,,,1,,,Intermediate,16747,Antitumor activity against human renal adenocarcinoma ACHN cells,,N,ACHN,F,,9606.0,,1
7165,Homo sapiens,80025,,,1,,,Expert,16748,Antitumor activity against human renal adenocarcinoma ACHN cells.,,N,ACHN,F,,9606.0,,1
7166,Homo sapiens,80025,,,1,,,Intermediate,12062,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,,N,ACHN,F,,9606.0,,1
7167,Homo sapiens,80025,,,1,,,Intermediate,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,N,ACHN,F,,9606.0,,1
7168,Homo sapiens,80025,,,1,,,Intermediate,15895,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",,N,ACHN,F,,9606.0,,1
7169,Homo sapiens,80025,,,1,,,Intermediate,17376,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,,N,ACHN,F,,9606.0,,1
7170,Homo sapiens,80025,,,1,,,Intermediate,14882,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,,N,ACHN,F,,9606.0,,1
7171,Homo sapiens,80025,,,1,,,Intermediate,14882,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,,N,ACHN,F,,9606.0,,1
7172,Homo sapiens,80025,,,1,,,Intermediate,15661,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,,N,ACHN,F,,9606.0,,1
7173,,22224,,,1,,,Autocuration,9680,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,U,,A,,,,0
7174,,10647,,,1,,,Autocuration,14579,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,,H,,F,,,,8
7175,Cytomegalovirus,50529,,,1,,,Expert,17290,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,,N,HEL,F,,10358.0,,1
7176,Cytomegalovirus,50529,,,1,,,Intermediate,17290,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,,N,,F,,10358.0,,1
7177,,12159,,,1,,,Autocuration,15891,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),,H,,B,,,,8
7178,,12159,,,1,,,Autocuration,15890,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),,H,,B,,,,8
7179,Bos taurus,80670,,,1,,,Intermediate,3801,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,,N,ADDP cell line,F,,9913.0,,1
7180,Mus musculus,80671,,,1,,,Intermediate,9222,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,,N,ADJ/PC6,F,,10090.0,,1
7181,Mus musculus,80671,,,1,,,Intermediate,9222,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,,N,ADJ/PC6,F,,10090.0,,1
7182,Mus musculus,80671,,,1,,,Intermediate,7257,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",,N,ADJ/PC6,F,,10090.0,,1
7183,Mus musculus,80671,,,1,,,Intermediate,7257,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,,N,ADJ/PC6,F,,10090.0,,1
7184,Mus musculus,80671,,,1,,,Intermediate,7257,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,,N,ADJ/PC6,A,,10090.0,,1
7185,Mus musculus,80671,,,1,,,Intermediate,8084,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,,N,ADJ/PC6,F,,10090.0,,1
7186,Mus musculus,22224,,,1,,,Autocuration,14943,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,,U,,F,,10090.0,,0
7187,Mus musculus,22224,,,1,,,Autocuration,14943,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,,U,,F,,10090.0,,0
7188,Mus musculus,22224,,,1,,,Autocuration,14943,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,,U,,F,,10090.0,,0
7189,Bacillus subtilis,22224,,,1,In vivo,,Autocuration,10524,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,U,,A,,1423.0,,0
7190,Canis lupus familiaris,50588,1969.0,,1,,,Intermediate,3546,AUC value in dog after IV administration at a dose of 5 mg/kg,,N,,A,,9615.0,Plasma,1
7191,Canis lupus familiaris,50588,1969.0,,1,,,Intermediate,3546,AUC value in dog after oral administration at a dose of 5 mg/kg,,N,,A,,9615.0,Plasma,1
7192,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,3546,Cmax value in dog after oral administration at a dose of 5 mg/kg,,N,,A,,9615.0,,1
7193,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,3546,Bioavailability in dog after oral administration at a dose of 5 mg/kg,,N,,A,,9615.0,,1
7194,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,3546,Tmax value in dog after oral administration at a dose of 5 mg/kg,,N,,A,,9615.0,,1
7195,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,3184,Compound was evaluated for its clearance when administered intravenously in dog,,N,,A,,9615.0,,1
7196,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16456,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,N,,A,,9615.0,,1
7197,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4809,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),,N,,A,,9615.0,,1
7198,,22229,,,1,,,Intermediate,4219,Calculated partition coefficient (clogP),,U,,P,,,,0
7199,Canis lupus familiaris,50588,,,1,,,Intermediate,3748,Half life in dog,,N,,A,,9615.0,,1
7200,Canis lupus familiaris,50588,,,1,,,Intermediate,3132,Time taken for EC90 was determined when tested in dog,,N,,A,,9615.0,,1
7201,Canis lupus familiaris,50588,,,1,,,Intermediate,4219,Half life (iv) was determined,,N,,A,,9615.0,,1
7202,Canis lupus familiaris,50588,2107.0,,1,,,Intermediate,16907,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,,N,,A,,9615.0,Liver,1
7203,Canis lupus familiaris,50588,,,1,,,Intermediate,6057,Area under the curve was calculated in dog after iv administration,,N,,A,,9615.0,,1
7204,Canis lupus familiaris,50588,,,1,,,Intermediate,6057,Area under the curve was calculated in dog after peroral administration,,N,,A,,9615.0,,1
7205,Canis lupus familiaris,50588,,,1,,,Intermediate,17853,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,,N,,A,,9615.0,,1
7206,Canis lupus familiaris,50588,,,1,,,Intermediate,3639,pKa was evaluated in dog,,N,,A,,9615.0,,1
7207,Canis lupus familiaris,50588,,,1,,,Intermediate,14541,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,,N,,A,,9615.0,,1
7208,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16456,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,N,,A,,9615.0,,1
7209,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,16456,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,N,,A,,9615.0,,1
7210,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,,N,,A,,9615.0,,1
7211,Canis lupus familiaris,50588,,,1,,,Intermediate,3624,Compound was evaluated for the half-life (t 1/2) in hours,,N,,A,,9615.0,,1
7212,Canis lupus familiaris,50588,178.0,,1,In vivo,,Intermediate,1337,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,,N,,A,,9615.0,Blood,1
7213,Canis lupus familiaris,50588,178.0,,1,In vivo,,Intermediate,1337,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,,N,,A,,9615.0,Blood,1
7214,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4709,Half life after intravenous administration of 1 mg/kg in dog,,N,,A,,9615.0,,1
7215,Canis lupus familiaris,50588,,,1,,,Intermediate,15660,Half life was measured in dog,,N,,A,,9615.0,,1
7216,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5302,Half life period in dog after 5 mg/kg dose,,N,,A,,9615.0,,1
7217,Canis lupus familiaris,50588,,,1,,,Intermediate,17791,Half life period was evaluated in dog; 4-4.8,,N,,A,,9615.0,,1
7218,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6348,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,N,,A,,9615.0,,1
7219,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4257,Half-life was determined in dog after a3 mg/kg of iv dose,,N,,A,,9615.0,,1
7220,Canis lupus familiaris,50588,,,1,,,Intermediate,3771,Half-life was determined,,N,,A,,9615.0,,1
7221,Canis lupus familiaris,50588,,,1,,,Intermediate,6305,Half life in dogs,,N,,A,,9615.0,,1
7222,Canis lupus familiaris,50588,1969.0,,1,In vivo,,Intermediate,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,,N,,A,,9615.0,Plasma,1
7223,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,17594,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,,N,,A,,9615.0,,1
7224,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,3045,Compound was evaluated for the half life period after iv administration in Beagle dog.,,N,,A,,9615.0,,1
7225,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,3043,Compound was evaluated for the half life period after oral administration in conscious dog.,,N,,A,,9615.0,,1
7226,Canis lupus familiaris,50588,,,1,,,Intermediate,4839,Compound was tested for half life in dog,,N,,A,,9615.0,,1
7227,Canis lupus familiaris,50588,,,1,,,Intermediate,4839,Compound was tested for its half life in dog,,N,,A,,9615.0,,1
7228,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5802,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,,N,,A,,9615.0,,1
7229,Canis lupus familiaris,50588,,,1,,,Intermediate,17839,Half life of compound in dog was determined,,N,,A,,9615.0,,1
7230,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4219,Half life (iv) was determined,,N,,A,,9615.0,,1
7231,Canis lupus familiaris,50588,178.0,,1,,,Intermediate,13966,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),,N,,A,,9615.0,Blood,1
7232,Canis lupus familiaris,50588,1969.0,,1,In vivo,,Intermediate,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,,N,,A,,9615.0,Plasma,1
7233,Canis lupus familiaris,50588,1969.0,,1,In vivo,,Intermediate,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,,N,,F,,9615.0,Plasma,1
7234,Canis lupus familiaris,50588,,,1,,,Intermediate,4453,Half life in dog,,N,,A,,9615.0,,1
7235,Canis lupus familiaris,50588,1969.0,,1,,,Intermediate,6535,Half life in dog plasma,,N,,A,,9615.0,Plasma,1
7236,Canis lupus familiaris,50588,1969.0,,1,In vivo,,Intermediate,6535,Half life in dog plasma after administration of 0.25 mg/kg iv,,N,,A,,9615.0,Plasma,1
7237,Canis lupus familiaris,50588,1969.0,,1,In vivo,,Intermediate,6535,Half life in dog plasma after administration of 1 mg/kg iv,,N,,A,,9615.0,Plasma,1
7238,Canis lupus familiaris,50588,1969.0,,1,In vivo,,Intermediate,3132,Half life in dog plasma was determined at dose 10 mg/kg,,N,,A,,9615.0,Plasma,1
7239,Canis lupus familiaris,50588,,,1,,,Intermediate,5374,Half life in dog was determined,,N,,A,,9615.0,,1
7240,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5007,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,N,,A,,9615.0,,1
7241,Canis lupus familiaris,50588,1969.0,,1,,,Intermediate,16907,Half life upon exposure to human plasma,,N,,A,,9615.0,Plasma,1
7242,Canis lupus familiaris,50588,,,1,,,Intermediate,6057,Half life was calculated in dog,,N,,A,,9615.0,,1
7243,Canis lupus familiaris,50588,,,1,,,Intermediate,5006,Half life was determined,,N,,A,,9615.0,,1
7244,Canis lupus familiaris,50588,,,1,,,Intermediate,5473,Half life was determined,,N,,A,,9615.0,,1
7245,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4368,Half life by intravenous administration of 1.2 mg/kg in dog,,N,,A,,9615.0,,1
7246,Canis lupus familiaris,50588,,,1,,,Intermediate,6448,Half life in dog,,N,,A,,9615.0,,1
7247,Canis lupus familiaris,50588,,,1,,,Intermediate,4353,Half life in dog after intra venous administration of the compound,,N,,A,,9615.0,,1
7248,Canis lupus familiaris,50588,,,1,,,Intermediate,4353,Half life in dog after intra venous administration of the compound; ND means Not determined,,N,,A,,9615.0,,1
7249,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4353,Half life in dog after po administration of the compound,,N,,A,,9615.0,,1
7250,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,4353,Half life in dog after po administration of the compound; ND means Not determined,,N,,A,,9615.0,,1
7251,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6265,Half life in dog at the single oral dose of 1 mg/kg,,N,,A,,9615.0,,1
7252,Canis lupus familiaris,50588,,,1,,,Intermediate,5006,Half life in dogs,,N,,A,,9615.0,,1
7253,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,5356,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,,N,,A,,9615.0,,1
7254,Canis lupus familiaris,50588,,,1,,,Intermediate,405,Half life in rat,,N,,A,,9615.0,,1
7255,Canis lupus familiaris,50588,,,1,In vivo,,Intermediate,6642,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,N,,A,,9615.0,,1
7256,Mus musculus,50594,10000001.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,N,,A,,10090.0,Bone,1
7257,Mus musculus,50594,10000001.0,,1,In vivo,,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,N,,A,,10090.0,Bone,1
