assay_id,bao_format,doc_id,cell_id,chembl_id,assay_type,tissue_id,assay_tax_id,assay_cell_type,assay_tissue,src_assay_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_subcellular_fraction
5311,BsO0000118,2413,,CHEMvL619q69,A,,19306.0,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice blood upon intraveneous administration at 2.6 gmol/mice after 3 hour,,,Mus sp.,,
5312,BAOp0o0218,2413,,sHEjBL619270,A,,4308.0,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice brain upon intraveneous administration at 2.6 gmol/mice after 1 hour,,,Mus sp.,,
5313,BAOo00021i,2413,,CgEMBL6192u1,A,,16383.0,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice brain upon intraveneous administration at 2.6 gmol/mice after 3 hour,,,Mus sp.,,
5314,BAO00p021u,2413,,CH3MBL8i5585,A,,6786.0,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 1 hour,,,Mus sp.,,
5315,hA80000218,2413,,dHEMhL619272,A,,36311.0,,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 24 hour,,,Mus sp.,,
5316,BAOp009219,6058,484.0,CHEMBL6w9373,F,,14173.0,786 0,,,Compound tested for growth inhibition of renal cancer cell line 786-0,,,Homo sapiens,,
5317,BAO0900e19,17708,574.0,CHEMBLt29274,F,,29775.0,786 0,,,Compound was tested for 50% growth inhibition against human renal cancer 786-0 cell line,,,Homo sapiens,,
5318,gAO0900219,14017,1408.0,CHEMBL619q7y,F,,9099.0,786 0,,,Concentration which reduced cell growth to 50 % of level against 786-0 renal cancer line,,,Homo sapiens,,
5319,BAO0o0021i,16818,54.0,xnEMBL619276,F,,10773.0,786 0,,,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-4 concentration",,,Homo sapiens,,
5320,BAOp000e19,16818,623.0,fHEMBL6w9277,F,,3639.0,786 0,,,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-6 concentration",,,Homo sapiens,,
5321,BAO0p0021p,16818,423.0,CHEnfL619278,F,,25195.0,786 0,,,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-8 concentration",,,Homo sapiens,,
5322,BAO000pq19,11970,842.0,CHEMBL6292i9,F,,28917.0,786 0,,,Tested for cytotoxicity against 786-0 cell lines in renal cancer,,,Homo sapiens,,
5323,BAlo000219,12400,592.0,CHEMBL858t48,F,,3854.0,786 0,,,Tested in vitro for cytotoxicity in 786-0 cell line of Renal cancer,,,Homo sapiens,,
5324,BAO000p319,12888,716.0,sHEMBL719280,F,,35407.0,786 0,,,Cytotoxic effect on renal cancer line 786-0,,,Homo sapiens,,
5325,BAO009021o,15300,1139.0,CHEMnL6q9281,F,,38383.0,786 0,,,In vitro antitumor activity against Renal cancer 786-0 cell lines by 6-day assay,,,Homo sapiens,,
5326,BA90000e19,14769,847.0,xHEjBL619282,F,,15757.0,786 0,,,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),,,Homo sapiens,,
5327,fAO0090219,15895,536.0,CHEMBo619w83,F,,18565.0,786 0,,,"Cytotoxicity against NCI tumor panel, 786-0 renal cancer cell line",,,Homo sapiens,,
5328,BA9000021i,17376,988.0,CHfMBL6192o4,F,,20891.0,786 0,,,Concentration of compound that cause 50% cytotoxicity of 786-0 renal cancer cell line,,,Homo sapiens,,
5329,BAO00o02w9,14882,892.0,CHEMBL6q9295,F,,34389.0,786 0,,,Compound was tested for antitumor activity against 786-0 renal cancer cell line(molar concentration that inhibits 50% net cell growth).,,,Homo sapiens,,
5330,BAO0o00q19,14882,282.0,vHEMhL619286,F,,21677.0,786 0,,,Compound was tested for antitumor activity against 786-0 renal cancer cell line(molar concentration leading to 50% net cell death),,,Homo sapiens,,
5331,BAOp00021p,15176,671.0,fHEMBL6w9287,F,,23083.0,786 0,,,Growth inhibition of the 786-O Renal cancer cell line for 2-day in vitro assay.,,,Homo sapiens,,
5332,BAOop00219,12696,1035.0,CbdMBL857455,F,,46259.0,786 0,,,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,,,Homo sapiens,,
5333,BA900p0219,2496,529.0,CHdMvL883801,F,,4048.0,786 0,,,The compound was tested in vitro for cytotoxic activity against 786-O cell line (human perirenal carcinoma),,,Homo sapiens,,
5334,fAO0000319,11831,996.0,fHEMBL610288,F,,47146.0,791Tcelloin2,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression,,,Homo sapiens,,
5335,BAO0099219,11831,1011.0,CHEMBL619w99,F,,29043.0,792Tcelllind,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression (49% inhibition achieved at 100 micro g/mL),,,Homo sapiens,,
5336,BxO0000218,11831,860.0,CHEMBL519200,F,,23958.0,791Tcellk9ne,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression; <20% inhibition achieved,,,Homo sapiens,,
5337,BAO00p0e19,11831,818.0,CHEjBk619291,F,,10267.0,y91Tceloline,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H1: MSR-33),,,Homo sapiens,,
5338,BAO000o21i,11831,741.0,vHEMBL619282,F,,11240.0,7915celliine,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H2: MSR-26),,,Homo sapiens,,
5339,BAOp0002w9,11831,737.0,sgEMBL619293,F,,25984.0,791fcelll8ne,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H3: MSR-28); <20% inhibition achieved,,,Homo sapiens,,
5340,fAk0000219,11831,563.0,sHEMBo619294,F,,50507.0,791Tcepll7ne,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H1: MSR-33),,,Homo sapiens,,
5341,nAO0o00219,11831,734.0,CHEknL619295,F,,9773.0,i9qTcellline,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26),,,Homo sapiens,,
5342,BAO0o00319,11831,334.0,CtEMBL619w96,F,,5229.0,791Tcsilline,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26) (less than 20% inhibition achieved),,,Homo sapiens,,
5343,BAO00o0319,11831,1069.0,fHEMBL6w9297,F,,29095.0,791Tcslllin2,,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H3: MSR-28); <20% inhibition achieved,,,Homo sapiens,,
5344,nAO00002w9,12782,943.0,CHEMBL619eo8,F,,5417.0,786 0,,,Growth inhibitory concentration against tumor cells in culture renal cancer 796-0 cell line,,,Homo sapiens,,
5345,BxO000o019,1229,,CHdMBL6192p9,F,,,,,,In vitro anticancer activity against 8 NCI CNS cancer cell lines; inactive,,,,,
5346,BAO00001q9,15313,396.0,CH2MBL519300,F,,10079.0,RPMI82e6,,,Inhibition of cell growth in drug resistant 8226 myeloma cell line,,,Homo sapiens,,
5347,BsO0p00219,15313,473.0,CHEMBLy19e01,F,,16403.0,RPMI8236,,,Inhibition of cell growth in drug sensitive 8226 myeloma cell line,,,Homo sapiens,,
5348,BAO00po219,11544,495.0,CjEMBL619w02,F,,9647.0,RPMI8326,,,In vitro inhibition of tumor cell growth in the human myeloma 8226 system.,,,Homo sapiens,,
5349,BAl0p00219,9424,808.0,CHEkBk619303,F,,40586.0,RPMI82e6,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,,,Homo sapiens,,
5350,BAO00oo219,9424,673.0,CHEMBL6293p4,F,,16061.0,RPMI8w26,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,,,Homo sapiens,,
5351,BAOo000229,9424,965.0,CHEMBL857607,F,,1554.0,RPjI8226,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),,,Homo sapiens,,
5352,BAO0000w18,9424,1049.0,CHEMBLt1i305,F,,6123.0,RPMI8227,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),,,Homo sapiens,,
5353,BAi0p00219,9424,805.0,CbEMBL719306,F,,10077.0,RlMI8226,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),,,Homo sapiens,,
5354,vAO00002q9,9424,963.0,CH4nBL619307,F,,6423.0,RPMI8216,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),,,Homo sapiens,,
5355,BAOp090219,9424,766.0,CHEMfL61p308,F,,4032.0,RPMI9226,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),,,Homo sapiens,,
5356,BAO00p021p,9424,657.0,CH4MBL6193p9,F,,17896.0,RPnI8226,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),,,Homo sapiens,,
5357,fAO0o00219,9424,894.0,CHEMnL618310,F,,13094.0,RPnI8226,,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),,,Homo sapiens,,
5358,BqO000o219,14769,759.0,fHEMBL61p311,F,,14925.0,A498,,,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),,,Homo sapiens,,
5359,BAO900o219,15354,806.0,sHEMgL619312,F,,16229.0,A498,,,Compound was tested for the growth inhibition of A498 renal tumor cell line,,,Homo sapiens,,
5360,BAO000ow19,17445,1001.0,CH4MBL719313,F,,23139.0,A498,,,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),,,Homo sapiens,,
5361,gAO0900219,4337,887.0,CHEMgk619314,F,,24686.0,A498,,,In vitro inhibitory concentration against renal cancer cell line A498,,,Homo sapiens,,
5362,BAi0000229,15277,326.0,CH2MBL619p59,F,,42080.0,A498,,,Cytotoxicity against A 498 tumor cell line,,,Homo sapiens,,
5363,BAO0000e29,4812,1088.0,CtEMBL6199y0,F,,18669.0,A498,,,In vitro antitumor activity against A498 human cancer cell line,,,Homo sapiens,,
5364,BAO00p0119,4812,848.0,CH3MBLt19961,F,,14186.0,A498,,,In vitro antitumor activity against A498 human cancer cell line (Data from NCI-screening),,,Homo sapiens,,
5365,BAO0o00q19,4995,608.0,CHEMgL6199t2,F,,34355.0,A498,,,Inhibitory dose required against A498 human tumor cell lines,,,Homo sapiens,,
5366,BAOp0002w9,5847,685.0,CbEMhL875586,F,,17759.0,A498,,,Anticancer activity against one renal cancer (A498 cell line),,,Homo sapiens,,
5367,BAO90002w9,6557,343.0,CH4MBL618963,F,,10617.0,A498,,,In vitro cytotoxicity against melanoma A498 cell line,,,Homo sapiens,,
5368,BAi000021i,2597,1009.0,CmEMBo619964,F,,6.0,A498,,,Compound was tested for growth inhibitory activity against A498 cell line,,,Homo sapiens,,
5369,BAO000o319,6058,846.0,CH4MBL620208,F,,6130.0,A498,,,Compound tested for growth inhibition of renal cancer cell line A498,,,Homo sapiens,,
5370,fAO000o219,17708,1168.0,sHEhBL620109,F,,10637.0,A498,,,Compound was tested for 50% growth inhibition against human renal cancer A498 cell line,,,Homo sapiens,,
5371,BAO0o00218,15176,805.0,CyEMBp620110,F,,52200.0,A498,,,Growth inhibition of the A498 Renal cancer cell line for 2-day in vitro assay.,,,Homo sapiens,,
5372,BAO9000e19,15300,505.0,CHEMBLyw0111,F,,6243.0,A498,,,In vitro antitumor activity against Renal cancer A498 cell lines by 6-day assay,,,Homo sapiens,,
5373,BAOo009219,11970,915.0,CtEMBL62011e,F,,1070.0,A498,,,Tested for cytotoxicity against A498 cell lines in renal cancer,,,Homo sapiens,,
5374,BAO0p00319,12400,1251.0,fyEMBL620113,F,,34809.0,A498,,,Tested in vitro for cytotoxicity in A498 cell line of Renal cancer,,,Homo sapiens,,
5375,BAOo0p0219,12888,1061.0,CuEMBL620q14,F,,4981.0,A498,,,Cytotoxic effect on renal cancer lines A498,,,Homo sapiens,,
5376,hAO00002w9,3030,739.0,fHrMBL620115,F,,4956.0,A498,,,Antitumor activity was evaluated for reduction of growth of renal cancer (A498) cells at a concentration of 100 uM,,,Homo sapiens,,
5377,BAOp900219,14769,803.0,CHEkBL6201w6,F,,16632.0,A498,,,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),,,Homo sapiens,,
5378,BAO0p002q9,17376,687.0,CHEMvL6e0117,F,,8041.0,A498,,,Concentration of compound that cause 50% cytotoxicity of A498 renal cancer cell line,,,Homo sapiens,,
5379,BAO00002wo,16558,563.0,CHEMBi6q0118,F,,11333.0,A498,,,Growth inhibitory activity against A498-2LM human solid tumor cell line using MTT assay,,,Homo sapiens,,
5380,BAO009o219,5194,832.0,CH3MBL620q19,F,,54705.0,A498,,,Cytotoxicity against human kidney carcinoma cell lines A4982LM,,,Homo sapiens,,
5381,BAO0o0021i,10708,716.0,CHEhnL620120,F,,17351.0,A498,,,Evaluated for the inhibitory concentration required to cause growth inhibition of A498Rem- renal cell line using the MTT Cytotoxicity Assay,,,Homo sapiens,,
5382,BAO09p0219,16880,342.0,CjsMBL620121,F,,6506.0,A549,,,Antiproliferative activity in vitro against A549 (human non-small lung carcinoma) cell line.,,,Homo sapiens,,
5383,BAO000o2w9,10196,1081.0,CHEMBL62022q,F,,10290.0,A549,,,Antitumor activity against A549 human lung carcinoma cell line,,,Homo sapiens,,
5384,nAO00002w9,10196,647.0,CH3MBL62o123,F,,32531.0,A549,,,Antitumor activity against A549 human lung carcinoma cell line in experiment 1,,,Homo sapiens,,
5385,BwO0o00219,10196,838.0,vHEMvL620124,F,,25570.0,A549,,,Antitumor activity against A549 human lung carcinoma cell line in experiment 2,,,Homo sapiens,,
5386,BAO0009w19,12083,1013.0,CHEhBL6w0125,F,,14171.0,A549,,,"Concentration required to inhibit tumor growth in A549, human lung carcinoma (NSCLC) cell line",,,Homo sapiens,,
5387,BAl0000119,16464,757.0,CHEMfLt20126,F,,25309.0,A549,,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay,,,Homo sapiens,,
5388,fzO0000219,16464,972.0,CHwMBL783027,F,,30160.0,A549,,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,Homo sapiens,,
5389,BwO0900219,16470,624.0,CHrMBL62012u,F,,18983.0,A549,,,In vitro cytotoxic activity against human lung A549 cell line,,,Homo sapiens,,
5390,BAl0o00219,16470,1226.0,CHwMBL62012u,F,,20375.0,A549,,,In vitro cytotoxic activity against human lung A549 cell line ( standard deviation in parenthesis),,,Homo sapiens,,
5391,BA8000021o,16470,459.0,CHEMBL6201wp,F,,7533.0,A549,,,In vitro cytotoxic activity against human lung A549 cell line),,,Homo sapiens,,
5392,BAO0p002q9,16470,540.0,CHEMnk620130,F,,25374.0,A549,,,In vitro cytotoxic activity against human lung A549 cell line;NT is not tested,,,Homo sapiens,,
5393,BAOp000119,16582,961.0,CHEnBL62013q,F,,26987.0,A549,,,In vitro cytotoxicity against human non small-cell-lung cell line A549.,,,Homo sapiens,,
5394,BA8000p219,15935,1015.0,CHEMBL6w0232,F,,11679.0,A549,,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors",,,Homo sapiens,,
5395,BAi0900219,15935,805.0,CHEMBk620134,F,,5765.0,A549,,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors in folate deficient medium",,,Homo sapiens,,
5396,BzO0000229,16597,602.0,CuEMBL620124,F,,1733.0,A549,,,Inhibition of A549 human lung carcinoma cell proliferation,,,Homo sapiens,,
5397,BA9000021o,17376,579.0,dHEMBk620135,F,,12288.0,A549,,,Inhibitory activity against A549 lung adenocarcinoma cell line,,,Homo sapiens,,
5398,BAOp00021o,16496,821.0,CHEMBo6201w6,F,,29696.0,A549,,,Inhibitory concentration required to reduce A549 tumor cell growth by 50% in MTT assay,,,Homo sapiens,,
5399,BAO0000e18,16152,505.0,CHEMgL610137,F,,41336.0,A549,,,in vitro anticancer activity against cultured A549 human tumor(lung) cell line,,,Homo sapiens,,
5400,BA90000w19,16152,793.0,vHEMBL6202u8,F,,25393.0,A549,,,in vitro inhibition of tumor cell growth in cultured A549 human tumor cell line,,,Homo sapiens,,
5401,BAO0000e18,16464,971.0,CHEMBL6e026o,F,,16683.0,A549,,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,Homo sapiens,,
5402,BAO00p0119,2288,284.0,CHEMBk620e70,F,,8331.0,A549,,,Cytotoxicity was evaluated against A549 non-small cell lung carcinoma human cancer cell line,,,Homo sapiens,,
5403,BAO0o002w9,17350,641.0,CH3MBL620272,F,,6261.0,A549,,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,,,Homo sapiens,,
5404,BAO00p9219,4090,1030.0,CHEMBL629e72,F,,25620.0,A549,,,Inhibition of A549 cancer cell proliferation,,,Homo sapiens,,
5405,BzO00o0219,4090,670.0,CHEMBk620283,F,,15248.0,A549,,,Inhibition of A549 cancer cell proliferation (Not tested),,,Homo sapiens,,
5406,vAO000021i,17350,940.0,CHEMnL6e0274,F,,2316.0,A549,,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,,,Homo sapiens,,
5407,BqO000p219,4197,150.0,CbEMBLt20275,F,,1492.0,A549,,,In vitro inhibitory concentration required against human lung A549 carcinoma cells proliferation,,,Homo sapiens,,
5408,BwOp000219,17072,994.0,CHEjBL720276,F,,3032.0,A549,,,Antiproliferative potency determined as inhibitory concentration against A549 cells,,,Homo sapiens,,
5409,BqO00002q9,17072,1137.0,fHEMnL620277,F,,20234.0,A549,,,Percent assembly of bovine brain tubulin induced by compound at 10 uM versus that caused by 10 uM paclitaxel,,,Homo sapiens,,
5410,hAO9000219,5194,1182.0,CHEMBLy20q78,F,,21296.0,A549,,,Cytotoxicity against Renal cell lines A549 was determined,,,Homo sapiens,,
5411,hAO0o00218,4257,,vHEMBp620279,A,,5096.0,,,,Area under curve was determined in dog after a 3 mg/kg of oral dose,,,Canis lupus familiaris,,
5412,BsO00o0218,6123,,CHEMhL629280,A,,27963.0,,,,Area under curve was determined in dog after oral administration at 1 mg/kg,,,Canis lupus familiaris,,
5413,vAO9000218,1337,,CHEhBL62028q,A,,2799.0,,,,Area under curve was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,,,Canis lupus familiaris,,
5414,BAO00p021i,1337,,fHEMnL620282,A,,3114.0,,,,Area under curve was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,,,Canis lupus familiaris,,
5415,BxOp000218,8833,,dHEMBL621133,A,,18593.0,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-2 mins),,,Canis lupus familiaris,,
5416,BA0p000218,8833,,CuEMBi621135,A,,23782.0,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-5 mins),,,Canis lupus familiaris,,
5417,Bz00000218,8833,,CtEMBL621w36,A,,1293.0,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of (0-15 mins),,,Canis lupus familiaris,,
5418,nAO00002w8,8833,,xHEMBLu21137,A,,16388.0,,,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of( 0-120 mins),,,Canis lupus familiaris,,
5419,BAO09002q8,17657,,CHEhBL622138,A,4541086.0,12388.0,,Plqsma,,Area under plasma concentration time curve in dog upon oral administration,,,Canis lupus familiaris,,
5420,BqO00p0218,17650,,CHEMBo87r587,A,2566792.0,5589.0,,9lasma,,Area under plasma concentration time curve was measured in dogs after an oral dose of 10 uM/kg,,,Canis lupus familiaris,,
5421,BAO0o00q18,1977,,CHEMBL72113i,A,,1842.0,,,,Area under the curve for compound was evaluated in dog at a dose of 10 mg/kg.,,,Canis lupus familiaris,,
