curated_by,assay_tissue,assay_id,assay_strain,src_assay_id,tid,doc_id,relationship_type,assay_category,description,assay_subcellular_fraction,bao_format,assay_type,assay_test_type,chembl_id,src_id,tissue_id,variant_id,assay_tax_id,assay_cell_type,confidence_score,cell_id,assay_organism
Intermediate,,7152.0,,,80025.0,15176.0,N,,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,,BAO_0000219,F,,CHEMBL623583,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7153.0,,,80025.0,2806.0,N,,In vitro anticancer activity against ACHN renal cancer cell line,,BAO_0000219,F,,CHEMBL623584,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7154.0,,,80025.0,15300.0,N,,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,,BAO_0000219,F,,CHEMBL623585,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7155.0,,,80025.0,16364.0,N,,Percent selectivity was evaluated in renal ACHN cell lines,,BAO_0000219,F,,CHEMBL623586,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7156.0,,,80025.0,13859.0,N,,In vitro inhibitory activity against renal ACHN cancer cell line,,BAO_0000219,F,,CHEMBL623587,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7157.0,,,80025.0,11970.0,N,,Tested for cytotoxicity against ACHN cell lines in renal cancer,,BAO_0000219,F,,CHEMBL875279,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7158.0,,,80025.0,2450.0,N,,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,,BAO_0000219,F,,CHEMBL623588,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7159.0,,,80025.0,12696.0,N,,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,,BAO_0000219,F,,CHEMBL623589,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7160.0,,,80025.0,12400.0,N,,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,,BAO_0000219,F,,CHEMBL623590,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Expert,,7161.0,,,80025.0,12888.0,N,,Cytotoxic effect on renal cancer line ACHN,,BAO_0000219,F,,CHEMBL623591,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7162.0,,,80025.0,3156.0,N,,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,,BAO_0000219,F,,CHEMBL623592,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7163.0,,,80025.0,3381.0,N,,In vitro inhibition of Renal Cancer ACHN cell lines,,BAO_0000219,F,,CHEMBL623593,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7164.0,,,80025.0,16747.0,N,,Antitumor activity against human renal adenocarcinoma ACHN cells,,BAO_0000219,F,,CHEMBL623594,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Expert,,7165.0,,,80025.0,16748.0,N,,Antitumor activity against human renal adenocarcinoma ACHN cells.,,BAO_0000219,F,,CHEMBL621833,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7166.0,,,80025.0,12062.0,N,,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,,BAO_0000219,F,,CHEMBL621834,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7167.0,,,80025.0,14769.0,N,,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,BAO_0000219,F,,CHEMBL621835,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7168.0,,,80025.0,15895.0,N,,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",,BAO_0000219,F,,CHEMBL621836,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7169.0,,,80025.0,17376.0,N,,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,,BAO_0000219,F,,CHEMBL621837,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7170.0,,,80025.0,14882.0,N,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,,BAO_0000219,F,,CHEMBL875280,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7171.0,,,80025.0,14882.0,N,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,,BAO_0000219,F,,CHEMBL621838,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Intermediate,,7172.0,,,80025.0,15661.0,N,,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,,BAO_0000219,F,,CHEMBL621839,1.0,,,9606.0,ACHN,1.0,626.0,Homo sapiens
Autocuration,,7173.0,,,22224.0,9680.0,U,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,BAO_0000019,A,,CHEMBL621840,1.0,,,,,0.0,,
Autocuration,,7174.0,,,10647.0,14579.0,H,,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,,BAO_0000019,F,,CHEMBL621841,1.0,,,,,8.0,,
Expert,,7175.0,,,50529.0,17290.0,N,,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,,BAO_0000218,F,,CHEMBL622979,1.0,,,10358.0,HEL,1.0,468.0,Cytomegalovirus
Intermediate,,7176.0,,,50529.0,17290.0,N,,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,,BAO_0000218,F,,CHEMBL876595,1.0,,,10358.0,,1.0,,Cytomegalovirus
Autocuration,,7177.0,,,12159.0,15891.0,H,,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),,BAO_0000357,B,,CHEMBL620221,1.0,,,,,8.0,,
Autocuration,,7178.0,,,12159.0,15890.0,H,,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),,BAO_0000357,B,,CHEMBL620222,1.0,,,,,8.0,,
Intermediate,,7179.0,,,80670.0,3801.0,N,,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,,BAO_0000219,F,,CHEMBL620506,1.0,,,9913.0,ADDP cell line,1.0,979.0,Bos taurus
Intermediate,,7180.0,,,80671.0,9222.0,N,,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,,BAO_0000219,F,,CHEMBL620507,1.0,,,10090.0,ADJ/PC6,1.0,980.0,Mus musculus
Intermediate,,7181.0,,,80671.0,9222.0,N,,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,,BAO_0000219,F,,CHEMBL620508,1.0,,,10090.0,ADJ/PC6,1.0,980.0,Mus musculus
Intermediate,,7182.0,,,80671.0,7257.0,N,,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",,BAO_0000219,F,,CHEMBL620509,1.0,,,10090.0,ADJ/PC6,1.0,980.0,Mus musculus
Intermediate,,7183.0,,,80671.0,7257.0,N,,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,,BAO_0000219,F,,CHEMBL620510,1.0,,,10090.0,ADJ/PC6,1.0,980.0,Mus musculus
Intermediate,,7184.0,,,80671.0,7257.0,N,,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,,BAO_0000219,A,,CHEMBL620511,1.0,,,10090.0,ADJ/PC6,1.0,980.0,Mus musculus
Intermediate,,7185.0,,,80671.0,8084.0,N,,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,,BAO_0000219,F,,CHEMBL620512,1.0,,,10090.0,ADJ/PC6,1.0,980.0,Mus musculus
Autocuration,,7186.0,,,22224.0,14943.0,U,,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,,BAO_0000019,F,,CHEMBL620513,1.0,,,10090.0,,0.0,,Mus musculus
Autocuration,,7187.0,,,22224.0,14943.0,U,,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,,BAO_0000019,F,,CHEMBL620514,1.0,,,10090.0,,0.0,,Mus musculus
Autocuration,,7188.0,,,22224.0,14943.0,U,,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,,BAO_0000019,F,,CHEMBL620515,1.0,,,10090.0,,0.0,,Mus musculus
Autocuration,,7189.0,,,22224.0,10524.0,U,,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,BAO_0000218,A,In vivo,CHEMBL620516,1.0,,,1423.0,,0.0,,Bacillus subtilis
Intermediate,Plasma,7190.0,,,50588.0,3546.0,N,,AUC value in dog after IV administration at a dose of 5 mg/kg,,BAO_0000218,A,,CHEMBL620517,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7191.0,,,50588.0,3546.0,N,,AUC value in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,A,,CHEMBL620518,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7192.0,,,50588.0,3546.0,N,,Cmax value in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,A,In vivo,CHEMBL620519,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7193.0,,,50588.0,3546.0,N,,Bioavailability in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,A,In vivo,CHEMBL621386,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7194.0,,,50588.0,3546.0,N,,Tmax value in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,A,In vivo,CHEMBL621387,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7195.0,,,50588.0,3184.0,N,,Compound was evaluated for its clearance when administered intravenously in dog,,BAO_0000218,A,In vivo,CHEMBL621388,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7196.0,,,50588.0,16456.0,N,,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,BAO_0000218,A,In vivo,CHEMBL621389,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7197.0,,,50588.0,4809.0,N,,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),,BAO_0000218,A,In vivo,CHEMBL621390,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7198.0,,,22229.0,4219.0,U,,Calculated partition coefficient (clogP),,BAO_0000100,P,,CHEMBL621391,1.0,,,,,0.0,,
Intermediate,,7199.0,,,50588.0,3748.0,N,,Half life in dog,,BAO_0000218,A,,CHEMBL621392,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7200.0,,,50588.0,3132.0,N,,Time taken for EC90 was determined when tested in dog,,BAO_0000218,A,,CHEMBL621393,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7201.0,,,50588.0,4219.0,N,,Half life (iv) was determined,,BAO_0000218,A,,CHEMBL621394,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Liver,7202.0,,,50588.0,16907.0,N,,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,,BAO_0000218,A,,CHEMBL621395,1.0,2107.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7203.0,,,50588.0,6057.0,N,,Area under the curve was calculated in dog after iv administration,,BAO_0000218,A,,CHEMBL621396,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7204.0,,,50588.0,6057.0,N,,Area under the curve was calculated in dog after peroral administration,,BAO_0000218,A,,CHEMBL621397,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7205.0,,,50588.0,17853.0,N,,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,,BAO_0000218,A,,CHEMBL621398,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7206.0,,,50588.0,3639.0,N,,pKa was evaluated in dog,,BAO_0000218,A,,CHEMBL618818,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7207.0,,,50588.0,14541.0,N,,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,,BAO_0000218,A,,CHEMBL618819,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7208.0,,,50588.0,16456.0,N,,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,BAO_0000218,A,In vivo,CHEMBL618820,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7209.0,,,50588.0,16456.0,N,,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,BAO_0000218,A,In vivo,CHEMBL873810,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7210.0,,,50588.0,2652.0,N,,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,,BAO_0000218,A,In vivo,CHEMBL876606,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7211.0,,,50588.0,3624.0,N,,Compound was evaluated for the half-life (t 1/2) in hours,,BAO_0000218,A,,CHEMBL618821,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Blood,7212.0,,,50588.0,1337.0,N,,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,,BAO_0000218,A,In vivo,CHEMBL618822,1.0,178.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Blood,7213.0,,,50588.0,1337.0,N,,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,,BAO_0000218,A,In vivo,CHEMBL618823,1.0,178.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7214.0,,,50588.0,4709.0,N,,Half life after intravenous administration of 1 mg/kg in dog,,BAO_0000218,A,In vivo,CHEMBL618824,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7215.0,,,50588.0,15660.0,N,,Half life was measured in dog,,BAO_0000218,A,,CHEMBL618825,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7216.0,,,50588.0,5302.0,N,,Half life period in dog after 5 mg/kg dose,,BAO_0000218,A,In vivo,CHEMBL618826,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7217.0,,,50588.0,17791.0,N,,Half life period was evaluated in dog; 4-4.8,,BAO_0000218,A,,CHEMBL618827,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7218.0,,,50588.0,6348.0,N,,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,BAO_0000218,A,In vivo,CHEMBL618828,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7219.0,,,50588.0,4257.0,N,,Half-life was determined in dog after a3 mg/kg of iv dose,,BAO_0000218,A,In vivo,CHEMBL618829,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7220.0,,,50588.0,3771.0,N,,Half-life was determined,,BAO_0000218,A,,CHEMBL618830,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7221.0,,,50588.0,6305.0,N,,Half life in dogs,,BAO_0000218,A,,CHEMBL618831,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7222.0,,,50588.0,13501.0,N,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,,BAO_0000218,A,In vivo,CHEMBL619489,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7223.0,,,50588.0,17594.0,N,,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,,BAO_0000218,A,In vivo,CHEMBL619649,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7224.0,,,50588.0,3045.0,N,,Compound was evaluated for the half life period after iv administration in Beagle dog.,,BAO_0000218,A,In vivo,CHEMBL876607,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7225.0,,,50588.0,3043.0,N,,Compound was evaluated for the half life period after oral administration in conscious dog.,,BAO_0000218,A,In vivo,CHEMBL619650,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7226.0,,,50588.0,4839.0,N,,Compound was tested for half life in dog,,BAO_0000218,A,,CHEMBL619651,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7227.0,,,50588.0,4839.0,N,,Compound was tested for its half life in dog,,BAO_0000218,A,,CHEMBL619652,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7228.0,,,50588.0,5802.0,N,,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,,BAO_0000218,A,In vivo,CHEMBL619653,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7229.0,,,50588.0,17839.0,N,,Half life of compound in dog was determined,,BAO_0000218,A,,CHEMBL619654,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7230.0,,,50588.0,4219.0,N,,Half life (iv) was determined,,BAO_0000218,A,In vivo,CHEMBL619655,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Blood,7231.0,,,50588.0,13966.0,N,,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),,BAO_0000218,A,,CHEMBL619656,1.0,178.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7232.0,,,50588.0,3994.0,N,,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,,BAO_0000218,A,In vivo,CHEMBL873812,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7233.0,,,50588.0,3994.0,N,,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,,BAO_0000218,F,In vivo,CHEMBL621365,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7234.0,,,50588.0,4453.0,N,,Half life in dog,,BAO_0000218,A,,CHEMBL621366,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7235.0,,,50588.0,6535.0,N,,Half life in dog plasma,,BAO_0000218,A,,CHEMBL621367,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7236.0,,,50588.0,6535.0,N,,Half life in dog plasma after administration of 0.25 mg/kg iv,,BAO_0000218,A,In vivo,CHEMBL621368,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7237.0,,,50588.0,6535.0,N,,Half life in dog plasma after administration of 1 mg/kg iv,,BAO_0000218,A,In vivo,CHEMBL621369,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7238.0,,,50588.0,3132.0,N,,Half life in dog plasma was determined at dose 10 mg/kg,,BAO_0000218,A,In vivo,CHEMBL621370,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7239.0,,,50588.0,5374.0,N,,Half life in dog was determined,,BAO_0000218,A,,CHEMBL621371,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7240.0,,,50588.0,5007.0,N,,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,BAO_0000218,A,In vivo,CHEMBL621372,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Plasma,7241.0,,,50588.0,16907.0,N,,Half life upon exposure to human plasma,,BAO_0000218,A,,CHEMBL621373,1.0,1969.0,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7242.0,,,50588.0,6057.0,N,,Half life was calculated in dog,,BAO_0000218,A,,CHEMBL621374,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7243.0,,,50588.0,5006.0,N,,Half life was determined,,BAO_0000218,A,,CHEMBL621375,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7244.0,,,50588.0,5473.0,N,,Half life was determined,,BAO_0000218,A,,CHEMBL621376,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7245.0,,,50588.0,4368.0,N,,Half life by intravenous administration of 1.2 mg/kg in dog,,BAO_0000218,A,In vivo,CHEMBL619624,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7246.0,,,50588.0,6448.0,N,,Half life in dog,,BAO_0000218,A,,CHEMBL875840,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7247.0,,,50588.0,4353.0,N,,Half life in dog after intra venous administration of the compound,,BAO_0000218,A,,CHEMBL619625,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7248.0,,,50588.0,4353.0,N,,Half life in dog after intra venous administration of the compound; ND means Not determined,,BAO_0000218,A,,CHEMBL619626,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7249.0,,,50588.0,4353.0,N,,Half life in dog after po administration of the compound,,BAO_0000218,A,In vivo,CHEMBL619627,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7250.0,,,50588.0,4353.0,N,,Half life in dog after po administration of the compound; ND means Not determined,,BAO_0000218,A,In vivo,CHEMBL873817,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7251.0,,,50588.0,6265.0,N,,Half life in dog at the single oral dose of 1 mg/kg,,BAO_0000218,A,In vivo,CHEMBL619628,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7252.0,,,50588.0,5006.0,N,,Half life in dogs,,BAO_0000218,A,,CHEMBL619629,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7253.0,,,50588.0,5356.0,N,,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,,BAO_0000218,A,In vivo,CHEMBL619630,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7254.0,,,50588.0,405.0,N,,Half life in rat,,BAO_0000218,A,,CHEMBL619631,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,,7255.0,,,50588.0,6642.0,N,,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,BAO_0000218,A,In vivo,CHEMBL619632,1.0,,,9615.0,,1.0,,Canis lupus familiaris
Intermediate,Bone,7256.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,BAO_0000218,A,In vivo,CHEMBL619633,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,Bone,7257.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,BAO_0000218,A,In vivo,CHEMBL875841,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,Bone,7258.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,BAO_0000218,A,In vivo,CHEMBL619634,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,Bone,7259.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,BAO_0000218,A,In vivo,CHEMBL619635,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,Bone,7260.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,BAO_0000218,A,In vivo,CHEMBL619636,1.0,10000001.0,,10090.0,,1.0,,Mus musculus
Intermediate,Gut,7261.0,,,50594.0,10107.0,N,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,BAO_0000218,A,In vivo,CHEMBL619637,1.0,10000004.0,,10090.0,,1.0,,Mus musculus
