assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
11307,9071,Distribution of radioactivity of radiolabeled compound in lung of female rats 5 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Lung,,
11308,9071,Distribution of radioactivity of radiolabeled compound in lung of female rats 5 minutes after intravenous administration at,A,,,Rattus norvegicus,10116.0,,Lung,,
11309,9071,Distribution of radioactivity of radiolabeled compound in lung of female rats 30 minutes after intravenous administration,A,,,Rattus norvegicus,10116.0,,Lung,,
11310,10677,"Original dose appeared in the bile as unchanged compound, which was eliminated at a fairly constant rate over the first 4 hr following the iv administration",A,,,,,,,,
11311,9750,Percentage of dose recovered after 0-6 hr in the urine of mice was measured.,A,,,Mus musculus,10090.0,,Urine,,
11312,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat blood as Percent of injected dose per gram in the organ,A,,,Rattus norvegicus,10116.0,,,,
11313,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose in the total organ,A,,,Rattus norvegicus,10116.0,,,,
11314,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose per gram in the organ,A,,,Rattus norvegicus,10116.0,,,,
11315,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose in the total organ,A,,,Rattus norvegicus,10116.0,,,,
11316,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose per gram in the organ,A,,,Rattus norvegicus,10116.0,,,,
11317,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose in the total organ,A,,,Rattus norvegicus,10116.0,,Kidney,,
11318,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,A,,,Rattus norvegicus,10116.0,,Kidney,,
11319,8319,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose in the total organ,A,,,Rattus norvegicus,10116.0,,Liver,,
11320,13256,Biodistribution in CD-1 mice was determined after 1 minute in femur(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11321,13256,Biodistribution in CD-1 mice was determined after 1 minute in liver(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Liver,,
11322,13256,Biodistribution in CD-1 mice was determined after 1 minute in lung(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11323,13256,Biodistribution in CD-1 mice was determined after 120 minutes in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11324,13256,Biodistribution in CD-1 mice was determined after 120 minutes in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Blood,,
11325,13256,Biodistribution in CD-1 mice was determined after 120 minutes in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Cerebellum,,
11326,13256,Biodistribution in CD-1 mice was determined after 120 minutes in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11327,13256,Biodistribution in CD-1 mice was determined after 120 minutes in femur(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11328,13256,Biodistribution in CD-1 mice was determined after 120 minutes in liver(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Liver,,
11329,13256,Biodistribution in CD-1 mice was determined after 120 minutes in lung(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11330,13256,Biodistribution in CD-1 mice was determined after 30 minutes in Striatum (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11331,13256,Biodistribution in CD-1 mice was determined after 30 minutes in blood (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Blood,,
11332,13256,Biodistribution in CD-1 mice was determined after 30 minutes in cerebellum (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Cerebellum,,
11333,13256,Biodistribution in CD-1 mice was determined after 30 minutes in cortex (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11334,13256,Biodistribution in CD-1 mice was determined after 30 minutes in femur (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11335,13256,Biodistribution in CD-1 mice was determined after 30 minutes in liver (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Liver,,
11336,13256,Biodistribution in CD-1 mice was determined after 30 minutes in lung (expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11337,13256,Biodistribution in CD-1 mice was determined after 5 minute in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11338,13256,Biodistribution in CD-1 mice was determined after 5 minute in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Blood,,
11339,13256,Biodistribution in CD-1 mice was determined after 5 minute in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Cerebellum,,
11340,13256,Biodistribution in CD-1 mice was determined after 5 minute in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11341,13256,Biodistribution in CD-1 mice was determined after 5 minute in femur(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11342,13256,Biodistribution in CD-1 mice was determined after 5 minute in liver(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,Liver,,
11343,13256,Biodistribution in CD-1 mice was determined after 5 minute in lung(expressed as percent injected dose per gram normalized to a 25 g mouse),A,In vivo,,Mus musculus,10090.0,,,,
11344,8829,Biodistribution in Rat blood after 24 hours of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11345,8829,Biodistribution in Rat blood after 24 hours of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11346,8829,Biodistribution in Rat blood after 30 minutes of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11347,8829,Biodistribution in Rat blood after 30 minutes of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11348,8829,Biodistribution in Rat blood after 5 minutes of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11349,8829,Biodistribution in Rat blood after 5 minutes of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Blood,,
11350,8829,Biodistribution in Rat heart after 24 hours of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
11351,8829,Biodistribution in Rat heart after 24 hours of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
11352,8829,Biodistribution in Rat heart after 30 minutes of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
11353,8829,Biodistribution in Rat heart after 30 minutes of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
11354,8829,Biodistribution in Rat heart after 5 minutes of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
11355,8829,Biodistribution in Rat heart after 5 minutes of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
11356,8829,Biodistribution in Rat liver after 24 hours of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Liver,,
11357,8829,Biodistribution in Rat liver after 24 hours of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Liver,,
11358,8829,Biodistribution in Rat liver after 30 minutes of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Liver,,
11359,8829,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Liver,,
11360,8829,Biodistribution in Rat liver after 30 minutes of iv administration,A,In vivo,,Rattus norvegicus,10116.0,,Liver,,
11361,13249,Maximum plasma concentration in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11362,13622,Cmax in cynomolgus monkey (PO dose),A,In vivo,,Macaca fascicularis,9541.0,,,,
11363,13622,Cmax in rat (PO dose),A,In vivo,,Rattus norvegicus,10116.0,,,,
11364,13622,Cmax in rat (PO dose),A,In vivo,,Rattus norvegicus,10116.0,,,,
11365,13494,Maximum plasma concentration in rats after an oral dose of 5 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11366,12170,Cmax in rat plasma after oral dose (10 mg/kg),A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11367,12170,Cmax in plasma after oral dose (10 mg/kg),A,In vivo,,,,,Plasma,,
11368,17025,Maximum plasma concentration of compound was determined in dog at 25 mg/kg orally,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11369,17025,Maximum plasma concentration of compound was determined in monkey at 25 mg/kg orally,A,In vivo,,Simiiformes,314293.0,,Plasma,,
11370,17025,Maximum plasma concentration of compound was determined in rabbit at 25 mg/kg orally,A,In vivo,,Oryctolagus cuniculus,9986.0,,Plasma,,
11371,17025,Maximum plasma concentration of compound was determined in rat at 25 mg/kg orally,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11372,14187,Maximum plasma concentration after p.o. (10 mpk) administration in rats.,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11373,14816,Maximum plasma concentration (Cmax) after p.o. administration of 200 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,,Plasma,,
11374,17820,Maximum plasma concentration after oral dosing in rat,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11375,14380,Maximum plasma concentration evaluated in 100% PEG solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11376,14380,Maximum plasma concentration evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11377,14691,Maximum plasma concentration in dogs at 0.5 mg/kg dose upon oral administration,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11378,14691,Maximum plasma concentration in dogs at 1 mg/kg dose upon oral administration,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11379,13375,Maximum plasma concentration in rat upon oral administration of 40 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11380,6236,Maximum plasma concentration was determined,A,In vivo,,,,,Plasma,,
11381,14380,Maximum plasma concentration was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11382,14380,Maximum plasma concentration was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11383,14380,Maximum plasma concentration was evaluated in 10% of PEG suspension at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11384,14380,Maximum plasma concentration was evaluated in 100% of PEG solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11385,14380,Maximum plasma concentration was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11386,14380,Maximum plasma concentration was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11387,14380,Maximum plasma concentration was evaluated in Hp-beta-CD solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11388,14380,Maximum plasma concentration was evaluated in saline solution at a dose of 20 mg/kg orally,A,In vivo,,,,,Plasma,,
11389,13622,Plasma Cmax in rat (PO dose),A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11390,15372,Maximum serum concentration after po dose of 5.22 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11391,15372,Maximum serum concentration after po dose of 5.46 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11392,15372,Maximum serum concentration was determined for the compound after po dose of 5.01 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11393,15372,Maximum serum concentration was determined for the compound after po dose of 5.03 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
11394,14925,Maximum plasma concentration (Cmax) was determined in dogs fed after oral administration of 25 mg/kg of the compound.,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11395,14925,Maximum plasma concentration (Cmax) was determined in fasted dogs after oral administration of 25 mg/kg of the compound.,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11396,11883,Maximum concentration of the drug at 1 uM/dg administered intravenously,A,In vivo,,,,,,,
11397,11883,Maximum concentration of the drug at 20 uM/dg administered perorally,A,In vivo,,,,,,,
11398,13391,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg,A,In vivo,,,,,,,
11399,13391,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg; b = No compound detectable in blood above the detection limit of 0.1 uM,A,In vivo,,,,,Blood,,
11400,13391,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg; b denotes No compound detectable in blood above the detection limit of 0.1 uM,A,In vivo,,,,,Blood,,
11401,13391,Oral Bioavailability was measured as Maximal observed concentration (Cmax) value at dose 125 mg/kg;b = No compound detectable in blood above the detection limit of 0.1 uM,A,In vivo,,,,,Blood,,
11402,16360,Oral absorption expressed as peak plasma conc (Cmax) after oral dosing of 50 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11403,3673,Cmax in dog plasma after 1mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11404,14431,Bioavailability as maximal plasma concentration in dogs after 2.5 mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
11405,14431,Bioavailability as maximal plasma concentration in rats after 10 mg/kg oral dose,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11406,14964,Oral maximum concentration in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11407,14964,Oral maximum concentration in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
11408,14209,Oral plasma concentration in mice at 100 mg/kg dosage within 4-hr time frame.,A,In vivo,,Mus musculus,10090.0,,Plasma,,
11409,11355,Peak concentration in blood after intravenous administration to mice,A,In vivo,,Mus musculus,10090.0,,Blood,,
11410,11355,Peak concentration in blood after peroral administration to mice,A,In vivo,,Mus musculus,10090.0,,Blood,,
11411,11966,Peak concentration in rat plasma was determined,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11412,8918,Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of monkey after oral administration of 0.05 mmol/kg,A,In vivo,,Simiiformes,314293.0,,Plasma,,
11413,8918,Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of mouse after oral administration of 0.05 mmol/kg,A,In vivo,,Mus musculus,10090.0,,Plasma,,
11414,8918,Peak plasma concentration expresses the ability of compound for the release of L-Dopa in the plasma of rat after oral administration of 0.05 mmol/kg,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
11415,8684,"Distribution in rat heart 4 hr after intravenous administration, injected dose/gm",A,,,Rattus norvegicus,10116.0,,,,
