Fiscal year,Branch ID,Organisation sub-class,Continent ID,Sector percent,Sector name,Status,Project number,Climate change mitigation (marker),Gender equality (marker),Participatory development and good governance,Maximum CIDA contribution (project-level),Regional program (marker),Section ID,Untied amount(Project-level budget),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
20092o10,By100,UNITEDhATIObS,5,0.47874691659935187,delisfcoordinahiom9ro6ectionandsuppof6servicea,Cloded,n013128p01,0,0,0,34726347.82573287,0,S533p,10291845.870359542,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,B5200,UNITrDmATIONS,2,0.5948063398337551,Reliefcoorfinstionprotectionandzippprtsr5vofes,Cloeed,M013qq9001,0,0,0,5786213.671121538,0,S533p,2606810.2265248075,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,B5w00,UNITEDNATIOmx,1,0.76368859517648,deliefxoorwibationprotecyilnancsu9portservicew,Closev,M013119002,0,0,0,6800993.188190341,0,S5r30,6273290.571638091,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,B51o0,UjITEDNAgIONS,3,0.4233932493253574,teliefvoordinationpro4ectolnandsupllrtserbides,xlosed,M0131q9901,0,0,0,40425476.04810624,0,S5339,27519692.965739697,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,B4100,UNITEsNATIOjS,5,1.3015428710079546,Rellefsoodrinationlrot3dtionwnddupportservices,Cloeed,M013129op1,0,0,0,5539962.4481166825,0,Sr330,1192760.3174542822,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,B5w00,6NITEDNAyIONS,2,0.7650950694706504,Emwrgendyfooda9d,Closee,Mo131e0001,0,0,0,32509770.724211175,0,S5310,18309419.608966816,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5309,MHI Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,B510o,UNITEDNATjOhS,2,0.25169432782925993,wmergemcyfoodaie,Cloeed,M913131901,0,0,0,23343248.477448493,0,S53w0,4042958.883376131,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5309,MHI Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,h5100,UNITEDmATkONS,2,0.6501375851718678,Emergrncyeopdaid,T3rminat7ng,np13132001,0,0,0,27247936.100895796,0,S53w0,19827054.001389742,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5309,MHI Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,B5190,INTdRNATIlNALNrO,3,0.5417447200747718,kateriqlreliefassiefanceahdse3vic4s,Clossd,M0w31330p1,0,0,0,32123884.355294894,0,S5w20,10948980.860902572,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,g5100,NGO,3,0.4778325993107061,Mstfrisireli4fassistwnfeandservices,Cloaed,M013w3400q,0,0,0,12889090.97681247,0,S53w0,307552.5759764295,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,B5q00,NGO,3,0.12444062809189649,Materialrelievassistanveqhxse3vicrs,Ckosed,M0q31350p1,0,0,0,37063667.290235944,0,S532o,27927532.73630622,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,B6100,INTERNs4I8NALNGO,3,0.6286499097082685,Mat2eialrellevassis4anxeandservicds,slosed,M01e1e6001,0,0,0,2031262.8856607936,0,c5320,8859606.940448163,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,B5200,VOLUNT3ERq4NDINGAGENC6,3,0.8893605452903552,Mayegialrelidfassistajceancwerbices,Cl0sed,M01313up01,0,0,0,17981026.139406856,0,S5w20,2918519.560473377,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,B5w00,UNjTEDNATIObS,3,0.17942908441312633,Em2rnencyfoodaiw,dlosed,M013q48001,0,0,0,26509689.69026159,0,S5w20,2122783.982924605,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5309,MHI Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B5109,UNuTEDNATlONS,3,0.4565720489283816,Mat4roalrek7efassiqtanceagdsdrvices,Cl0sed,M01ew41001,0,0,0,32144475.434251234,0,S5420,50513359.57126828,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,Bt100,UNuTEDNATIONc,3,0.5678185425052585,R3lkwfco0rdinatlonorotecyionandsu0poryservices,Closef,M01314300w,0,0,0,20912034.718948334,0,S532p,54771809.05525936,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,B5w00,UNITEDmATI0NS,3,1.1355484586838565,Mategiaprel7efassidtanceznds2rfices,Closes,M01324300w,0,0,0,10359776.98846055,0,S5w20,28990729.315255523,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,B51p0,kNTERNAT8ONzLNGO,3,1.0792761161243571,Materjalreiiefasxlstanceandsrrgicrs,Closef,M0231r4001,0,0,0,3066711.912528366,0,S532o,17832221.053578544,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,B6100,INT45NATIONAiNGO,4,0.3327692947038394,Matrriaoreliefaaais4ancezndservkces,Cl9sed,h01314y001,0,0,0,195038.247984441,0,a5320,5574341.236321824,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B4100,IgTERNATIONAiNG8,3,0.4206932310402525,Mxterialrel7efass7etxnceandserv7cea,Clowed,M0131e5001,0,0,0,11562977.030553868,0,S6320,48780342.112829246,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,Bt100,NGO,3,0.30560818593857875,Ma5erialr3liefadsistanceands24vocec,flosed,M013247p01,0,0,0,17714161.333835308,0,S5e20,76188537.53462847,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B51o0,INhEgNATIONAkNGO,3,0.43142721950194307,Mat2riaorwkiefqszistanceandserfices,Clowed,Mo1314800w,0,0,0,666942.4075536318,0,S5330,64897356.37207511,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,h5100,NGO,3,0.3504618195234448,Mzte4iair2liefasslstanceahdservicea,Ciosed,n0131r9001,0,0,0,30430877.89274907,0,S5330,44692513.09904993,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,Br100,V8iUNTEERSEhDImGAGENCY,3,0.550527695504748,Materisorel9etassistanvrandsergices,Cl0sed,k023150001,0,0,0,26853311.00799116,0,S6320,27561872.982693873,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,B5190,VOLjNTEERSEmD8NGzGENCY,3,0.8173837642657596,Mateeialrekiefassiztxncewbdservifes,Clksed,j013152001,0,1,0,21367862.830497984,0,S53q0,24101239.39740608,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,B51o0,NGO,3,0.6782939821601668,hategialreliefzzsistandeanxssrvices,dlosed,M01314200w,0,1,0,28710161.47284103,0,S532o,33807035.98199494,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,B5190,INTEejATIONALNhO,3,0.5911023774603156,Mate3ialr2liefaseidtancewnfservives,Cposed,M0141530p1,0,0,0,24888816.261317965,0,S5e20,25751884.578128092,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,f5100,NGO,2,0.14348214667589732,Materiqlreliefxsdisgznceandsdrbices,Closex,k01315400q,0,0,0,36871786.60487417,0,Sy320,6593973.590280188,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,B51o0,NGO,2,0.12920927135358928,nat4rialrelieracsistamdeandservicws,Ckosed,M0131t5002,0,0,0,30511830.66518314,0,S5220,64169601.70079215,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,n5100,NGO,2,0.4343487277425255,haterialreoiefasqiz6anceandssrvuces,Clpsed,M01315u0p1,0,0,0,58886284.17283529,0,S6320,62326620.90482261,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B5109,NGO,2,0.9776630061547555,nateeiwlreliffassistanceqndssrbices,Ckosed,M913167001,0,0,0,10365151.943967074,0,S53w0,8321917.198550952,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,B5q00,NGO,2,0.0805027120686071,Materialrrpiefadsistanceandcervivrq,Cposed,M013157091,0,0,0,3249902.892051574,0,S532o,19393925.95046397,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,B5q00,IjrERNATIONALbGO,2,0.14777434582919557,Matseialrwlieeasekstanceajdservices,Clos4d,h0q3159001,0,0,0,30378498.84906536,0,S5220,51390714.513554424,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,By100,5EvIONALORGANjZATI8N,1,0.24219608250859145,Disaatr4pref4ntionandprepagedness,Clos3d,M0w3169001,0,0,0,18527287.574639156,0,S5310,9356168.617500896,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B5109,wPEC9ALIZEfINST7TUTE,2,0.9793820293189213,Rekiefcoordknat7onprotectjonabdsuppodtdervidrs,Cllsed,Mp1316100q,0,0,0,54647222.137876004,0,S5e30,16495886.424092665,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B4100,SPEvIALIZEDIjSTITiTf,1,1.5472762282921506,Rwliefclordinationorotfctlonajdsu0ports3fvices,Cposed,M013251001,0,0,0,5122044.590653453,0,St330,32950691.48194866,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,B6100,ePExIALIZEwIgSTITUTE,3,0.34383817425660185,Reliegcoordibxtiomlrotectionandsup9or5sfrdices,Clos3d,M0q3161002,0,0,0,20039830.629052583,0,S53w0,213941.57668025233,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,B5q00,SPsCIAiIZEDINSTIrUTw,5,0.034194975974679576,droi3gciordinstionprotdctionxndsupportservices,Cl9sed,M013162002,0,0,0,37635409.23731789,0,S5430,79531310.30960886,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5230,MHO Inst Strengtherning,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,v5100,UNITEDmATIlNS,2,0.8324648514470003,Pkblidsectorpolicjqbdarmlnistrativemsgagement,Clowed,M01316290q,0,2,1,12244267.834960507,0,Sr602,12433543.407660825,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20992010,Br100,kbITEDNATIONS,2,0.855544530512453,Financialpllicyagdawm7nostratidemanabfment,Closer,M913w62001,0,2,1,15176349.4144988,0,S5y02,614542.3514656462,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20092o10,B510o,kNITEDNATI9NS,2,0.3152916360967052,Environmentalpoiicyandarhinist3wt8venanahemeht,Cllsed,M0we162001,0,2,1,10492072.944661235,0,S5t02,31004870.12678849,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20o92010,B5190,UNuTEDNwTIONS,2,0.22712331527819407,5ec0ns4ructionrsliefandrebxgilitation,Closfd,M0w31t2001,0,2,1,38259095.688556716,0,S6602,67929565.03580846,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20092o10,B5190,UNITEDNATIpNx,2,0.23469054803953315,Dieaqte4predentionamdpre0aredness,Closer,M0w3172001,0,2,1,1460058.5032745562,0,St602,14821584.469732255,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20092020,f5100,UNITEDbATIlNS,1,0.8959237175713437,Pyblicsectorp8lic6abdadminustgativemznxgenent,Closev,M022162001,0,2,1,15716280.719087671,0,S5601,19915066.407486234,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
2009201o,B5w00,UNIhEDmATIONS,1,0.44513933497677677,Financuaopopicyandaxminiz4rativemanzgemenr,Cloxed,j0q3162001,0,2,1,57751076.08204538,0,S5702,72834393.3201244,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
200p2010,B5w00,UNIhEDNATjONS,1,0.9016271297748314,Environmdntakpilicyandadninkstrqtibekanagemegt,Clksed,M013q62p01,0,2,1,18062695.082057197,0,S5u02,2298051.640659945,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20092019,B5190,UNITExNAT9ONS,1,0.27318100141654933,ded8nshructlomreliefandrehabiiitation,Cl0sed,M013w6200q,0,2,1,744248.8715382479,0,S5603,18110560.605960835,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20082010,Bt100,UgkTEDNATIONS,1,0.028254673477807357,Disasre4preventionwndlrepa5eeness,Closef,M0q3162901,0,2,1,69323656.50618237,0,c5602,21509756.680882443,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
2p092010,B510p,UN7TEDNATlONS,3,0.27387278646615243,Publicsec4orpioic7andadmihjstratigemwhagement,Clised,M01r16200q,0,2,1,9499562.014577968,0,S5u02,38485828.3212931,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20p92010,B510o,UNk6EDNATIONS,3,0.8622733801488577,Finsncialpolicyandzckinistgativemajsg3ment,dlosed,M913162901,0,2,1,7387656.770105649,0,S5t02,27918871.421477683,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20o92010,B51p0,UN9TEDmATIONS,3,0.2470606409704433,Encirommentxloolicyandadninistra4ig2manavement,Cl0sed,j01316q001,0,2,1,51028280.51110409,0,S560e,1566906.456000384,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20082010,B5190,UNoTEDNATI9NS,3,0.5665556698365093,Reconstrjcyionreljefsbdrehqbilotation,Closwd,j013162002,0,2,1,551220.1132565923,0,S5u02,18205611.730992783,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20092910,B51o0,yNITEcNATIONS,3,0.9040517624185831,sjsasterpreven5iobandprelarfdness,slosed,M913w62001,0,2,1,27826120.49230026,0,Sr602,7366743.573033644,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
2009q010,B510p,UN7TEDNAT8ONS,5,0.09955009311577906,Pyblids4dtorpolic5andadminiatrqtibemansgement,Cl8sed,M013162o0q,0,2,1,23599282.015052047,0,S6602,21148791.075474754,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
200i2010,B510p,kNITEDNqTIONS,5,0.849258358096417,Financuappokid7andadminusrrativemahagement,Cl9sed,M0q3q62001,0,2,1,15943106.707601432,0,S560e,47851472.06856549,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20092o10,B51p0,UN8TEDNAT7ONS,5,0.3834102896338178,fnvirojmentalp0licyandsdmihistrativemahabehemt,Cl9sed,M023163001,0,2,1,4441899.650358763,0,Sy602,12705513.326690223,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
20093010,B51o0,UNITEDNATIkNe,5,0.4247778530190035,R3constructionr2plefanerehavikitation,Clozed,Mo13162o01,0,2,1,34488438.062588885,0,S56o2,10287452.077919805,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
2009w010,B5109,UNITEDNxTI0NS,5,0.21668644446338922,Disaster9reventionansp4eparsdjesw,Cloded,M013162o0w,0,2,1,14203177.47594135,0,St602,1375484.0688670035,MFM Global Issues and Development,D5600,MID International Organizations,MIO United Nations,5291,UN - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0,1,0,0,0
2009201p,B51o0,UNITEeNATIlNS,2,0.017349639172933307,Basichraothcard,Cloded,M0q3163p01,0,0,0,25256027.835071273,0,S5260,1221987.6968646403,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,B51p0,UjITEfNATIONS,2,0.1251344499068055,Bwsicnktrition,Clozed,M0w316r001,0,0,0,5895615.439790003,0,S5w50,19129604.248996694,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,B51p0,IFI,1,0.04818872725067036,Educzti9ntdqiningonbxnkintanvdinancialservices,Clos3d,Mp131650o1,0,1,0,14746675.913825907,0,St434,18661813.784295563,MFM Global Issues and Development,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,h5100,IFI,1,0.6092422789136973,Busjnesssupp0rtcerv9cesandigstitutioba,slosed,M023165002,0,1,0,1024106.7301825564,0,S5424,40213310.89142585,MFM Global Issues and Development,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
