assay_id,curated_by,assay_subcellular_fraction,assay_tissue,tissue_id,description,tid,assay_organism,doc_id,bao_format,assay_strain,assay_type,assay_test_type,assay_category,assay_tax_id,assay_cell_type,relationship_type
5492,Autocuration,,,,Compound was evaluated for oral bioavailability in rats,22224,Cercopithecidae,17791,BAO_0000218,,A,,,9527.0,,U
5493,Autocuration,,Plasma,1969.0,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,22224,Cercopithecidae,17667,BAO_0000218,,A,In vivo,,9527.0,,U
5494,Autocuration,,,,Half life period was evaluated in monkey,22224,Cercopithecidae,17791,BAO_0000019,,A,,,9527.0,,U
5495,Autocuration,,,,Half-life in rhesus monkeys by intravenous administration of dose,22224,Cercopithecidae,110,BAO_0000218,,A,In vivo,,9527.0,,U
5496,Intermediate,,Plasma,1969.0,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,50594,Mus musculus,5781,BAO_0000218,,A,,,10090.0,,N
5497,Intermediate,,Plasma,1969.0,AUC after intraperitoneal administration of 100 mg/kg in mice,50594,Mus musculus,17734,BAO_0000218,,A,,,10090.0,,N
5498,Intermediate,,Plasma,1969.0,AUC value was determined after oral administration,50594,Mus musculus,17718,BAO_0000218,,A,,,10090.0,,N
5499,Intermediate,,,,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,50594,Mus musculus,4573,BAO_0000218,,A,,,10090.0,,N
5500,Intermediate,,,,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),50594,Mus musculus,3277,BAO_0000218,,A,,,10090.0,,N
5501,Intermediate,,,,Area under curve by ioral administration in mouse,50594,Mus musculus,2862,BAO_0000218,,A,,,10090.0,,N
5502,Intermediate,,,,Area under curve by iv administration in mouse,50594,Mus musculus,2862,BAO_0000218,,A,,,10090.0,,N
5503,Intermediate,,,,Area under curve at 0-8 hr in IRC mice after peroral administration,50594,Mus musculus,5951,BAO_0000218,,A,,,10090.0,,N
5504,Intermediate,,,,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,50594,Mus musculus,17729,BAO_0000218,,A,,,10090.0,,N
5505,Intermediate,,,,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,50594,Mus musculus,17728,BAO_0000218,,A,,,10090.0,,N
5506,Intermediate,,,,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,50594,Mus musculus,17728,BAO_0000218,,A,,,10090.0,,N
5507,Intermediate,,,,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,50594,Mus musculus,17729,BAO_0000218,,A,,,10090.0,,N
5508,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5509,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5510,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5511,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5512,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5513,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5514,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5515,Intermediate,,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5516,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5517,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5518,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5519,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5520,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5521,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5522,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5523,Intermediate,,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5524,Expert,,,,In vitro inhibition of human 8226 myeloma tumor cell line growth.,80433,Homo sapiens,9424,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5525,Intermediate,,,,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,80433,Homo sapiens,11544,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5526,Intermediate,,,,Cytotoxicity of compound against 8226/DOX1V cells,80433,Homo sapiens,17378,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5527,Intermediate,,,,Cytotoxicity of compound against 8226/S cells,80433,Homo sapiens,17378,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5528,Intermediate,,,,Inhibitory concentration against 8226 myeloma cancer cell line,80433,Homo sapiens,17079,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5529,Intermediate,,,,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,80433,Homo sapiens,17079,BAO_0000219,,F,,,9606.0,RPMI-8226,N
5530,Intermediate,,,,Inhibition of cell growth was studied in human teratocarcinoma (833K).,80647,Homo sapiens,13466,BAO_0000219,,F,,,9606.0,833K,N
5531,Intermediate,,,,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',80647,Homo sapiens,13466,BAO_0000219,,F,,,9606.0,833K,N
5532,Expert,,,,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,80647,Homo sapiens,2392,BAO_0000219,,F,,,9606.0,833K,N
5533,Intermediate,,,,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,80647,Homo sapiens,2392,BAO_0000219,,F,,,9606.0,833K,N
5534,Autocuration,,,,Inhibitory activity against caspase-1,22226,,6608,BAO_0000019,,B,,,,,U
5535,Autocuration,,,,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,45,Enterococcus faecalis,10199,BAO_0000357,,B,,,1351.0,,H
5536,Intermediate,,,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,80648,Homo sapiens,17749,BAO_0000219,,F,,,9606.0,8701-BC,N
5537,Intermediate,,,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,80648,Homo sapiens,17749,BAO_0000219,,F,,,9606.0,8701-BC,N
5538,Intermediate,,,,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,22226,,1229,BAO_0000019,,F,,,,,U
5539,Intermediate,,,,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,22226,,1229,BAO_0000019,,F,,,,,U
5540,Intermediate,,,,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,22226,,1229,BAO_0000019,,F,,,,,U
5541,Autocuration,,,,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,22226,,6390,BAO_0000019,,B,,,,,U
5542,Autocuration,,,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,22226,Streptococcus pyogenes,16219,BAO_0000019,,F,,,1314.0,,U
5543,Autocuration,,,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,22226,Streptococcus pyogenes,16219,BAO_0000019,,F,,,1314.0,,U
5544,Autocuration,,,,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,11922,,17043,BAO_0000357,,B,,,,,H
5545,Intermediate,,,,Tested for in vitro cytotoxic potency of compound in 9KB assay,81115,Homo sapiens,6929,BAO_0000219,,F,,,9606.0,KB ,N
5546,Intermediate,,,,Tested for in vitro cytotoxic potency of compound in 9KB assay,81115,Homo sapiens,6929,BAO_0000219,,A,,,9606.0,KB ,N
5547,Autocuration,,,,In vitro cytotoxicity of compound was tested against 9KB cells.,22226,Homo sapiens,7083,BAO_0000219,,F,,,9606.0,,U
5548,Intermediate,,,,Cytotoxic concentration against 9L cells was determined on day 3,80653,Rattus norvegicus,12446,BAO_0000219,,F,,,10116.0,9L,N
5549,Expert,,,,Tested in vitro for anticancer activity against 9L cells,80653,Rattus norvegicus,15345,BAO_0000219,,F,,,10116.0,9L,N
5550,Expert,,,,Tested in vitro for anticancer activity against 9L cells; Not determined,80653,Rattus norvegicus,15345,BAO_0000219,,F,,,10116.0,9L,N
5551,Intermediate,,,,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,80682,Homo sapiens,6301,BAO_0000219,,F,,,9606.0,A549,N
5552,Intermediate,,,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,80682,Homo sapiens,4833,BAO_0000219,,F,,,9606.0,A549,N
5553,Intermediate,,,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,80682,Homo sapiens,4833,BAO_0000219,,F,,,9606.0,A549,N
5554,Intermediate,,,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,80682,Homo sapiens,4833,BAO_0000219,,F,,,9606.0,A549,N
5555,Expert,,,,Cytotoxicity against human lung carcinoma A549 cell line,80682,Homo sapiens,13330,BAO_0000219,,F,,,9606.0,A549,N
5556,Expert,,,,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,25,Homo sapiens,17517,BAO_0000219,,F,,,9606.0,A549,D
5557,Expert,,,,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",25,Homo sapiens,17517,BAO_0000219,,F,,,9606.0,A549,D
5558,Intermediate,,,,"In vitro growth inhibition of A549, lung carcinoma",80682,Homo sapiens,14425,BAO_0000219,,F,,,9606.0,A549,N
5559,Intermediate,,,,"In vitro growth inhibition of A549, lung carcinoma.",80682,Homo sapiens,14425,BAO_0000219,,F,,,9606.0,A549,N
5560,Expert,,,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,80682,Homo sapiens,5228,BAO_0000219,,F,,,9606.0,A549,N
5561,Intermediate,,,,Cytotoxic activity against human lung cancer A549 cell line was determined,80682,Homo sapiens,5351,BAO_0000219,,F,,,9606.0,A549,N
5562,Expert,,,,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,80682,Homo sapiens,12198,BAO_0000219,,F,,,9606.0,A549,N
5563,Intermediate,,,,Cytotoxicity concentration against human lung carcinoma A-549 cell line,80682,Homo sapiens,13891,BAO_0000219,,F,,,9606.0,A549,N
5564,Expert,,,,Cytotoxicity in A549 (human carcinoma) cell line.,80682,Homo sapiens,5677,BAO_0000219,,F,,,9606.0,A549,N
5565,Intermediate,,,,Cytotoxicity on lung carcinoma (A-549) cell line,80682,Homo sapiens,13788,BAO_0000219,,F,,,9606.0,A549,N
5566,Expert,,,,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,80682,Homo sapiens,13384,BAO_0000219,,F,,,9606.0,A549,N
5567,Intermediate,,,,Effective dose of compound against replication of A549 cell line was evaluated,80682,Homo sapiens,6726,BAO_0000219,,F,,,9606.0,A549,N
5568,Expert,,,,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,80682,Homo sapiens,3455,BAO_0000219,,F,,,9606.0,A549,N
5569,Intermediate,,,,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),80682,Homo sapiens,5726,BAO_0000219,,F,,,9606.0,A549,N
5570,Intermediate,,,,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,80682,Homo sapiens,5726,BAO_0000219,,F,,,9606.0,A549,N
5571,Intermediate,,,,The compound was evaluated for antiproliferative activity against A549 cell line,80682,Homo sapiens,3936,BAO_0000219,,F,,,9606.0,A549,N
5572,Intermediate,,,,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,80682,Homo sapiens,14991,BAO_0000219,,F,,,9606.0,A549,N
5573,Intermediate,,,,Concentration required for growth inhibition of human lung carcinoma cell line A549,80682,Homo sapiens,5243,BAO_0000219,,F,,,9606.0,A549,N
5574,Intermediate,,,,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,80682,Homo sapiens,12858,BAO_0000219,,F,,,9606.0,A549,N
5575,Intermediate,,,,Growth inhibition against A549 cell line was evaluated,80682,Homo sapiens,6776,BAO_0000219,,F,,,9606.0,A549,N
5576,Intermediate,,,,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,80682,Homo sapiens,16558,BAO_0000219,,F,,,9606.0,A549,N
5577,Expert,,,,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,80682,Homo sapiens,4583,BAO_0000219,,F,,,9606.0,A549,N
5578,Intermediate,,,,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,80682,Homo sapiens,13514,BAO_0000219,,F,,,9606.0,A549,N
5579,Expert,,,,Chemosensitivity against DT-diaphorase rich A549 cell lines,80682,Homo sapiens,15166,BAO_0000219,,F,,,9606.0,A549,N
5580,Intermediate,,,,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,80682,Homo sapiens,13873,BAO_0000219,,F,,,9606.0,A549,N
5581,Expert,,,,In vitro cytotoxicity against human A549 (lung cancer) cell line.,80682,Homo sapiens,6447,BAO_0000219,,F,,,9606.0,A549,N
5582,Intermediate,,,,In vitro antitumor activity against A549 (lung) human tumor cell lines.,80682,Homo sapiens,2068,BAO_0000219,,F,,,9606.0,A549,N
5583,Expert,,,,In vitro cytotoxic activity against human lung carcinoma A549 cell line,80682,Homo sapiens,1863,BAO_0000219,,F,,,9606.0,A549,N
5584,Intermediate,,,,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,80682,Homo sapiens,13873,BAO_0000219,,F,,,9606.0,A549,N
5585,Intermediate,,,,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,80682,Homo sapiens,13873,BAO_0000219,,F,,,9606.0,A549,N
5586,Expert,,,,Tested against A549 lung carcinoma in the sulforhodamine B assay.,80682,Homo sapiens,13873,BAO_0000219,,F,,,9606.0,A549,N
5587,Intermediate,,,,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),80682,Homo sapiens,579,BAO_0000219,,F,,,9606.0,A549,N
5588,Intermediate,,,,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,80682,Homo sapiens,579,BAO_0000219,,F,,,9606.0,A549,N
5589,Intermediate,,,,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,80682,Homo sapiens,4584,BAO_0000219,,F,,,9606.0,A549,N
5590,Expert,,,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,80682,Homo sapiens,5421,BAO_0000219,,F,,,9606.0,A549,N
5591,Intermediate,,,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,80682,Homo sapiens,5421,BAO_0000219,,F,,,9606.0,A549,N
5592,Intermediate,,,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,80682,Homo sapiens,5421,BAO_0000219,,F,,,9606.0,A549,N
5593,Intermediate,,,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,80682,Homo sapiens,5421,BAO_0000219,,F,,,9606.0,A549,N
5594,Intermediate,,,,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,80682,Homo sapiens,14188,BAO_0000219,,F,,,9606.0,A549,N
5595,Intermediate,,,,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,80682,Homo sapiens,14188,BAO_0000219,,F,,,9606.0,A549,N
5596,Intermediate,,,,Compound was tested for the growth inhibition of A549 lung tumor cell line,80682,Homo sapiens,15354,BAO_0000219,,F,,,9606.0,A549,N
