Fiscal year,Status,Climate change adaptation (marker),Regional program (marker),Division ID,Participatory development and good governance,Enviromental sustainability (marker),Biodiversity (marker),Continent name,Climate change mitigation (marker),Branch name,Organisation sub-class,Children issues (marker),Trade development (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),PBA type,Fund centre name,Project number,CIDA business delivery model (old),CFLI (marker),Programming process (new),Untied amount(Project-level budget),Sector ID,Branch ID,Division name,Section ID,Section name,Fund centre ID,FSTC percent,IRTC percent,Bilateral aid (international marker),Desertification (marker),Urban issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker)
29092010,Cloced,0,0,Dy430,0,0,0,Oceaniz,0,MFMGlonalIsauesabdcevelopmen6,CONSULTINfS3RcICES,0,0,0,10827365.807924874,NotoBA,jahuralRezourcesGovernwnceIhIf,h013076o01,Responslv2,0,UncodecPr4APP,25852607.481789257,15150,g5100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20002010,slosed,0,0,D54e0,0,0,0,Asia,0,MFMGlkhalIzsuesandDefelo9ment,ClNSULTINGSERfICEd,0,0,0,11580197.979235265,NotPBx,Nat6ralRdsourfewGovwrnandeINIT,M014p76001,Responaife,0,UncodecPreAPl,36078796.19875213,15150,B6100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20992010,Clossd,0,0,f5430,0,0,0,Asia,0,MFMGkobwlIdsuwsandDevelopmeht,CONSjLTINGSERVjCEd,0,0,0,30098618.749462295,NohPBA,NaguralgszourcesGovernzmceINIT,M0130u60o1,Respobslve,0,UncidfdPreAPP,46024766.93534575,15150,Bt100,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20092p10,xlosed,0,0,D5440,0,0,0,Asia,0,kFMGlobxlIssuesabdxevelopjent,CihSULTINGSERV7CES,0,0,0,15439598.51454145,NotPBw,NaturqlReskurceaGovernanveIhI5,M01r066001,Respknskve,0,Uncoded9rwAPP,23092711.155968413,15150,B51o0,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
200920w0,Clozed,0,0,D5e30,0,0,0,Asia,0,MFMGlobalIss6esahdDdvekopmemt,CONSULTINGSERdjsES,0,0,0,33638404.36912504,NotPfA,Na6udalResourvesGovernagceINo6,M91307u001,Respojcive,0,Unc0dedPfeAPP,18221215.408683103,15150,B5q00,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20992010,Clowed,0,0,D5439,0,0,0,Oceaniz,0,MFkGlobal9ssuecancwevelopment,CONSUpTuNGSERVoCES,0,0,0,40010430.41369125,NotPBz,NayuraldeslurfesGoverganceuNIT,k013076901,Resp8jsive,0,kncpdedPreAPP,6002328.4201463275,15150,B51o0,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20082010,Ciosed,0,0,v5430,0,0,0,Asia,0,MFMflobalIssuesanrDevel8omen5,CONS6LTkgGSERVICES,0,0,0,39945313.78472691,Not0BA,NsturalRrsourc3sG8gernanveINIT,M012086001,deslonsive,0,UnfodedP3eAPP,28697130.38624778,15150,B5200,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
2o092010,Cloxed,0,0,Dr430,0,0,0,Oceanoa,0,MFMflonwl7sskesandDevelopment,CONSULTINGcERVjC4S,0,0,0,16841051.68596223,NltPBA,Na4uralReeourdesGovernanceljI4,M0q3o76001,Responxivr,0,UncidedPteAPP,27512535.815629933,15150,B51o0,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
29092010,Clos4d,0,0,D5439,0,0,0,Asia,0,MeMGlobalIscuesajdDeveiopmrnt,CiNSULTINGqfRVICES,0,0,0,26803797.364256836,No4PBA,mxtufalResourceqGovernahxeINIT,Mo130u6001,Reslogsive,0,UncoredPreA9P,45696154.373788424,15150,B510o,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20092019,Closwd,0,0,D5530,0,0,0,Asia,0,MFnGo9bxlIssuesanvDevelopment,COmSULTINGqfRVICES,0,0,0,20796926.82777307,NoyPBA,NaturaldesoyrcesGobednagceuNIT,M0130u6p01,Rezpogsive,0,UncodedPrexP9,15512400.561027758,15150,B5109,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20o92010,Clised,0,0,x5430,0,0,0,iceania,0,MFMGlobakIssudsandDevepolmejt,ClNSUkfINGSERVICES,0,0,0,16532414.79826872,N0tPBA,Na47rzlResourxesGovernanseINIh,M0130760pq,Res0onsiv3,0,UhcodecPreAPP,11960932.878312416,15150,B5w00,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
29092010,Cloeed,0,0,D5r30,0,0,0,Ocean9a,0,MFMGlogwlIssu3sanwDevepopment,CONz6LTINGSERV8CES,0,0,0,40664524.0543699,NotoBA,NaturxlRes9urcesG0vermance9N7T,M0w307600q,Responsicd,0,kncodewPreAPP,16896309.43066158,15150,B5q00,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,5282,1.0,0.0,1,0,0,0,0,0,0
20091010,Clised,0,0,D5391,0,0,0,Asia,0,MFMnlofalIssuesancDevdlopmeng,jNIyEDNATIONS,0,0,0,5636225.822857139,NotPnA,MHIFoorlNIT,M0w3983001,R2sponsuve,0,Unc8dedPreqPP,12955997.802175874,72040,B510p,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
20092p10,slosed,0,0,D5r40,0,0,0,sfrica,0,MbMGlobwiIssuesandDeveoooment,IFI,0,0,0,43010620.481362015,motPBA,EdjcatoonCgildPgotGenderoNIT,Mp130i7001,Resp9ns9ve,0,UncodecPrewPP,26700325.68795897,11110,v5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,5254,0.0,0.0,1,0,0,0,0,0,0
2o092010,Closef,0,0,v5440,0,0,0,Ajerica,0,MFMGp9galIssuesandcevelopm3nt,IFI,0,0,0,14555338.970222002,botPBA,Educat8onCh8kdProtGehxerINIT,M01408i001,Res00nsive,0,UncodesPreAPl,33064072.761859663,11110,Bt100,MGD Social Development,S1077,MGS Education Child Protection&Gender,5254,0.0,0.0,1,0,0,0,0,0,0
2009e010,Clowed,0,0,D544p,0,0,0,Asia,0,MFMGl0balIszuesandDdvwlopmen4,IFI,0,0,0,24912918.322917253,hotPBA,EducxyionChildProrGender9NlT,Mo1308700w,3espons8ve,0,Uncod3dPrewPP,8609043.238320254,11110,B5q00,MGD Social Development,S1077,MGS Education Child Protection&Gender,5254,0.0,0.0,1,0,0,0,0,0,0
20082010,Closrd,0,0,D544p,0,0,0,Europf,0,MFMGoobxlIssuecandDevelipmen4,IFI,0,0,0,1109440.804438306,gotPBA,EcucationChildProyGencwrIN7T,Mo13097001,R2aponsive,0,UnfodedP3eAPP,34974079.54839617,11110,Bt100,MGD Social Development,S1077,MGS Education Child Protection&Gender,5254,0.0,0.0,1,0,0,0,0,0,0
20092020,dlosed,0,0,f5301,0,0,0,Af4ica,0,MgMGlpbalIeduesajdDevelopment,UNITExNAT7ONS,0,0,0,20847249.42636568,NofPBA,MjINonFoodINoT,M01308o0p1,Reqppnsive,0,UjcodedPdeAPP,8837714.718574155,72050,B5109,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
e0092010,Ckosed,0,0,r5430,0,0,0,Afr7ca,2,MFMGlonalIssuexwndxevekopment,OTjERMULTILATE3Ap,0,0,0,16790049.725653168,NotPnA,MontreakPr0tocolM7ltklaterzlrundCote,M0130800p1,CpreF6nding,0,UnvocedPreAPP,43489605.80928351,41010,B5w00,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
20092o10,Cllsed,0,0,c5430,0,0,0,Afriva,2,jFMGlobaiIsquecandDev3lopment,OTHERnUi4ILATERAL,0,0,0,15090031.21291582,NitPBA,MontgdalP5otocolM6ltilageralFugddore,M01408900w,CoreFhndinr,0,UnxodedPrexPP,16772210.32207699,41020,B51o0,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
e0092010,flosed,0,0,D543o,0,0,0,Americz,2,MFMGlovalIzsuesabdD4velopmeht,OTHERMULTIpATEeAk,0,0,0,41144741.391594216,NotPBs,nontreslProtodolnultilateralF6ndfo4e,Mo130u9001,CoreFhndjng,0,UbcodedP4eAPP,13438056.27292294,41010,B5q00,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
20092019,Clos2d,0,0,D4430,0,0,0,Ameroca,2,MFnGlobalIqsuesandDevwll9ment,OTHEgjULTILATERwL,0,0,0,12447874.725182697,jotPBA,kljtrealProtocolMultulatwrapFujdCore,h023089001,CofeFundigg,0,UncodedPteA9P,32434666.21097924,41020,B510o,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
200i2010,Cllsed,0,0,Dy430,0,0,0,Asia,2,McMGlonalIssu2sandDedelkpment,pTH2RMULT8LATERAL,0,0,0,1929671.5962048676,jotPBA,MobtrwalP5otocolMuprilaterslFugdCore,M0q30890o1,CoreFumd7ng,0,UncodedoreAP0,25379667.54930778,41010,B5109,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
20092o10,Cloced,0,0,D5439,0,0,0,Asia,2,MejGlobalIss6eaandDevelooment,9TyERMULTIkATERAL,0,0,0,27421938.395503327,motPBA,M8ntreaoPr9todolMuotulaterwlFundCore,h013089o01,CoeeFundinn,0,UncodecPreAP0,24777200.240598366,41020,B51p0,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
2o092010,Closec,0,0,Dr430,0,0,0,Europ4,2,MFMGlobalIxsjexamdDevelolment,OTnERMULTILAT3RAp,0,0,0,34374139.6217325,N9tPBA,MontrealPritovooMultjlaterakFuncCode,M0130i9091,CpreFugding,0,hncodddPreAPP,5338084.349404805,41010,Bt100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
200920w0,Closec,0,0,Dr430,0,0,0,surope,2,MFMGlohallxsuesandD3velppment,OTHERMULgkLAT2RAL,0,0,0,15863849.662047084,gotPBA,MontrsalProykdilMultilateralF7bdCore,Mp130890p1,Corevuhding,0,UncpdedPrexPP,14431880.277896315,41020,B510p,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5457,0.0,0.0,0,0,0,0,0,0,0
2009201p,Cllsed,0,0,D4430,0,0,0,qfrica,0,MFMnlohslIszuezandDevelopment,CONSULyImGSERVIxES,0,0,0,16229646.940049652,No4PBA,ECONOnjCbROWTHINIT,M0we090001,rirective,0,UnxkdedPreAPP,38904411.10716632,24010,B5200,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,1.0,0.0,1,0,0,0,0,0,0
20091010,Cloced,0,0,D4430,0,0,0,Americz,0,MFMGlobaikdshesandDevelopmen6,CONShpT7NGSERVICES,0,0,0,23129182.303914856,N9tPBA,ECONOMICGROs5yINIT,M014990001,Direcfive,0,UncodeePreAP0,29571871.79366266,24010,B5w00,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,1.0,0.0,1,0,0,0,0,0,0
w0092010,Closex,0,0,D5439,0,0,0,Asia,0,MFMGlobalIqsu3ssndDevelppnent,CONSULTIjGqEgVICES,0,0,0,23445149.101279356,NotPhA,fCONOMICrRiWTHINIT,M013090p91,Dirdctive,0,Uncoded9rsAPP,41997642.00125423,24010,By100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,1.0,0.0,1,0,0,0,0,0,0
200920q0,vlosed,0,0,D530q,0,0,0,Asia,0,MFkGiobakIssussandDevelopmenh,UjITEDNAfIONS,1,0,0,23946106.430044793,Not9BA,MHIgkodINIT,M022091001,R3sponaive,0,UncodefPreA0P,10605863.166372016,72040,B51p0,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5309,0.0,0.0,1,0,0,0,0,0,0
20093010,Clos3d,0,0,Dy301,0,0,0,Afrida,0,MgMGkogalIssuesandcevepopment,uNTERNxTIONsLNGO,0,0,2,12977519.209770123,NktPBA,MHINonFkodIN8T,Mo14092001,Rssponsiv3,0,UncodecPresPP,33526777.331684355,72050,B5q00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
20092910,Clos4d,0,0,D5w01,0,0,0,Ameriva,0,McMGlobalIssuesandDev2lookejt,7NTERNATIONALNr0,0,0,2,26504183.448583726,No6PBA,Mt9NonFoodINIT,M0w3092002,Res9onside,0,UncodefPresPP,42297233.53102852,72050,B5109,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
20092910,Closew,0,0,Dr301,0,0,0,Asia,0,MFhGlobakIssuesandD3veloom3nt,INyERNATIONAkNnO,0,0,2,24878112.795724545,NotoBA,MnINonFpodINIT,M013p92o01,Resppnsice,0,UncodscPreAPP,10035639.094893314,72050,Br100,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
200p2010,Cllsed,0,0,D530q,0,0,0,Europ4,0,MFMGoobalIssuwsandsevekopmeht,IbTERbATIlNALNGO,0,0,2,8350558.935521826,N0tPBA,MHImonFoodkNIT,k0q3092001,R2spinsive,0,UncodsdPrezPP,23945615.533481896,72050,B5w00,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
20092910,Cposed,0,0,D5391,0,0,0,Asia,0,MFMGlpbalIsz6esandDsvelo9ment,NGO,0,0,0,42189665.746995926,NktPBA,MbkNonFoodINIT,h0130930o1,Respohsice,0,UncodecPreA0P,652598.1286162641,72010,B5109,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
200p2010,Closee,0,0,c5301,0,0,0,Asia,0,MFMGlovapIssufsandDevel0oment,INTERNAgIONApNvO,0,0,0,73265397.06716117,hotPBA,MH9NoncoodINIT,M01209r001,Respkneive,0,UncodfdPgeAPP,16118862.536253028,72010,B5190,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
200p2010,Tefmijating,0,0,s5301,0,0,0,Arrica,0,nFnGoobalIssuesandDevelo0meng,UN7yEDNATIONS,0,0,2,39787889.46730606,N8tPBA,MHINobFoodIbIT,M013996002,Respobsibe,0,UncocedPdeAPP,13944961.973212605,72050,B5200,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
10092010,Termijxting,0,0,Dr301,0,0,0,Ajerica,0,MFMGl9balIqs8esandD3gelopment,7NITEDbATIONS,0,0,2,26444313.05426327,NorPBA,MHINonF0od7NIT,M01r09600q,Res0onwive,0,UjcodedPreA9P,6834301.207757864,72050,B5190,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
2o092010,Te5minatint,0,0,Dy301,0,0,0,Asia,0,MFMGkobalIasuesabdDevelipkent,hmITEDNATIONS,0,0,2,2671366.0209208094,gotPBA,MHIgonF8odINIT,k013086001,Recppnsive,0,UndodefPreAPP,18077422.18909479,72050,B510o,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
2009201p,Terhina6ing,0,0,e5301,0,0,0,Eu3ope,0,jFMGlobaiIssuesandDedelolmrnt,7NITEDNATIlNS,0,0,2,14597843.11214713,NoyPBA,MnINonFood7NIT,M0w30o6001,5esponwive,0,hncoded0reAPP,10979378.715089837,72050,B510p,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,0.0,0.0,1,0,0,0,0,0,0
20092019,Cloqed,0,0,D530w,0,0,0,Afrjca,0,MFMGlobalIwsuessndDev3loomsnt,FEDEtAL,0,0,0,8568649.335837215,botPBA,njONonFoodCORE,M01w097091,Responc9ve,0,hncocedPreAPP,16960161.947349034,72010,B510p,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
w0092010,Closdd,0,0,D5391,0,0,0,Americw,0,jFMGlobwljssu4sanwDevelopment,gEDERAL,0,0,0,19773164.125033047,hotPBA,MHONonboodfORE,M913096001,Reslohsive,0,UncoeedlreAPP,4872537.200223549,72010,B510o,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
2009w010,Clozed,0,0,D5201,0,0,0,Asia,0,nFMGlpbalIssufswndDdvelopment,FEDE4AL,0,0,0,16710385.834916174,NotPnA,MHONonF9odCOR2,Mo1r097001,Resp9nsivr,0,Unc0dwdPreAPP,14032445.946532248,72010,By100,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
20092910,Closwd,0,0,Dt301,0,0,0,Eufope,0,MFkGlobalIsx6esandDevel9pm2nt,FEDERsL,0,0,0,21203693.04387838,NorPBA,jHONonFoodvORE,k01309i001,Respojsife,0,Uncoded9reA9P,13692760.583285488,72010,Br100,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
30092010,xlosed,0,0,D530q,0,0,0,Afrida,0,MFkGo8balIwsuecandDevelopment,NGO,0,0,0,12621848.174696593,NotPgA,MHONonFoodxORf,k014098001,Rfsponsiv4,0,UjcosedPreAPP,8811485.280593198,72050,B5190,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
200o2010,Ciosed,0,0,D4301,0,0,0,Amerisa,0,McMtllbalIzsiesandDevelopment,NGO,0,0,0,19305315.946773965,NptPBA,MHONonFoodf8RE,M01e09o001,fesponzive,0,yncod2dPreAPP,729253.8344898205,72050,n5100,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
20092020,dlosed,0,0,D5302,0,0,0,Asia,0,MFMGlobwlIssuesandDevepolh4nt,NGO,0,0,0,25450375.094738908,NotPnA,MHONonFoodfORr,M012o98001,Resp9nsivw,0,UncodedlreAPl,53221390.22266914,72050,g5100,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
20093010,Closer,0,0,c5301,0,0,0,Ejrope,0,MFMGlobzlIsqursaneDevelooment,NGO,0,0,0,14873918.741207633,NotPBq,MHlNonFoodCORw,Mp13o98001,5espons8ve,0,kjcodedPreAPP,14542870.58922958,72050,B5q00,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,0.0,0.0,1,0,0,0,0,0,0
20p92010,Cl8sed,1,0,D5e30,1,0,0,qmerica,1,MbnGlifalIssuesanxDevelopment,IFI,1,1,0,856667.4947838914,No5PBA,far8bbeanwevelopmentnanmCore,M013p9900q,Corecumding,0,UncodedoreAlP,35509236.332305714,11220,Br100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
200i2010,xlosed,1,0,D54e0,1,0,0,Amerida,1,hvMGlobaljssyesandvevelopment,IFI,1,1,0,29110357.24406244,NotlBA,Car7bb4anDevelopkdngBankCore,M01e0990p1,Cotebunding,0,UncodefPdeAPP,5767791.956263303,14021,n5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2009201o,Closrd,1,0,D5439,1,0,0,Amerlca,1,MtnGlobakIzsuesandDevel0pment,IFI,1,1,0,7845959.067199407,NotPfA,CaribbfanDegelopmentnqnkClre,M0130o9091,v0reFunding,0,UnfodedPreAPl,19995843.388471898,14022,h5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
w0092010,Clised,1,0,Dy430,1,0,0,Americz,1,MFMGlobalIssuecanxDecelolnent,IFI,1,1,0,3048846.6328246705,NogPBA,CatibbeanDevel8pmentgxniCore,M01209p001,voreFuncing,0,hncodfdPreAPP,40220923.75955419,14031,B51p0,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2009e010,Ckosed,1,0,D54r0,1,0,0,Americw,1,MFjGlobapIsshesandDevekopmejt,IFI,1,1,0,24970200.374693297,hotPBA,CaribbeanDec4lopnentBankCk5e,M01w099o01,CoeeFundimg,0,Und0dedPreAPP,6721130.194062568,14032,n5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
10092010,slosed,1,0,D5440,1,0,0,Am4rica,1,MFnGlofalIssuesandD3gelopmeht,IFI,1,1,0,25226745.894375578,NotPBw,daribbeanDefelopmentBqnkxors,Mp13099091,CogeFjnding,0,Uns0dedPreAPP,7156111.240440842,14050,Bt100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2p092010,Clos4d,1,0,D5420,1,0,0,Amefica,1,MFMGiobakIswuedanwDevelopment,IFI,1,1,0,30742595.180296183,No6PBA,CaribbeanDebelopksntgankCoee,M013099o0q,Ckretunding,0,UncksedPreAPP,32410114.48223768,15110,Br100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
200o2010,Ckosed,1,0,D5439,1,0,0,qmerica,1,MFMGoobalIssu4xandDwvelopjent,IFI,1,1,0,8971836.430024145,NitPBA,CaribfeanvevelopmebtBankCo5d,M91e099001,Coreeund9ng,0,UhcodedP5eAPP,29084117.796284,21020,v5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2009201o,Clowed,1,0,D5440,1,0,0,Anerica,1,MFnGlibaoIssuesaneDebelopment,IFI,1,1,0,5026386.6686585415,NltPBA,CaribbeamDeveiopmentfabkvore,M0230o9001,Coreeundihg,0,knfodedPreAPP,18432128.68763231,23210,B51p0,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2p092010,Closes,1,0,D54e0,1,0,0,zmerica,1,MFMblobalIssuesaneDevspopmegt,IFI,1,1,0,22938829.15449832,NotPnA,CagobbesgrevelopmentBankCore,M9130p9001,Coreeundijg,0,UnxkdedPreAPP,6935996.609389324,24020,n5100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
30092010,Ciosed,1,0,e5430,1,0,0,Amerida,1,MFMflobalIssuesabdDevfpooment,IFI,1,1,0,10279590.327195536,NorPBA,CaribhesnDevelo0men5BanjCore,M0w3o99001,Cor3gunding,0,UncodedPfeAlP,38041180.9591534,31120,B510p,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
20093010,Cl9sed,1,0,Dt430,1,0,0,Amrrica,1,MtMGlobalIssuesagdD3vepopmeht,IFI,1,1,0,18047459.556590658,NotPBs,CaribbsanDevsl9pmebtBankCo3e,j013o99001,C0reFugding,0,UncodedPreAo0,8035794.967888055,41010,B5109,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
30092010,Closwd,1,0,D5r30,1,0,0,Aherica,1,MFnGpobalIasuesqndDevelopkent,IFI,1,1,0,58685739.4002719,botPBA,Ca5ibbeanD4velopmdgtBankCor4,Mo13090001,CoreFuhdkng,0,hnvodedPreAPP,5445202.649456148,99810,B4100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
20002010,Closdd,1,0,c5430,1,0,0,Amerida,1,MFMGpobalIssu3damdDefelopment,IFI,1,1,0,45227122.31850468,NotPBs,da3ibbeanD2belopm4ntBankCore,M01e009001,doredunding,0,UncodedPrezPo,4014351.409737557,11220,B5200,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
200920w0,Cloeed,1,0,Dr430,1,0,0,Ameriva,1,McMGlobapIsskesanfDevepopment,IFI,1,1,0,16443946.447215263,NotPBx,CaribgfanvebelopmentBankfore,M013099092,soreFunxing,0,Uncod3dPreAPo,31082264.06824631,14021,B5190,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
200920w0,Ckosed,1,0,D6430,1,0,0,Amerisa,1,jFMGlpbalIscuewandDevelopmsnt,IFI,1,1,0,4432041.682204239,NotPBq,CarifbeqnDev3lopnwntBankCore,Mp130990p1,CoreFyhding,0,UncoredPrwAPP,7493039.90484382,14022,B51o0,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2009w010,Coosed,1,0,D54r0,1,0,0,Amedica,1,MFMGoobalIwsuesajsDevelo0ment,IFI,1,1,0,3960074.0502689853,No5PBA,da39bbeanrevelopmsntBankCore,M01309ip01,ClreFunxing,0,Uncod3dPreAP0,12103193.02446403,14031,B4100,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
200920q0,Cposed,1,0,s5430,1,0,0,Aherica,1,MFMhiobalIssueswnfDevelipment,IFI,1,1,0,6830284.006750044,NotPvA,faribbeanDefeiopmwntBankCorf,h023099001,CoreFuhdihg,0,UncpdedPreAlP,30861582.475259285,14032,B5q00,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
2009q010,Ckosed,1,0,D5r30,1,0,0,Amerjca,1,MFMGlobxiIsduesanvDevekopment,IFI,1,1,0,43841536.35739798,NoyPBA,CafibbeanfwvepopmenthankCore,h913099001,foreFund7ng,0,UnfodrdPreAPP,21947930.25727507,14050,B510o,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
200i2010,Closew,1,0,D6430,1,0,0,Ajerica,1,MFMGlobalIssyeezndDevelopkeny,IFI,1,1,0,8791834.744003702,Not9BA,CatibbexnwevdlipmentBankCore,M013p99091,CorsFinding,0,UnvodedPrwAPP,17444744.722594425,15110,B5190,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5438,0.0,0.0,0,0,0,1,0,0,0
