assay_id,tissue_id,curated_by,assay_tissue,tid,description,chembl_id,relationship_type,confidence_score,cell_id,assay_cell_type,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
12880,,Intermediate,,50597,Plasma concentration of 3 mg/kg iv after 6 hr in rats,CHEMBL623965,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12881,,Intermediate,,50597,Plasma concentration of 3 mg/kg po after 0.083 hr in rats,CHEMBL623966,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12882,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.083 h,CHEMBL874415,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12883,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.25 hr,CHEMBL623967,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12884,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.5 hr,CHEMBL623968,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12885,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 1 hr,CHEMBL623969,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12886,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 2 hr,CHEMBL628409,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12887,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 4 hr,CHEMBL628410,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12888,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 6 hr,CHEMBL628411,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12889,,Intermediate,,50597,Plasma concentration after 3 mg/kg peroral dosing in rat at 8 hr,CHEMBL628412,N,1,,,13477,A,,,Rattus norvegicus,10116.0
12890,,Autocuration,,22224,Tested for the highest concentration at which toxicity was not observed or the concentration which provided the highest number of net grain counts,CHEMBL628413,U,0,,,12553,A,,,,
12891,1969.0,Autocuration,Plasma,22224,The concentration in plasmat; Not determined,CHEMBL628414,U,0,,,14548,A,,,,
12892,,Intermediate,,50597,Tissue level at 10 mg/kg/po in wistar rats in blood,CHEMBL628415,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12893,,Intermediate,,50597,Tissue level at 10 mg/kg/po in wistar rats in brown fat,CHEMBL628416,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12894,,Intermediate,,50597,Tissue level at 10 mg/kg/po in wistar rats in heart,CHEMBL628417,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12895,2107.0,Intermediate,Liver,50597,Tissue level at 10 mg/kg/po in wistar rats in liver,CHEMBL874908,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12896,,Intermediate,,50597,Tissue level at 10 mg/kg/po in wistar rats in plasma,CHEMBL628418,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12897,2385.0,Intermediate,Muscle tissue,50597,Tissue level at 10 mg/kg/po in wistar rats in skeletal muscle,CHEMBL628419,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12898,,Intermediate,,50597,Tissue level at 10 mg/kg/po in wistar rats in subcutaneous fat,CHEMBL628420,N,1,,,14393,A,,,Rattus norvegicus,10116.0
12899,,Autocuration,,22224,Water solubility at 37 degree C.,CHEMBL628421,U,0,,,1629,A,,,,
12900,,Autocuration,,22229,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,CHEMBL626726,U,0,,,8194,P,,,,
12901,,Autocuration,,22229,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,CHEMBL626727,U,0,,,8194,P,,,,
12902,178.0,Intermediate,Blood,50597,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,CHEMBL626728,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12903,178.0,Intermediate,Blood,50597,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,CHEMBL626729,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12904,178.0,Intermediate,Blood,50597,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,CHEMBL626730,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12905,178.0,Intermediate,Blood,50597,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,CHEMBL626731,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12906,178.0,Intermediate,Blood,50597,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,CHEMBL626732,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12907,948.0,Intermediate,Heart,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,CHEMBL626733,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12908,948.0,Intermediate,Heart,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,CHEMBL626734,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12909,948.0,Intermediate,Heart,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,CHEMBL626735,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12910,948.0,Intermediate,Heart,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,CHEMBL874909,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12911,948.0,Intermediate,Heart,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,CHEMBL626736,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12912,2113.0,Intermediate,Kidney,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,CHEMBL626737,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12913,2113.0,Intermediate,Kidney,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,CHEMBL630999,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12914,2113.0,Intermediate,Kidney,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,CHEMBL631000,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12915,2113.0,Intermediate,Kidney,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,CHEMBL631001,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12916,2113.0,Intermediate,Kidney,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,CHEMBL631002,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12917,2107.0,Intermediate,Liver,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,CHEMBL631003,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12918,2107.0,Intermediate,Liver,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,CHEMBL631004,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12919,2107.0,Intermediate,Liver,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,CHEMBL631005,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12920,2107.0,Intermediate,Liver,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,CHEMBL631006,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12921,2107.0,Intermediate,Liver,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,CHEMBL631007,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12922,2048.0,Intermediate,Lung,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,CHEMBL631008,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12923,2048.0,Intermediate,Lung,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,CHEMBL631009,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12924,2048.0,Intermediate,Lung,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,CHEMBL631010,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12925,2048.0,Intermediate,Lung,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,CHEMBL631011,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12926,2048.0,Intermediate,Lung,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,CHEMBL631012,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12927,2046.0,Intermediate,Thyroid gland,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,CHEMBL630271,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12928,2046.0,Intermediate,Thyroid gland,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,CHEMBL630272,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12929,2046.0,Intermediate,Thyroid gland,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,CHEMBL630273,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12930,2046.0,Intermediate,Thyroid gland,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,CHEMBL630274,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12931,2046.0,Intermediate,Thyroid gland,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,CHEMBL630275,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12932,,Intermediate,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 15 minutes (radiolabeled with [125I]-,CHEMBL875782,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12933,,Intermediate,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 2 minutes (radiolabeled with [125I]-,CHEMBL630276,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12934,,Intermediate,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 30 minutes (radiolabeled with [125I]-,CHEMBL630277,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12935,,Intermediate,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 5 minutes (radiolabeled with [125I]-,CHEMBL630278,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12936,,Intermediate,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 60 minutes (radiolabeled with [125I]-,CHEMBL630279,N,1,,,8594,A,,,Rattus norvegicus,10116.0
12937,,Autocuration,,22224,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg,CHEMBL630280,U,0,,,8151,A,,,,
12938,,Autocuration,,22224,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,CHEMBL630281,U,0,,,8151,A,,,,
12939,,Intermediate,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 4 by Gas-liquid chromatographic analysis,CHEMBL630282,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12940,,Intermediate,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 2,CHEMBL630283,N,1,,,7132,A,,,Oryctolagus cuniculus,9986.0
12941,,Autocuration,,22224,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),CHEMBL630284,U,0,,,5797,A,,,,
12942,,Autocuration,,22224,Alkylating activity was determined,CHEMBL630285,U,0,,,7849,A,,,,
12943,,Autocuration,,22224,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),CHEMBL630286,U,0,,,14220,A,,,,
12944,,Intermediate,,50592,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",CHEMBL630069,N,1,,,8650,A,,,Oryctolagus cuniculus,9986.0
12945,,Intermediate,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",CHEMBL630070,N,1,,,8650,A,,,Oryctolagus cuniculus,9986.0
12946,,Intermediate,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",CHEMBL630071,N,1,,,8650,A,,,Oryctolagus cuniculus,9986.0
12947,,Intermediate,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",CHEMBL630072,N,1,,,8650,A,,,Oryctolagus cuniculus,9986.0
12948,,Intermediate,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",CHEMBL875110,N,1,,,8650,A,,,Oryctolagus cuniculus,9986.0
12949,,Intermediate,,50597,Compound was tested for antidiuretic activity in rats,CHEMBL630073,N,1,,,7116,A,,,Rattus norvegicus,10116.0
12950,,Autocuration,,22224,Compound was tested for inactivation kinetic values,CHEMBL630074,U,0,,,14131,A,,,,
12951,,Autocuration,,22224,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,CHEMBL630075,U,0,,,7415,A,In vivo,,,
12952,,Autocuration,,22224,Dissociation rate calculated from the first-order equation using the t1/2 value,CHEMBL630076,U,0,,,13178,A,,,,
12953,,Autocuration,,22229,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,CHEMBL630077,U,0,,,8815,P,,,,
12954,,Autocuration,,22229,Aqueous solubility was measured,CHEMBL630078,U,0,,,1450,P,,,,
12955,,Autocuration,,22229,Aqueous solubility was measured at a pH 4,CHEMBL630079,U,0,,,1450,P,,,,
12956,,Autocuration,,22229,Aqueous solubility (pH 7),CHEMBL630080,U,0,,,1450,P,,,,
12957,,Autocuration,,22229,Aqueous solubility was measured at a pH 9,CHEMBL630081,U,0,,,1450,P,,,,
12958,,Autocuration,,22224,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",CHEMBL630082,U,0,,,12711,A,,,,
12959,,Autocuration,,22224,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",CHEMBL630083,U,0,,,12711,A,,,,
12960,,Autocuration,,22224,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",CHEMBL630084,U,0,,,12711,A,,,,
12961,,Autocuration,,22229,Aqueous solubility of the compound,CHEMBL629198,U,0,,,15032,P,,,,
12962,,Autocuration,,22229,Aqueous solubility at 37 degree Celsius at pH 7.38,CHEMBL629199,U,0,,,9964,P,,,,
12963,,Autocuration,,22229,Aqueous solubility in pH 7.4 phosphate buffer,CHEMBL629200,U,0,,,14962,P,,,,
12964,,Intermediate,,50588,Mean arterial pressure response following 10 mg/kg intraduodenal administration to salt depleted dog,CHEMBL629201,N,1,,,12487,A,,,Canis lupus familiaris,9615.0
12965,,Intermediate,,50588,Mean arterial pressure response following 1 mg/kg intravenous administration to salt depleted dog,CHEMBL629202,N,1,,,12487,A,,,Canis lupus familiaris,9615.0
12966,,Intermediate,,50587,Percentage of aspirin formed during hydrolysis in 10% human plasma at pH 7.4 at 37 degrees celsius,CHEMBL875111,N,1,,,10026,A,,,Homo sapiens,9606.0
12967,,Intermediate,,50587,Percentage of aspirin formed during hydrolysis in undiluted human plasma at pH 7.4 at 37 degrees celsius,CHEMBL629203,N,1,,,10026,A,,,Homo sapiens,9606.0
12968,,Intermediate,,50587,The percentage of aspirin formed during hydrolysis in 100% human plasma at pH 7.4 at 37 degrees celsius,CHEMBL629204,N,1,,,10026,A,,,Homo sapiens,9606.0
12969,,Intermediate,,50587,The percentage of aspirin formed during hydrolysis in 20% human plasma at pH 7.4 at 37 degrees celsius,CHEMBL629205,N,1,,,10026,A,,,Homo sapiens,9606.0
12970,,Intermediate,,50587,The percentage of aspirin formed during hydrolysis in 60% human plasma at pH 7.4 at 37 degrees celsius,CHEMBL629206,N,1,,,10026,A,,,Homo sapiens,9606.0
