assay_type,doc_id,assay_test_type,assay_category,src_id,src_assay_id,assay_tissue,relationship_type,bao_format,description,assay_cell_type,cell_id,curated_by,assay_subcellular_fraction,chembl_id,assay_tax_id,tissue_id,assay_organism,assay_id,variant_id,confidence_score,assay_strain,tid
A,5334.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,,Intermediate,,CHEMBL621684,9615.0,,Canis lupus familiaris,6243.0,,1.0,,50588.0
A,5334.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),,,Intermediate,,CHEMBL621685,9615.0,,Canis lupus familiaris,6244.0,,1.0,,50588.0
A,4809.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),,,Intermediate,,CHEMBL621686,9615.0,,Canis lupus familiaris,6245.0,,1.0,,50588.0
A,6348.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,,Intermediate,,CHEMBL621687,9615.0,,Canis lupus familiaris,6246.0,,1.0,,50588.0
A,6005.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,,,Intermediate,,CHEMBL621688,9615.0,,Canis lupus familiaris,6247.0,,1.0,,50588.0
A,17804.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability of compound in dog was determined after peroral administration,,,Intermediate,,CHEMBL621689,9615.0,,Canis lupus familiaris,6248.0,,1.0,,50588.0
A,3184.0,In vivo,,1.0,,,N,BAO_0000218,Oral bioavailability in dog,,,Intermediate,,CHEMBL621690,9615.0,,Canis lupus familiaris,6249.0,,1.0,,50588.0
A,1806.0,In vivo,,1.0,,,N,BAO_0000218,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,,,Intermediate,,CHEMBL621691,9615.0,,Canis lupus familiaris,6250.0,,1.0,,50588.0
A,1806.0,In vivo,,1.0,,,N,BAO_0000218,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,,,Intermediate,,CHEMBL875941,9615.0,,Canis lupus familiaris,6251.0,,1.0,,50588.0
A,1806.0,In vivo,,1.0,,,N,BAO_0000218,Compound was evaluated for oral bioavailability in dogs; 37-38 %,,,Intermediate,,CHEMBL621692,9615.0,,Canis lupus familiaris,6252.0,,1.0,,50588.0
A,4839.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL621693,9615.0,,Canis lupus familiaris,6253.0,,1.0,,50588.0
A,5017.0,In vivo,,1.0,,,N,BAO_0000218,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),,,Intermediate,,CHEMBL621694,9615.0,,Canis lupus familiaris,6254.0,,1.0,,50588.0
A,846.0,In vivo,,1.0,,Heart,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL621695,10090.0,948.0,Mus musculus,6255.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Heart,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL621696,10090.0,948.0,Mus musculus,6256.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL621697,10090.0,2113.0,Mus musculus,6257.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL621698,10090.0,2113.0,Mus musculus,6258.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623420,10090.0,2113.0,Mus musculus,6259.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623421,10090.0,2113.0,Mus musculus,6260.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623422,10090.0,2113.0,Mus musculus,6261.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623423,10090.0,2113.0,Mus musculus,6262.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623424,10090.0,2107.0,Mus musculus,6263.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623425,10090.0,2107.0,Mus musculus,6264.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623426,10090.0,2107.0,Mus musculus,6265.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623427,10090.0,2107.0,Mus musculus,6266.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623428,10090.0,2107.0,Mus musculus,6267.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL875947,10090.0,2107.0,Mus musculus,6268.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623429,10090.0,2048.0,Mus musculus,6269.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL623430,10090.0,2048.0,Mus musculus,6270.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL622588,10090.0,2048.0,Mus musculus,6271.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL622589,10090.0,2048.0,Mus musculus,6272.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL622751,10090.0,2048.0,Mus musculus,6273.0,,1.0,,50594.0
A,846.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,,Intermediate,,CHEMBL622752,10090.0,2048.0,Mus musculus,6274.0,,1.0,,50594.0
A,6599.0,,,1.0,,,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 1 hour,CCRF S-180,42.0,Intermediate,,CHEMBL622753,10090.0,,Mus musculus,6275.0,,1.0,,50594.0
A,6599.0,,,1.0,,,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 2 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622647,10090.0,,Mus musculus,6276.0,,1.0,,50594.0
A,6599.0,,,1.0,,,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 30 minutes,CCRF S-180,42.0,Intermediate,,CHEMBL875163,10090.0,,Mus musculus,6277.0,,1.0,,50594.0
A,6599.0,,,1.0,,,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 4 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622648,10090.0,,Mus musculus,6278.0,,1.0,,50594.0
A,6599.0,,,1.0,,,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 8 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622649,10090.0,,Mus musculus,6279.0,,1.0,,50594.0
A,6599.0,,,1.0,,Brain,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice brain bearing S180 tumor cell line for 1 hour,CCRF S-180,42.0,Intermediate,,CHEMBL622650,10090.0,955.0,Mus musculus,6280.0,,1.0,,50594.0
A,6599.0,,,1.0,,Brain,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 2 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622651,10090.0,955.0,Mus musculus,6281.0,,1.0,,50594.0
A,6599.0,,,1.0,,Brain,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 30 minutes,CCRF S-180,42.0,Intermediate,,CHEMBL622652,10090.0,955.0,Mus musculus,6282.0,,1.0,,50594.0
A,6599.0,,,1.0,,Brain,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 4 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622653,10090.0,955.0,Mus musculus,6283.0,,1.0,,50594.0
A,6599.0,,,1.0,,Brain,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 8 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622654,10090.0,955.0,Mus musculus,6284.0,,1.0,,50594.0
A,6599.0,,,1.0,,Heart,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 1 hour,CCRF S-180,42.0,Intermediate,,CHEMBL622655,10090.0,948.0,Mus musculus,6285.0,,1.0,,50594.0
A,6599.0,,,1.0,,Heart,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 2 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622656,10090.0,948.0,Mus musculus,6286.0,,1.0,,50594.0
A,6599.0,,,1.0,,Heart,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,CCRF S-180,42.0,Intermediate,,CHEMBL622657,10090.0,948.0,Mus musculus,6287.0,,1.0,,50594.0
A,6599.0,,,1.0,,Heart,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622658,10090.0,948.0,Mus musculus,6288.0,,1.0,,50594.0
A,6599.0,,,1.0,,Heart,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,CCRF S-180,42.0,Intermediate,,CHEMBL622659,10090.0,948.0,Mus musculus,6289.0,,1.0,,50594.0
A,6599.0,,,1.0,,Kidney,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,CCRF S-180,42.0,Intermediate,,CHEMBL624630,10090.0,2113.0,Mus musculus,6290.0,,1.0,,50594.0
A,6599.0,,,1.0,,Kidney,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,CCRF S-180,42.0,Intermediate,,CHEMBL624631,10090.0,2113.0,Mus musculus,6291.0,,1.0,,50594.0
A,6599.0,,,1.0,,Kidney,N,BAO_0000218,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,CCRF S-180,42.0,Intermediate,,CHEMBL624632,10090.0,2113.0,Mus musculus,6292.0,,1.0,,50594.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,A549,646.0,Intermediate,,CHEMBL624633,9606.0,,Homo sapiens,6293.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,A549,646.0,Intermediate,,CHEMBL624634,9606.0,,Homo sapiens,6294.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),A549,646.0,Intermediate,,CHEMBL624635,9606.0,,Homo sapiens,6295.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),A549,646.0,Intermediate,,CHEMBL624636,9606.0,,Homo sapiens,6296.0,,1.0,,80682.0
F,3263.0,,,1.0,,,N,BAO_0000219,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,A549,646.0,Expert,,CHEMBL857055,9606.0,,Homo sapiens,6297.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,A549,646.0,Expert,,CHEMBL624637,9606.0,,Homo sapiens,6298.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,A549,646.0,Expert,,CHEMBL624638,9606.0,,Homo sapiens,6299.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,A549,646.0,Expert,,CHEMBL874366,9606.0,,Homo sapiens,6300.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,A549,646.0,Expert,,CHEMBL624639,9606.0,,Homo sapiens,6301.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,A549,646.0,Expert,,CHEMBL624640,9606.0,,Homo sapiens,6302.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,A549,646.0,Intermediate,,CHEMBL624641,9606.0,,Homo sapiens,6303.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,A549,646.0,Intermediate,,CHEMBL624642,9606.0,,Homo sapiens,6304.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,A549,646.0,Intermediate,,CHEMBL624643,9606.0,,Homo sapiens,6305.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,A549,646.0,Intermediate,,CHEMBL624644,9606.0,,Homo sapiens,6306.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,A549,646.0,Intermediate,,CHEMBL624645,9606.0,,Homo sapiens,6307.0,,1.0,,80682.0
F,3983.0,,,1.0,,,N,BAO_0000219,The compound was evaluated for its cytotoxic potency against A-549 cell line,A549,646.0,Intermediate,,CHEMBL619445,9606.0,,Homo sapiens,6308.0,,1.0,,80682.0
F,11141.0,,,1.0,,,N,BAO_0000219,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,A549,646.0,Expert,,CHEMBL839886,9606.0,,Homo sapiens,6309.0,,1.0,,80682.0
F,5076.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 tumor cell line.,A549,646.0,Intermediate,,CHEMBL619446,9606.0,,Homo sapiens,6310.0,,1.0,,80682.0
F,3311.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,A549,646.0,Intermediate,,CHEMBL619447,9606.0,,Homo sapiens,6311.0,,1.0,,80682.0
F,3311.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,A549,646.0,Intermediate,,CHEMBL619448,9606.0,,Homo sapiens,6312.0,,1.0,,80682.0
F,3311.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,A549,646.0,Intermediate,,CHEMBL619449,9606.0,,Homo sapiens,6313.0,,1.0,,80682.0
F,5076.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,A549,646.0,Intermediate,,CHEMBL619450,9606.0,,Homo sapiens,6314.0,,1.0,,80682.0
F,4150.0,,,1.0,,,N,BAO_0000219,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),A549,646.0,Intermediate,,CHEMBL619451,9606.0,,Homo sapiens,6315.0,,1.0,,80682.0
F,2150.0,,,1.0,,,N,BAO_0000219,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,A549,646.0,Expert,,CHEMBL619452,9606.0,,Homo sapiens,6316.0,,1.0,,80682.0
F,4644.0,,,1.0,,,N,BAO_0000219,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,A549,646.0,Intermediate,,CHEMBL619453,9606.0,,Homo sapiens,6317.0,,1.0,,80682.0
F,263.0,,,1.0,,,N,BAO_0000219,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,A549,646.0,Intermediate,,CHEMBL874367,9606.0,,Homo sapiens,6318.0,,1.0,,80682.0
F,11333.0,,,1.0,,,N,BAO_0000219,Cytotoxic concentration against A-549 tumor cells.,A549,646.0,Intermediate,,CHEMBL619454,9606.0,,Homo sapiens,6319.0,,1.0,,80682.0
F,11333.0,,,1.0,,,N,BAO_0000219,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,A549,646.0,Intermediate,,CHEMBL619455,9606.0,,Homo sapiens,6320.0,,1.0,,80682.0
F,15895.0,,,1.0,,,N,BAO_0000219,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",A549,646.0,Intermediate,,CHEMBL619456,9606.0,,Homo sapiens,6321.0,,1.0,,80682.0
F,16677.0,,,1.0,,,N,BAO_0000218,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,,,Expert,,CHEMBL619457,470.0,,Acinetobacter baumannii,6322.0,,1.0,,50191.0
F,10624.0,,,1.0,,,N,BAO_0000218,Activity against Acinetobacter calcoaceticus (AC54),,,Intermediate,,CHEMBL619458,471.0,,Acinetobacter calcoaceticus,6323.0,,1.0,,50192.0
F,16717.0,,,1.0,,,N,BAO_0000218,In vitro antifungal activity against Aspergillus flavus CM74,,,Expert,,CHEMBL619459,5059.0,,Aspergillus flavus,6324.0,,1.0,,50274.0
F,16717.0,,,1.0,,,N,BAO_0000218,In vitro antifungal activity against Aspergillus flavus CM74,,,Expert,,CHEMBL619460,5059.0,,Aspergillus flavus,6325.0,,1.0,,50274.0
F,5513.0,,,1.0,,,N,BAO_0000218,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,,,Intermediate,,CHEMBL619461,746128.0,,Aspergillus fumigatus,6326.0,,1.0,,50416.0
F,15962.0,,,1.0,,,N,BAO_0000218,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),,,Intermediate,,CHEMBL619462,746128.0,,Aspergillus fumigatus,6327.0,,1.0,,50416.0
F,15962.0,,,1.0,,,N,BAO_0000218,Antimicrobial activity against Aspergillus fumigatus (MIC),,,Intermediate,,CHEMBL620388,746128.0,,Aspergillus fumigatus,6328.0,,1.0,,50416.0
F,15962.0,,,1.0,,,N,BAO_0000218,Antimicrobial activity against Aspergillus fumigatus (MIC),,,Intermediate,,CHEMBL620389,746128.0,,Aspergillus fumigatus,6329.0,,1.0,,50416.0
F,15962.0,,,1.0,,,N,BAO_0000218,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),,,Intermediate,,CHEMBL620390,746128.0,,Aspergillus fumigatus,6330.0,,1.0,,50416.0
F,16717.0,,,1.0,,,N,BAO_0000218,In vitro antifungal activity against Aspergillus fumigatus 48238E,,,Expert,,CHEMBL620391,746128.0,,Aspergillus fumigatus,6331.0,,1.0,,50416.0
F,16717.0,,,1.0,,,N,BAO_0000218,In vitro antifungal activity against Aspergillus fumigatus 48238E,,,Expert,,CHEMBL621073,746128.0,,Aspergillus fumigatus,6332.0,,1.0,,50416.0
F,8117.0,,,1.0,,,N,BAO_0000218,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,,,Intermediate,,CHEMBL621074,1655.0,,Actinomyces naeslundii,6333.0,,1.0,,50296.0
F,8117.0,,,1.0,,,N,BAO_0000218,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,,,Intermediate,,CHEMBL621075,1656.0,,Actinomyces viscosus,6334.0,,1.0,,50366.0
F,15472.0,,,1.0,,,N,BAO_0000218,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,,Intermediate,,CHEMBL619554,6277.0,,Acanthocheilonema viteae,6335.0,,1.0,,50535.0
F,15472.0,,,1.0,,,N,BAO_0000218,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,,Intermediate,,CHEMBL619555,6277.0,,Acanthocheilonema viteae,6336.0,,1.0,,50535.0
F,16443.0,,,1.0,,,N,BAO_0000218,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,,,Intermediate,,CHEMBL619556,714.0,,Aggregatibacter actinomycetemcomitans,6337.0,,1.0,,50169.0
F,16443.0,,,1.0,,,N,BAO_0000218,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,,,Intermediate,,CHEMBL619557,714.0,,Aggregatibacter actinomycetemcomitans,6338.0,,1.0,,50169.0
