assays_ss_d,assays_dscrptn,assays_src_d,assays_rltnshp_tp,assays_src_ss_d,assays_ss_rgnsm,assays_vrnt_d,assays_ss_sbclllr_frctn,assays_ss_ctgr,assays_ss_tss,assays_ss_cll_tp,assays_tss_d,assays_b_frmt,assays_chmbl_d,assays_cnfdnc_scr,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_td,assays_cll_d
11938,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL874459,1,Intermediate,10116.0,,50597,
11939,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629795,1,Intermediate,10116.0,,50597,
11940,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629796,1,Intermediate,10116.0,,50597,
11941,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629797,1,Intermediate,10116.0,,50597,
11942,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629798,1,Intermediate,10116.0,,50597,
11943,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Adrenal gland,,2369.0,BAO_0000218,CHEMBL629799,1,Intermediate,10116.0,,50597,
11944,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Adrenal gland,,2369.0,BAO_0000218,CHEMBL629800,1,Intermediate,10116.0,,50597,
11945,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Adrenal gland,,2369.0,BAO_0000218,CHEMBL629801,1,Intermediate,10116.0,,50597,
11946,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,1,N,,Rattus norvegicus,,,,Adrenal gland,,2369.0,BAO_0000218,CHEMBL629802,1,Intermediate,10116.0,,50597,
11947,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Adrenal gland,,2369.0,BAO_0000218,CHEMBL629803,1,Intermediate,10116.0,,50597,
11948,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL629804,1,Intermediate,10116.0,,50597,
11949,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL629805,1,Intermediate,10116.0,,50597,
11950,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL629806,1,Intermediate,10116.0,,50597,
11951,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL629807,1,Intermediate,10116.0,,50597,
11952,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL629808,1,Intermediate,10116.0,,50597,
11953,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629809,1,Intermediate,10116.0,,50597,
11954,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629810,1,Intermediate,10116.0,,50597,
11955,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629811,1,Intermediate,10116.0,,50597,
11956,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629812,1,Intermediate,10116.0,,50597,
11957,Biodistribution studied in the brain of immature Fischer female rats at 5 hou; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629813,1,Intermediate,10116.0,,50597,
11958,Biodistribution studied in the brain of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL874460,1,Intermediate,10116.0,,50597,
11959,Biodistribution studied in the fat of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629814,1,Intermediate,10116.0,,50597,
11960,Biodistribution studied in the fat of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629815,1,Intermediate,10116.0,,50597,
11961,Biodistribution studied in the fat of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629816,1,Intermediate,10116.0,,50597,
11962,Biodistribution studied in the fat of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL629817,1,Intermediate,10116.0,,50597,
11963,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL626643,1,Intermediate,10116.0,,50597,
11964,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL626644,1,Intermediate,10116.0,,50597,
11965,Biodistribution studied in the kidneys of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL626806,1,Intermediate,10116.0,,50597,
11966,Biodistribution studied in the kidneys of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL626807,1,Intermediate,10116.0,,50597,
11967,Biodistribution studied in the liver of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL627261,1,Intermediate,10116.0,,50597,
11968,Biodistribution studied in the liver of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL627262,1,Intermediate,10116.0,,50597,
11969,Biodistribution studied in the liver of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL627263,1,Intermediate,10116.0,,50597,
11970,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL627264,1,Intermediate,10116.0,,50597,
11971,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL627265,1,Intermediate,10116.0,,50597,
11972,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL627266,1,Intermediate,10116.0,,50597,
11973,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL627267,1,Intermediate,10116.0,,50597,
11974,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL627268,1,Intermediate,10116.0,,50597,
11975,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL627269,1,Intermediate,10116.0,,50597,
11976,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL627270,1,Intermediate,10116.0,,50597,
11977,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627271,1,Intermediate,10116.0,,50597,
11978,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627946,1,Intermediate,10116.0,,50597,
11979,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL875472,1,Intermediate,10116.0,,50597,
11980,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627947,1,Intermediate,10116.0,,50597,
11981,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627948,1,Intermediate,10116.0,,50597,
11982,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628113,1,Intermediate,10116.0,,50597,
11983,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628114,1,Intermediate,10116.0,,50597,
11984,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628115,1,Intermediate,10116.0,,50597,
11985,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628116,1,Intermediate,10116.0,,50597,
11986,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628117,1,Intermediate,10116.0,,50597,
11987,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628118,1,Intermediate,10116.0,,50597,
11988,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628119,1,Intermediate,10116.0,,50597,
11989,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628120,1,Intermediate,10116.0,,50597,
11990,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628121,1,Intermediate,10116.0,,50597,
11991,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628122,1,Intermediate,10116.0,,50597,
11992,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627297,1,Intermediate,10116.0,,50597,
11993,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627298,1,Intermediate,10116.0,,50597,
11994,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627299,1,Intermediate,10116.0,,50597,
11995,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627300,1,Intermediate,10116.0,,50597,
11996,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627301,1,Intermediate,10116.0,,50597,
11997,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627302,1,Intermediate,10116.0,,50597,
11998,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627303,1,Intermediate,10116.0,,50597,
11999,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627304,1,Intermediate,10116.0,,50597,
12000,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627305,1,Intermediate,10116.0,,50597,
12001,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL627306,1,Intermediate,10116.0,,50597,
12002,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623982,1,Intermediate,10116.0,,50597,
12003,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623983,1,Intermediate,10116.0,,50597,
12004,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623984,1,Intermediate,10116.0,,50597,
12005,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623985,1,Intermediate,10116.0,,50597,
12006,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623986,1,Intermediate,10116.0,,50597,
12007,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623987,1,Intermediate,10116.0,,50597,
12008,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623988,1,Intermediate,10116.0,,50597,
12009,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623989,1,Intermediate,10116.0,,50597,
12010,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622215,1,Intermediate,10116.0,,50597,
12011,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622216,1,Intermediate,10116.0,,50597,
12012,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL877481,1,Intermediate,10116.0,,50597,
12013,Pharmacokinetic parameter was evaluated which is represented as AUC when administered orally a dose of 5 mg/kg; range (4.2-8.8),1,U,,,,,,,,,BAO_0000218,CHEMBL622217,0,Autocuration,,,22224,
12014,Pharmacokinetic parameters was measured at 55 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622218,1,Intermediate,10090.0,,50594,
12015,Pharmacokinetic profile AUC was evaluated in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622219,1,Intermediate,10116.0,,50597,
