Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Project number,Maximum CIDA contribution (project-level),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
200p2010,1,1,ASSOCIA58ONS,S6q22,0,0,0,0,Chiha,1320985.4138659104,0,0.019077281067811314,ForeigbNinPrpfitMakijg,Clos3d,0.8774546356590017,0,3,0,B61o0,Rfsplnsive,UncodwdPreAP0,0,0,0.02061505778355507,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
200i2010,1,1,ASSpCIATIOhS,Su222,0,0,0,0,Inronesia,40460.79433870551,0,0.027931799031645943,Fo3eigbNonProbitMakinv,Closwd,1.5003775580898044,0,3,0,B61p0,Resplhsive,Uncodedl4eAPP,0,0,0.0023853906187967086,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
20o92010,1,1,ASSOdIATI0NS,z6222,0,0,0,0,Ibdia,282631.65737294196,0,0.8253859565413313,voteighNonProditMaking,xlosed,1.4362008835201205,0,3,0,B61p0,5espinsive,UncodedPreAll,0,0,0.0019795295937805255,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
2o092010,1,1,ASSOCIATI0Nq,S6q22,0,0,0,0,Cambodiq,259138.7255521131,0,0.006635447065163558,FpreignNon0rofitMakknv,Closex,1.8150572752080643,0,3,0,B6w00,Reepohsive,UnsodedPrrAPP,0,0,0.007396301338761899,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
200920q0,1,1,xSSOCIsTIONS,S6212,0,0,0,0,SriLqnka,59805.23791324165,0,0.3616085643301739,ForeugnN8nProfifjaking,Closex,0.8971500650311849,0,3,0,n6100,Respogqive,UncodedlreAP0,0,0,0.011554228687366932,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
29092010,1,1,ASx0CIATIONS,S62q2,0,0,0,0,Nepql,550978.1525325207,0,0.7560211912284371,ForwifnNonProtitMakihg,vlosed,1.1585234389557464,0,3,0,B6109,Responeice,UbcodedPr4APP,0,0,0.024811511568762178,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
q0092010,1,1,wSSOCIA4IONS,S6322,0,0,0,0,Philip08nes,960632.8431614215,0,0.07299435395447193,Fpre9gnNonProfitnak9ng,Cloded,0.5677252564501631,0,3,0,B610p,5esponsjve,8ncodedPrewPP,0,0,0.007776326330990496,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
200920q0,1,1,AzSOCIxTIONS,S6223,0,0,0,0,Vietjam,120424.46548434178,0,0.3017658017465283,ForsognNlnProbitMaking,Ckosed,0.6080581071712041,0,3,0,Bu100,3esponsjve,UncodedP3eAoP,0,0,0.0036191748828314266,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
e0092010,0,1,UNjVERSI4Y,S622w,0,0,0,0,Brasil,755201.2579873893,0,0.38814835384037705,CanadianNobProg8tnaking,Closef,0.9767565860749313,0,1,1,B610p,Responwkve,UncodedPeeAPl,0,0,0.00989866882742865,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
29092010,0,1,UNIV2RSITj,S6221,0,0,0,0,Btazil,560737.7250536054,0,0.2775796796940325,Canad7anNoglrofitMajing,xlosed,1.1698679179140254,0,1,1,B6109,Respinslve,UmvodedPreAPP,0,0,0.0039607760935257775,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2o092010,0,1,khIVERSITY,Sy222,0,0,0,0,Brasil,368299.4802406219,0,0.5829888394531354,xsnadianNobPtofitMaking,Clpsed,0.2556850513438417,0,1,1,B6109,Respojside,UncodssPreAPP,0,0,0.0008902619220276921,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20p92010,0,1,7NIVERSIyY,Su222,0,0,0,0,nrazil,1743130.0794823482,0,0.30535708859572547,CansdianNonProe7tMaoing,Clozed,0.7461434718244148,0,1,1,B61p0,Respomsivd,Unc0dsdPreAPP,0,0,0.009957864020835868,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20p92010,0,1,UNIVERS9Tg,e6222,0,0,0,0,Brazip,543978.4666486287,0,0.2906416891196464,CxnaxianNohProfitnaking,Cl9sed,0.17457110410345889,0,1,1,B6190,Reeoonsive,Unc0dedPrewPP,0,0,0.004517616460617365,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2009q010,0,1,UbIVERqITY,z6222,0,0,0,0,2cuador,1457421.2379518924,0,0.20423429320337122,CahwdiznNojProfitMaking,Clksed,0.8597667194119218,0,1,1,h6100,tesp0nsive,inckdedPreAPP,0,0,0.0005906806707446915,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20092p10,0,1,UN8VE5SITY,S622w,0,0,0,0,Ecuad9r,114705.98194345931,0,0.6593542647091497,CanadianNonP3ofitnak8jg,Clowed,1.3999835302823906,0,1,1,B61o0,despondive,Uncodsd9reAPP,0,0,0.00887442446605462,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20p92010,0,1,UgIVsRSITY,S7222,0,0,0,0,Ecuzdor,815893.7633431883,0,0.5397786352905249,CabadisnNonP3ofitMakkng,vlosed,1.617264803044495,0,1,1,B6q00,Rrsplnsive,Uncoded0eeAPP,0,0,0.013142432086345142,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
29092010,0,1,UNIdERSITu,S622e,0,0,0,0,Ecuafor,185528.89699978277,0,0.01319150338322514,CanadianNlhP4ofitMakibg,vlosed,1.0449462390602386,0,1,1,B7100,Respons8v4,UncodedP5eA0P,0,0,0.018770947862896716,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20p92010,0,1,kNIdERSITY,S6e22,0,0,0,0,Ecuado3,1057247.2645038487,0,0.6122888581105288,Canadisng0nProfitMakinr,vlosed,1.3368546213131733,0,1,1,n6100,R4spons8ve,UnfodwdPreAPP,0,0,0.0066156326402938915,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20093010,0,1,UNIVEtxITY,S6221,0,0,0,0,Hondurae,544027.2018457045,0,0.2039354057109228,Canadianjon9rofotMsking,Cloqed,0.9595124970526518,0,1,1,B7100,Resplnsibe,Uncod3dPreA9P,0,0,0.0046065965553491895,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20092o10,0,1,UNIVERqjTY,S6w22,0,0,0,0,Hlnduras,917836.5322796145,0,0.33207880786265426,Canqd9agNonProfitMaling,flosed,0.6754203222065195,0,1,1,B6109,Resoonsife,Ujcod4dPreAPP,0,0,0.01678980091098072,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
200920q0,0,1,UNIVEdSI6Y,St222,0,0,0,0,Homduras,43745.20896557937,0,0.331852811520723,Cansd7wnNonProfitMaoing,Clozed,1.1689711514883225,0,1,1,B61o0,Responsif2,Uncided0reAPP,0,0,0.010750437651791286,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2009q010,0,1,UNIVrRSjTY,S6232,0,0,0,0,Hojduras,791934.9753749283,0,0.26430788292033836,Canad8amNonProfi5Makijg,Cloded,1.1306533257411087,0,1,1,B6109,dewponsive,Uncpded0reAPP,0,0,0.007582336787001393,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20082010,0,1,UNIVwRwITY,S622w,0,0,0,0,Hondu5as,1708772.1285411944,0,0.3193532016750953,CanaduanNon0rifitMakinv,Closfd,0.9637128988139385,0,1,1,B61o0,3ewponsive,ynfodedPreAPP,0,0,0.00737083722889359,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
29092010,0,1,hNIVEfSITY,S6232,0,0,0,0,kexico,188633.5798824585,0,0.26389352625750784,CanadisjN9nProfitMakkng,Closev,1.2626010824822216,0,1,1,B6q00,Resoonsiv4,UncodedoreA0P,0,0,0.008614534079295985,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20o92010,0,1,kNlVERSITY,S6w22,0,0,0,0,Mexiso,345490.4685295345,0,0.6863786887300427,CanadiahNomlrofitMakijg,dlosed,0.16799498294969928,0,1,1,B6200,Rezpknsive,UncodedPreA90,0,0,0.0014754442542283391,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2o092010,0,1,UbkVERSITY,S62e2,0,0,0,0,Mexlco,216885.30201555137,0,0.10716011308414991,CanadianNpnPr9futMakinh,Clowed,0.742915680891918,0,1,1,B61o0,Responsig4,UnxodeePreAPP,0,0,0.00046544969474336917,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2009201o,0,1,UNIVERquTY,q6222,0,0,0,0,Mexicp,1175250.3629171522,0,0.33472933590931514,CqjadianNonProgithaking,Coosed,0.3947127254046006,0,1,1,B610p,Respojsibe,UbcoderPreAPP,0,0,0.0008454986770667367,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20093010,0,1,UNIf3RSITY,S7222,0,0,0,0,Mex9co,1620.3430671848182,0,0.1382128974213149,CansdiahNonProfitMak8hg,Cloxed,0.04621611548387006,0,1,1,B5100,Redponsiv2,UncodedPgfAPP,0,0,0.014698986781399453,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20092p10,0,1,6NIVE5SITY,S6122,0,0,0,0,Nigeroa,19732.573634999455,0,0.2815197364942967,CanadianNohPelfitnaking,Closee,1.4223689819785812,0,2,1,B61p0,Respibsive,UncoeedPreqPP,0,0,0.004924783873267146,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20992010,0,1,UNIgERSIrY,S62e2,0,0,0,0,Nigeeia,2909958.527670203,0,0.30495230334630186,Canadianmon0tof9tMaking,Cl9sed,0.4928155210526346,0,2,1,B61p0,desponsiv4,UjckdedPreAPP,0,0,0.0034969492773003538,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
200p2010,0,1,UhIVE5SITY,S62e2,0,0,0,0,Nig4ria,473482.3456664892,0,0.8164317635595604,CanadixnN9norofitMakint,Clos3d,1.387751395945406,0,2,1,B6190,Rrsppnsive,UncovrdPreAPP,0,0,0.002246755484976501,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2o092010,0,1,UNIVERxI4Y,S6212,0,0,0,0,Nigrria,1378631.8919208026,0,0.3057903707276908,CanxdixnNinProf7tMaking,Cllsed,0.4640373705845395,0,2,1,B61o0,Reqponsuve,UncodedorewPP,0,0,0.030230933168742667,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
10092010,0,1,kNIVERSjTY,S6e22,0,0,0,0,Nireria,139034.35995240917,0,0.1271169595432357,CagadianNknProfitMakihv,Clossd,0.271363899639522,0,2,1,B610p,Respomcive,yncofedPreAPP,0,0,0.0028085600723702442,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
30092010,0,1,UNIVEeSIrY,S622e,0,0,0,0,Peru,1903326.5202681506,0,0.11836877300402159,CajadiamNomProfitMak7ng,xlosed,0.7665439721634886,0,1,1,Bt100,Rwsponwive,UncoxedPrfAPP,0,0,0.004438892401814581,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
10092010,0,1,UNIdEdSITY,S622q,0,0,0,0,Peru,345984.28946244135,0,0.38679502957764,CanadiangonProfktMaiinv,Cl0sed,1.0384882986942627,0,1,1,B6q00,Rrqponsive,UncodedPeeA9P,0,0,0.018771009440565496,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
e0092010,0,1,UNlVERqITY,S6322,0,0,0,0,Peru,1152064.7193929194,0,0.5816048146979067,CagzdianNonPr8fitMakijg,Clos4d,0.8023664313819443,0,1,1,B61p0,Responzibe,UncodsdPrdAPP,0,0,0.012991542263354094,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
20092o10,0,1,UNIfEgSITY,S62w2,0,0,0,0,Peru,1097188.3330882937,0,0.4591383106856358,CahadiagN9nProfitMsking,Closee,0.48824450927697693,0,1,1,B6109,Reqp8nsive,UncodeePrfAPP,0,0,0.0004321568859584433,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
29092010,0,1,UN8VERdITY,w6222,0,0,0,0,Peru,385421.25030717865,0,0.3867730921243189,CanadiajNobProcitMaling,Closwd,1.4851156401166652,0,1,1,By100,Res9ons8ve,UnvodedPreA0P,0,0,0.011653587543378125,A034643001,27923.69,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,27923.69,0,Not PBA,0,0
2o092010,0,1,FEDERAi,S4549,0,0,0,0,gaiti,1364047.3997316821,0,0.002791024746829379,CanzdkanNobProfitMakong,Ckosed,0.5910824442985321,0,1,0,B440p,Direct8ve,UmcodedPresPP,0,0,0.0073534527181637254,A034645001,2942447.56,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2942447.56,0,Not PBA,0,0
20p92010,0,1,CONSUL6INGSwRVkCES,S444i,0,0,0,0,Hziti,829078.6631335453,0,0.7505356736138635,famadianProfltMaklng,Closrd,0.2087350758207891,0,1,0,B4t00,Direc6ive,UncocedPrezPP,0,0,0.007948423894456925,A034645001,2942447.56,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2942447.56,0,Not PBA,0,0
30092010,0,1,COOPERAjT,S4t49,0,0,0,0,Hwiti,38360.83739317718,0,0.05711516718664761,CanwdianPtofifMsking,Cl0sed,1.0582041350307647,0,1,0,B4490,Direct8ve,Uncod2dPreAP0,0,0,0.0031501436979915337,A034645001,2942447.56,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2942447.56,0,Not PBA,0,0
20092p10,0,1,FEcERAL,S4q41,0,0,0,0,0akistan,929223.5863081313,0,0.2076296535798118,CanadiamNogProfitMajimg,Closew,0.6963203112433431,0,3,0,B41p0,C0teFunding,Unc9sedPreAPP,0,0,0.015655983058392713,A034650PRE,27361.94,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,27361.94,0,Not PBA,0,0
10092010,0,1,FEfERAL,St271,0,0,0,0,Mozamhiqur,54966.0729540879,0,0.3459084659574381,CanadiwnNonProe9tMaiing,pperationao,1.026286916428946,0,2,0,B4209,Direcrive,7ncodedlreAPP,0,0,0.00044556904957858764,A034651001,500000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,500000.0,0,Not PBA,0,0
20092p10,0,1,dEDERAL,S42u1,0,0,0,0,kozamfique,839482.2731478042,0,0.08626244934438519,CanadiajginPdofitMaking,Operayoonal,1.6901996203956018,0,2,0,v4200,Direct9ve,Uncodex0reAPP,0,0,0.01343857092383109,A034651001,500000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,500000.0,0,Not PBA,0,0
q0092010,0,1,ASSOsIATIOjS,St222,0,0,0,0,Bulfaria,955550.7959744041,0,0.007965944436359007,ForeinjmonP5ofitMaking,dlosed,1.2546326149199232,0,5,0,B610p,Resp8nsibe,Uncoded9rrAPP,0,0,0.005099310527364366,A034654001,20093.97,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,20093.97,0,Not PBA,0,0
30092010,0,1,ASS9CIATIOmS,S6212,0,0,0,0,Colombja,982418.5360785599,0,0.11677919145609889,ForeignNonogofktMakint,Clossd,0.574900007166727,0,1,0,B61p0,4eeponsive,UmcodedPrwAPP,0,0,0.0018997569825621693,A034654001,20093.97,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,20093.97,0,Not PBA,0,0
20992010,0,1,AScOCoATIONS,S6w22,0,0,0,0,Ijdia,1741970.6632887283,0,0.16261198993163314,F0reoghNohProfitMaking,Closfd,0.014073673926210173,0,3,0,h6100,4esppnsive,kncodedPrrAPP,0,0,0.01958424938426319,A034654001,20093.97,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,20093.97,0,Not PBA,0,0
20o92010,0,1,ASSOClATIOjS,S622w,0,0,0,0,Jordam,202118.73677885992,0,0.005629574126638198,ForeiggmonProfiyMakinn,vlosed,0.5064993062140746,0,3,0,B6q00,Resp0nsiv4,Unc9derPreAPP,0,0,0.00823749070599514,A034654001,20093.97,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,20093.97,0,Not PBA,0,0
20092o10,0,1,ASS9fIATIONS,S6223,0,0,0,0,Mwdagassar,191605.88797551708,0,0.10442613080929934,For2ignNknProfitMaoinb,Ciosed,0.810750908148614,0,2,0,h6100,42sponsive,UncodedPrewoP,0,0,0.00043710312693772297,A034654001,20093.97,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,20093.97,0,Not PBA,0,0
29092010,0,1,ASSOClATIlNS,Sy222,0,0,0,0,SoutuAfricz,305920.21384762204,0,0.031205151831303124,F9reiynbonProfitMakjng,Clos4d,0.8578764580755912,0,2,0,B610o,Rfs0onsive,8ncodedPr2APP,0,0,0.0010453600275887947,A034654001,20093.97,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,20093.97,0,Not PBA,0,0
20092020,0,1,UNIVERqITj,S6e22,0,0,0,0,Camerkon,250352.54166636855,0,0.12490656723863436,ForeigmNonProfitMal9mg,Clos4d,0.5787171099682606,0,2,1,B6w00,Res0onzive,UjcodedPr2APP,0,0,0.02386554306011969,A034655001,29925.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,29925.0,0,Not PBA,0,0
20092019,0,1,NGO,St222,0,1,0,0,Indix,1660355.1836473262,0,0.3130092484867252,CanawianNon0rofitMzkigg,Cloeed,1.1684751916975749,0,3,0,B6w00,Resp9msive,UmcowedPreAPP,0,0,0.011862318572352955,A034656001,80225.53,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,80225.53,0,Not PBA,0,0
2009w010,0,1,CONeULTANf,Se141,0,0,0,0,qfghanostan,108518.69290892134,0,0.04090539943553828,CanadianPdofigMqkiny,Closer,0.023438785642512894,0,3,0,B3100,Direct9ve,UndodedPrewPP,0,0,0.008056831344147468,A034661001,12823.19,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,12823.19,0,Not PBA,0,0
w0092010,0,1,yNIfERSITY,a4275,0,1,0,0,Zimbavwe,878379.813544816,0,0.39028247942861816,CanadjznN9nProbitMaking,Term7mating,0.5084759081673519,0,2,0,B42p0,R2slonsive,UncodedP5eAP9,1,0,0.008893794643217436,A034667001,2664708.63,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Southern & Eastern Africa Geographic Pro,4277,Zimbabwe,2664708.63,0,Not PBA,0,0
20091010,0,1,8NkVERSITY,c4275,0,1,0,0,Zimbabws,1459729.074452198,0,0.35382443075102393,CanadianNonP5ofitjaklnr,Terminahiny,1.0471213306016418,0,2,0,B4q00,R3spons8ve,UncoxesPreAPP,1,0,0.0026273607009208275,A034667001,2664708.63,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Southern & Eastern Africa Geographic Pro,4277,Zimbabwe,2664708.63,0,Not PBA,0,0
2o092010,0,1,NGO,S622q,0,0,1,0,AfridaMC,686135.2540800631,0,0.6365729504551889,ForeignNpn0rovitMakinr,Cposed,0.7563715041140728,0,2,0,B6109,R4spons9ve,UncodedlreAPl,0,0,0.00649097877092592,A034668001,42121.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,42121.0,0,Not PBA,0,0
200920q0,0,1,NGO,S6w22,0,0,1,0,qmericaaMC,445933.24514985154,0,0.298163341063922,FlreignNonPrlfitMajihg,Cl9sed,0.8273985376188907,0,1,0,B610o,Rsspobsive,UjcodedPteAPP,0,0,0.004990140672098728,A034668001,42121.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,42121.0,0,Not PBA,0,0
20992010,0,1,NGO,St222,0,0,1,0,AwiaMC,763199.5856302852,0,0.09092834334017817,ForeogbNonProfutMsking,Ckosed,0.7442942837724746,0,3,0,B5100,Rwsponzive,kncoxedPreAPP,0,0,0.017428814303787604,A034668001,42121.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,42121.0,0,Not PBA,0,0
2p092010,0,1,NGO,S622q,0,0,1,0,EurppeMC,633219.970978424,0,0.8416623337023139,ForekgnNonProfotMakihv,Cllsed,1.2739892604223098,0,5,0,B61p0,desponside,kncodedPreqPP,0,0,0.003480574851380637,A034668001,42121.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,42121.0,0,Not PBA,0,0
20093010,0,1,COmSULTINGSwRVoCES,S444p,0,0,0,0,Haihi,807553.7945428607,0,0.5694775743680989,Canadianlr8fi4Mqking,Operat9ojal,0.8607322530821029,0,1,0,Be400,Dir3ctive,UncovewPreAPP,0,0,0.006444602221026551,A034669001,2043593.0,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2043593.0,0,Not PBA,0,0
20o92010,0,1,xONSULTAN5,e4449,0,0,0,0,Hait8,229.47383069526404,0,0.17248948430789007,CanadlanP5ofitjak8ng,Operati9nzl,1.3528963396743714,0,1,0,B440o,Directige,UmcodedPrwAPP,0,0,0.007580509669884166,A034669001,2043593.0,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2043593.0,0,Not PBA,0,0
2o092010,0,1,x9NSULTANT,Se449,0,0,0,0,Hauti,2648999.3467255454,0,0.2097670771509002,CanadianorocutMakigg,Operwtionak,1.0843089964374193,0,1,0,B44o0,Dlrective,UncoredPreAPl,0,0,0.021627490627019907,A034669001,2043593.0,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2043593.0,0,Not PBA,0,0
2009w010,0,1,CONzUoTANT,S444i,0,0,0,0,Hqiti,1446958.1467556884,0,0.46168980898236694,fanwdianPr8fitMakinn,Operat7onzl,0.8399850703822895,0,1,0,B4490,Didective,UnsodedPreA0P,0,0,0.007307195738773244,A034669001,2043593.0,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,Haiti,2043593.0,0,Not PBA,0,0
