assay_id,bao_format,assay_type,tid,assay_test_type,curated_by,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
11942,BAO000oq18,A,50597,,Intermrdiat2,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,,Rattus norvegicus,10116.0,,,
11943,BAO000022u,A,50597,Invico,Intfrmeduate,10911,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Adrenal gland,
11944,BAO0o002w8,A,50597,Invivp,Infermed7ate,10911,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Adrenal gland,
11945,nqO0000218,A,50597,Inviv9,Ihtrrmediate,10911,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Adrenal gland,
11946,vAO00p0218,A,50597,Inv8vo,Inhermediat3,10911,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,,Rattus norvegicus,10116.0,,Adrenal gland,
11947,BAOo00021o,A,50597,unvivo,Intwrmediatd,10911,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Adrenal gland,
11948,BAO00p021o,A,50597,Ijvivo,jntwrmediate,10911,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Blood,
11949,BAk0000118,A,50597,Imvivo,Igtermediwte,10911,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Blood,
11950,BAO00002wo,A,50597,Inviv9,Intdrmediste,10911,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Blood,
11951,BAl000021o,A,50597,Ibvivo,on5ermediate,10911,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Blood,
11952,BAO000pw18,A,50597,Indivo,Intermexizte,10911,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Blood,
11953,BAO0000119,A,50597,Invido,Intermedizt2,10911,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Brain,
11954,BAk0000q18,A,50597,Invibo,Ibterhediate,10911,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Brain,
11955,BAO0090318,A,50597,Invigo,Intsrmediatr,10911,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Brain,
11956,vAk0000218,A,50597,Invuvo,Interkediqte,10911,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Brain,
11957,BAO0o00217,A,50597,Incivo,on6ermediate,10911,Biodistribution studied in the brain of immature Fischer female rats at 5 hou; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Brain,
11958,BAOp000e18,A,50597,Inviv0,Intermedistw,10911,Biodistribution studied in the brain of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Brain,
11959,BAO09p0218,A,50597,Invigo,Intermed8zte,10911,Biodistribution studied in the fat of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,,
11960,BAO0009217,A,50597,Invido,Intermediq6e,10911,Biodistribution studied in the fat of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,,
11961,BAO0000q1o,A,50597,Imvivo,Int4rmed9ate,10911,Biodistribution studied in the fat of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,,
11962,BwO0000q18,A,50597,Indivo,Intermediq6e,10911,Biodistribution studied in the fat of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,,
11963,BAOo00021i,A,50597,Imvivo,Int2rmedizte,10911,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Kidney,
11964,gAO000021i,A,50597,Inv7vo,lntermeeiate,10911,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Kidney,
11965,BAOp00021i,A,50597,Invivk,Intefmediats,10911,Biodistribution studied in the kidneys of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Kidney,
11966,BAO0000128,A,50597,7nvivo,9nterkediate,10911,Biodistribution studied in the kidneys of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Kidney,
11967,vAO000o218,A,50597,Invigo,Inte5mediwte,10911,Biodistribution studied in the liver of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Liver,
11968,BAOp900218,A,50597,jnvivo,lntermddiate,10911,Biodistribution studied in the liver of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Liver,
11969,BAO000p228,A,50597,Invico,Ijterkediate,10911,Biodistribution studied in the liver of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Liver,
11970,BAip000218,A,50597,Invivi,Ijhermediate,10911,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Liver,
11971,BAO0900228,A,50597,Ingivo,Inrermedjate,10911,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Lung,
11972,BAO9p00218,A,50597,Inbivo,In4ermeciate,10911,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Lung,
11973,Bzi0000218,A,50597,Ingivo,Ijtermexiate,10911,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Lung,
11974,BwO0090218,A,50597,jnvivo,Ijtermedixte,10911,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Lung,
11975,BAO9o00218,A,50597,Invuvo,8ntermddiate,10911,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Muscle tissue,
11976,BsO00p0218,A,50597,Incivo,Intermesiage,10911,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Rattus norvegicus,10116.0,,Muscle tissue,
11977,BAOop00218,A,50597,,Inrermed7ate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",,Rattus norvegicus,10116.0,,,
11978,BwO0090218,A,50597,,Intsrmedkate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",,Rattus norvegicus,10116.0,,,
11979,BAO0op0218,A,50597,,Inte3mediatw,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",,Rattus norvegicus,10116.0,,,
11980,BA9000o218,A,50597,,Intermefiat4,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",,Rattus norvegicus,10116.0,,,
11981,BsO000021u,A,50597,,Intsrmediat4,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",,Rattus norvegicus,10116.0,,,
11982,BAl000021u,A,50597,,Intedmeduate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",,Rattus norvegicus,10116.0,,,
11983,BA80000219,A,50597,,lntermediare,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",,Rattus norvegicus,10116.0,,,
11984,BAO000921o,A,50597,,Igtermed7ate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",,Rattus norvegicus,10116.0,,,
11985,BAk00002w8,A,50597,,Intfrmed7ate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",,Rattus norvegicus,10116.0,,,
11986,BAO00002q7,A,50597,,Intermsdiwte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",,Rattus norvegicus,10116.0,,,
11987,BAO0o00219,A,50597,,Intermed9wte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",,Rattus norvegicus,10116.0,,,
11988,BAO9000217,A,50597,,Intermwdiste,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",,Rattus norvegicus,10116.0,,,
11989,BAl000021u,A,50597,,Inteenediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",,Rattus norvegicus,10116.0,,,
11990,hAO0p00218,A,50597,,Intethediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",,Rattus norvegicus,10116.0,,,
11991,BAO00p0219,A,50597,,Int2rmexiate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",,Rattus norvegicus,10116.0,,,
11992,BsO0p00218,A,50597,,Intermexiafe,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",,Rattus norvegicus,10116.0,,,
11993,BAOop00218,A,50597,,Int3rmeeiate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",,Rattus norvegicus,10116.0,,,
11994,gAO00002q8,A,50597,,unyermediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",,Rattus norvegicus,10116.0,,,
11995,BAO009021o,A,50597,,Intfrmediste,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",,Rattus norvegicus,10116.0,,,
11996,BAO0000e1o,A,50597,,Inte3mediat2,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",,Rattus norvegicus,10116.0,,,
11997,BAO00003q8,A,50597,,8ntermesiate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",,Rattus norvegicus,10116.0,,,
11998,BAp0900218,A,50597,,lbtermediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",,Rattus norvegicus,10116.0,,,
11999,BzO0o00218,A,50597,,knternediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",,Rattus norvegicus,10116.0,,,
12000,BAi0000w18,A,50597,,Inte3m3diate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",,Rattus norvegicus,10116.0,,,
12001,nAO000021u,A,50597,,Intermedist3,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",,Rattus norvegicus,10116.0,,,
12002,BwO0p00218,A,50597,,Ijtermediaye,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",,Rattus norvegicus,10116.0,,,
12003,BAO0pp0218,A,50597,,Inferkediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",,Rattus norvegicus,10116.0,,,
12004,BAO000p219,A,50597,,In5ermedixte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",,Rattus norvegicus,10116.0,,,
12005,BwO00002q8,A,50597,,jnterjediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",,Rattus norvegicus,10116.0,,,
12006,BAOo000217,A,50597,,Internefiate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",,Rattus norvegicus,10116.0,,,
12007,vAO0090218,A,50597,,Inhermedkate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",,Rattus norvegicus,10116.0,,,
12008,Bwk0000218,A,50597,,Intednediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",,Rattus norvegicus,10116.0,,,
12009,BAO00o0318,A,50597,,Intermeriqte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",,Rattus norvegicus,10116.0,,,
12010,BAO00o02q8,A,50597,,Intermesiste,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",,Rattus norvegicus,10116.0,,,
12011,BAO000o2q8,A,50597,,In6wrmediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",,Rattus norvegicus,10116.0,,,
12012,BAOp0002w8,A,50597,,Interm4diatf,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",,Rattus norvegicus,10116.0,,,
12013,BAO0000w1u,A,22224,,Autocudafion,16359,Pharmacokinetic parameter was evaluated which is represented as AUC when administered orally a dose of 5 mg/kg; range (4.2-8.8),,,,,,
12014,vsO0000218,A,50594,,Ihte3mediate,13701,Pharmacokinetic parameters was measured at 55 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
12015,hAO00p0218,A,50597,,Inhermrdiate,14554,Pharmacokinetic profile AUC was evaluated in rats,,Rattus norvegicus,10116.0,,,
12016,BAp0000010,A,22224,,Aurocueation,6241,Pharmacokinetic property (Area under curve),,,,,,
12017,BA0000021i,A,50588,,Intedmed9ate,11537,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in dog (25 mg/kg).",,Canis lupus familiaris,9615.0,,,
12018,BqO0900218,A,50594,,Int3rmeviate,11537,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in mice (50 mg/kg).",,Mus musculus,10090.0,,,
