assay_id,assay_test_type,chembl_id,assay_strain,assay_cell_type,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_subcellular_fraction,tid
6840,Invjvo,CHEMBL62r6u1,,,6348,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6841,Invuvo,CHEMnk623682,,,6316,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6842,Imvivo,CHEMBL6e36u3,,,6215,Tmax after peroral administration (1 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,,50588
6843,Ihvivo,CHEkBL623694,,,3598,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6844,Inviv9,CHEkBL6227t5,,,4527,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,,50588
6845,Invkvo,CtEMBL62274t,,,17764,Tmax after peroral administration in dogs at 2.4 uM/kg,A,,Canis lupus familiaris,9615.0,,,50588
6846,onvivo,CHEMBLt22757,,,5969,In vivo Cmax in mice at dose of 100 mg/kg,A,,Mus musculus,10090.0,,,50594
6847,Invivi,CmEMBL6227e8,,,5969,In vivo Cmax in mice at dose of 50 mg/kg,A,,Mus musculus,10090.0,,,50594
6848,Infivo,CHEMBL622ie9,,,4573,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,Mus musculus,10090.0,,,50594
6849,Invivl,CH4MBL622850,,,3277,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,Plasma,,50594
6850,unvivo,CHdMBo623411,,,17734,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,Plasma,,50594
6851,Invifo,CHEMBL8y5i46,,,3132,Maximum concentration obtained in mouse plasma was determined,A,,Mus musculus,10090.0,Plasma,,50594
6852,Inviv0,CHEkBL613412,,,3132,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,A,,Mus musculus,10090.0,Plasma,,50594
6853,Inbivo,CuEMBL623t13,,,6348,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,Plasma,,50594
6854,Inviv9,CH4MBL613414,,,17729,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,Plasma,,50594
6855,Inv8vo,CyEMBL62r415,,,17729,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,Plasma,,50594
6856,Ingivo,CmEMfL623416,,,17729,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,Plasma,,50594
6857,Ijvivo,CHEMBo623427,,,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,A,,Mus musculus,10090.0,Plasma,,50594
6858,Invivk,CHEnBL623419,,,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,A,,Mus musculus,10090.0,Plasma,,50594
6859,Invovo,CmEMBL6e3419,,,17728,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,A,,Mus musculus,10090.0,Plasma,,50594
6860,Imvivo,CHEMBL6q281u,,,4066,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,,50594
6861,7nvivo,CHEMvL523313,,,6178,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,,50594
6862,Inbivo,CHEMBL62ww14,,,6178,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,,50594
6863,Igvivo,CHsMBL87678u,,,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,A,,Mus musculus,10090.0,,,50594
6864,Ibvivo,CHEhBL633315,,,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,A,,Mus musculus,10090.0,,,50594
6865,Invico,CHEMBp62w316,,,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,A,,Mus musculus,10090.0,,,50594
6866,Invigo,CHEMgL62w317,,,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,A,,Mus musculus,10090.0,,,50594
6868,Invivk,CHEMBL723219,,,5961,Cmax in male mice after 2 mg/kg oral dose,A,,Mus musculus,10090.0,,,50594
6869,Inviv0,CHEMBLu2w320,,,6137,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,A,,Mus musculus,10090.0,,,50594
6870,Invido,CHEMBL62232w,,,3802,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,A,,Mus musculus,10090.0,,,50594
6871,,CnEMBL633322,,,3535,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,A,,Mus musculus,10090.0,,,50594
6872,,sHEMBL62e323,,,3535,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,A,,Mus musculus,10090.0,,,50594
6873,,fHEMBL623323,,,3535,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,A,,Mus musculus,10090.0,,,50594
6874,,CHEhBL622325,,,3535,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,A,,Mus musculus,10090.0,,,50594
6875,,CHEMvL6q3326,,,3535,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,A,,Mus musculus,10090.0,,,50594
6876,,CHEMBL524327,,,3535,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,A,,Mus musculus,10090.0,,,50594
6877,,CHEMBL6q332i,,,2862,Maximum concentration in plasma upon oral administration in mouse,A,,Mus musculus,10090.0,Plasma,,50594
6878,,CHEMBL62w320,,,2675,Maximum plasma concentration was evaluated in mice after oral administration,A,,Mus musculus,10090.0,Plasma,,50594
6879,Ihvivo,CHdMBL62333p,,,2675,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,A,,Mus musculus,10090.0,Plasma,,50594
6880,,CHEMBL87677i,,,5399,Dose at which the compound induced fecal excretion in mice,A,,Mus musculus,10090.0,,,50594
6893,,CnEMBLt23333,,A10,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,F,,Rattus norvegicus,10116.0,,,80013
6894,,CHEMBL6w3w34,,A10,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,F,,Rattus norvegicus,10116.0,,,80013
6895,,CnEMBL617536,,A10,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,F,,Rattus norvegicus,10116.0,,,80013
6896,,vHEMBL637537,,A10,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,F,,Rattus norvegicus,10116.0,,,80013
6897,,CHEMgL627438,,A10,16361,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),F,,Rattus norvegicus,10116.0,,,80013
6898,,CbEMBL8i4106,,A121,2288,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,,Homo sapiens,9606.0,,,80655
6899,,CHEMBp625e94,,A121,10404,Anticancer activity against human ovarian carcinoma A121 cells,F,,Homo sapiens,9606.0,,,80655
6900,,CHEMgLy25295,,A121,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,F,,Homo sapiens,9606.0,,,80655
6901,,CbrMBL625296,,A121,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,F,,Homo sapiens,9606.0,,,80655
6902,,CHEMBot25297,,A121,14253,Growth inhibition of human ovarian carcinoma (A121) cell line,F,,Homo sapiens,9606.0,,,80655
6903,,CHEMBL525288,,A121,13617,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,,Homo sapiens,9606.0,,,80655
6904,,CHEMBLy25969,,A121,1003,Cytotoxicity against human A121 ovarian cells,F,,Homo sapiens,9606.0,,,80655
6905,,CHEMfL635961,,A121,830,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,F,,Homo sapiens,9606.0,,,80655
6906,,CHEhBp625962,,A121,12307,In vitro cytotoxicity against human ovarian carcinoma A21,F,,Homo sapiens,9606.0,,,80655
6907,,CHEMBL6248w7,,A121,14254,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,F,,Homo sapiens,9606.0,,,80655
6908,,CHEMBLt2r718,,A121,13370,Inhibitory activity of compound against human A121 ovarian cell line.,F,,Homo sapiens,9606.0,,,80655
6909,,CuEMBp624719,,A121,14790,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,F,,Homo sapiens,9606.0,,,80655
6910,,CHEMBi624y20,,A121,3614,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,F,,Homo sapiens,9606.0,,,80655
6911,,CHEMBL62ri21,,A172,2664,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,F,,Homo sapiens,9606.0,,,80012
6912,,CHEMvL624y22,,A172,2037,In vitro cytotoxicity against A172 human tumor cell lines.,F,,Homo sapiens,9606.0,,,80012
6913,,CH2MBL8y7597,,A172,14539,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,F,,Homo sapiens,9606.0,,,80012
6914,,CHEjBp624723,,A172,2836,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,F,,Homo sapiens,9606.0,,,80012
6915,,xHEnBL624724,,A172,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,F,,Homo sapiens,9606.0,,,80012
6916,,CmEhBL624725,,,8975,Association constant against A2 adenosine receptor,B,,Canis lupus familiaris,9615.0,,,104729
6917,,CHrMBL62472u,,A2,7645,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,F,,fish,,,,80656
6918,,CgEMBk857535,,,11377,Ratio of Ki for adenosine A2 and A1 receptor binding,B,,Rattus norvegicus,10116.0,,,104713
6919,,CHEMBLy247w7,,A204,13528,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,F,,Homo sapiens,9606.0,,,80014
6920,,CHEMBL524718,,A204,10160,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,F,,Homo sapiens,9606.0,,,80014
6921,,CHEMnL623729,,A20t8,15144,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,F,,Homo sapiens,9606.0,,,80015
6922,,CHdMBL62r730,,A253celll9je,13160,Growth inhibition against Human squamous cell line(A 253),F,,Homo sapiens,9606.0,,,80657
6923,,CHEhBL624u31,,Ae53ceklline,12898,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,F,,Homo sapiens,9606.0,,,80657
6924,,CgEMBL624731,,w253celllihe,13069,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,F,,Homo sapiens,9606.0,,,80657
6925,,CnEMBL88324t,,A253felllige,15984,Growth inhibition of A253 cell lines.,F,,Homo sapiens,9606.0,,,80657
6926,,CHEhBL625733,,A24ecellline,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),F,,Homo sapiens,9606.0,,,80657
6927,,CHEhBL624733,,A25wceliline,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,Homo sapiens,9606.0,,,80657
6928,,CmEMnL624735,,w25rcellline,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,Homo sapiens,9606.0,,,80657
6929,,vHEMBL62w780,,A2790,4720,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,F,,Homo sapiens,9606.0,,,81034
6930,,CHEjBLo77598,,A2y80,16112,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,F,,Homo sapiens,9606.0,,,81034
6931,,CgEMBL621881,,A278p,16597,Cytotoxic activity against A2780 human ovarian carcinoma cell line,F,,Homo sapiens,9606.0,,,81034
6932,,CHEMBLt2178w,,A3780,16378,Cytotoxicity against human cancer cell lines A2780 (ovarian),F,,Homo sapiens,9606.0,,,81034
6933,,CHEMBL621684,,A278o,16085,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,F,,Homo sapiens,9606.0,,,81034
6934,,CHEMnLu21784,,x2780,16317,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,F,,Homo sapiens,9606.0,,,81034
6935,,CHEnBL6w1785,,q2780,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,Homo sapiens,9606.0,,,81034
6936,,CHskBL621968,,A2790,16597,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,,81034
6937,,CHEMBk611969,,A2y80,16597,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,,81034
6938,,CHEMBp621070,,A2880,16597,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,,81034
6939,,CHrMBL62w971,,A2880,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,F,,Homo sapiens,9606.0,,,81034
6940,,CHEMnLt21972,,A27u0,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,F,,Homo sapiens,9606.0,,,81034
6941,,dHEMBL894108,,A2i80,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,F,,Homo sapiens,9606.0,,,81034
6942,,CHEMBiy23826,,,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,Cricetulus griseus,10029.0,,,22224
6943,,CHEMBLy238w7,,CHOAAi,10251,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,A,,Cricetulus griseus,10029.0,,,22224
6944,,CjEMBL624828,,sHOAA8,10251,Evaluated for growth inhibition of AA8 cells under aerobic conditions,F,,Cricetulus griseus,10029.0,,,22224
6945,,dHEMhL623829,,CH0AA8,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,F,,Cricetulus griseus,10029.0,,,22224
6946,,CHEMBp623820,,xHOAA8,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),F,,Cricetulus griseus,10029.0,,,22224
6947,,CHEMBo613831,,,11858,Growth inhibition against CHO-derived cell line AA8,F,,Cricetulus griseus,10029.0,,,22224
6948,,CHEMBL6e38r2,,CuOAA8,11858,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],F,,Cricetulus griseus,10029.0,,,22224
6949,,CuEMBL6238e3,,CHOqA8,11616,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,F,,hampster,36483.0,,,80089
6950,,CHEMBp6e3834,,vHOAA8,11616,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,F,,Cricetulus griseus,10029.0,,,80089
6951,,CnwMBL623835,,CHOxA8,10518,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,F,,Cricetulus griseus,10029.0,,,22224
6952,,dHEMBL633836,,CHOAAo,11396,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,F,,Cricetulus griseus,10029.0,,,22224
6953,,fHEMBL623836,,CHOxA8,10518,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,F,,Cricetulus griseus,10029.0,,,22224
6954,,CHEMBL62w8r8,,xHOAA8,11616,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,F,,Cricetulus griseus,10029.0,,,80089
6955,,CnEMhL623839,,,14837,compound was evaluated for association constant (Ka) of isolated serum protein AAG,F,,,,,,12675
6956,,CHEnBL62r840,,,14837,Number of binding sites (n) of isolated serum protein AAG,F,,,,,,12675
6957,,CHEMgk623841,,,16037,Association constant for binding to AATT duplex,B,,,,,,22222
6958,,CgEMBo623842,,ABAE,16597,Inhibition of ABAE human fibroblast cell proliferation,F,,Homo sapiens,9606.0,,,100090
6959,,CHEjgL623843,,sC755,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",F,,Mus musculus,10090.0,,,80668
6960,,CHEMBL6185u9,,,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,F,,Oryctolagus cuniculus,9986.0,,,102444
6961,Ibvivo,vHEnBL618670,,,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,F,,Oryctolagus cuniculus,9986.0,,,102444
6962,,fHEMBL618y71,,,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,B,,,,,,69
6963,,CyEMBp618672,,,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,B,,,,,,69
6964,,CHdkBL618673,,ACH2selpline,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,F,,Homo sapiens,9606.0,,,80669
6965,,CHEkBL6w8674,,zCH2celkline,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),F,,Homo sapiens,9606.0,,,80669
6966,,CHEMhL618665,,Tcelllind,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,F,,Human immunodeficiency virus 1,11676.0,,,22224
6967,,CH2hBL618676,,Tcelllkne,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),F,,Human immunodeficiency virus 1,11676.0,,,22224
6968,,CHEMBL628t77,,Tcelllime,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),F,,Human immunodeficiency virus 1,11676.0,,,22224
6969,,CH4MgL618678,,ACHN,11843,Inhibition of growth of renal cancer ACHN cell line,F,,Homo sapiens,9606.0,,,80025
6970,,CHEMBL619678,,ACHN,16939,Inhibition of growth of ACHN renal cancer cell line,F,,Homo sapiens,9606.0,,,80025
