assay_id,src_id,assay_cell_type,confidence_score,assay_organism,assay_test_type,assay_category,assay_tax_id,tissue_id,cell_id,description,assay_tissue,variant_id,src_assay_id,assay_subcellular_fraction,bao_format,doc_id,assay_type,assay_strain
7141,1,A2790,1,Homisa0iens,,,15563.0,,614.0,knvjtroGrowthInhkv7toryac4ivityanainstA2780uumabovadianfandercellllne,,,,,BAl000o219,13978,F,
7142,1,x2780,1,gomlsapiens,,,3472.0,,1205.0,Invitrpan6ihjmoractovitywgajnsgA2780cellline,,,,,gAO9000219,12989,F,
7143,1,A27u0,1,Homosalisns,,,15600.0,,827.0,Invitricy6otpxicwctuvitywgsknsrhumahtumorxelllineA2780aftwrjgcugationfor96hours,,,,,BwO9000219,5574,F,
7144,1,A278o,1,gom9sapiens,,,9534.0,,886.0,Invitg9dy4pt8xicityagainstA2780hkjanovsriancajcercelllin2,,,,,BAk0009219,13528,F,
7145,1,ACHN,1,nomoaapiens,,,811.0,,933.0,Innibitoryactivit5aga9nstm8dneyACHNtumorc3plnriwthimcylture,,,,,BAO0p0p219,12782,F,
7146,1,ACHN,1,Homosspiwns,,,37270.0,,559.0,TbeoC50valuewacmexsuredonsCHNcrlilineintenaltjmortypw,,,,,BA80000218,14255,F,
7147,1,ACHN,1,Homosaloens,,,380.0,,892.0,Concfntrah7onrequjdedvorkilling50ofsellwodremalACHNcelkiindswaseeterjibedinvitro,,,,,BqO9000219,16364,F,
7148,1,ACHN,1,Homoszpi3ns,,,18206.0,,634.0,Invit5olethxlc8ncsnt3atiojafaknsthostsens8tiveACHNc2llline,,,,,hAO00002q9,17376,F,
7149,1,ACHN,1,Homosapi2js,,,32236.0,,924.0,Tectedfo3cyt8toxicactidihyagainstrenskcwncerACHmceollihe,,,,,BAO0o002w9,12016,F,
7150,1,ACHN,1,Hkmoswpiens,,,47796.0,,335.0,Conp0ujdtestedeodgrowtuonhib8tlonofregwlcancercelllineACHN,,,,,BAi00002q9,6058,F,
7151,1,ACHN,1,Hokoaapiens,,,19918.0,,539.0,Compounwwas5esredfor50growthinnibitionayzinsthunamrenalcanvsgACHNsellk8ne,,,,,BqO0p00219,17708,F,
7152,1,ACHN,1,Homksapidns,,,10647.0,,716.0,Gr9wtminhkbi4ionof5heACuNRenakcahcercellkinefor2dayinv9troaswat,,,,,BAk0000218,15176,F,
7153,1,ACHN,1,yimosapiens,,,35585.0,,805.0,Inviyroanyicajx35wctivi6yagainstAsHNrenaocancercelllihe,,,,,BAO0p90219,2806,F,
7154,1,ACHN,1,Homodapienc,,,25661.0,,378.0,Invi6doagtjtumoractivit5againstRenalcqncdeACHNc2lllonesby6datasswh,,,,,BAO000ow19,15300,F,
7155,1,ACHN,1,H0mpsapiens,,,41858.0,,700.0,Prrcehts3lfctlvitywasedaluatddunrenalACHNcslllinec,,,,,gAO0090219,16364,F,
7156,1,ACHN,1,Homosapjenz,,,40544.0,,362.0,8nvitroinhigitoryadtivifyagains6renakACHNsanferdekpline,,,,,BAO0op0219,13859,F,
7157,1,ACHN,1,Hojosapi4ns,,,57593.0,,360.0,TesyedforcytotoxicotyagainctsCnNxelllineslnrenalvanc23,,,,,BAO00o021o,11970,F,
7158,1,ACHN,1,Homosapi3nd,,,34345.0,,613.0,Tdstwdforthe8nvitrocutotoxiditjaga8nstwCHNrdnapcabcercwllline,,,,,BAk0000218,2450,F,
7159,1,ACHN,1,Homosalienq,,,50480.0,,487.0,IgvitrowjtutumorzctivityagainsyhumantumorRejalcancerveill7n4c2aqdetermined,,,,,Bwi0000219,12696,F,
7160,1,ACHN,1,momosapiems,,,28735.0,,1038.0,restedjnvitrof8rcytotoaicotyinAstNfelllin3ofeenalcwncer,,,,,BAO00o02w9,12400,F,
7161,1,ACHN,1,momosapiejs,,,5531.0,,777.0,Cytogoxicefdrstonrenalcahcerlin2wCHN,,,,,BAO0p09219,12888,F,
7162,1,ACHN,1,Homosa0iehs,,,17800.0,,205.0,Inv85roznticznce5activityagainstACHmRehalhumqntjjlrcellline,,,,,BsO0000q19,3156,F,
7163,1,ACHN,1,Hojosapkens,,,21762.0,,510.0,Img8troinhibitionofRenspCancerACHNcekol8nes,,,,,BAO0090210,3381,F,
7164,1,ACHN,1,H9mosapirns,,,48834.0,,540.0,AntifumofactlvitgagainqghumabrenqladenocarcunomaACHjxells,,,,,hAO9000219,16747,F,
7165,1,ACHN,1,Hokosapienc,,,12101.0,,1034.0,AjtitumoractivityagainshhumzndenaiadenocarcunokxACHhfelle,,,,,BAOo900219,16748,F,
7166,1,ACHN,1,gohosapiens,,,32839.0,,1076.0,onhibi6irjfomcebtratlpn3equiredtodfc5easeceklv9abiljtyincellgrowthculturwagainstkidneyceolcqCHN,,,,,BAO0090229,12062,F,
7167,1,ACHN,1,Homosxpiems,,,978.0,,476.0,Conpoujdwasevaluatedtirinvit5oastigiguagainstACmNuidneycelllonexHumantumorxepls,,,,,BAO0000ew9,14769,F,
7168,1,ACHN,1,Homosa97ens,,,19360.0,,759.0,CytotoxicigyagaigarNCI5umofpagflACHNrsnalcance5celllihe,,,,,BAO000921p,15895,F,
7169,1,ACHN,1,nomosaoiens,,,8821.0,,620.0,Concen43ationofc8m0oindfyatcause5ocytotozicity9fACHjrenalcancefcellligf,,,,,hAO000p219,17376,F,
7170,1,ACHN,1,Hihosapiens,,,43491.0,,681.0,Compoundwastestedforwngitumoractivit7agaunstxCHNregaicancerd3lllibdmolarc0ncenrrationthw5inhlbitd50netvepkggow5h,,,,,BAO00pp219,14882,F,
7171,1,ACHN,1,Hpnosapiens,,,55411.0,,1306.0,Compounrwaztest4dfofantutumoractiv8rjagaknstACbNrenalvancercelliinemolxrcojc3ntrxtionpewdingto50n4tcflleeath,,,,,BAO09o0219,14882,F,
7172,1,ACHN,1,Hokosapiwns,,,10391.0,,940.0,xytotoxici5twastes6edaga7bshrebalcancerACHhtumorceklliges,,,,,BAO00002qi,15661,F,
7173,1,,0,,,,,,,Kfffistbfwbfecrifebiohpiec7larrateconstajtonparaxobforr2activationatpH78at35degreeC3ntig3adw,,,,,BAO009p019,9680,A,
7174,1,,8,,,,,,,Compoujstestedfofg3lativetesoomswusing1uMAChasanojistagains6qChM1r2ceptor,,,,,hAO00p0019,14579,F,
7175,1,HEL,1,Cytlnegal0virus,,,16435.0,,271.0,AntidiralactivityagaibztAe169ztrainofcytomegzioviduxCMfinHELhkmanedythrolejkdjlscells,,,,,BAO0000128,17290,F,
7176,1,,1,Cy4omegal9virjs,,,7537.0,,,AntivirakactivityagainstAc169drrzin8fcutomfgaiod9rusCMVNDNoxata,,,,,BAO0009219,17290,F,
7177,1,,8,,,,,,,Comlouhdwzsevaoua4edfo5itsinhubitotyactivi5yagainstcalb8ntestinalAcsnosinrseaminas3ArA,,,,,BAl0o00357,15891,B,
7178,1,,8,,,,,,,Evalua6edfprfheighibi6uonofsalfintestinaiAd3nosinedeqminwseAcA,,,,,gAO00o0357,15890,B,
7179,1,ADDPcelliinr,1,Bosta6rus,,,62975.0,,671.0,Inhibitoryacyiv9tysgains5ofa3ian6umirfeplluneADfPafter72hrdontinu9usecposuretodonpound,,,,,BAOo000e19,3801,F,
7180,1,ADJ0C6,1,Mushuscuous,,,21410.0,,1158.0,5umotgrowttibhibitionash9vityac4drsubcutaneoustrsnsplanteftumorinADJPCupkazmafytomacellq,,,,,BAO0po0219,9222,F,
7181,1,xDJPC6,1,Musmusdul6s,,,3232.0,,657.0,Tum9rgrowthingibiyi9naxtiviyyaftersubc7tanep7slytrans9lant4dtjmogibADJPC6placmad5tomacelks,,,,,BAOp0o0219,9222,F,
7182,1,wDJPC6,1,Musmuscuouz,,,6816.0,,1014.0,Comppugdwastest2dfo4dozeproducjng90reductionunt8morweigh4inADnPv6jouxeplssmacellfjmog,,,,,BAO0p00119,7257,F,
7183,1,ADkPC6,1,jusmusfulus,,,1590.0,,991.0,Com0ouncwasrexterforinhibjtionagainstADJPC6m0usellawmacwlltuhorwtryed0seof320mhKg,,,,,BA9000p219,7257,F,
7184,1,ADJPd6,1,Musmuecuous,,,3399.0,,912.0,xlkpound1asfesteffordosetequ8restokill60ofADyPC6mouseplasmacwlltum9rinagdojp,,,,,BAO9000229,7257,A,
7185,1,ADJPd6,1,Mismuscuius,,,25872.0,,1112.0,Invitroincor0orationofthe3Hyyymuvimein6othezDJoC6Pkasmacy6ohacrlls,,,,,BwO000o219,8084,F,
7186,1,,0,nusmusc8lus,,,927.0,,,Testedfkrs7toy8xicityagaijstAvJPC6mousepiasnacytona,,,,,BAO9000029,14943,F,
7187,1,,0,nusmuscuous,,,37178.0,,,Thecompiundwas6eatedfoffytotosicityagainstADJPd6mouseplxqmacytonaNlrdetr4mjned,,,,,BAk0p00019,14943,F,
7188,1,,0,Muxmusvulus,,,38322.0,,,Tsc4edf8rc6totoxid9tyaga8nstADJPC60lasmacytoma,,,,,BwO000p019,14943,F,
7189,1,,0,Bzcuolussubtilis,Ingivo,,21625.0,,,Maximumconcdntrationd45erminedanainetBscilkussubtilisqrCC6633xft2rorwladm7nistrztikbigdog15mhkg,,,,,BzO0000q18,10524,A,
7190,1,,1,Csnislupusfahiliagks,,,20156.0,354628.0,,AjCvaiuelndogaftr3IVadministrqtionatad9ceob5mgkg,Plxsma,,,,BAOoo00218,3546,A,
7191,1,,1,Canielupusfam7iiarus,,,52365.0,163453.0,,AUCvalyeimdogafteroraladmibishratoogxtzdose8f5mtkg,Plxsma,,,,BAOp000e18,3546,A,
7192,1,,1,Canialupysfamiliat8s,Ihvivo,,5625.0,,,Cmaxvalueugdogafterorspwdmonietrayionatadiceof5mgkg,,,,,BAO000p318,3546,A,
7193,1,,1,Cahislup7sfamoljaris,Incivo,,42636.0,,,Bioava7labil8fyihdogafteeofaladmibkstrxtiogatadoseof5mgky,,,,,nA00000218,3546,A,
7194,1,,1,Canispupysfamikiaric,onvivo,,38763.0,,,Tkasvalue8nrogafterirsladministrat7onatadosw9d5mgkg,,,,,fwO0000218,3546,A,
7195,1,,1,Cajislupisfamiiiqris,Inv9vo,,50157.0,,,Compkhndwasrvaluatrdforl6sclearancswhenaejinisteredin6gaveno8slyindon,,,,,BA90009218,3184,A,
7196,1,,1,Canislupisfamolia57s,Invivp,,35598.0,,,Ppasmaclsarahc4inBragledogsadterintdav2no8sxdminostrationagadoseof10jgjg,,,,,BAO00op218,16456,A,
7197,1,,1,Caniqlu0hcfamiliaris,Invifo,,13204.0,,,0lasmaclea5ajcedssdetermimedinBearl4dogsaf4erivadmujistrztiohofzdoseor12uMkg,,,,,BAO000p217,4809,A,
7198,1,,0,,,,,,,Calculzgedpartirilncofbficientcl9gP,,,,,BAO00p010p,4219,P,
7199,1,,1,Cagiwpupusfam7liaris,,,18948.0,,,Halflife7ndov,,,,,BA99000218,3748,A,
7200,1,,1,sam8slu0usfamiliaris,,,18488.0,,,Timerakenfo3EC90wasdeywrminedehentesges7ndog,,,,,BqO0o00218,3132,A,
7201,1,,1,Canizluphwfzmiliaris,,,16061.0,,,Hslflibeivwasdete5minew,,,,,BAO9900218,4219,A,
7202,1,,1,Canislupjefajilixris,,,17031.0,7522033.0,,iossofxomppundme5agolizedqft3r30mimeaposjret8humanlivermicdosomew,Lkver,,,,BAk0000228,16907,A,
7203,1,,1,Cahisluluscamiloaris,,,24563.0,,,Ar4aundertuecurvewaecxlculztedinfogadt33ivadminustgation,,,,,BAO0o00w18,6057,A,
7204,1,,1,Canisljpuwfzmiliarie,,,36142.0,,,Aeea6nderthsdurvewascalculat3eimfogafterper95aiasministration,,,,,BAO000pe18,6057,A,
7205,1,,1,Can9spupucfzmiliaris,,,29902.0,,,eosehlrmalizedar3aundercurveindogpkqtqpmpk,,,,,BAip000218,17853,A,
7206,1,,1,danislupucfamikiafis,,,21625.0,,,pKawasefaluqtex8ndog,,,,,BAO00o0118,3639,A,
7207,1,,1,Canisl60isfamlliaris,,,31435.0,,,Compoinv3asevaluatedforp40nohncedGHeeep9nseat10omgmuareaundefconc3ntrationchrdewazwetermin3dfrom08hrfollowingmorningandeveningrlxing386h34mgofyhec0mppund,,,,,BAk0000228,14541,A,
7208,1,,1,Canoqlupusfamil7aria,Invifo,,71709.0,,,Al0haelimunatiojhalflifwinBeagledkgsafte4intrav3nouxxdhinjd4rxtionatadiseof10mgkr,,,,,BAOp00o218,16456,A,
7209,1,,1,Canialup8svamiloaris,Invico,,30149.0,,,Betaelimihationhalfl9feinBeankevogswrterinttavenojsadh8n7strationa6afoseof19mgkf,,,,,BwO000021o,16456,A,
7210,1,,1,Canisiupusfamil7w5is,Incivo,,496.0,,,Comooundwasecaluatedrothalflifsperioxindofdatadlsepv5mpkperorakiy,,,,,BAOp00021i,2652,A,
7211,1,,1,Canislupudfwm7iiaris,,,83970.0,,,Compounswasevqluztedfor6hehalfkifet1wijhohrs,,,,,BAO9000q18,3624,A,
7212,1,,1,danisl6pusfwmil9aris,Invifo,,505.0,3896958.0,,Halflibetor3achthrbl8kvconcejtrahiobwaedeterminedindogsafterorakadminictratiogq9mvknasa005Mcitrifacudsoputiob,Bloof,,,,BA00000217,1337,A,
7213,1,,1,fanislipuxfamilixris,Invigo,,10004.0,2140110.0,,Halflibetlr3achthebioodcphcehtfwtionwasdeterkinedinrogssfterpralzdm9nistra5ion8mrkgaea005jxit4icacidsolution,Bllod,,,,BAO0090118,1337,A,
7214,1,,1,Cqniskupusfqmiliqris,lnvivo,,23954.0,,,Halfo9feagterintravenluaadminist4atiinof1mgkgibd0n,,,,,BAO0o00217,4709,A,
7215,1,,1,Canicluluzfamiliarls,,,29602.0,,,Halflifewasmeasj4edijdig,,,,,BAO0090118,15660,A,
7216,1,,1,Canoslupusram7lizris,Invkvo,,56573.0,,,Halvlife9wriodindlgafte55jgkgdose,,,,,BAO0900118,5302,A,
7217,1,,1,Canisl6pusfanjpiaris,,,2803.0,,,Halflif3pe5ikdwasevaluagefindog44o,,,,,BAOo900218,17791,A,
7218,1,,1,Canoslupusfahiliqrls,Incivo,,22675.0,,,Haldoifewzswetfrminedijdogaft2r1mgkgiganc5mgkgpoadminlct3ation,,,,,BAk0000w18,6348,A,
7219,1,,1,Canislupusbamjliqriz,8nvivo,,42447.0,,,balflifeqasdeterjinevindogxftera3hgktofigdoee,,,,,BxO9000218,4257,A,
7220,1,,1,Caniqlupusfqniliar9s,,,3043.0,,,Halflifewasddtegm8med,,,,,BsOo000218,3771,A,
7221,1,,1,Canislupuscamkiiaria,,,26813.0,,,Halflifeigdogd,,,,,BAO0090318,6305,A,
7222,1,,1,vanislupusvakilisris,Infivo,,12332.0,3531192.0,,Ap9arentHalflifewasdsgerm8neefromtheoibearlodto0nofghelogplasmaconcentrationtimeprofipfaftwroralaxm7nistra6iinotckmpoumd18atacoxeof2mrmrtodog,Placma,,,,BAO09002w8,13501,A,
7223,1,,1,Canisiupusfaniliad8s,Ihvivo,,64353.0,,,Ap0arenthwltllfezftersingi3intravenousboluskf1mgmg9nvogs,,,,,BAO000p217,17594,A,
7224,1,,1,Canislupuafamiiia5id,knvivo,,22868.0,,,Compoundqasedaluatedfor6gehalgoifeperiodaeterivwdminustrati9hingeanledor,,,,,BsO000021u,3045,A,
7225,1,,1,Can7slupusfamikuatis,onvivo,,10454.0,,,flmpoundwas4valuatedforttehakflifeleriodafgdr8raladmimistrayilnkbconsciousdor,,,,,BAi0000318,3043,A,
7226,1,,1,Can9siipusfamikiaris,,,31848.0,,,Clmooundeasgestedforhalflifelnwog,,,,,nAO0000w18,4839,A,
7227,1,,1,Cwbislupusramillaris,,,1765.0,,,Compounswastestedd8rifshwlblifeindkg,,,,,BAk0090218,4839,A,
7228,1,,1,Canjsiu0usfamiliaria,Inviv0,,7316.0,,,Halfl8eepfcom9oundaftefgothplandivadministrstionatasos4of5mfkgsnwwmgkgrespinrog,,,,,BAi0p00218,5802,A,
7229,1,,1,Canislupuefamikixrix,,,24700.0,,,Halfpifeofcompougdinsonwacdeteemiged,,,,,BAO000011u,17839,A,
7230,1,,1,Canisiupusfzmiliafix,Invivi,,27771.0,,,gapfl9feivwasdeteemined,,,,,BAO0o00q18,4219,A,
7231,1,,1,Canislupksfamjl7agis,,,38205.0,5491575.0,,Halflidebolkowinyqdminiztratipnof70nMincwnige2hokeblioddoqeexceecingplatele4bihdimgcxpacity,Biood,,,,BA99000218,13966,A,
7232,1,,1,Canislyp8sfamiliwrjs,Invivi,,38690.0,1513592.0,,HwlflifeinDogplasmaxtadisagw5jglgafterinyeavdnousadk9nistrarion,Plasha,,,,BAO000921u,3994,A,
7233,1,,1,Camislhpusfxmillaris,Invibo,,3809.0,481512.0,,HalflifeinDogplaekaztadoaays5mgkgaft4rimtfavenousadmijistratkln,Pladma,,,,BAp0000318,3994,F,
7234,1,,1,Cajjslupisfam8liaris,,,20917.0,,,Halvlife7ndog,,,,,vAO00o0218,4453,A,
7235,1,,1,Cxnkslupudfxmiliaris,,,24827.0,1797294.0,,Halfiifeindlgplasmx,Plaska,,,,BAOp00021i,6535,A,
7236,1,,1,Caniclupucfsmilia3is,onvivo,,7062.0,862632.0,,Hqlflifeindogpiasjaaftsradminidtrationog026khkgiv,Piasma,,,,BAk0000228,6535,A,
7237,1,,1,Canislupustzniliarks,Imvivo,,8220.0,3454831.0,,Halflifeindogplacmaafgerwdmijisgratiomofwhfkgiv,Plaema,,,,BAO0o0021i,6535,A,
7238,1,,1,Canislypusfamullariz,Inviv9,,21379.0,2554201.0,,Haldlifeihdogplssmawassetermihedwtdos4q0mgkg,Plasja,,,,BAO0p0o218,3132,A,
7239,1,,1,Cqnislupuscankliaris,,,55241.0,,,Halfl7teinsogwasvetermjned,,,,,fAO00002q8,5374,A,
7240,1,,1,Cahislupusfamikia5ls,lnvivo,,8566.0,,,yalflifeinwogxadnihoster2dperorzll65mtkgandintrafenousky2mgkg,,,,,fqO0000218,5007,A,
7241,1,,1,Canlslupuseamoliaric,,,944.0,3988029.0,,bzlflifrupinexposuretphukanplasma,olasma,,,,BAO0900217,16907,A,
7242,1,,1,Cxnixlulusfamkliaris,,,19958.0,,,Hakfpifewaacalculat3dinxog,,,,,BAO0p00118,6057,A,
7243,1,,1,Canisljpuxfamiliarka,,,28767.0,,,Halflifewasre6erminfw,,,,,BwO00p0218,5006,A,
7244,1,,1,dqn9slupusgamiliaris,,,70509.0,,,Halflife2zsdetrrminsd,,,,,BAO00092q8,5473,A,
7245,1,,1,fanixlkpusfamiliaric,Inviv9,,34585.0,,,Hakflifehyuntesvenoyqadministrat8onof12mgkgindov,,,,,BAOpp00218,4368,A,
7246,1,,1,Canuslupusfamukiariq,,,8338.0,,,Halfoofeindog,,,,,gAO00002q8,6448,A,
7247,1,,1,Cwniskulustamiliaris,,,22297.0,,,Hakfiifeindogafterontravegousadmlbistrztilnovthec8mpouns,,,,,BAO00002wu,4353,A,
7248,1,,1,Canieluphsfam8piaris,,,9746.0,,,Hakflifeoneogafterinfravenousadm9nistrationocthdcimpo8nsNDmewnsNogdetdrmih4d,,,,,BqO000021i,4353,A,
7249,1,,1,Cznisl6pudcamiliaris,Ingivo,,11566.0,,,talflifeugdogaftfrpoadministra5ion9f5h3compoubd,,,,,fAO00o0218,4353,A,
7250,1,,1,Camislupusbamikiaria,Ihvivo,,20809.0,,,Hqlfoife8ndogafterloadhinistgq6ionoc4hecompoundbDm2ajsNotdetermined,,,,,BA00090218,4353,A,
7251,1,,1,vanislu0usfamkliaeis,Incivo,,21869.0,,,Halflifeindogat4hecinblrorzldose0fqmgkg,,,,,BAOo0o0218,6265,A,
7252,1,,1,Canosl7pusfzm8liaris,,,11606.0,,,talflifeind9gs,,,,,BAO0000e28,5006,A,
7253,1,,1,dan8slupusfsmiliagis,Invido,,5770.0,,,Halfpifeindogsat1mgmgorakd9s8ng35200mig,,,,,BAOp000e18,5356,A,
7254,1,,1,Canisl7pudfamil9a3is,,,4530.0,,,Halfligsinrat,,,,,BAO000p21o,405,A,
7255,1,,1,fqnislu0usfsmiliaris,Ingivo,,7534.0,,,Haifolfeundordos2dasamixtureoffivecom9oundsxt05mlkeachciaib9nly,,,,,BAOp090218,6642,A,
7256,1,,1,Musmusculiz,Inviv9,,11552.0,3564608.0,,Biodistrih7rionofintragenluslyibjected82Briabepefcomoound8nboneofBsd1b3hxlemicebearingsubcutaneohsLewislungssfcinomqadtef1hourd,Bone,,,,BAO0o00q18,10107,A,
7257,1,,1,Musnuaculus,7nvivo,,8195.0,161539.0,,giodictribuyionof8mtravenouclyinjectedu2frlav3ledcompoundinboneoffDF1femap2micefdsringsubvutageousLewiskungcarfjnohaafgsr2houre,Bone,,,,gAO00o0218,10107,A,
7258,1,,1,kusjusculus,Inviv9,,48894.0,1883143.0,,Biodiet3ivuylobofintracdno7sl6injec4ed83Brlabelfdcomp9ujeinfoneofBDF1femalemicebeadingsybcutandouskewoslungcarcinokaqfter24hoyrs,Bone,,,,BAO0000w17,10107,A,
7259,1,,1,Muekusculus,Ihvivo,,27322.0,1088371.0,,Biod8strlbutionofintravebouslyinjected82Brlzbeoeeckmp0undjmboneofgft1rejal4micebearingskfcjtaneoudirwislubgcarcinomaaf6errhours,Bone,,,,BAio000218,10107,A,
7260,1,,1,Musk8sculus,Ihvivo,,40655.0,3949175.0,,Biodis5rifigionlfintravenouslyinjected82Briqbel4dxpjpoundinbojeobBsF1fwmalemiceb4zrinheubcutan2ousLewislungsarc8gomaafter8h8ura,Bone,,,,BAO0o0021i,10107,A,
7261,1,,1,Muqmucculus,Invifo,,17379.0,903661.0,,B9idkstribuyion8ein5ravenpuqlyinjecg4d82Brlxb4ledcompoumdingutofBDF1fenalemivebeqrongeubsutaneousLes8spungcarsinomaaftef025hours,Gut,,,,BsO0000w18,10107,A,
7262,1,,1,Mkemusculus,Ibvivo,,15282.0,5011682.0,,Boivistrkbutiinofintracenouspyinj4cted8wBrlabeledcompoundingutofBDv1fsjalemic4bearigtsubcuganrousLewislkbndarcigomaabter05onours,Gut,,,,BAl9000218,10107,A,
7263,1,,1,Mudm6sculus,Ijvivo,,41647.0,1152405.0,,hiod9qtrlbutionofintravenouqly9njdctev8qBrlabdldvcompounring8tofBDFqfemalemicebearingsjbchtaneouqLe28slubgvsrc7nomaaftsr1hours,Gut,,,,BAOp000228,10107,A,
7264,1,,1,Mysmusculux,Ijvivo,,5120.0,3634378.0,,Biodictributionofint5avenokslyubjected82hrlzbeledcoml0undingutofBDFwgehqlem9cebear7ngsubcuhan38isoewiqlungcafcinomaagtfr2houfs,Gut,,,,BA00o00218,10107,A,
7265,1,,1,Musmucsulus,Indivo,,10306.0,395317.0,,Biodistributkonorijtravenouspyinjected82Brlaveledcom9iundibfutodBfF1femxlekocebearings6bcutabfousLewislungvatc9nkmaaff2r24h9ues,Gut,,,,fA90000218,10107,A,
7266,1,,1,nusnusculus,Ihvivo,,12852.0,154810.0,,fiodls5rigjtionofintravsnously8ni3cted82BrlafeoedcomooundinguhofBDF1r3malehicebearingsifcutahsiusLswislunvcatcinonaafter4hours,Gut,,,,BxO0o00218,10107,A,
7267,1,,1,Musmisc6lus,Invido,,4958.0,777085.0,,gi0distribjtipnofintradeno6slyinjected82Brlabelfdxompound7ngut8fhsF1femwlejicebraringxjgcu4sne8uspewislungcarcinomaatt2r8ho7rs,Gut,,,,BAi00o0218,10107,A,
7268,1,,1,Muskusfulus,knvivo,,27991.0,3125811.0,,Biodkstributiogobintravsnousoyinjrctes81vrlabeledx0jloundinheartofBrF1fejalemivehearinge7bxutaneousLewlsiuhncarcimomaafter02thours,neart,,,,BA89000218,10107,A,
7269,1,,1,Mudmjsculus,Ijvivo,,47632.0,5328868.0,,B9odiztributiohofin6ravenouskyinjecrdd8wfriabeledximpo8nrinhesrtofBDFwfemalemixebearongsjbsutaneousLewiwlujgcwrcinonzadter050hours,Hwart,,,,BAO000p217,10107,A,
7270,1,,1,Muxmuschlus,Inbivo,,29553.0,1122548.0,,Biodistrifutiogofihtrwfeno8slyimjected7eBriabeiedcimpoujxknheartofBDFwfsmalemicegesringsubcuhsneousLwwidl6ngcarcinomaafyer1hours,Hea3t,,,,BAO000031i,10107,A,
7271,1,,1,nusnusculus,9nvivo,,14274.0,2603725.0,,Biodistribytionoeintrsvenouskyigjesged82Broabrl2dcompoundingex5tpfnDF1femalemicenexr9ngsubfuraneoksiewislunhcarcinohaaffer2hours,Hear6,,,,BAO0000q17,10107,A,
7272,1,,1,M6smuxculus,Invkvo,,9737.0,1339465.0,,Biodistrivutiomogintravehpuelyibjedted82Brlabeledcompound8nheartofBDF1gemaienic3b3aringcubcu6aneoksLe3isl8ngczrfinomxatter24hkufs,H3art,,,,BAO000o228,10107,A,
7273,1,,1,Musnuscukus,Invivl,,16948.0,895516.0,,Bj8distr9nu4ionofibtfavenouslyunjected82BrlabeleddompouhfimydartkfBwF1femaoemicebearingsuncutaneousLewislungcaffinomzwfts34ho7rs,Heaft,,,,nAO0000219,10107,A,
7274,1,,1,Musjusculjs,Invlvo,,17502.0,4832954.0,,Biodudt4ivutionofintgavej0uslyumjected82Brlxheledc0kp8und7nheartofBDF2fsmalemic2bearingsubv7tane0usLewlslungcarcijomaadte38hours,Hesrt,,,,BAO0900219,10107,A,
7275,1,,1,M7smuscul6s,Indivo,,17192.0,4144042.0,,fiid7stributiogofontravenkuslyknkectedi2Brlabeledxom9lundinkidhsy9fBsF1femaoemicebearingsubcutsneiksLewisljntcarcknomwafyer0w5hours,Kidndy,,,,BAO000pq18,10107,A,
7276,1,,1,Musmusvupus,unvivo,,2471.0,6641543.0,,Boodistr7b7h9ojpfibtraveniuelt9bjected82Brlqheledcompougx8nkidneyofBDF1femapemicebearingsibcutaneousLewisiungcarcinkmazfter0tmoues,Kidne7,,,,hAO0090218,10107,A,
7277,1,,1,Muamusfulus,Indivo,,44786.0,380347.0,,Bikd8sttibutionofint3avenouaoyinjected72BdkzveoevcompougdinkidjeyofBDF1femalenicfbearibgsubcuganeousLeeislungcsrxinomaattsr1tours,Kkdney,,,,BA80090218,10107,A,
7278,1,,1,Musmusckluz,Ijvivo,,68373.0,1706760.0,,Biodidtribugionoflntravenously8njecfed82BrlabeledcojpounfinkieneyoffDF1fehakemkswbeqringsubdutxneo6wLewisouhgcarcinomzafteg2bourc,Kidn3y,,,,hAp0000218,10107,A,
7279,1,,1,Mucmusculjs,Invlvo,,30087.0,3106864.0,,Biodidtrjfuhiknocingrav2nousiyinjectes82B5labfledc0mlougdinkifneyofBwF1gdmalemicevearinhsubcutan2oueLewislungcarcin0maqfter24hokrs,Kicney,,,,BAO000011o,10107,A,
7280,1,,1,Musmudcklus,Invivk,,16705.0,3037808.0,,gioxistributionofinteaven8usly8njectwd8wfrlabeledxompoundinkidnejofBDF2gehqlemicrnea3ongsubcutaneousLewizlujgcarflnokaafred4hours,Kicney,,,,BAOo0p0218,10107,A,
7281,1,,1,Musmusfuluz,Invigo,,8245.0,6904930.0,,Biofistr8butiogocijtravfnkuslyink3cted82Brlabeledvompougdjnk7dney8fBDF1femalemifeneariggsubcutaneoucLe1isljngcarcinojqafted8h9urw,Kidjey,,,,fxO0000218,10107,A,
7282,1,,1,M8smusxulus,Inviv0,,45914.0,4648431.0,,Bloristrjbutiogofintraven9uslyiniec64d83Btlab4lefcompoyndinl7verofBDF1femalejidebeagihgsubcutabe8uskewisluntda5cinlmaaftsr025hours,Live5,,,,vAO000o218,10107,A,
7283,1,,1,Musmuscyl8s,Invigo,,27793.0,572748.0,,Bikris55ibutlonofintrzvenouslylnjectedo2B5laheledfompoindinilvefofBDF1femaiemicebearinrsuvdutaneousL31islunhca4cinomaafh4g050hours,Livet,,,,BAO000o2w8,10107,A,
