ABV,Brew_Factory_Name,Style,Beer_Name,id
5.00 %,Icicle Brewing Company,American Amber / Red Ale,Dirtyface Amber,3658
5.70 %,Brasserie Artisanale Glouglou,American Amber / Red Ale,La Rouste,3659
5.50 %,Beily _ ™ s Ultralounge / Beer & Wine Store,American Amber / Red Ale,Foxtail Red,3660
7.57 %,Midnight Sun Brewing Co. .,American Amber / Red Ale,Double Red Hot Ale,3661
5.00 %,The Sturgis Haus Brewpub & Espresso Bar,American Amber / Red Ale,Angry Leprechaun,3662
5.40 %,Florida Avenue Brewing Co. .,American Amber / Red Ale,Copper Head,3663
4.90 %,Silverking Brewing Co. .,American Amber / Red Ale,Bonefish Amber Ale,3664
5.30 %,Wabash Brewing Taproom & Brewery,American Amber / Red Ale,503 Amber,3665
5.80 %,The Other Farm Brewing Company,American Amber / Red Ale,Secret Valley Rail Ale,3666
6.40 %,Check Six Brewing Company,American Amber / Red Ale,Red Baron,3667
5.80 %,Border X Brewing,American Amber / Red Ale,Wet Hopped Red Ale,3668
-,Drei Tannen Bier,American Amber / Red Ale,Wildsau,3669
5.00 %,Brasserie de Bourbon,American Amber / Red Ale,Bourbon Rousse,3670
5.70 %,Resolution Brewing Company,American Amber / Red Ale,First Chair,3671
5.20 %,Gate City Brewing Co. .,American Amber / Red Ale,Copperhead,3672
6.00 %,Brasserie de l'Ilet,American Amber / Red Ale,La Douce,3673
5.40 %,Cervezart - Cerveza Artesana de la Mancha,American Amber / Red Ale,Malvados Rubia,3674
5.90 %,The Freehouse,American Amber / Red Ale,No. 7 Hoppy Amber,3675
5.90 %,Offbeat Brewing Company,American Amber / Red Ale,Bitter Robot Red,3676
5.75 %,Cervezart - Cerveza Artesana de la Mancha,American Amber / Red Ale,Malvados Roja,3677
5.50 %,Bangin ' Banjo Brewing Company,American Amber / Red Ale,Judy 's,3678
-,Garrison Brewing Company,American Amber / Red Ale,Vulcan Ale - Genesis Effect,3679
5.00 %,Mikkeller ApS,American Amber / Red Ale,Red Scandinavian Sky-High Lager,3680
7.50 %,Rockbottom Bar & Brewery,American Amber / Red Ale,FizzGig,3681
5.70 %,Central Coast Brewing,American Amber / Red Ale,Average Amber,3682
4.00 %,Bonneville Brewery,American Amber / Red Ale,Antelope Amber Ale,3683
7.30 %,Seapine Brewing Company,American Amber / Red Ale,Skipine Bomb Hole,3684
6.00 %,Picaro,American Amber / Red Ale,AmbrÃ ©,3685
5.50 %,Vault Brewing Company,American Amber / Red Ale,Project Y,3686
6.66 %,Second Salem Brewing Company,American Amber / Red Ale,The Beast Of Bray Road,3687
5.40 %,3cross Brewing Company,American Amber / Red Ale,Batch # 0065 - American Amber,3688
5.50 %,Microbrasserie l _ ™ Hermite,American Amber / Red Ale,Americain Amber Ale,3689
-,Red Yeti Brewing Company,American Amber / Red Ale,Stepchild Amber,3690
6.00 %,Brasserie Hollbeer et Magasin,American Amber / Red Ale,Hollbeer AmbrÃ © e,3691
5.40 %,Lofty Brewing Company,American Amber / Red Ale,Zeb 's American Red Ale,3692
-,W Brewing,American Amber / Red Ale,Bourbon Barrel Ale,3693
5.00 %,NÃ $ rke Kulturbryggeri AB,American Amber / Red Ale,Bisk-Hops,3694
4.30 %,The Tap Brewery,American Amber / Red Ale,Amsterdam Session,3695
9.86 %,Riverbend Brewing Company,American Amber / Red Ale,Right Said Red,3696
5.90 %,House of Beer - Citrus Park,American Amber / Red Ale,Sugar N ' Spice,3697
5.10 %,Border Town Pub / Firehouse 28 Cafe,American Amber / Red Ale,Firehouse 28 Red Ale,3698
5.70 %,Manantler Craft Brewing,American Amber / Red Ale,Bootleg Glory,3699
5.70 %,Deep Creek Brewing Co. .,American Amber / Red Ale,Little Armoured One,3700
6.20 %,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,Fender Bender,3701
-,Biloba Brewing Company,American Amber / Red Ale,Rocket Fuel,3702
4.60 %,Microbrasserie Moulin 7,American Amber / Red Ale,La BÃ '' cheronne,3703
-,Backroom Brewery,American Amber / Red Ale,Holiday Market Ale,3704
5.50 %,FlyBoy Brewing,American Amber / Red Ale,Betty 's Red Ale,3705
5.60 %,HoppebrÃ $ u,American Amber / Red Ale,Wuidsau,3706
4.70 %,7 Fjell Bryggeri,American Amber / Red Ale,Hurragutt,3707
10.40 %,Calvert Brewing Company,American Amber / Red Ale,Double Amber,3708
5.90 %,Pareidolia Brewing Company,American Amber / Red Ale,Right Point Red,3709
4.80 %,Nomad Brewing Company,American Amber / Red Ale,Road Trip,3710
5.80 %,Dogberry Brewing,American Amber / Red Ale,Red No. 14,3711
6.50 %,Wildlife Brewing & Pizza,American Amber / Red Ale,9 Grain Amber,3712
-,Microbrasserie St-Pancrace,American Amber / Red Ale,Micoua,3713
5.20 %,Cervezas Califa,American Amber / Red Ale,Morena,3714
6.80 %,7 Fjell Bryggeri,American Amber / Red Ale,Kniksen India Red Ale,3715
5.60 %,Eldo,American Amber / Red Ale,Secret Trail Ale,3716
4.50 %,Hops & Leisure,American Amber / Red Ale,Leisure Amber,3717
4.70 %,Microbrasserie l _ ™ Hermite,American Amber / Red Ale,AmÃ © ricain Amber Ale 2.0,3718
5.50 %,Ochoco Brewing Company,American Amber / Red Ale,Warpaint Red Ale,3719
5.30 %,Daytona Beach Brewing Company,American Amber / Red Ale,Daytona Red Ale,3720
5.70 %,Wet Head Brewery,American Amber / Red Ale,Slaughter Amber Ale,3721
6.60 %,Ramses Bier,American Amber / Red Ale,Koele Kikker,3722
6.70 %,Hops & Leisure,American Amber / Red Ale,Ale Asylum Ambergeddon,3723
5.50 %,Coal Creek TAP,American Amber / Red Ale,Church Lady,3724
6.30 %,Wet Head Brewery,American Amber / Red Ale,WetLands BSR,3725
5.50 %,Brite Eyes Brewing Co. .,American Amber / Red Ale,Big Willies,3726
5.50 %,Right Eye Brewing Company,American Amber / Red Ale,Cu 29,3727
5.50 %,Sarungano Brewing,American Amber / Red Ale,Gudo,3728
4.80 %,Brasserie La Bambelle,American Amber / Red Ale,La Filaj,3729
4.50 %,Birrificio Sagrin,American Amber / Red Ale,Bunpat Rossa,3730
4.00 %,Vernal Brewing Company,American Amber / Red Ale,Allosaurus Amber,3731
5.70 %,Race Street Brew Works,American Amber / Red Ale,Firebrand Amber Ale,3732
-,Stevens Point Brewery,American Amber / Red Ale,Blood Orange Amber,3733
7.50 %,Manor Hill Brewing,American Amber / Red Ale,Stone Bridge Amber,3734
6.90 %,Benelux Brewpub & CafÃ ©,American Amber / Red Ale,Semuta,3735
4.90 %,Big Bear Brewing Company,American Amber / Red Ale,Caramel Apple,3736
-,SBC Restaurant & Brewery - Southport,American Amber / Red Ale,Southport Red,3737
4.30 %,White Rock Brewery,American Amber / Red Ale,Witch Hunter,3738
5.70 %,Rare Bird Brewpub,American Amber / Red Ale,The Ginger Bear,3739
5.20 %,Brasserie de la VallÃ © e du Giffre,American Amber / Red Ale,MPC,3740
5.30 %,Lake Ann Brewing Co. .,American Amber / Red Ale,Lake Ann Amber,3741
-,BoquÃ © biÃ ¨ re,American Amber / Red Ale,Hopkins Ale Rousse,3742
5.80 %,Dubina Brewing,American Amber / Red Ale,Red Sea Ale,3743
5.60 %,Stadin Panimo,American Amber / Red Ale,Karlstad Red Ale,3744
6.90 %,Union Brewing Company,American Amber / Red Ale,Heartbreaker,3745
7.80 %,Faction Brewing,American Amber / Red Ale,Red Ryder,3746
6.50 %,Brasserie Les 3 Loups,American Amber / Red Ale,Les 3 Loups AmbrÃ © e,3747
5.00 %,Moonzen Brewery,American Amber / Red Ale,Monkey King Amber Ale,3748
5.50 %,Cervejaria Praxis,American Amber / Red Ale,Praxis Ambar,3749
4.40 %,Chelsea Alehouse,American Amber / Red Ale,Haywagon Red,3750
5.00 %,Yaletown Brewing Co. .,American Amber / Red Ale,Red Galaxy Ale,3751
12.00 %,Clown Shoes,American Amber / Red Ale,The Entertainer,3752
6.20 %,The 1925 Microbrewery & Restaurant,American Amber / Red Ale,BLK6 .22,3753
6.40 %,Half Full Brewery,American Amber / Red Ale,Canadian Red Ale,3754
-,Atomic Ale Brewpub And Eatery,American Amber / Red Ale,I2RA,3755
-,Clear Creek Brewing Company,American Amber / Red Ale,Not So Amber `` Amber '',3756
9.70 %,Stone Brewing Co. .,American Amber / Red Ale,Spotlight Series - Team Miller / Tomei REDiculous Imperial Red Ale,3757
-,Brasserie Bendorf,American Amber / Red Ale,Neudorf Red Ale,3758
4.40 %,Mad Science Brewing Company at Thanksgiving Farm,American Amber / Red Ale,Three More Weeks,3759
-,The Good Shepherds Brewing Co. .,American Amber / Red Ale,Sheps Amber Ale,3760
4.60 %,All Inn Brewing Co,American Amber / Red Ale,Ruby,3761
8.00 %,Blue Blood Brewery,American Amber / Red Ale,Oak Aged Last Call,3762
-,Salty Nut Brewery,American Amber / Red Ale,Bee Transfixed Honey Amber Ale,3763
5.90 %,Privatbrauerei Sander,American Amber / Red Ale,Rubi Ale,3764
7.00 %,7venth ( Seventh ) Sun Brewery,American Amber / Red Ale,Axum Bold As Love,3765
4.50 %,Wild Card Brewery,American Amber / Red Ale,Jack Of Clubs,3766
6.50 %,Brasserie Artisanale de Rodemack ( BAR ),American Amber / Red Ale,La BarFumÃ © e,3767
4.00 %,Everards Brewery Ltd. .,American Amber / Red Ale,Blue Boar,3768
5.60 %,Triple Crossing Brewing,American Amber / Red Ale,Rochelle Rochelle,3769
-,5 Paddles Brewing Co. .,American Amber / Red Ale,The Village Idiot,3770
5.20 %,O'Sullivan Bros. . Brewing Co. .,American Amber / Red Ale,Irish Clover,3771
4.80 %,Everards Brewery Ltd. .,American Amber / Red Ale,Crown,3772
9.00 %,Clown Shoes,American Amber / Red Ale,Evil Crawfish,3773
8.00 %,Deschutes Brewery,American Amber / Red Ale,EHOP,3774
6.70 %,Big Grove Brewery,American Amber / Red Ale,Fall Harvest,3775
8.50 %,Hand Brewed Beer,American Amber / Red Ale,Raining Blood Imperial Red,3776
7.20 %,Cigar City Brewing,American Amber / Red Ale,JalapeÃ ± o Mango Red Ale,3777
-,Brau Brothers Brewing Co. . LLC,American Amber / Red Ale,Rooster Redred,3778
-,Vino 's Brewpub,American Amber / Red Ale,Aphrodite Red Ale,3779
5.50 %,Slippery Pig Brewing,American Amber / Red Ale,Pepper Amber,3780
5.20 %,Half Pints Brewing Company,American Amber / Red Ale,SaazAmatazz,3781
-,Blue Lab Brewing Company,American Amber / Red Ale,PDX - > LEX,3782
7.20 %,Rocky Point Artisan Brewers,American Amber / Red Ale,Valeria,3783
5.00 %,The Gallery Brewery,American Amber / Red Ale,Art Deco,3784
7.50 %,Croocked Moon Brewing,American Amber / Red Ale,Meat Market,3785
5.50 %,Bare Hands Brewery,American Amber / Red Ale,Nug Amber,3786
3.90 %,The Root Cellar / London Brewing Co-op,American Amber / Red Ale,Local 117,3787
5.10 %,Liftline Brewing Co. .,American Amber / Red Ale,First Tracks Amber Ale,3788
6.50 %,Lion Bridge Brewing Company,American Amber / Red Ale,Friend Zone,3789
5.50 %,The Freehouse,American Amber / Red Ale,No. 22 Honey Red Ale,3790
6.10 %,Epidemic Ales,American Amber / Red Ale,Affliction,3791
-,Egan & Son 's,American Amber / Red Ale,Oddfellow 's Ale,3792
5.40 %,Progress Brewing,American Amber / Red Ale,Pioneer,3793
6.10 %,Appalachian Brewing Company,American Amber / Red Ale,Double Hop Amber,3794
-,Avondale Brewing Co. .,American Amber / Red Ale,Qualityrolexbase,3795
5.00 %,Brasserie Artisanale De La CrÃ © celle,American Amber / Red Ale,BiÃ ¨ re Aux Noix,3796
5.00 %,Nausta Bryggeri,American Amber / Red Ale,Inland Red Ale,3797
8.00 %,Proof Brewing Company,American Amber / Red Ale,Acai And Pink Peppercorn Abandoned Planet,3798
4.70 %,NeustÃ $ dter Hausbrauerei,American Amber / Red Ale,Elbhang Rot,3799
9.40 %,Vital Brewing,American Amber / Red Ale,Vital Infrared Imperial Red,3800
5.50 %,Climbing Bines Hop Farm,American Amber / Red Ale,BFH,3801
5.70 %,Ornery Beer Company Public House,American Amber / Red Ale,Oatmeal Amber Ale,3802
6.00 %,Werk Force Brewing Co,American Amber / Red Ale,Bad Polaroid,3803
5.30 %,Hop Haus Brewing Company,American Amber / Red Ale,Wildcat Amber,3804
-,Helm,American Amber / Red Ale,Du Parc,3805
7.00 %,Ithaca Beer Company,American Amber / Red Ale,Cascazilla Aged On Cherry Wood,3806
5.30 %,Wiper & True Brewery,American Amber / Red Ale,Columbus And Rye,3807
6.00 %,Spangher,American Amber / Red Ale,Rojo,3808
-,SociÃ © tÃ © Microbrasserie & Pizzeria,American Amber / Red Ale,Morency,3809
5.60 %,Wiper & True Brewery,American Amber / Red Ale,Simcoe And Rye,3810
6.40 %,Twisted Crew Brewing Company,American Amber / Red Ale,Plan Bee,3811
5.20 %,3 Freaks Brewery,American Amber / Red Ale,Trouser Punch Ale,3812
8.50 %,Crooked Ladder Brewing Company,American Amber / Red Ale,Photobomb Imperial Red Ale,3813
-,Two Goats Brewing,American Amber / Red Ale,Harvest Lager,3814
-,Wood Boat Brewing Co. .,American Amber / Red Ale,Wood * Boat Amber Ale,3815
4.00 %,Brasserie Artisanale Albion,American Amber / Red Ale,Chiniquy,3816
6.50 %,Eastwood Brewing Co. .,American Amber / Red Ale,Nugget Centennial Amber,3817
5.90 %,Beer By Design,American Amber / Red Ale,Alpine Mountain Amber Ale,3818
4.40 %,Homestead Beer Co. .,American Amber / Red Ale,Ploughshare Ale,3819
5.00 %,Manantler Craft Brewing,American Amber / Red Ale,Shelf Conscious,3820
6.50 %,Eastwood Brewing Co. .,American Amber / Red Ale,Amarillo Amber,3821
-,12th Abbey Brewing Company,American Amber / Red Ale,Altered Amber,3822
8.00 %,Quer Beer,American Amber / Red Ale,Nelson Sauvin,3823
5.50 %,Deck & Donohue,American Amber / Red Ale,Ricochet,3824
5.50 %,Intracoastal Brewing Company,American Amber / Red Ale,Sore Amber,3825
7.00 %,Flying Fish Brewing Company,American Amber / Red Ale,Scarlet Fever Hoppy Red Ale,3826
5.60 %,Jack 's Brewing Company,American Amber / Red Ale,Grid Iron Amber Ale,3827
4.50 %,Blue Island Beer Co. .,American Amber / Red Ale,Massive Political Corruption,3828
4.50 %,Alus DarbnÄ `` ca Labietis,American Amber / Red Ale,Akmenrags ( Place On West Coast Of Latvia ),3829
-,Full Pint Brewing Company,American Amber / Red Ale,Peanut Butter Amber,3830
6.60 %,Flying Heart Brewing,American Amber / Red Ale,Louisiana Amber,3831
-,Mt. Carmel Brewing Company,American Amber / Red Ale,Hopton Golden Ale,3832
4.50 %,Clarens Brewery,American Amber / Red Ale,Clarens Red,3833
-,Rogue Ales,American Amber / Red Ale,Hellboy Right Hand Of Doom Red Ale,3834
5.20 %,Legends Brewpub and Wine Bar,American Amber / Red Ale,Cardinal Red Ale,3835
5.00 %,Microbrasserie Jukebox,American Amber / Red Ale,Jazz ( Vieillie Sur ChÃªne ),3836
5.80 %,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,Batch # 90 Amber Gambler,3837
5.30 %,Beer By Design,American Amber / Red Ale,Lucille Red Ale,3838
6.00 %,The Filling Station Microbrewery,American Amber / Red Ale,Aurora Amber Ale,3839
5.80 %,Royale Brewing Company,American Amber / Red Ale,The Visitor Red Ale,3840
5.40 %,Eskilstuna _ lkultur,American Amber / Red Ale,RÃ ¶ da Havet Red Ale,3841
6.50 %,Twisted K-8 Brewing Company,American Amber / Red Ale,Red Headed Slut Amber Ale,3842
4.50 %,John Harvard 's Brewery & Ale House,American Amber / Red Ale,American Bitter,3843
4.40 %,Square Tail Brewing Co. .,American Amber / Red Ale,Mid Arbor Red Ale,3844
5.00 %,Innovation Brew Works,American Amber / Red Ale,Rubottom 's Red,3845
4.30 %,Two Goats Brewing,American Amber / Red Ale,Red Beard Red Ale,3846
5.20 %,Dancing Duck Brewery,American Amber / Red Ale,Seduction,3847
5.90 %,Border Brew Supply,American Amber / Red Ale,Ambah Ale,3848
-,Bedondaine & Bedons Ronds,American Amber / Red Ale,Le Rubis De La Rousse,3849
5.00 %,Sesma Brewing Co. .,American Amber / Red Ale,La Petra Tostada,3850
5.00 %,Three Creeks Brewing Co. .,American Amber / Red Ale,Anvil Amber,3851
5.00 %,Edge Brewing,American Amber / Red Ale,Big Bully Amber Ale,3852
3.00 %,Mickey Finn 's Brewery,American Amber / Red Ale,Amber Lite,3853
5.70 %,Front Street Brewery,American Amber / Red Ale,Galaxy Red Ale,3854
6.00 %,The North Brewery,American Amber / Red Ale,Money,3855
5.80 %,Heathen Brewing,American Amber / Red Ale,Arson Amber,3856
5.80 %,Heathen Brewing,American Amber / Red Ale,Brewed Arson Amber,3857
6.00 %,Distillerie Warenghem,American Amber / Red Ale,Diwall AmbrÃ © e,3858
-,Uncle Ernie 's Bayfront Grill & Brew House,American Amber / Red Ale,Uncle Ernie _ ™ s Amber Ale,3859
-,Microbrasserie La PÃ © cheresse,American Amber / Red Ale,L'Envie,3860
8.10 %,Andersonville Brewing,American Amber / Red Ale,Capone,3861
7.50 %,Five Dons ' Brewing,American Amber / Red Ale,Wise Guy Amber,3862
9.00 %,Fermentation Lounge / Golden Horn Brewing,American Amber / Red Ale,Triple Honey,3863
6.00 %,Longneck Brew House,American Amber / Red Ale,Sunrise Red,3864
5.00 %,North Center Brewing Company,American Amber / Red Ale,Stinson Amber,3865
6.00 %,Ferme De Laubicherie,American Amber / Red Ale,BiÃ ¨ re De Ferme AmbrÃ © e,3866
9.00 %,BrewDog,American Amber / Red Ale,Democratic Imperial Red Ale,3867
-,Barbe-broue Ville-Marie,American Amber / Red Ale,La Devil 's Roc,3868
6.50 %,Oslo Mikrobryggeri,American Amber / Red Ale,Jubileum Ale,3869
5.00 %,Montgomery Brewing Company,American Amber / Red Ale,The Chief Beer,3870
6.10 %,Blue Earl Brewing Company,American Amber / Red Ale,Give Me Back My Wig,3871
4.50 %,L'Espace Public-Brasseurs de quartier,American Amber / Red Ale,La TrÃ ¨ s Douce,3872
-,Captain Lawrence Brewing Co. .,American Amber / Red Ale,Tans-Atlantic Imperial Red,3873
-,Les Trois Mousquetaires,American Amber / Red Ale,Red Harvest,3874
5.60 %,Downpour Brewing,American Amber / Red Ale,The Pamber,3875
6.70 %,Dirty Hands Brewing Company,American Amber / Red Ale,Chkalov Red Ale,3876
6.30 %,Bravo ! Restaurant & Cafe,American Amber / Red Ale,Chefs Ale,3877
-,Thirsty Dog Brewing Company,American Amber / Red Ale,Rosewood Red,3878
5.00 %,Yorkholo Brewing Co. .,American Amber / Red Ale,Dead River Amber Ale,3879
4.00 %,The Sprig & Fern Brewery,American Amber / Red Ale,Fern Draught,3880
5.50 %,Broad Ripple Brew Pub,American Amber / Red Ale,Wiggly Field,3881
4.10 %,115 Grill & Brewhouse,American Amber / Red Ale,Amber Ale - Batch # 01,3882
5.50 %,Iechyd Da Brewing Company,American Amber / Red Ale,Main Drag Amber,3883
5.00 %,Micro-Brasserie Brouemont,American Amber / Red Ale,Rousse _ L _ ™ _ rable,3884
5.00 %,Micro-Brasserie Brouemont,American Amber / Red Ale,Rousse GoÃ '' t,3885
5.50 %,CrannÃ ³ g Ales,American Amber / Red Ale,Spawning Sockeye Ale,3886
-,Fathom & League Hop Yard Brewery,American Amber / Red Ale,Olympic Peninsula Ale,3887
4.30 %,Alechemy Brewing,American Amber / Red Ale,5 Sisters,3888
6.00 %,Wild Beast Brewery,American Amber / Red Ale,Wild Beast Amber Ale,3889
5.00 %,Frothy Beard Brewing Company,American Amber / Red Ale,Smokey The Ambear,3890
5.80 %,Valley Vinyards / Cellar Dweller Craft Beers,American Amber / Red Ale,Ryno 's,3891
5.00 %,Big Rock Brewery,American Amber / Red Ale,River Valley Red Ale,3892
6.20 %,Wavelength Brewing Company,American Amber / Red Ale,Hibiscus Red,3893
4.70 %,4 Pines Brewing Company,American Amber / Red Ale,4 Pines Keller Door Big Mark Red Ale,3894
3.50 %,Green Beacon Brewing Co,American Amber / Red Ale,Mainstay Amber,3895
5.20 %,DuVig Brewing Co. .,American Amber / Red Ale,Moxie Ale,3896
5.80 %,Main Street Brewing Company,American Amber / Red Ale,Heal & Grow,3897
6.80 %,Nighthawk Brewery,American Amber / Red Ale,16-Hour Dry Hopped Amber,3898
5.50 %,Brasserie de la VallÃ © e du Giffre,American Amber / Red Ale,Pacific Red Ale,3899
6.10 %,F-Town Brewing Co. .,American Amber / Red Ale,Oho-Rojo,3900
4.70 %,Townshend Brewery,American Amber / Red Ale,Sutton Hoo,3901
-,Mill City Brew Werks,American Amber / Red Ale,Red Beard IRA,3902
3.50 %,2 Brothers Brewery,American Amber / Red Ale,Happiness,3903
5.00 %,La Barberie,American Amber / Red Ale,Rousse Classique,3904
6.30 %,Tilted Barn Brewery,American Amber / Red Ale,Equinox,3905
6.70 %,Chorlton Brewing Company,American Amber / Red Ale,Sandalwood Ale,3906
7.00 %,Brauerei Gasthof AnkerbrÃ $ u,American Amber / Red Ale,Ankerla Kolonial Red Ale,3907
5.00 %,Gambrinus,American Amber / Red Ale,Galarneau,3908
6.50 %,Ambitious Ales,American Amber / Red Ale,Honey I Shrunk The Figs,3909
6.70 %,Old Ivy Brewery and Taproom,American Amber / Red Ale,Rediculous,3910
7.40 %,Mad Hatter Brewing,American Amber / Red Ale,Unhinged Amber,3911
4.50 %,River Horse Brewing Co. .,American Amber / Red Ale,Special Ale Aged With Chocolate And Arbol Chiles,3912
5.50 %,La Brasserie Artisanale de Nice,American Amber / Red Ale,Hopstock,3913
5.20 %,Frothy Beard Brewing Company,American Amber / Red Ale,Sumter Street Amber,3914
5.00 %,BiÃ ¨ re du Vercors,American Amber / Red Ale,BiÃ ¨ re Du Vercors AmbrÃ © e,3915
6.30 %,Highlands Hollow Brewhouse,American Amber / Red Ale,3 Speed,3916
7.40 %,Rude Hippo Brewing Company,American Amber / Red Ale,Honey Basil Amber,3917
6.70 %,Granite Brewery & Restaurant,American Amber / Red Ale,Harvest,3918
6.20 %,Honey Hollow Brewing Co. .,American Amber / Red Ale,Ruby Red,3919
