assay_id,assay_type,assay_test_type,assay_tax_id,assay_strain,tid,curated_by,description,src_assay_id,chembl_id,assay_category,doc_id,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,relationship_type
6549,F,,10116.0,,22226,Autocuration,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,,CHEMBL620433,,416,Rattus norvegicus,,,,U
6550,F,,10090.0,,80024,Intermediate,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,,CHEMBL620434,,14354,Mus musculus,,A9,,N
6551,F,,10090.0,,80024,Intermediate,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,,CHEMBL620435,,14354,Mus musculus,,A9,,N
6552,F,,9606.0,,80024,Intermediate,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,,CHEMBL620436,,5116,Homo sapiens,,A9,,N
6553,F,,9606.0,,80024,Intermediate,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,,CHEMBL876597,,5116,Homo sapiens,,A9,,N
6554,F,,9606.0,,81037,Expert,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,,CHEMBL620437,,15694,Homo sapiens,,Human ovarian carcinoma cell line,,N
6555,F,,10090.0,,80024,Expert,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",,CHEMBL620438,,13038,Mus musculus,,A9,,N
6556,F,,10090.0,,80024,Expert,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,,CHEMBL620439,,13038,Mus musculus,,A9,,N
6557,F,,10090.0,,80024,Expert,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,,CHEMBL619657,,10923,Mus musculus,,A9,,N
6558,F,,10090.0,,80024,Intermediate,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,,CHEMBL619658,,10923,Mus musculus,,A9,,N
6559,F,,10090.0,,80024,Intermediate,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,,CHEMBL619659,,10923,Mus musculus,,A9,,N
6560,F,,,,10649,Expert,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",,CHEMBL619660,,10923,,,,,H
6561,F,,10090.0,,80024,Intermediate,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,,CHEMBL619661,,10923,Mus musculus,,A9,,N
6562,F,,10090.0,,80024,Intermediate,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,,CHEMBL619662,,10923,Mus musculus,,A9,,N
6563,F,,10029.0,,80663,Intermediate,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,,CHEMBL619663,,8158,Cricetulus griseus,,AA6,,N
6564,F,,9606.0,,22226,Autocuration,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,,CHEMBL619664,,15494,Homo sapiens,,,,U
6565,F,,9606.0,,22226,Autocuration,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",,CHEMBL619665,,15494,Homo sapiens,,,,U
6566,F,,9606.0,,80662,Intermediate,Anti -HIV activity was measured against AA5/HIV-1(IIIB),,CHEMBL883244,,12348,Homo sapiens,,AA5,,N
6567,F,,9606.0,,80662,Intermediate,Cytotoxicity was measured against AA5/HIV-1(IIIB),,CHEMBL884011,,12348,Homo sapiens,,AA5,,N
6568,F,,9606.0,,80662,Intermediate,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,,CHEMBL619666,,2726,Homo sapiens,,AA5,,N
6569,F,,9606.0,,80566,Intermediate,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,,CHEMBL619667,,2726,Homo sapiens,,U-937,,N
6570,F,,10029.0,,80578,Intermediate,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,,CHEMBL619668,,10747,Cricetulus griseus,,UV4,,N
6571,F,,10029.0,,80089,Expert,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",,CHEMBL619669,,11005,Cricetulus griseus,,CHO-AA8,,N
6572,F,,10029.0,,80089,Intermediate,Average intracellular compound concentration when the hypoxic SER=1.6,,CHEMBL876608,,12687,Cricetulus griseus,,CHO-AA8,,N
6573,F,,10029.0,,80089,Intermediate,Average intracellular compound concentration when the hypoxic SER=1.6.,,CHEMBL619670,,12687,Cricetulus griseus,,CHO-AA8,,N
6574,F,,10029.0,,80089,Intermediate,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,,CHEMBL619671,,12687,Cricetulus griseus,,CHO-AA8,,N
6575,F,,10029.0,,80089,Intermediate,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,,CHEMBL619672,,12687,Cricetulus griseus,,CHO-AA8,,N
6576,F,,10029.0,,80089,Intermediate,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,,CHEMBL619673,,12687,Cricetulus griseus,,CHO-AA8,,N
6577,F,,10029.0,,80089,Intermediate,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",,CHEMBL619674,,13436,Cricetulus griseus,,CHO-AA8,,N
6578,F,,10029.0,,80089,Intermediate,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",,CHEMBL619675,,13435,Cricetulus griseus,,CHO-AA8,,N
6579,F,,10029.0,,80089,Intermediate,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,,CHEMBL619676,,13302,Cricetulus griseus,,CHO-AA8,,N
6580,F,,10029.0,,80089,Intermediate,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,,CHEMBL619677,,12687,Cricetulus griseus,,CHO-AA8,,N
6581,A,,10029.0,,80089,Intermediate,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,,CHEMBL619678,,12687,Cricetulus griseus,,CHO-AA8,,N
6582,A,,10029.0,,80089,Intermediate,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,,CHEMBL619679,,12687,Cricetulus griseus,,CHO-AA8,,N
6583,A,,10029.0,,80089,Expert,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,,CHEMBL619680,,12878,Cricetulus griseus,,CHO-AA8,,N
6584,A,,10029.0,,80089,Intermediate,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,,CHEMBL621457,,12878,Cricetulus griseus,,CHO-AA8,,N
6585,F,,10029.0,,80089,Expert,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,,CHEMBL876609,,14367,Cricetulus griseus,,CHO-AA8,,N
6586,F,,10029.0,,80089,Intermediate,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,,CHEMBL621458,,14367,Cricetulus griseus,,CHO-AA8,,N
6587,F,,36483.0,,80089,Expert,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,,CHEMBL621459,,12398,hampster,,CHO-AA8,,N
6588,F,,10029.0,,80089,Expert,Aerobic growth inhibition in Chinese hamster cell line AA8,,CHEMBL621460,,12878,Cricetulus griseus,,CHO-AA8,,N
6589,F,,10029.0,,80089,Expert,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,,CHEMBL621461,,13820,Cricetulus griseus,,CHO-AA8,,N
6590,F,,10029.0,,80089,Expert,Inhibition of growth under aerobic conditions in AA8 cells,,CHEMBL621462,,13436,Cricetulus griseus,,CHO-AA8,,N
6591,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 10 mg/kg),,CHEMBL621463,,6084,Canis lupus familiaris,,,,N
6592,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog at 10 mg/kg of the compound,,CHEMBL621464,,5711,Canis lupus familiaris,,,,N
6593,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 5 uM/kg),,CHEMBL621465,,4353,Canis lupus familiaris,,,,N
6594,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 5 uM/kg),,CHEMBL621466,,4353,Canis lupus familiaris,,,,N
6595,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (mongrel),,CHEMBL621467,,17800,Canis lupus familiaris,,,,N
6596,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 10 mg/kg),,CHEMBL621468,,3994,Canis lupus familiaris,,,,N
6597,F,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 10 mg/kg),,CHEMBL876734,,3994,Canis lupus familiaris,,,,N
6598,A,In vivo,9615.0,,50588,Intermediate,Bioavailability in dog,,CHEMBL618476,,5145,Canis lupus familiaris,,,,N
6599,A,In vivo,9615.0,,50588,Intermediate,Bioavailability in dog (dose 1 mg/kg i.v.),,CHEMBL618477,,16452,Canis lupus familiaris,,,,N
6600,A,In vivo,9615.0,,50588,Intermediate,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),,CHEMBL618478,,16452,Canis lupus familiaris,,,,N
6601,A,In vivo,9615.0,,50588,Intermediate,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,,CHEMBL618479,,5983,Canis lupus familiaris,,,,N
6602,A,In vivo,9615.0,,50588,Intermediate,Bioavailability in dog,,CHEMBL618480,,4273,Canis lupus familiaris,,,,N
6603,A,In vivo,9615.0,,50588,Intermediate,Bioavailability in dog (dose 3-10 mg/kg),,CHEMBL618481,,12500,Canis lupus familiaris,,,,N
6604,A,In vivo,9615.0,,50588,Intermediate,The compound was tested for bioavailability of compound in plasma of dog; Complete,,CHEMBL618482,,12500,Canis lupus familiaris,Plasma,,,N
6605,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL618483,,3639,Canis lupus familiaris,,,,N
6606,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL618484,,3880,Canis lupus familiaris,,,,N
6607,A,In vivo,9615.0,,50588,Intermediate,Bioavailability in dog,,CHEMBL618485,,4838,Canis lupus familiaris,,,,N
6608,A,In vivo,9615.0,,50588,Intermediate,oral bioavailability was measured in dogs,,CHEMBL618486,,15600,Canis lupus familiaris,,,,N
6609,A,,9615.0,,50588,Intermediate,Compound was tested for plasma protein binding in dog; Not determined,,CHEMBL618487,,17248,Canis lupus familiaris,,,,N
6610,A,,9615.0,,50588,Intermediate,Compound was tested for plasma protein binding of dog,,CHEMBL618488,,17248,Canis lupus familiaris,,,,N
6611,A,,9615.0,,50588,Intermediate,Compound was tested for plasma protein binding of dog; Not determined,,CHEMBL876735,,17248,Canis lupus familiaris,,,,N
6612,A,,9615.0,,50588,Intermediate,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,,CHEMBL618489,,17443,Canis lupus familiaris,,,,N
6613,A,In vivo,9615.0,,50588,Intermediate,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,,CHEMBL618490,,4186,Canis lupus familiaris,,,,N
6614,A,,9615.0,,50588,Intermediate,Half life was determined,,CHEMBL618491,,3749,Canis lupus familiaris,,,,N
6615,A,In vivo,9615.0,,50588,Intermediate,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,,CHEMBL618492,,3249,Canis lupus familiaris,,,,N
6616,A,,9615.0,,50588,Intermediate,Half life was evaluated in dog,,CHEMBL873354,,3022,Canis lupus familiaris,,,,N
6617,A,,9615.0,,50588,Intermediate,Half life was determined,,CHEMBL618493,,3749,Canis lupus familiaris,,,,N
6618,A,In vivo,9615.0,,50588,Intermediate,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),,CHEMBL618494,,2517,Canis lupus familiaris,,,,N
6619,A,In vivo,9615.0,,50588,Intermediate,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),,CHEMBL618495,,2517,Canis lupus familiaris,Heart,,,N
6620,A,In vivo,9615.0,,50588,Intermediate,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),,CHEMBL618496,,2517,Canis lupus familiaris,Kidney,,,N
6621,A,In vivo,9615.0,,50588,Intermediate,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),,CHEMBL618497,,2517,Canis lupus familiaris,Liver,,,N
6622,A,In vivo,9615.0,,50588,Intermediate,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),,CHEMBL618498,,2517,Canis lupus familiaris,Lung,,,N
6623,A,In vivo,9615.0,,50588,Intermediate,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),,CHEMBL618499,,2517,Canis lupus familiaris,Spleen,,,N
6624,A,,9615.0,,50588,Intermediate,LogP in dog,,CHEMBL876736,,3639,Canis lupus familiaris,,,,N
6625,A,,9615.0,,50588,Intermediate,Partition coefficient (logP),,CHEMBL618500,,6227,Canis lupus familiaris,,,,N
6626,A,,9615.0,,50588,Intermediate,Partition coefficient in dog,,CHEMBL857831,,6227,Canis lupus familiaris,,,,N
6627,A,In vivo,9615.0,,50588,Intermediate,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,,CHEMBL618501,,17764,Canis lupus familiaris,,,,N
6628,A,In vivo,9615.0,,50588,Intermediate,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),,CHEMBL618502,,4809,Canis lupus familiaris,,,,N
6629,A,,9615.0,,50588,Intermediate,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,,CHEMBL618503,,5600,Canis lupus familiaris,,,,N
6630,A,,9615.0,,50588,Intermediate,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),,CHEMBL618504,,14294,Canis lupus familiaris,,,,N
6631,A,,9615.0,,50588,Intermediate,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),,CHEMBL618505,,14294,Canis lupus familiaris,,,,N
6632,A,,9615.0,,50588,Intermediate,Metabolism of compound in dog S9 microsomes; Trace,,CHEMBL618506,,14294,Canis lupus familiaris,,,,N
6633,A,,9615.0,,50588,Intermediate,In vitro metabolic potential in dog liver microsomes,,CHEMBL618507,,6251,Canis lupus familiaris,Liver,,,N
6634,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,,CHEMBL876737,,3748,Canis lupus familiaris,,,,N
6635,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL618508,,2713,Canis lupus familiaris,,,,N
6636,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL618509,,6512,Canis lupus familiaris,,,,N
6637,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,CHEMBL618510,,6679,Canis lupus familiaris,,,,N
6638,A,In vivo,9615.0,,50588,Intermediate,The compound was tested for bioavailability in dogs,,CHEMBL618511,,3749,Canis lupus familiaris,,,,N
6639,A,In vivo,9615.0,,50588,Intermediate,The compound was tested for oral bioavailability in dogs,,CHEMBL618512,,3749,Canis lupus familiaris,,,,N
6640,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL618513,,6742,Canis lupus familiaris,,,,N
6641,A,,9615.0,,50588,Intermediate,Compound was tested for percent protein binding (PB) in dog,,CHEMBL618514,,6227,Canis lupus familiaris,,,,N
6642,A,,9615.0,,50588,Intermediate,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,,CHEMBL620052,,6874,Canis lupus familiaris,,,,N
6643,A,In vivo,9615.0,,50588,Intermediate,Compound was evaluated for plasma clearance.,,CHEMBL620053,,2877,Canis lupus familiaris,Plasma,,,N
6644,A,In vivo,9615.0,,50588,Intermediate,The compound was tested for plasma clearance in dog,,CHEMBL620054,,12500,Canis lupus familiaris,Plasma,,,N
6645,A,In vivo,9615.0,,50588,Intermediate,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,,CHEMBL620055,,12500,Canis lupus familiaris,Plasma,,,N
6646,A,,9615.0,,50588,Intermediate,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,,CHEMBL620056,,4709,Canis lupus familiaris,,,,N
6647,A,,9615.0,,50588,Intermediate,In vitro relative rate of metabolism was determined in dog liver microsomes,,CHEMBL620057,,5542,Canis lupus familiaris,Liver,,,N
6648,A,In vivo,9615.0,,50588,Intermediate,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,,CHEMBL618939,,17594,Canis lupus familiaris,,,,N
6649,A,In vivo,9615.0,,50588,Intermediate,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,,CHEMBL618940,,2652,Canis lupus familiaris,,,,N
6650,A,In vivo,9615.0,,50588,Intermediate,Half life after intravenous administration in dogs at 1.2 uM/kg,,CHEMBL618941,,17764,Canis lupus familiaris,,,,N
6651,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,,CHEMBL624473,,6599,Mus musculus,Lung,CCRF S-180,,N
6652,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,,CHEMBL624474,,6599,Mus musculus,Lung,CCRF S-180,,N
6653,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,,CHEMBL624475,,6599,Mus musculus,Lung,CCRF S-180,,N
6654,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,,CHEMBL624476,,6599,Mus musculus,,CCRF S-180,,N
6655,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,,CHEMBL623478,,6599,Mus musculus,,CCRF S-180,,N
6656,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,,CHEMBL623479,,6599,Mus musculus,,CCRF S-180,,N
6657,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,,CHEMBL623480,,6599,Mus musculus,,CCRF S-180,,N
6658,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,,CHEMBL623481,,6599,Mus musculus,,CCRF S-180,,N
6659,A,,10090.0,,50594,Intermediate,C2 in brain of mice at the oral dose of 50 mg/kg,,CHEMBL623482,,17641,Mus musculus,Brain,,,N
6660,A,,10090.0,,50594,Intermediate,C2 in kidney of mice at the oral dose of 50 mg/kg,,CHEMBL623483,,17641,Mus musculus,Kidney,,,N
6661,A,,10090.0,,50594,Intermediate,C2 in liver of mice at the oral dose of 50 mg/kg,,CHEMBL623484,,17641,Mus musculus,Liver,,,N
6662,A,,10090.0,,50594,Intermediate,C2 in lungs of mice at the oral dose of 50 mg/kg,,CHEMBL623485,,17641,Mus musculus,Lung,,,N
6663,A,,10090.0,,50594,Intermediate,C2 in spleen of mice at the oral dose of 50 mg/kg,,CHEMBL623486,,17641,Mus musculus,Spleen,,,N
6664,A,In vivo,10090.0,,50594,Intermediate,Plasma clearance in mouse,,CHEMBL623487,,17852,Mus musculus,,,,N
6665,A,In vivo,10090.0,,50594,Intermediate,Clearance of compound after intravenous administration in mice at 24 uM/kg,,CHEMBL623488,,17764,Mus musculus,,,,N
6666,A,In vivo,10090.0,,50594,Intermediate,Clearance from mouse blood following i.v. administration of 10 mg/kg,,CHEMBL623489,,17837,Mus musculus,,,,N
