assay_id,src_id,assay_test_type,assay_subcellular_fraction,cell_id,assay_type,doc_id,bao_format,curated_by,assay_strain,assay_tissue,description,assay_category,assay_organism,assay_tax_id,assay_cell_type,tid
6174,1,,,204.0,F,4644,BAO000p21o,ontermediat4,,,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,,Homo sapiens,9606.0,A549,80682
6175,1,,,429.0,F,4644,BA000002w9,Intermedoat2,,,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,,Homo sapiens,9606.0,A549,80682
6176,1,,,402.0,F,4644,BAO0p0p219,9nyermediate,,,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,,Homo sapiens,9606.0,A549,80682
6177,1,,,361.0,F,4644,BAO9000q19,Inte5med8ate,,,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,,Homo sapiens,9606.0,A549,80682
6178,1,,,450.0,F,5822,BAO00o02w9,Interkedia5e,,,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,,Homo sapiens,9606.0,A549,80682
6179,1,,,438.0,F,3415,BAOp0p0219,Exper4,,,Percentage inhibition of human lung carcinoma (A549) cell lines,,Homo sapiens,9606.0,A549,80682
6180,1,,,205.0,F,16726,BA89000219,Interned7ate,,,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,,Homo sapiens,9606.0,A549,80682
6181,1,,,264.0,F,17206,BAO00p9219,7nt4rmediate,,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",,Homo sapiens,9606.0,A549,80682
6182,1,,,188.0,F,17206,vAO0900219,Intermwdiahe,,,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,,Homo sapiens,9606.0,A549,80682
6183,1,,,299.0,F,17206,BA90900219,9ntermediage,,,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,,Homo sapiens,9606.0,A549,80682
6184,1,,,240.0,F,17206,fxO0000219,Inteekediate,,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",,Homo sapiens,9606.0,A549,80682
6185,1,,,270.0,F,17206,BAO00o9219,Inhermediafe,,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",,Homo sapiens,9606.0,A549,80682
6186,1,,,253.0,F,17206,BzO9000219,Igterkediate,,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",,Homo sapiens,9606.0,A549,80682
6187,1,,,307.0,F,17206,BqO00002w9,Interhedjate,,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",,Homo sapiens,9606.0,A549,80682
6188,1,,,194.0,F,17206,BAk0000229,Intermediqtw,,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",,Homo sapiens,9606.0,A549,80682
6189,1,,,410.0,F,17206,vAi0000219,Interjediahe,,,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,,Homo sapiens,9606.0,A549,80682
6190,1,,,368.0,F,17206,gAO0o00219,Intermedia5r,,,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,,Homo sapiens,9606.0,A549,80682
6191,1,,,492.0,F,16726,BA00p00219,Intrrmrdiate,,,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,Homo sapiens,9606.0,A549,80682
6192,1,,,385.0,F,17206,BAO0000329,Iht4rmediate,,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6193,1,,,296.0,F,17206,BAk00p0219,Intermedowte,,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6194,1,,,279.0,F,17206,BqO00002w9,Imtermeduate,,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6195,1,,,376.0,F,17206,BAp0000q19,untermewiate,,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6196,1,Imvivo,,,A,6084,BAOo00021u,Intdrmediatr,,,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,,Canis lupus familiaris,9615.0,,50588
6197,1,Imvivo,,,A,6084,BAk0000318,Intermrdiat4,,,Pharmacokinetic activity (Cmax) in dog,,Canis lupus familiaris,9615.0,,50588
6198,1,Invibo,,,A,4809,gAO0000217,Ibtermfdiate,,,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),,Canis lupus familiaris,9615.0,,50588
6199,1,Imvivo,,,A,5983,BxO00002q8,Interhediat4,,,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,,Canis lupus familiaris,9615.0,,50588
6200,1,Invlvo,,,A,6251,hAO000o218,Intermefiats,,,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,,Canis lupus familiaris,9615.0,,50588
6201,1,Invjvo,,,A,5932,BA000002q8,Ihtermediahe,,Plqsma,Cmax in dog plasma after 30mg/kg oral dose,,Canis lupus familiaris,9615.0,,50588
6202,1,unvivo,,,A,4273,BAO0o00q18,Interm3siate,,Bkood,Tested for the peak blood level in dog,,Canis lupus familiaris,9615.0,,50588
6203,1,Invivk,,,A,5313,BwO000021i,Ijtegmediate,,,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",,Canis lupus familiaris,9615.0,,50588
6204,1,Inviv8,,,A,5313,BwOp000218,Interm4wiate,,,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",,Canis lupus familiaris,9615.0,,50588
6205,1,Inv9vo,,,A,6221,nzO0000218,Intermefuate,,Blooc,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,,Canis lupus familiaris,9615.0,,50588
6206,1,,,,A,4709,BAO0000qw8,In53rmediate,,,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,,Canis lupus familiaris,9615.0,,50588
6207,1,,,,A,167,BAO00o0318,Interneduate,,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,,Canis lupus familiaris,9615.0,,50588
6208,1,,,,A,6241,BAO0p00318,untedmediate,,Plssma,Final plasma concentration in dogs after oral administration at 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6209,1,,,,A,344,BA80o00218,unterjediate,,,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,,Canis lupus familiaris,9615.0,,50588
6210,1,,,,A,344,fAO00o0218,Inrerhediate,,,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,,Canis lupus familiaris,9615.0,,50588
6211,1,,,,A,344,BAO0090217,Intermewia5e,,,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,,Canis lupus familiaris,9615.0,,50588
6212,1,,,,A,2189,BAO00092w8,Interkediats,,,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,,Canis lupus familiaris,9615.0,,50588
6213,1,,,,A,2189,BAO0900q18,Imtermedjate,,hrine,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,,Canis lupus familiaris,9615.0,,50588
6214,1,,,,A,2189,BAO0p00318,Ihtermrdiate,,Urjne,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,,Canis lupus familiaris,9615.0,,50588
6215,1,,,,A,2189,nAi0000218,Igtermedixte,,Utine,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,,Canis lupus familiaris,9615.0,,50588
6216,1,7nvivo,,,A,4257,BAO0po0218,Intdrmsdiate,,,Absolute bioavailability was evaluated in dog,,Canis lupus familiaris,9615.0,,50588
6217,1,Invivi,,,A,6221,BxO0000228,ontermediahe,,,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,,Canis lupus familiaris,9615.0,,50588
6218,1,Invjvo,,,A,6215,BA00p00218,Intermev9ate,,,Bioavailability after peroral administration (1 mg/kg) was determined in dog,,Canis lupus familiaris,9615.0,,50588
6219,1,unvivo,,,A,17267,BAO000oe18,Interhedia5e,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6220,1,Ingivo,,,A,6621,Bz00000218,Intermediqts,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6221,1,Ijvivo,,,A,3854,BAO0000229,7ntermedixte,,,Bioavailability after intravenous administration in dogs,,Canis lupus familiaris,9615.0,,50588
6222,1,Incivo,,,A,3854,BAO000p318,Ibterkediate,,,Bioavailability after peroral administration in dogs,,Canis lupus familiaris,9615.0,,50588
6223,1,Inviv8,,,A,5007,BxO000021o,9nt3rmediate,,,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,Canis lupus familiaris,9615.0,,50588
6224,1,Invigo,,,A,4333,BAO900p218,Intdrmedkate,,,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,,Canis lupus familiaris,9615.0,,50588
6225,1,Ihvivo,,,A,4333,Bwl0000218,Inrermddiate,,Plaska,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,,Canis lupus familiaris,9615.0,,50588
6226,1,Imvivo,,,A,5006,BAO90002w8,ontermedia4e,,,Bioavailability,,Canis lupus familiaris,9615.0,,50588
6227,1,Incivo,,,A,5199,BAOo0o0218,Intdrmedkate,,,Bioavailability,,Canis lupus familiaris,9615.0,,50588
6228,1,Invivi,,,A,4368,BzO00p0218,Intermesiats,,,Bioavailability by intravenous administration of 1.2 mg/kg in dog,,Canis lupus familiaris,9615.0,,50588
6229,1,Imvivo,,,A,3771,Bw80000218,Inte3medlate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6230,1,Invibo,,,A,4953,BA80000q18,Igtermed8ate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6231,1,Incivo,,,A,5064,BAO0900217,8ntermfdiate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6232,1,Inv7vo,,,A,17657,BAO0090228,Intermes7ate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6233,1,jnvivo,,,A,17796,BAl0000219,Ijtermesiate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6234,1,Invivp,,,A,17853,BAO0090228,Inrermediwte,,,Bioavailability in dog (p.o.) at 2.0 mpk,,Canis lupus familiaris,9615.0,,50588
6235,1,Invico,,,A,4521,vAO00002q8,Inte5mediafe,,,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),,Canis lupus familiaris,9615.0,,50588
6236,1,Infivo,,,A,4521,BA00900218,Inte5hediate,,,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,,Canis lupus familiaris,9615.0,,50588
6237,1,Ingivo,,,A,5006,BAO0000w28,jntermwdiate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6238,1,Inviv9,,,A,16365,BAOp0002q8,Inyermediatw,,,Bioavailability was evaluated after oral administration in dog,,Canis lupus familiaris,9615.0,,50588
6239,1,lnvivo,,,A,1916,BAO000pw18,7nterhediate,,,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,Canis lupus familiaris,9615.0,,50588
6240,1,Invifo,,,A,1918,BwO00o0218,Ihtermediwte,,,Bioavailability was evaluated in dog,,Canis lupus familiaris,9615.0,,50588
6241,1,Invico,,,A,4239,BAO000pe18,Inteemed8ate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6242,1,Invivl,,,A,6505,BqO00p0218,Intermfdia6e,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6243,1,Invivl,,,A,5334,BxO0000219,Intermew8ate,,,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,Canis lupus familiaris,9615.0,,50588
6244,1,Invovo,,,A,5334,BA800002w8,Intermediarw,,,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),,Canis lupus familiaris,9615.0,,50588
6245,1,Igvivo,,,A,4809,BAO00o02q8,In5ermediat3,,,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),,Canis lupus familiaris,9615.0,,50588
6246,1,Inviv0,,,A,6348,BxO0090218,Infermedoate,,,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,Canis lupus familiaris,9615.0,,50588
6247,1,Invigo,,,A,6005,BAOpo00218,Ingermfdiate,,,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6248,1,Inviv8,,,A,17804,BAp0000w18,Interkedjate,,,Bioavailability of compound in dog was determined after peroral administration,,Canis lupus familiaris,9615.0,,50588
6249,1,Invivk,,,A,3184,fA00000218,Iht2rmediate,,,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6250,1,lnvivo,,,A,1806,gAO0000217,In4e4mediate,,,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,,Canis lupus familiaris,9615.0,,50588
6251,1,Invovo,,,A,1806,BAO0099218,In64rmediate,,,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,,Canis lupus familiaris,9615.0,,50588
6252,1,knvivo,,,A,1806,vAO00o0218,Int3fmediate,,,Compound was evaluated for oral bioavailability in dogs; 37-38 %,,Canis lupus familiaris,9615.0,,50588
6253,1,Invlvo,,,A,4839,BAOo0p0218,9ntermedlate,,,Bioavailability in dog,,Canis lupus familiaris,9615.0,,50588
6254,1,Invivk,,,A,5017,BwO9000218,Imterm2diate,,,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),,Canis lupus familiaris,9615.0,,50588
6255,1,Inbivo,,,A,846,BAO00001w8,Intermed8atw,,Hexrt,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6256,1,Invifo,,,A,846,BAOo000219,Intsrmeriate,,Hear6,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6257,1,Invlvo,,,A,846,BAi0900218,Intermsdia4e,,Kldney,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6258,1,Inv7vo,,,A,846,BAO000011u,Intdrmrdiate,,Kodney,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6259,1,Invivk,,,A,846,BqO0900218,Intwrmediats,,Kidnry,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6260,1,Ijvivo,,,A,846,gzO0000218,Ihtermediatr,,Kidmey,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6261,1,knvivo,,,A,846,BAO0099218,Inte5mewiate,,K7dney,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6262,1,Invibo,,,A,846,BxO9000218,Ihtermeriate,,K8dney,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6263,1,Invivi,,,A,846,BAO0p002q8,9ntermeeiate,,Lkver,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6264,1,Infivo,,,A,846,hAO000o218,9ntermedoate,,iiver,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6265,1,Inviv8,,,A,846,BsO0000318,Intermed7at3,,Lived,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6266,1,jnvivo,,,A,846,BAO0900w18,Internediare,,Liber,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6267,1,Ibvivo,,,A,846,BAO0990218,Interm4dia4e,,Ljver,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6268,1,Ijvivo,,,A,846,BzOp000218,Intedmediatd,,Lifer,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6269,1,Invico,,,A,846,BAO9000219,Interjediqte,,Lung,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6270,1,Inv7vo,,,A,846,nAO0090218,Infermedixte,,Lung,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6271,1,Inv7vo,,,A,846,nAO0000318,lntermwdiate,,Lung,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6272,1,Ihvivo,,,A,846,BAO0909218,Ibternediate,,Lung,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6273,1,8nvivo,,,A,846,BAOp0002q8,Interjediat2,,Lung,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6274,1,Invifo,,,A,846,BAO000p21i,Intermedisge,,Lung,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6275,1,,,458.0,A,6599,BAO00002qo,Intermediwt4,,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,CCRF S-180,50594
6276,1,,,332.0,A,6599,BA000o0218,Intermedisre,,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,CCRF S-180,50594
