assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,doc_id,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,tid
6936,,Homo sapiens,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,N,F,16597,,,9606.0,,,A2780,81034
6937,,Homo sapiens,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,N,F,16597,,,9606.0,,,A2780,81034
6938,,Homo sapiens,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,N,F,16597,,,9606.0,,,A2780,81034
6939,,Homo sapiens,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,N,F,15608,,,9606.0,,,A2780,81034
6940,,Homo sapiens,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,N,F,15608,,,9606.0,,,A2780,81034
6941,,Homo sapiens,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,N,F,15608,,,9606.0,,,A2780,81034
6942,,Cricetulus griseus,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,U,F,15296,,,10029.0,,,,22224
6943,,Cricetulus griseus,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,U,A,10251,,,10029.0,,,CHO-AA8,22224
6944,,Cricetulus griseus,Evaluated for growth inhibition of AA8 cells under aerobic conditions,U,F,10251,,,10029.0,,,CHO-AA8,22224
6945,,Cricetulus griseus,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,U,F,10251,,,10029.0,,,CHO-AA8,22224
6946,,Cricetulus griseus,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),U,F,10251,,,10029.0,,,CHO-AA8,22224
6947,,Cricetulus griseus,Growth inhibition against CHO-derived cell line AA8,U,F,11858,,,10029.0,,,,22224
6948,,Cricetulus griseus,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],U,F,11858,,,10029.0,,,CHO-AA8,22224
6949,,hampster,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,N,F,11616,,,36483.0,,,CHO-AA8,80089
6950,,Cricetulus griseus,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,N,F,11616,,,10029.0,,,CHO-AA8,80089
6951,,Cricetulus griseus,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,U,F,10518,,,10029.0,,,CHO-AA8,22224
6952,,Cricetulus griseus,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,U,F,11396,,,10029.0,,,CHO-AA8,22224
6953,,Cricetulus griseus,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,U,F,10518,,,10029.0,,,CHO-AA8,22224
6954,,Cricetulus griseus,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,N,F,11616,,,10029.0,,,CHO-AA8,80089
6955,,,compound was evaluated for association constant (Ka) of isolated serum protein AAG,H,F,14837,,,,,,,12675
6956,,,Number of binding sites (n) of isolated serum protein AAG,H,F,14837,,,,,,,12675
6957,,,Association constant for binding to AATT duplex,M,B,16037,,,,,,,22222
6958,,Homo sapiens,Inhibition of ABAE human fibroblast cell proliferation,N,F,16597,,,9606.0,,,ABAE,100090
6959,,Mus musculus,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",N,F,8831,,,10090.0,,,AC755,80668
6960,,Oryctolagus cuniculus,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,D,F,13419,,,9986.0,,,,102444
6961,,Oryctolagus cuniculus,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,D,F,13419,In vivo,,9986.0,,,,102444
6962,,,Inhibitory activity against angiotensin-converting enzyme (ACE).,H,B,15778,,,,,,,69
6963,,,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,H,B,15778,,,,,,,69
6964,,Homo sapiens,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,N,F,12988,,,9606.0,,,ACH-2 cell line,80669
6965,,Homo sapiens,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),N,F,12988,,,9606.0,,,ACH-2 cell line,80669
6966,,Human immunodeficiency virus 1,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,U,F,12988,,,11676.0,,,T cell line,22224
6967,,Human immunodeficiency virus 1,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),U,F,12988,,,11676.0,,,T cell line,22224
6968,,Human immunodeficiency virus 1,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),U,F,12988,,,11676.0,,,T cell line,22224
6969,,Homo sapiens,Inhibition of growth of renal cancer ACHN cell line,N,F,11843,,,9606.0,,,ACHN,80025
6970,,Homo sapiens,Inhibition of growth of ACHN renal cancer cell line,N,F,16939,,,9606.0,,,ACHN,80025
6971,,Homo sapiens,Inhibitory concentration required against ACHN renal cancer cell line,N,F,4782,,,9606.0,,,ACHN,80025
6972,,Homo sapiens,Concentration required to inhibit growth of human renal (ACHN) cell line,N,F,6310,,,9606.0,,,ACHN,80025
6973,,Homo sapiens,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,N,F,6310,,,9606.0,,,ACHN,80025
6974,,Homo sapiens,Cytotoxic activity against ACHN Renal cancer cell line,N,F,12858,,,9606.0,,,ACHN,80025
6975,,Homo sapiens,Cytotoxicity evaluation against ACHN renal cancer cells,N,F,17380,,,9606.0,,,ACHN,80025
6976,,Homo sapiens,In vitro antitumor activity against human renal ACHN cell line,N,F,5858,,,9606.0,,,ACHN,80025
6977,,Homo sapiens,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,N,F,3838,,,9606.0,,,ACHN,80025
6978,,Homo sapiens,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,N,F,3838,,,9606.0,,,ACHN,80025
6979,,Homo sapiens,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",N,F,5406,,,9606.0,,,ACHN,80025
6980,,Homo sapiens,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,N,F,4071,,,9606.0,,,ACHN,80025
6981,,Homo sapiens,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,N,F,4071,,,9606.0,,,ACHN,80025
6982,,Homo sapiens,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,N,F,4071,,,9606.0,,,ACHN,80025
6983,,Homo sapiens,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,N,F,15002,,,9606.0,,,ACHN,80025
6984,,Homo sapiens,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),N,F,14769,,,9606.0,,,ACHN,80025
6985,,Homo sapiens,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",N,F,13958,,,9606.0,,,ACHN,80025
6986,,Homo sapiens,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,N,F,1665,,,9606.0,,,ACHN,80025
6987,,Homo sapiens,Compound was tested for the growth inhibition of ACHN renal tumor cell line,N,F,15354,,,9606.0,,,ACHN,80025
6988,,Homo sapiens,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,N,F,15354,,,9606.0,,,ACHN,80025
6989,,Homo sapiens,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,N,F,13978,,,9606.0,,,ACHN,80025
6990,,Homo sapiens,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,N,F,6798,,,9606.0,,,ACHN,80025
6991,,Canis lupus familiaris,Tmax value after administration of 4 mg/Kg oral dose in dog,N,A,2959,In vivo,,9615.0,,,,50588
6992,,Canis lupus familiaris,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",N,A,9932,,,9615.0,,,,50588
6993,,Canis lupus familiaris,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,N,A,5546,,,9615.0,,,,50588
6994,,Canis lupus familiaris,Volume distribution after 15 mg/kg iv dose in Dogs,N,A,16907,In vivo,,9615.0,,,,50588
6995,,Canis lupus familiaris,Volume distribution after 30 mg/kg po dose in Dogs,N,A,16907,In vivo,,9615.0,,,,50588
6996,,Canis lupus familiaris,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,N,A,4257,In vivo,,9615.0,,,,50588
6997,,Canis lupus familiaris,Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,N,A,4305,In vivo,,9615.0,,,,50588
6998,,Canis lupus familiaris,Volume of distribution was evaluated in dog,N,A,5472,In vivo,,9615.0,,,,50588
6999,,Canis lupus familiaris,Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,N,A,6062,In vivo,,9615.0,,,,50588
7000,,Canis lupus familiaris,Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,N,A,3598,,,9615.0,,,,50588
7001,,Canis lupus familiaris,The compound was tested for volume of distribution in dog,N,A,12500,In vivo,,9615.0,,,,50588
7002,,Canis lupus familiaris,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,N,A,12500,In vivo,,9615.0,,,,50588
7003,,Canis lupus familiaris,Vd (1 mg/kg) was determined in dog (in vivo),N,A,6227,In vivo,,9615.0,,,,50588
7004,,Canis lupus familiaris,Vd in dog,N,A,6227,In vivo,,9615.0,,,,50588
7005,,Canis lupus familiaris,Volume distribution was determined,N,A,4219,In vivo,,9615.0,,,,50588
7006,,Canis lupus familiaris,Volume of distribution in dog,N,A,1696,In vivo,,9615.0,,,,50588
7007,,Canis lupus familiaris,Volume of distribution by as 4 fold increase by iv administration in dogs,N,A,5542,In vivo,,9615.0,,,,50588
7008,,Canis lupus familiaris,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,N,A,5199,In vivo,,9615.0,,,,50588
7009,,Canis lupus familiaris,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,N,A,6348,In vivo,,9615.0,,,,50588
7010,,Canis lupus familiaris,Volume distribution at the dose of 2 mg/kg in dog,N,A,4727,In vivo,,9615.0,,,,50588
7011,,Canis lupus familiaris,Steady state volume of distribution was determined,N,A,16367,In vivo,,9615.0,,,,50588
7012,,Canis lupus familiaris,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,N,A,2652,In vivo,,9615.0,,,,50588
7013,,Canis lupus familiaris,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,N,A,16452,In vivo,,9615.0,,,,50588
7014,,Canis lupus familiaris,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,N,A,16452,In vivo,,9615.0,,,,50588
7015,,Canis lupus familiaris,Bioavailability in dog (dose 1 mg/kg i.v.),N,A,16452,In vivo,,9615.0,,,,50588
7016,,Canis lupus familiaris,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),N,A,5334,In vivo,,9615.0,,,,50588
7017,,Canis lupus familiaris,Pharmacokinetic property (vdss) was measured in dog,N,A,4239,In vivo,,9615.0,,,,50588
7018,,Canis lupus familiaris,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,N,A,4709,In vivo,,9615.0,,,,50588
7019,,Canis lupus familiaris,Vdss was determined after iv 0.1 mg/kg administration in dog,N,A,5600,In vivo,,9615.0,,,,50588
7020,,Canis lupus familiaris,Volume displacement was calculated in dog,N,A,6057,In vivo,,9615.0,,,,50588
7021,,Canis lupus familiaris,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,N,A,5654,In vivo,,9615.0,,,,50588
7022,,Canis lupus familiaris,Volume distribution constant was determined,N,A,5505,In vivo,,9615.0,,,,50588
7023,,Canis lupus familiaris,Volume distribution at a dose of 1 uM/kg in dog was determined,N,A,4527,In vivo,,9615.0,,,,50588
7024,,Canis lupus familiaris,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,N,A,4521,In vivo,,9615.0,,,,50588
7025,,Canis lupus familiaris,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,N,A,4521,In vivo,,9615.0,,,,50588
7026,,Canis lupus familiaris,Volume distribution (Vdss) was measured in dog,N,A,15660,In vivo,,9615.0,,,,50588
7027,,Canis lupus familiaris,Volume distribution (Vdss) was measured in dog,N,A,15660,In vivo,,9615.0,,,,50588
7028,,Canis lupus familiaris,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,N,A,6679,In vivo,,9615.0,,,,50588
7029,,Canis lupus familiaris,Volume of distribution in steady state was determined in dog,N,A,5145,In vivo,,9615.0,,,,50588
7030,,Canis lupus familiaris,Volume of distribution of compound was determined in dog,N,A,6821,In vivo,,9615.0,,,,50588
7031,,Canis lupus familiaris,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,N,A,4137,In vivo,,9615.0,,,,50588
7032,,Canis lupus familiaris,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),N,A,5334,In vivo,,9615.0,,,,50588
7033,,Canis lupus familiaris,Volume of distribution (Vdss) was measured in dog,N,A,15660,In vivo,,9615.0,,,,50588
7034,,Canis lupus familiaris,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),N,A,6642,In vivo,,9615.0,,,,50588
7035,,Canis lupus familiaris,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),N,A,6641,In vivo,,9615.0,,,,50588
7036,,Canis lupus familiaris,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),N,A,6642,In vivo,,9615.0,,,,50588
7037,,Canis lupus familiaris,Maximum rate of depolarization of the upstroke of the action potential,N,A,11659,,,9615.0,,,,50588
7038,,Canis lupus familiaris,Steady state volume distribution in dog,N,A,6448,In vivo,,9615.0,,,,50588
7039,,Canis lupus familiaris,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,N,A,5474,In vivo,,9615.0,,,,50588
7040,,Canis lupus familiaris,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,N,A,1466,In vivo,,9615.0,,,,50588
7041,,Canis lupus familiaris,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,N,A,6535,In vivo,,9615.0,,,,50588
7042,,Canis lupus familiaris,Volume distribution in dog after administration of 1 mg/kg iv,N,A,6535,In vivo,,9615.0,,,,50588
7043,,Canis lupus familiaris,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,N,A,17764,In vivo,,9615.0,,,,50588
7044,,Canis lupus familiaris,Vss after intravenous administration (0.5 mg/kg) was determined in dog,N,A,6215,In vivo,,9615.0,,,,50588
7045,,Canis lupus familiaris,Vss on i.v. administration of 2 mg/kg was measured in dog,N,A,6505,In vivo,,9615.0,,,,50588
7046,,Canis lupus familiaris,Vss was determined,N,A,3639,,,9615.0,,,,50588
7047,,Canis lupus familiaris,Vss in dog,N,A,3639,,,9615.0,,,,50588
7048,,Canis lupus familiaris,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,N,A,6062,In vivo,,9615.0,,,,50588
7049,,Canis lupus familiaris,Volume distribution in dogs,N,A,4942,In vivo,,9615.0,,,,50588
7050,,Canis lupus familiaris,Volume of distribution in dog,N,A,17796,In vivo,,9615.0,,,,50588
7051,,Canis lupus familiaris,Tested for the oral bioavailability in dog,N,A,4883,In vivo,,9615.0,,,,50588
7060,,Mus musculus,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,N,A,17837,In vivo,,10090.0,,,,50594
7061,,Mus musculus,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,N,A,17729,In vivo,,10090.0,,,,50594
7062,,Mus musculus,Bioavailability after peroral administration of 50 mg/kg of dose in mice,N,A,17729,In vivo,,10090.0,,,,50594
7063,,Mus musculus,Bioavailability was measured in mouse,N,A,4239,In vivo,,10090.0,,,,50594
7064,,Mus musculus,Bioavailability in mouse,N,A,17592,In vivo,,10090.0,,,,50594
7065,,Mus musculus,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,N,A,6348,In vivo,,10090.0,,,,50594
7066,,Mus musculus,Bioavailability in mouse,N,A,2801,In vivo,,10090.0,,,,50594
7067,,Mus musculus,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,N,A,2801,In vivo,,10090.0,,,,50594
7068,,Mus musculus,Oral bioavailability in mouse,N,A,17718,In vivo,,10090.0,,,,50594
7069,,Mus musculus,Oral availability at 50 mg/kg po in male mice,N,A,5727,In vivo,,10090.0,,,,50594
7070,,Mus musculus,Oral bioavailability in mouse (dose 10 mg/kg),N,A,5302,In vivo,,10090.0,,,,50594
