Fiscal year,Branch name,CIDA business delivery model (old),Project number,Sector ID,Section name,FSTC percent,Youth issues (marker),CountryRegion name,Bilateral aid (international marker),Trade development (marker),Untied amount(Project-level budget),Status,Urban issues (marker),Climate change adaptation (marker),Branch ID,Desertification (marker),PBA type,Organisation class,Organisation type,Indigenous issues (marker),ICT as a tool for development (marker),CFLI (marker),CountryRegion percent,Regional program (marker),Participatory development and good governance,Children issues (marker),Fund centre name,Organisation sub-class,Division name,Enviromental sustainability (marker),IRTC percent,Disability issues (marker),Project Browser country ID,Organisation name,Maximum CIDA contribution (project-level),Division ID,Section ID,Fund centre ID,Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Knowledge for development (marker)
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GA,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GA,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GH,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GH,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GM,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GM,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GN,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GN,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GQ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GQ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,GW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,KE,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,KE,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,KM,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,KM,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,LR,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,LR,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,LS,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,LS,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MA,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MA,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ML,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ML,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MR,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MR,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MU,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MU,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,MZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,NE,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,NE,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,NG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,NG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,RW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,RW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SC,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SC,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SD,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SD,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SL,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SL,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SN,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SN,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SO,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SO,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ST,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ST,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,SZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TD,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TD,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TN,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TN,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,TZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,UG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,UG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ZA,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
