assay_id,assay_tissue,doc_id,tissue_id,assay_organism,assay_category,cell_id,assay_tax_id,assay_subcellular_fraction,curated_by,assay_strain,description,assay_type,assay_test_type,assay_cell_type,tid,relationship_type
6318,,263,,Homo sapiens,,646.0,9606.0,,Intermediate,,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,F,,A549,80682,N
6319,,11333,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic concentration against A-549 tumor cells.,F,,A549,80682,N
6320,,11333,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,F,,A549,80682,N
6321,,15895,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",F,,A549,80682,N
6322,,16677,,Acinetobacter baumannii,,,470.0,,Expert,,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,F,,,50191,N
6323,,10624,,Acinetobacter calcoaceticus,,,471.0,,Intermediate,,Activity against Acinetobacter calcoaceticus (AC54),F,,,50192,N
6324,,16717,,Aspergillus flavus,,,5059.0,,Expert,,In vitro antifungal activity against Aspergillus flavus CM74,F,,,50274,N
6325,,16717,,Aspergillus flavus,,,5059.0,,Expert,,In vitro antifungal activity against Aspergillus flavus CM74,F,,,50274,N
6326,,5513,,Aspergillus fumigatus,,,746128.0,,Intermediate,,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,F,,,50416,N
6327,,15962,,Aspergillus fumigatus,,,746128.0,,Intermediate,,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),F,,,50416,N
6328,,15962,,Aspergillus fumigatus,,,746128.0,,Intermediate,,Antimicrobial activity against Aspergillus fumigatus (MIC),F,,,50416,N
6329,,15962,,Aspergillus fumigatus,,,746128.0,,Intermediate,,Antimicrobial activity against Aspergillus fumigatus (MIC),F,,,50416,N
6330,,15962,,Aspergillus fumigatus,,,746128.0,,Intermediate,,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),F,,,50416,N
6331,,16717,,Aspergillus fumigatus,,,746128.0,,Expert,,In vitro antifungal activity against Aspergillus fumigatus 48238E,F,,,50416,N
6332,,16717,,Aspergillus fumigatus,,,746128.0,,Expert,,In vitro antifungal activity against Aspergillus fumigatus 48238E,F,,,50416,N
6333,,8117,,Actinomyces naeslundii,,,1655.0,,Intermediate,,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,F,,,50296,N
6334,,8117,,Actinomyces viscosus,,,1656.0,,Intermediate,,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,F,,,50366,N
6335,,15472,,Acanthocheilonema viteae,,,6277.0,,Intermediate,,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),F,,,50535,N
6336,,15472,,Acanthocheilonema viteae,,,6277.0,,Intermediate,,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),F,,,50535,N
6337,,16443,,Aggregatibacter actinomycetemcomitans,,,714.0,,Intermediate,,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,F,,,50169,N
6338,,16443,,Aggregatibacter actinomycetemcomitans,,,714.0,,Intermediate,,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,F,,,50169,N
6339,,16443,,Aggregatibacter actinomycetemcomitans,,,714.0,,Intermediate,,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,F,,,50169,N
6340,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,F,,A549,80682,N
6341,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,F,,A549,80682,N
6342,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,F,,A549,80682,N
6343,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,F,,A549,80682,N
6344,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,% inhibition against A549 cells (lung cancer) at 4 ug/mL,F,,A549,80682,N
6345,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,GI values against A549 cells (lung cancer),F,,A549,80682,N
6346,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,F,,A549,80682,N
6347,,16325,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory activity against A549 human adenocarcinoma,F,,A549,80682,N
6348,,10708,,Homo sapiens,,646.0,9606.0,,Intermediate,,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,F,,A549,80682,N
6349,,10708,,Homo sapiens,,646.0,9606.0,,Intermediate,,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,F,,A549,80682,N
6350,,17376,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory activity against A549 lung adenocarcinoma cell line,F,,A549,80682,N
6351,,17376,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,F,,A549,80682,N
6352,,17488,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxicity against human A549 lung cells,F,,A549,80682,N
6353,,17404,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,F,,A549,80682,N
6354,,10958,,Homo sapiens,,646.0,9606.0,,Expert,,Growth inhibition of A549 (human lung carcinoma) cell line.,F,,A549,80682,N
6355,,17099,,Homo sapiens,,646.0,9606.0,,Expert,,Effective dose required for inhibitory activity against A549 human tumor cell line.,F,,A549,80682,N
6356,,17099,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,F,,A549,80682,N
6357,,4096,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,F,,A549,80682,N
6358,,4096,,Homo sapiens,,646.0,9606.0,,Expert,,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,F,,A549,80682,N
6359,,4096,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,F,,A549,80682,N
6360,,2525,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro inhibitory activity against A549 tumor cell culture,F,,A549,80682,N
6361,,2525,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,F,,A549,80682,N
6362,,5302,,Homo sapiens,,646.0,9606.0,,Intermediate,,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),F,,A549,80682,N
6363,,16325,,Homo sapiens,,646.0,9606.0,,Intermediate,,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,F,,A549,80682,N
6364,,16939,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,F,,A549,80682,N
6365,,17229,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,F,,A549,80682,N
6366,,17380,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,F,,A549,80682,N
6367,,17380,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,F,,A549,80682,N
6368,,1903,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,F,,A549,80682,N
6369,,3838,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,F,,A549,80682,N
6370,,14696,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,F,,A549,80682,N
6371,,3838,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,F,,A549,80682,N
6372,,1522,,Homo sapiens,,646.0,9606.0,,Intermediate,,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,F,,A549,80682,N
6373,,12400,,Homo sapiens,,646.0,9606.0,,Intermediate,,Tested in vitro for cytotoxicity in A549/ATCC cell lines,F,,A549,80682,N
6374,,14696,,Homo sapiens,,646.0,9606.0,,Intermediate,,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,F,,A549,80682,N
6375,,14769,,Homo sapiens,,646.0,9606.0,,Intermediate,,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),F,,A549,80682,N
6376,,14696,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,F,,A549,80682,N
6377,,1888,,Homo sapiens,,646.0,9606.0,,Intermediate,,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,F,,A549,80682,N
6378,,12016,,Homo sapiens,,646.0,9606.0,,Intermediate,,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,F,,A549,80682,N
6379,,6058,,Homo sapiens,,646.0,9606.0,,Intermediate,,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,F,,A549,80682,N
6380,,17708,,Homo sapiens,,646.0,9606.0,,Intermediate,,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,F,,A549,80682,N
6381,,12301,,Homo sapiens,,646.0,9606.0,,Intermediate,,Antitumor activity against A549/ATCC cell line,F,,A549,80682,N
6382,,11970,,Homo sapiens,,646.0,9606.0,,Intermediate,,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,F,,A549,80682,N
6383,,11818,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro cytotoxicity against A549/ATCC cell line.,F,,A549,80682,N
6384,,12400,,Homo sapiens,,646.0,9606.0,,Intermediate,,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,F,,A549,80682,N
6385,,3381,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,F,,A549,80682,N
6386,,17376,,Homo sapiens,,646.0,9606.0,,Intermediate,,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,F,,A549,80682,N
6387,,10708,,Homo sapiens,,646.0,9606.0,,Intermediate,,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,F,,A549,80682,N
6388,,2964,,Homo sapiens,,,9606.0,,Autocuration,,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,F,,,22226,U
6389,,5005,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was tested for oral bioavailability in dogs,A,In vivo,,22224,U
6390,,6229,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,A,In vivo,,50588,N
6391,,6229,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,A,In vivo,,50588,N
6392,,5374,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6393,,5374,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was tested for the oral bioavailability in dog; No availability,A,In vivo,,50588,N
6394,,6265,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,50588,N
6395,,5654,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,A,In vivo,,50588,N
6396,,5654,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,A,In vivo,,50588,N
6397,,16456,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),A,In vivo,,50588,N
6398,,5302,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,50588,N
6399,,3624,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),A,In vivo,,50588,N
6400,,16452,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability of active FTIs in dogs,A,In vivo,,50588,N
6401,,5802,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,50588,N
6402,,3598,,Canis lupus familiaris,,,9615.0,,Expert,,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,,50588,N
6403,,17839,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6404,,6762,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6405,,6821,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6406,,6821,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability of compound was determined in dog; Not tested,A,In vivo,,50588,N
6407,,5210,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6408,,6227,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability (10 mg/kg) was determined in dog,A,In vivo,,50588,N
6409,,761,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability,A,In vivo,,50588,N
6410,,761,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),A,In vivo,,50588,N
6411,,761,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability administered in solution in rats,A,In vivo,,50588,N
6412,,16907,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability after 30 mg/kg po dose in Dogs,A,In vivo,,50588,N
6413,,5474,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability at a dose of 1 mg/kg in dogs,A,In vivo,,50588,N
6414,,6535,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (dose 1 mg/kg p.o.),A,In vivo,,50588,N
6415,,6535,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in Dog; ND = not determined,A,In vivo,,50588,N
6416,,3352,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6417,,6168,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6418,,5988,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6419,,4942,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6420,,4942,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dogs; No data,A,In vivo,,50588,N
6421,,14541,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability measured in dogs,A,In vivo,,50588,N
6422,,4449,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6423,,6057,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability was calculated in dog,A,In vivo,,50588,N
6424,,5600,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability after 0.3 mg/kg po administration in dog,A,In vivo,,50588,N
6425,,5542,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (i.v. dosing),A,In vivo,,50588,N
6426,,5542,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6427,,5546,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,A,In vivo,,50588,N
6428,,4514,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in Beagle dogs,A,In vivo,,50588,N
6429,,3624,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6430,,3854,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6431,,5836,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6432,,5940,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6433,,6168,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6434,,6227,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6435,,6251,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6436,,6448,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6437,,6647,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6438,,5940,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6439,,933,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6440,,5210,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
