Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Disability issues (marker),Organisation ID,Organisation name,Organisation type,Organisation sub-class,Continent ID,CountryRegion name,CountryRegion percent
2009/2010,2,15110,0,SN,S064874001,Public sector policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,3052.0125,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,2,Senegal,0.45
2009/2010,2,15160,0,SN,S064874001,Human rights,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,3052.0125,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,2,Senegal,0.45
2009/2010,2,11230,0,BO,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,BO,Uncoded: Pre-APP,0,1,America,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,1,Bolivia,0.14
2009/2010,2,24081,0,BO,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,BO,Uncoded: Pre-APP,0,1,America,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,1,Bolivia,0.14
2009/2010,2,11230,0,ET,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,ET,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,Ethiopia,0.14
2009/2010,2,24081,0,ET,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,ET,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,Ethiopia,0.14
2009/2010,2,11230,0,IN,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,1,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,India,0.14
2009/2010,2,24081,0,IN,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,1,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,India,0.14
2009/2010,2,11230,0,KE,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,KE,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,Kenya,0.14
2009/2010,2,24081,0,KE,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,KE,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,Kenya,0.14
2009/2010,2,11230,0,NP,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,NP,Uncoded: Pre-APP,0,1,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,Nepal,0.14
2009/2010,2,24081,0,NP,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,NP,Uncoded: Pre-APP,0,1,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,Nepal,0.14
2009/2010,2,11230,0,PH,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,PH,Uncoded: Pre-APP,0,1,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,Philippines,0.14
2009/2010,2,24081,0,PH,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,PH,Uncoded: Pre-APP,0,1,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,Philippines,0.14
2009/2010,2,11230,0,SL,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,819.75,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,SL,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,Sierra Leone,0.02
2009/2010,2,24081,0,SL,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,273.25,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,SL,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,Sierra Leone,0.02
2009/2010,2,11230,0,TZ,S064876001,Basic life skills for youth and adults,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,5738.25,S6221,0.75,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,TZ,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,"Tanzania,Un Rep",0.14
2009/2010,2,24081,0,TZ,S064876001,Education/training in banking and financial services,0,Civil Society,342707.0,Youth Participation,342707.0,2,0,0,1912.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,0,0,0,0,TZ,Uncoded: Pre-APP,0,1,Africa,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,2,"Tanzania,Un Rep",0.14
2009/2010,0,15150,0,X1,S064896001,Democratic participation and civil society,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X1,Uncoded: Pre-APP,2,0,Africa,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,2,Africa MC,0.25
2009/2010,0,32220,0,X1,S064896001,Mineral prospection and exploration,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X1,Uncoded: Pre-APP,2,0,Africa,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,2,Africa MC,0.25
2009/2010,0,15150,0,X2,S064896001,Democratic participation and civil society,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X2,Uncoded: Pre-APP,2,0,America,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,1,Americas MC,0.25
2009/2010,0,32220,0,X2,S064896001,Mineral prospection and exploration,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X2,Uncoded: Pre-APP,2,0,America,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,1,Americas MC,0.25
2009/2010,0,15150,0,X3,S064896001,Democratic participation and civil society,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X3,Uncoded: Pre-APP,2,0,Asia,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,3,Asia MC,0.25
2009/2010,0,32220,0,X3,S064896001,Mineral prospection and exploration,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X3,Uncoded: Pre-APP,2,0,Asia,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,3,Asia MC,0.25
2009/2010,0,15150,0,X4,S064896001,Democratic participation and civil society,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X4,Uncoded: Pre-APP,2,0,Europe,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,5,Europe MC,0.25
2009/2010,0,32220,0,X4,S064896001,Mineral prospection and exploration,0,Civil Society,33661.03,Education and Knowledge,33661.03,0,1,0,4207.62875,S6222,0.5,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,1,0,0,0,X4,Uncoded: Pre-APP,2,0,Europe,0,1002134,Partnership Africa Canada,Canadian Non-Profit Making,NGO,5,Europe MC,0.25
2009/2010,2,31130,0,GM,S064903001,Agricultural land resources,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1538.885,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,GM,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Gambia,0.58
2009/2010,2,31150,0,GM,S064903001,Agricultural inputs,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1538.885,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,GM,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Gambia,0.58
2009/2010,2,31161,0,GM,S064903001,Food crop production,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1538.885,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,GM,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Gambia,0.58
2009/2010,2,31166,0,GM,S064903001,Agricultural extension,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1538.885,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,GM,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Gambia,0.58
2009/2010,2,31130,0,SN,S064903001,Agricultural land resources,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1114.365,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Senegal,0.42
2009/2010,2,31150,0,SN,S064903001,Agricultural inputs,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1114.365,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Senegal,0.42
2009/2010,2,31161,0,SN,S064903001,Food crop production,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1114.365,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Senegal,0.42
2009/2010,2,31166,0,SN,S064903001,Agricultural extension,0,Civil Society,344762.0,Youth Participation,344762.0,0,0,0,1114.365,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,0,1002156,Resource Efficient Agricultural Production (REAP),Canadian Non-Profit Making,NGO,2,Senegal,0.42
2009/2010,1,13020,0,BF,S064917001,Reproductive health care,0,Civil Society,48485.11,Education and Knowledge,48485.11,1,2,0,9697.021999999999,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,1,1.0,1,0,0,0,BF,Uncoded: Pre-APP,0,1,Africa,0,1015286,White Ribbon Alliance for Safe Motherhood,Foreign Non-Profit Making,NGO,2,Burkina-Faso,0.2
2009/2010,1,13020,0,ID,S064917001,Reproductive health care,0,Civil Society,48485.11,Education and Knowledge,48485.11,1,2,0,9697.021999999999,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,1,1.0,1,0,0,0,ID,Uncoded: Pre-APP,0,1,Asia,0,1015286,White Ribbon Alliance for Safe Motherhood,Foreign Non-Profit Making,NGO,3,Indonesia,0.2
2009/2010,1,13020,0,IN,S064917001,Reproductive health care,0,Civil Society,48485.11,Education and Knowledge,48485.11,1,2,0,9697.021999999999,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,1,1.0,1,0,0,0,IN,Uncoded: Pre-APP,0,1,Asia,0,1015286,White Ribbon Alliance for Safe Motherhood,Foreign Non-Profit Making,NGO,3,India,0.2
2009/2010,1,13020,0,NP,S064917001,Reproductive health care,0,Civil Society,48485.11,Education and Knowledge,48485.11,1,2,0,9697.021999999999,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,1,1.0,1,0,0,0,NP,Uncoded: Pre-APP,0,1,Asia,0,1015286,White Ribbon Alliance for Safe Motherhood,Foreign Non-Profit Making,NGO,3,Nepal,0.2
2009/2010,1,13020,0,ZA,S064917001,Reproductive health care,0,Civil Society,48485.11,Education and Knowledge,48485.11,1,2,0,9697.021999999999,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,1,1.0,1,0,0,0,ZA,Uncoded: Pre-APP,0,1,Africa,0,1015286,White Ribbon Alliance for Safe Motherhood,Foreign Non-Profit Making,NGO,2,South Africa,0.2
2009/2010,0,99820,0,CA,S064938001,Promotion of development awareness,0,Governmental,0.0,Education and Knowledge,118338.01,2,0,0,85000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1009322,Peel District School Board,Canadian Non-Profit Making,PROVINCIAL,1,Canada,1.0
2009/2010,0,99820,0,CA,S064940001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,50000.0,2,0,0,45000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,0,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1002286,Carrefour de Solidarit� Internationale,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,0,99820,0,CA,S064941001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,75000.0,2,0,0,45000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1001435,Centrale des Syndicats du Qu�bec,Canadian Non-Profit Making,UNION,1,Canada,1.0
2009/2010,0,99820,0,CA,S064943001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,75000.0,1,1,0,55000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1000301,Universit� du Qu�bec � Montr�al,Canadian Non-Profit Making,UNIVERSITY,1,Canada,1.0
2009/2010,0,99820,0,CA,S064945001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,54883.97,2,0,0,40000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1002523,CODE,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,0,99820,0,CA,S064946001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,45199.68,2,0,0,25000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1003461,Saskatchewan Council for International Cooperation,Canadian Non-Profit Making,UMBRELLA ORGANIZATION,1,Canada,1.0
2009/2010,0,99820,0,CA,S064947001,Promotion of development awareness,2,Civil Society,61100.0,Education and Knowledge,61100.0,0,1,0,25000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1001309,Falls Brook Centre (FBC),Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,1,99820,0,CA,S064948001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,38100.0,1,0,0,17000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,0,99820,0,CA,S064949001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,57500.0,0,0,0,42000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1001428,Plan Nagua Inc.,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,0,99820,0,CA,S064950001,Promotion of development awareness,0,Civil Society,223300.0,Education and Knowledge,223300.0,0,0,0,40000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1000135,Canadian Unicef Committee,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,3,99820,0,CA,S064951001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,50200.0,0,0,0,20000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1000499,Oxfam Canada,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,0,99820,0,CA,S064953001,Promotion of development awareness,0,Civil Society,51422.81,Education and Knowledge,51422.81,2,0,0,35000.0,S6222,1.0,B6100,2239,Global Classroom Initiative,Closed,0.0,D6220,2,0.0,0,0,0,0,CA,Uncoded: Pre-APP,0,0,America,0,1004625,Carrefour Tiers-Monde,Canadian Non-Profit Making,NGO,1,Canada,1.0
2009/2010,1,15110,0,GH,S064954001,Public sector policy and administrative management,0,Civil Society,5761304.0,Governance & Human Rights,5761304.0,1,2,1,11413.78887,S6218,0.9620000000000001,B6100,6218,Governance & Human Rights,Operational,0.0,D6214,1,0.94,1,1,0,1,GH,Uncoded: Pre-APP,1,1,Africa,0,1002731,Institute of Public Administration of Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,2,Ghana,0.0898
2009/2010,1,99820,0,GH,S064954001,Promotion of development awareness,0,Civil Society,5761304.0,Governance & Human Rights,5761304.0,1,2,1,450.8565252,S6218,0.038,B6100,6218,Governance & Human Rights,Operational,0.0,D6214,1,0.94,1,1,0,1,GH,Uncoded: Pre-APP,1,1,Africa,0,1002731,Institute of Public Administration of Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,2,Ghana,0.0898
2009/2010,1,15110,0,ID,S064954001,Public sector policy and administrative management,0,Civil Society,5761304.0,Governance & Human Rights,5761304.0,1,2,1,12939.016790000001,S6218,0.9620000000000001,B6100,6218,Governance & Human Rights,Operational,0.0,D6214,1,0.94,1,1,0,1,ID,Uncoded: Pre-APP,1,1,Asia,0,1002731,Institute of Public Administration of Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,3,Indonesia,0.1018
2009/2010,1,99820,0,ID,S064954001,Promotion of development awareness,0,Civil Society,5761304.0,Governance & Human Rights,5761304.0,1,2,1,511.1046132,S6218,0.038,B6100,6218,Governance & Human Rights,Operational,0.0,D6214,1,0.94,1,1,0,1,ID,Uncoded: Pre-APP,1,1,Asia,0,1002731,Institute of Public Administration of Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,3,Indonesia,0.1018
2009/2010,1,15110,0,ML,S064954001,Public sector policy and administrative management,0,Civil Society,5761304.0,Governance & Human Rights,5761304.0,1,2,1,10435.10096,S6218,0.9620000000000001,B6100,6218,Governance & Human Rights,Operational,0.0,D6214,1,0.94,1,1,0,1,ML,Uncoded: Pre-APP,1,1,Africa,0,1002731,Institute of Public Administration of Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,2,Mali,0.0821
2009/2010,1,99820,0,ML,S064954001,Promotion of development awareness,0,Civil Society,5761304.0,Governance & Human Rights,5761304.0,1,2,1,412.1973354,S6218,0.038,B6100,6218,Governance & Human Rights,Operational,0.0,D6214,1,0.94,1,1,0,1,ML,Uncoded: Pre-APP,1,1,Africa,0,1002731,Institute of Public Administration of Canada,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,2,Mali,0.0821
