assay_id,bao_format,assay_tissue,cell_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
7136,BsO000o219,,1086.0,In6ermed8ate,,17672,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,F,,,Homo sapiens,9606.0,
7137,BAO00003w9,,553.0,Intrrmediwte,,4544,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,F,,,Homo sapiens,9606.0,
7138,BAO0000318,,706.0,Intsrm2diate,,4544,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,F,,,Homo sapiens,9606.0,
7139,BxO0o00219,,412.0,Ibtfrmediate,,16317,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",F,,,Homo sapiens,9606.0,
7140,hAO0090219,,902.0,kntermediare,,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,F,,,Homo sapiens,9606.0,
7141,vAO0o00219,,919.0,9nt4rmediate,,13978,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,F,,,Homo sapiens,9606.0,
7142,BzO000021i,,724.0,Exlert,,12989,In vitro antitumor activity against A2780 cell line.,F,,,Homo sapiens,9606.0,
7143,BAO0000qq9,,650.0,8mtermediate,,5574,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,F,,,Homo sapiens,9606.0,
7144,BAO0000228,,987.0,Exper4,,13528,In vitro cytotoxicity against A2780 human ovarian cancer cell line,F,,,Homo sapiens,9606.0,
7145,BAOo000q19,,1058.0,Intermed7at3,,12782,Inhibitory activity against kidney A-CHN tumor cell growth in culture,F,,,Homo sapiens,9606.0,
7146,BsO000021p,,797.0,jntermediats,,14255,The IC50 value was measured on ACHN cell line in renal tumor type.,F,,,Homo sapiens,9606.0,
7147,BzO9000219,,814.0,Inhermfdiate,,16364,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,F,,,Homo sapiens,9606.0,
7148,nAO000p219,,1186.0,4xpert,,17376,In vitro lethal concentration against most sensitive ACHN cell line,F,,,Homo sapiens,9606.0,
7149,BA80000w19,,630.0,Inhermediats,,12016,Tested for cytotoxic activity against renal cancer ACHN cell line,F,,,Homo sapiens,9606.0,
7150,hAO0p00219,,592.0,Igterm4diate,,6058,Compound tested for growth inhibition of renal cancer cell line ACHN,F,,,Homo sapiens,9606.0,
7151,BAO0000q29,,605.0,Interm2diatd,,17708,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,F,,,Homo sapiens,9606.0,
7152,BAi00002w9,,441.0,Intefmwdiate,,15176,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,F,,,Homo sapiens,9606.0,
7153,vAO0000218,,775.0,Int4rmfdiate,,2806,In vitro anticancer activity against ACHN renal cancer cell line,F,,,Homo sapiens,9606.0,
7154,BAO90p0219,,1016.0,Ingermed8ate,,15300,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,F,,,Homo sapiens,9606.0,
7155,BAOp0002q9,,562.0,Inte4m2diate,,16364,Percent selectivity was evaluated in renal ACHN cell lines,F,,,Homo sapiens,9606.0,
7156,vzO0000219,,1161.0,Internediage,,13859,In vitro inhibitory activity against renal ACHN cancer cell line,F,,,Homo sapiens,9606.0,
7157,hAO0000218,,985.0,Intermedjahe,,11970,Tested for cytotoxicity against ACHN cell lines in renal cancer,F,,,Homo sapiens,9606.0,
7158,BA00009219,,1808.0,Intermedlzte,,2450,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,F,,,Homo sapiens,9606.0,
7159,BwO0090219,,493.0,Int3rmefiate,,12696,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,F,,,Homo sapiens,9606.0,
7160,nAOo000219,,888.0,Intsrmexiate,,12400,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,F,,,Homo sapiens,9606.0,
7161,BzO00002w9,,404.0,Expedt,,12888,Cytotoxic effect on renal cancer line ACHN,F,,,Homo sapiens,9606.0,
7162,BAO00o021o,,596.0,Imt4rmediate,,3156,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,F,,,Homo sapiens,9606.0,
7163,BAO00o021o,,733.0,Interheciate,,3381,In vitro inhibition of Renal Cancer ACHN cell lines,F,,,Homo sapiens,9606.0,
7164,BAO0p00210,,609.0,Intrrmeriate,,16747,Antitumor activity against human renal adenocarcinoma ACHN cells,F,,,Homo sapiens,9606.0,
7165,BAi0000218,,322.0,Experf,,16748,Antitumor activity against human renal adenocarcinoma ACHN cells.,F,,,Homo sapiens,9606.0,
7166,gAO00p0219,,872.0,Int4rmewiate,,12062,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,F,,,Homo sapiens,9606.0,
7167,hAO0000210,,950.0,Inye4mediate,,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,
7168,BzO0009219,,378.0,In5ermeeiate,,15895,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",F,,,Homo sapiens,9606.0,
7169,BAO00o0e19,,824.0,Internediat3,,17376,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,F,,,Homo sapiens,9606.0,
7170,BAO0p00319,,1008.0,untwrmediate,,14882,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,F,,,Homo sapiens,9606.0,
7171,BAO0p09219,,558.0,9nt2rmediate,,14882,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,F,,,Homo sapiens,9606.0,
7172,hAO00002q9,,429.0,Int2tmediate,,15661,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,F,,,Homo sapiens,9606.0,
7173,BAl0o00019,,,Autocurahiom,,9680,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,A,,,,,
7174,BAOpp00019,,,Autocu5afion,,14579,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,F,,,,,
7175,BqO000o218,,245.0,Expwrt,,17290,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,F,,,Cytomegalovirus,10358.0,
7176,BAO0090217,,,Internediste,,17290,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,F,,,Cytomegalovirus,10358.0,
7177,BAO000045i,,,Autofuratiin,,15891,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),B,,,,,
7178,BAO0o00347,,,Au6ofuration,,15890,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),B,,,,,
7179,BAO0p002q9,,40.0,7ntermesiate,,3801,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,F,,,Bos taurus,9913.0,
7180,BAO0000e1i,,472.0,9mtermediate,,9222,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,F,,,Mus musculus,10090.0,
7181,BA0000p219,,1051.0,9ntermesiate,,9222,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,F,,,Mus musculus,10090.0,
7182,BAO00001q9,,365.0,Intermeriatd,,7257,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",F,,,Mus musculus,10090.0,
7183,fqO0000219,,1411.0,Ibtsrmediate,,7257,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,F,,,Mus musculus,10090.0,
7184,BAio000219,,451.0,Infwrmediate,,7257,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,A,,,Mus musculus,10090.0,
7185,BAp0000e19,,658.0,Intermed7atr,,8084,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,F,,,Mus musculus,10090.0,
7186,gAO0o00019,,,qutocu3ation,,14943,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,F,,,Mus musculus,10090.0,
7187,hAO0000o19,,,Autocudatioj,,14943,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,F,,,Mus musculus,10090.0,
7188,BA000000w9,,,Autochrqtion,,14943,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,F,,,Mus musculus,10090.0,
7189,fAO0000e18,,,sktocuration,,10524,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),A,In vivo,,Bacillus subtilis,1423.0,
7190,BAO00p0w18,Plasmx,,Intermedix6e,,3546,AUC value in dog after IV administration at a dose of 5 mg/kg,A,,,Canis lupus familiaris,9615.0,
7191,BA9000o218,Plaxma,,Intermewizte,,3546,AUC value in dog after oral administration at a dose of 5 mg/kg,A,,,Canis lupus familiaris,9615.0,
7192,BAO9o00218,,,Intwtmediate,,3546,Cmax value in dog after oral administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7193,BAO0p09218,,,unfermediate,,3546,Bioavailability in dog after oral administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7194,BzO00p0218,,,Interh2diate,,3546,Tmax value in dog after oral administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7195,gAO0090218,,,In4etmediate,,3184,Compound was evaluated for its clearance when administered intravenously in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7196,nAp0000218,,,Intedmediste,,16456,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7197,BAO000921i,,,Igtermeviate,,4809,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
7198,BAOo00o100,,,Inte3m4diate,,4219,Calculated partition coefficient (clogP),P,,,,,
7199,BwO0000228,,,Intermediah3,,3748,Half life in dog,A,,,Canis lupus familiaris,9615.0,
7200,BxO000o218,,,Inhermeduate,,3132,Time taken for EC90 was determined when tested in dog,A,,,Canis lupus familiaris,9615.0,
7201,BAO00o0228,,,Intermeriaye,,4219,Half life (iv) was determined,A,,,Canis lupus familiaris,9615.0,
7202,BAOo000219,Live3,,Intfrmediahe,,16907,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,A,,,Canis lupus familiaris,9615.0,
7203,BAO0p00318,,,Interhediwte,,6057,Area under the curve was calculated in dog after iv administration,A,,,Canis lupus familiaris,9615.0,
7204,BAOp090218,,,Intfrmediatf,,6057,Area under the curve was calculated in dog after peroral administration,A,,,Canis lupus familiaris,9615.0,
7205,BAO0o002q8,,,Infermeciate,,17853,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,A,,,Canis lupus familiaris,9615.0,
7206,BAO000p219,,,Intermeriahe,,3639,pKa was evaluated in dog,A,,,Canis lupus familiaris,9615.0,
7207,BAO000o21u,,,Intermeeiaye,,14541,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,A,,,Canis lupus familiaris,9615.0,
7208,BAO000pe18,,,Intermwd9ate,,16456,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7209,BAO000031i,,,Intwrmediare,,16456,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7210,BAO00pp218,,,Intermediztd,,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,In vivo,,Canis lupus familiaris,9615.0,
7211,BAO0000w28,,,7ntermddiate,,3624,Compound was evaluated for the half-life (t 1/2) in hours,A,,,Canis lupus familiaris,9615.0,
7212,BAl000021i,Blo8d,,Igtermediaye,,1337,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0,
7213,BAO0000q1u,flood,,Intetmddiate,,1337,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0,
7214,BAO00003q8,,,Ints4mediate,,4709,Half life after intravenous administration of 1 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7215,BAO0p0o218,,,Intermrd8ate,,15660,Half life was measured in dog,A,,,Canis lupus familiaris,9615.0,
7216,BA00000217,,,7ntermedixte,,5302,Half life period in dog after 5 mg/kg dose,A,In vivo,,Canis lupus familiaris,9615.0,
7217,hAO9000218,,,Imtermed8ate,,17791,Half life period was evaluated in dog; 4-4.8,A,,,Canis lupus familiaris,9615.0,
7218,BxO0p00218,,,Ijtermediahe,,6348,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
7219,BAO00o9218,,,9ntermediatr,,4257,Half-life was determined in dog after a3 mg/kg of iv dose,A,In vivo,,Canis lupus familiaris,9615.0,
7220,BsO0090218,,,lnterm2diate,,3771,Half-life was determined,A,,,Canis lupus familiaris,9615.0,
7221,BAO0900w18,,,Igtermed8ate,,6305,Half life in dogs,A,,,Canis lupus familiaris,9615.0,
7222,nAO00p0218,llasma,,Intedmediatd,,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,A,In vivo,,Canis lupus familiaris,9615.0,
7223,BA00090218,,,Intedmedizte,,17594,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
7224,BAOp090218,,,Int4rmed9ate,,3045,Compound was evaluated for the half life period after iv administration in Beagle dog.,A,In vivo,,Canis lupus familiaris,9615.0,
7225,BAO000921u,,,kntermedia6e,,3043,Compound was evaluated for the half life period after oral administration in conscious dog.,A,In vivo,,Canis lupus familiaris,9615.0,
7226,BAO0000e19,,,Int4rmediatr,,4839,Compound was tested for half life in dog,A,,,Canis lupus familiaris,9615.0,
7227,BzO0o00218,,,Intermfwiate,,4839,Compound was tested for its half life in dog,A,,,Canis lupus familiaris,9615.0,
7228,BAO00p0q18,,,Ibtetmediate,,5802,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7229,nAO0000228,,,Int3rmedia5e,,17839,Half life of compound in dog was determined,A,,,Canis lupus familiaris,9615.0,
7230,BqOo000218,,,Inhermediste,,4219,Half life (iv) was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7231,vAO00002w8,Bloof,,Ij4ermediate,,13966,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),A,,,Canis lupus familiaris,9615.0,
7232,BAp0000q18,Plaema,,Interhedjate,,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,A,In vivo,,Canis lupus familiaris,9615.0,
7233,BAO000o2w8,Plaska,,7ntermfdiate,,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,F,In vivo,,Canis lupus familiaris,9615.0,
7234,BAk0000318,,,Int4rmedkate,,4453,Half life in dog,A,,,Canis lupus familiaris,9615.0,
7235,gAO0000q18,Plawma,,Ihtermddiate,,6535,Half life in dog plasma,A,,,Canis lupus familiaris,9615.0,
7236,BwO000021i,Plasmw,,Integmwdiate,,6535,Half life in dog plasma after administration of 0.25 mg/kg iv,A,In vivo,,Canis lupus familiaris,9615.0,
7237,fwO0000218,0lasma,,Intermedixre,,6535,Half life in dog plasma after administration of 1 mg/kg iv,A,In vivo,,Canis lupus familiaris,9615.0,
7238,BqO0000219,Ppasma,,Inyegmediate,,3132,Half life in dog plasma was determined at dose 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7239,nAO0900218,,,Ibternediate,,5374,Half life in dog was determined,A,,,Canis lupus familiaris,9615.0,
7240,BAO9090218,,,Ibtermedia5e,,5007,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
7241,BAO00p02q8,olasma,,Int3rmediat2,,16907,Half life upon exposure to human plasma,A,,,Canis lupus familiaris,9615.0,
7242,nAk0000218,,,Interm2diat2,,6057,Half life was calculated in dog,A,,,Canis lupus familiaris,9615.0,
7243,BAO00092q8,,,Intetmediatf,,5006,Half life was determined,A,,,Canis lupus familiaris,9615.0,
7244,BAO0900q18,,,7ntermediage,,5473,Half life was determined,A,,,Canis lupus familiaris,9615.0,
7245,gAO000021i,,,Igtermedjate,,4368,Half life by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7246,Bz80000218,,,8nterm2diate,,6448,Half life in dog,A,,,Canis lupus familiaris,9615.0,
7247,BqO000021o,,,Ingermed7ate,,4353,Half life in dog after intra venous administration of the compound,A,,,Canis lupus familiaris,9615.0,
7248,BqO0o00218,,,Imterkediate,,4353,Half life in dog after intra venous administration of the compound; ND means Not determined,A,,,Canis lupus familiaris,9615.0,
7249,BAOp000228,,,Int3rmeriate,,4353,Half life in dog after po administration of the compound,A,In vivo,,Canis lupus familiaris,9615.0,
7250,fAO000021o,,,Interhed7ate,,4353,Half life in dog after po administration of the compound; ND means Not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7251,BAO0900217,,,Ibtermed7ate,,6265,Half life in dog at the single oral dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7252,BzOp000218,,,Intefmedlate,,5006,Half life in dogs,A,,,Canis lupus familiaris,9615.0,
7253,vxO0000218,,,Ints3mediate,,5356,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,A,In vivo,,Canis lupus familiaris,9615.0,
7254,BAO009p218,,,Ihtermedia4e,,405,Half life in rat,A,,,Canis lupus familiaris,9615.0,
7255,BxO9000218,,,Inrermediqte,,6642,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,In vivo,,Canis lupus familiaris,9615.0,
7256,BqO0000118,Bone,,Intermediagw,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7257,BAp0000318,Bone,,Intermeeia5e,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7258,BAp0090218,Bone,,lntermedlate,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7259,BAO90o0218,Bone,,Intermedlat2,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
