Fiscal year,Sector ID,Climate change adaptation (marker),Organisation class,Project Browser country ID,CIDA business delivery model (old),Division name,Knowledge for development (marker),Untied amount(Project-level budget),Status,Gender equality (marker),Youth issues (marker),Project number,Programming process (new),Fund centre ID,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre name,FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,11182,0,Multilateral,AR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BB,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BB,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BZ,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BZ,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,CL,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,CL,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,CO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,CO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,CR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,CR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,CU,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,CU,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,DM,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,DM,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,DO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,DO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,EC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,EC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,GD,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,GD,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,GT,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,GT,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,GY,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,GY,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,HN,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,HN,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,HT,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,HT,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,JM,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,JM,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,KN,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,KN,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,LC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,LC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,MS,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,MS,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,MX,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,MX,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,NI,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,NI,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,PA,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,PA,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,PE,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,PE,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,PY,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,PY,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,SR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,SR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,SV,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,SV,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,TC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,TC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,TT,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,TT,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,UY,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,UY,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,VC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,VC,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,VE,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,VE,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,AO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,AO,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BF,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BF,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BI,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BI,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BJ,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,BJ,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,BW,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
