assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,description,assay_type,assay_test_type,assay_organism,assay_subcellular_fraction,tid
5945,4369,1,,646.0,,Intermediate,,A549,,9606.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,F,,Homo sapiens,,80682
5946,4787,1,,646.0,,Expert,,A549,,9606.0,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,F,,Homo sapiens,,80682
5947,4787,1,,646.0,,Intermediate,,A549,,9606.0,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,F,,Homo sapiens,,80682
5948,6513,1,,646.0,,Intermediate,,A549,,9606.0,Cytotoxic activity against A-549 cell line,F,,Homo sapiens,,80682
5949,6690,1,,646.0,,Intermediate,,A549,,9606.0,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,F,,Homo sapiens,,80682
5950,6690,1,,646.0,,Intermediate,,A549,,9606.0,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,F,,Homo sapiens,,80682
5951,12263,1,,646.0,,Expert,,A549,,9606.0,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",F,,Homo sapiens,,80682
5952,1054,1,,646.0,,Intermediate,,A549,,9606.0,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),F,,Homo sapiens,,80682
5953,1359,1,,646.0,,Intermediate,,A549,,9606.0,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),F,,Homo sapiens,,80682
5954,3547,1,,646.0,,Intermediate,,A549,,9606.0,Cytotoxic activity against human lung carcinoma (A-549) cell line,F,,Homo sapiens,,80682
5955,5771,1,,646.0,,Expert,,A549,,9606.0,Cytotoxic activity towards A-549 cells,F,,Homo sapiens,,80682
5956,14425,1,,646.0,,Intermediate,,A549,,9606.0,"In vitro percent inhibition of A549, lung carcinoma.",F,,Homo sapiens,,80682
5957,14425,1,,646.0,,Intermediate,,A549,,9606.0,"In vitro percent inhibition of A549, lung carcinoma",F,,Homo sapiens,,80682
5958,14425,1,,646.0,,Intermediate,,A549,,9606.0,"In vitro percent inhibition of A549, lung carcinoma.",F,,Homo sapiens,,80682
5959,14425,1,,646.0,,Intermediate,,A549,,9606.0,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",F,,Homo sapiens,,80682
5960,5280,1,,646.0,,Intermediate,,A549,,9606.0,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,F,,Homo sapiens,,80682
5961,15176,1,,646.0,,Intermediate,,A549,,9606.0,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,F,,Homo sapiens,,80682
5962,15300,1,,646.0,,Intermediate,,A549,,9606.0,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,F,,Homo sapiens,,80682
5963,17824,1,,646.0,,Intermediate,,A549,,9606.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,Homo sapiens,,80682
5964,17824,1,,646.0,,Intermediate,,A549,,9606.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,Homo sapiens,,80682
5965,17824,1,,646.0,,Intermediate,,A549,,9606.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,Homo sapiens,,80682
5966,17824,1,,646.0,,Intermediate,,A549,,9606.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,Homo sapiens,,80682
5967,17824,1,,646.0,,Intermediate,,A549,,9606.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,,Homo sapiens,,80682
5968,17824,1,,646.0,,Intermediate,,A549,,9606.0,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",F,,Homo sapiens,,80682
5969,17528,1,,646.0,,Intermediate,,A549,,9606.0,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),F,,Homo sapiens,,80682
5970,6870,1,,646.0,,Expert,,A549,,9606.0,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,F,,Homo sapiens,,80682
5971,6870,1,,646.0,,Intermediate,,A549,,9606.0,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,,Homo sapiens,,80682
5972,6870,1,,646.0,,Intermediate,,A549,,9606.0,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,F,,Homo sapiens,,80682
5973,6870,1,,646.0,,Intermediate,,A549,,9606.0,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,,Homo sapiens,,80682
5974,16726,1,,646.0,,Intermediate,,A549,,9606.0,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,Homo sapiens,,80682
5975,6170,1,,646.0,,Intermediate,,A549,,9606.0,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",F,,Homo sapiens,,80682
5976,6583,1,,646.0,,Expert,,A549,,9606.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,F,,Homo sapiens,,80682
5977,6583,1,,646.0,,Expert,,A549,,9606.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,F,,Homo sapiens,,80682
5978,6583,1,,646.0,,Expert,,A549,,9606.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,F,,Homo sapiens,,80682
5979,6583,1,,646.0,,Expert,,A549,,9606.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,F,,Homo sapiens,,80682
5980,6583,1,,646.0,,Expert,,A549,,9606.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,F,,Homo sapiens,,80682
5981,17321,1,,646.0,,Intermediate,,A549,,9606.0,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,F,,Homo sapiens,,80682
5982,17528,1,,646.0,,Expert,,A549,,9606.0,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,Homo sapiens,,80682
5983,12888,1,,646.0,,Expert,,A549,,9606.0,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,F,,Homo sapiens,,80682
5984,4312,1,,646.0,,Intermediate,,A549,,9606.0,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,F,,Homo sapiens,,80682
5985,4312,1,,646.0,,Intermediate,,A549,,9606.0,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,F,,Homo sapiens,,80682
5986,4312,1,,646.0,,Intermediate,,A549,,9606.0,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,F,,Homo sapiens,,80682
5987,17737,1,,646.0,,Intermediate,,A549,,10090.0,In vitro antiproliferative activity against A549 cell line,F,,Mus musculus,,80682
5988,6630,1,,646.0,,Intermediate,,A549,,,Synergism with indomethacin in A549 cells,F,,,,80682
5989,6630,1,,646.0,,Intermediate,,A549,,,Synergism with tolmetin in A549 cells,F,,,,80682
5990,6630,1,,646.0,,Intermediate,,A549,,,Synergism with sulindac in A549 cells,F,,,,80682
5991,6630,1,,646.0,,Intermediate,,A549,,,Antagonism of indomethacin in A549 cells,F,,,,80682
5992,6630,1,,646.0,,Intermediate,,A549,,,Antagonism of sulindac in A549 cells,F,,,,80682
5993,6630,1,,646.0,,Intermediate,,A549,,,Antagonism of tolmetin in A549 cells,F,,,,80682
5994,6630,1,,646.0,,Intermediate,,A549,,,Synergism with indomethacin in A549 cells,F,,,,80682
5995,6630,1,,646.0,,Intermediate,,A549,,,Synergism with sulindac in A549 cells,F,,,,80682
5996,6630,1,,646.0,,Intermediate,,A549,,,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,F,,,,80682
5997,16907,1,,,,Intermediate,,,,9615.0,Cmax value after 30 mg/kg po dose in Dogs,A,In vivo,Canis lupus familiaris,,50588
5998,5944,1,,,,Intermediate,,,,9615.0,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),A,In vivo,Canis lupus familiaris,,50588
5999,5944,1,,,,Intermediate,,,,9615.0,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,A,In vivo,Canis lupus familiaris,,50588
6000,5944,1,,,,Intermediate,,,,9615.0,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),A,In vivo,Canis lupus familiaris,,50588
6001,5944,1,,,,Intermediate,,,,9615.0,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,A,In vivo,Canis lupus familiaris,,50588
6002,2959,1,,,,Intermediate,,,,9615.0,Cmax value after administration of 4 mg/Kg oral dose in dog,A,In vivo,Canis lupus familiaris,,50588
6003,6241,1,,,,Intermediate,,,,9615.0,Cmax value in dog,A,In vivo,Canis lupus familiaris,,50588
6004,6241,1,,,,Intermediate,,,,9615.0,Cmax value in dogs after oral administration at 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6005,2652,1,,,,Intermediate,,,,9615.0,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,A,In vivo,Canis lupus familiaris,,50588
6006,1806,1,,,,Intermediate,1969.0,,Plasma,9615.0,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,A,In vivo,Canis lupus familiaris,,50588
6007,1806,1,,,,Intermediate,1969.0,,Plasma,9615.0,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,A,In vivo,Canis lupus familiaris,,50588
6008,1021,1,,,,Intermediate,,,,9615.0,Concentration maxima after oral dosing in dogs,A,In vivo,Canis lupus familiaris,,50588
6009,1021,1,,,,Intermediate,,,,9615.0,Concentration maxima after oral dosing in dogs; not available,A,In vivo,Canis lupus familiaris,,50588
6010,1021,1,,,,Intermediate,,,,9615.0,Concentration maxima after oral dosing in dogs; not available,A,In vivo,Canis lupus familiaris,,50588
6011,5444,1,,,,Intermediate,,,,9615.0,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,A,In vivo,Canis lupus familiaris,,50588
6012,5444,1,,,,Intermediate,,,,9615.0,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,A,In vivo,Canis lupus familiaris,,50588
6013,5444,1,,,,Intermediate,,,,9615.0,In vivo maximal concentration was calculated at 1 mg/kg in dog,A,In vivo,Canis lupus familiaris,,50588
6014,5444,1,,,,Intermediate,,,,9615.0,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,A,In vivo,Canis lupus familiaris,,50588
6015,5444,1,,,,Intermediate,,,,9615.0,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,A,In vivo,Canis lupus familiaris,,50588
6016,5130,1,,,,Intermediate,1969.0,,Plasma,9615.0,Cmax in dog plasma after oral dose (1 mg/kg),A,In vivo,Canis lupus familiaris,,50588
6017,3249,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6018,5473,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximal plasma concentration at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6019,5474,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximal plasma concentration at a dose of 1 mg/kg (oral),A,In vivo,Canis lupus familiaris,,50588
6020,4657,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,A,In vivo,Canis lupus familiaris,,50588
6021,3031,1,,,,Intermediate,,,,9615.0,Maximum concentration of compound in dog was evaluated.,A,In vivo,Canis lupus familiaris,,50588
6022,4527,1,,,,Intermediate,,,,9615.0,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,Canis lupus familiaris,,50588
6023,4186,1,,,,Intermediate,,,,9615.0,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,A,In vivo,Canis lupus familiaris,,50588
6024,5007,1,,,,Intermediate,,,,9615.0,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,Canis lupus familiaris,,50588
6025,3132,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum concentration obtained in dog plasma was determined,A,In vivo,Canis lupus familiaris,,50588
6026,5006,1,,,,Intermediate,,,,9615.0,Maximum concentration was determined,A,In vivo,Canis lupus familiaris,,50588
6027,4727,1,,,,Intermediate,,,,9615.0,Maximum concentration at the dose of 2 mg/kg in dog,A,In vivo,Canis lupus familiaris,,50588
6028,1916,1,,,,Intermediate,,,,9615.0,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,Canis lupus familiaris,,50588
6029,1918,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum concentration was evaluated in dog plasma,A,In vivo,Canis lupus familiaris,,50588
6030,3045,1,,,,Intermediate,,,,9615.0,Maximum concentration was evaluated after 75 min after administration in dog,A,In vivo,Canis lupus familiaris,,50588
6031,9579,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration determined in dog after oral administration of 17b,A,In vivo,Canis lupus familiaris,,50588
6032,9579,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration determined in dog after oral administration of 2b,A,In vivo,Canis lupus familiaris,,50588
6033,933,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration in dog,A,In vivo,Canis lupus familiaris,,50588
6034,17839,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6035,17839,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6036,17839,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6037,17839,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6038,6348,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,Canis lupus familiaris,,50588
6039,16367,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6040,1337,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,Canis lupus familiaris,,50588
6041,1337,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,Canis lupus familiaris,,50588
6042,5199,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,In vivo,Canis lupus familiaris,,50588
6043,17650,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,Canis lupus familiaris,,50588
6044,6679,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,A,In vivo,Canis lupus familiaris,,50588
6045,5356,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,A,In vivo,Canis lupus familiaris,,50588
6046,5356,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,A,In vivo,Canis lupus familiaris,,50588
6047,6227,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6048,6227,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6049,6227,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6050,6227,1,,,,Intermediate,1969.0,,Plasma,9615.0,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
6051,3598,1,,,,Expert,1969.0,,Plasma,9615.0,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,Canis lupus familiaris,,50588
