assay_id,assay_subcellular_fraction,assay_test_type,bao_format,tissue_id,cell_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
5604,,In vivo,BAO_0000218,,,5045,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5605,,In vivo,BAO_0000218,,,5356,Oral bioavailability in dog (fasted),A,,Canis lupus familiaris,9615.0,,
5606,,In vivo,BAO_0000218,,,17764,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,A,,Canis lupus familiaris,9615.0,,
5607,,In vivo,BAO_0000218,,,6448,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5608,,In vivo,BAO_0000218,,,1475,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5609,,In vivo,BAO_0000218,,,3788,Percent bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5610,,In vivo,BAO_0000218,,,3639,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,A,,Canis lupus familiaris,9615.0,,
5611,,In vivo,BAO_0000218,,,13397,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5612,,In vivo,BAO_0000218,,,2137,The compound was evaluated for bioavailability in dogs; 34-44,A,,Canis lupus familiaris,9615.0,,
5613,,In vivo,BAO_0000218,,,2959,Bioavailability in dog (dose 4 mg/kg p.o.),A,,Canis lupus familiaris,9615.0,,
5614,,In vivo,BAO_0000218,,,6448,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5615,,,BAO_0000218,,,6084,8 hour trough Blood level in dog was measured after administration of compound,A,,Canis lupus familiaris,9615.0,,
5616,,In vivo,BAO_0000218,1969.0,,3639,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,A,,Canis lupus familiaris,9615.0,,Plasma
5617,,,BAO_0000218,,,6316,C24 after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,
5618,,,BAO_0000218,,,5238,Clearance after oral and iv dosing in dogs,A,,Canis lupus familiaris,9615.0,,
5619,,,BAO_0000218,1969.0,,17796,Clearance of the drug was measured in the plasma of dog,A,,Canis lupus familiaris,9615.0,,Plasma
5620,,,BAO_0000218,,,2652,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,A,,Canis lupus familiaris,9615.0,,
5621,,In vivo,BAO_0000218,,,5654,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5622,,In vivo,BAO_0000218,,,6621,Clearance of compound was determined in dogs,A,,Canis lupus familiaris,9615.0,,
5623,,In vivo,BAO_0000218,,,6505,Clearance on i.v. administration of 2 mg/kg was measured in dog,A,,Canis lupus familiaris,9615.0,,
5624,,In vivo,BAO_0000218,,,5802,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,,Canis lupus familiaris,9615.0,,
5625,,In vivo,BAO_0000218,,,17267,Plasma clearance in dog was determined,A,,Canis lupus familiaris,9615.0,,
5626,,In vivo,BAO_0000218,,,4521,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,,Canis lupus familiaris,9615.0,,
5627,,In vivo,BAO_0000218,,,6535,Plasma clearance in dog after administration of 0.25 mg/kg iv,A,,Canis lupus familiaris,9615.0,,
5628,,In vivo,BAO_0000218,,,6535,Plasma clearance in dog after administration of 1 mg/kg iv,A,,Canis lupus familiaris,9615.0,,
5629,,In vivo,BAO_0000218,,,6535,Plasma clearance in dogs,A,,Canis lupus familiaris,9615.0,,
5630,,In vivo,BAO_0000218,,,5542,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,A,,Canis lupus familiaris,9615.0,,
5631,,In vivo,BAO_0000218,,,5199,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,A,,Canis lupus familiaris,9615.0,,
5632,,In vivo,BAO_0000218,,,16907,Plasma clearance after 15 mg/kg iv dose in Dogs,A,,Canis lupus familiaris,9615.0,,
5633,,In vivo,BAO_0000218,,,16907,Plasma clearance after 30 mg/kg po dose in Dogs,A,,Canis lupus familiaris,9615.0,,
5634,,In vivo,BAO_0000218,,,16367,Plasma administration to dogs,A,,Canis lupus familiaris,9615.0,,
5635,,In vivo,BAO_0000218,,,5505,Plasma clearance was determined,A,,Canis lupus familiaris,9615.0,,
5636,,In vivo,BAO_0000218,,,6215,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,
5637,,In vivo,BAO_0000218,,,1466,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,A,,Canis lupus familiaris,9615.0,,
5638,Microsomes,In vitro,BAO_0000251,2107.0,,5007,Intrinsic clearance in human liver microsomes,A,,Homo sapiens,9606.0,,Liver
5639,Microsomes,In vitro,BAO_0000251,2107.0,,5007,Intrinsic clearance in human liver microsomes,A,,Homo sapiens,9606.0,,Liver
5640,,In vivo,BAO_0000218,,,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,,Canis lupus familiaris,9615.0,,
5641,,In vivo,BAO_0000218,,,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,,Canis lupus familiaris,9615.0,,
5642,,In vivo,BAO_0000218,,,16452,Clearance in dog (dose 1 mg/kg i.v.),A,,Canis lupus familiaris,9615.0,,
5643,,In vivo,BAO_0000218,,,6221,Plasma clearance after oral administration (2.5 mg/kg) in dog was determined,A,,Canis lupus familiaris,9615.0,,
5644,,In vivo,BAO_0000218,,,5007,Plasma clearance in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,,Canis lupus familiaris,9615.0,,
5645,,In vivo,BAO_0000218,,,5668,Plasma clearance after peroral administration at 10 mpk in dog,A,,Canis lupus familiaris,9615.0,,
5646,,In vivo,BAO_0000218,,,5668,Plasma clearance after peroral administration at 5 mpk in dog,A,,Canis lupus familiaris,9615.0,,
5647,,In vivo,BAO_0000218,,,5668,Plasma clearance after peroral administration at 5 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
5648,,In vivo,BAO_0000218,,,15660,Plasma clearance was measured in dog,A,,Canis lupus familiaris,9615.0,,
5649,,In vivo,BAO_0000218,,,15660,Plasma clearance was measured in dog,A,,Canis lupus familiaris,9615.0,,
5650,,In vivo,BAO_0000218,,,5983,Pharmacokinetic property (CLtot) was measured in dog at the dose of 0.032 mg/kg i.v.,A,,Canis lupus familiaris,9615.0,,
5651,,In vivo,BAO_0000218,,,5600,Total clearance was determined after 0.1 mg/kg iv administration in dog,A,,Canis lupus familiaris,9615.0,,
5652,,In vivo,BAO_0000218,,,17764,Clearance of compound after intravenous administration in dogs at 1.2 uM/kg,A,,Canis lupus familiaris,9615.0,,
5653,,In vivo,BAO_0000218,,,6039,Clearance after intravenous administration of 0.5 mg/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
5654,,In vivo,BAO_0000218,,,6039,Clearance after intravenous administration of 1.0 mg/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
5655,,In vivo,BAO_0000218,,,6039,Clearance after peroral administration of 0.2 mg/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
5656,,In vivo,BAO_0000218,,,4368,Clearance by intravenous administration of 1.2 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
5657,,In vivo,BAO_0000218,,,4305,Clearance by iv administration in dogs at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5658,,In vivo,BAO_0000218,1969.0,,1918,Clearance value was evaluated in dog plasma,A,,Canis lupus familiaris,9615.0,,Plasma
5659,,In vivo,BAO_0000218,,,6005,Clearance was evaluated after i.v. administration in dog at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5660,,In vivo,BAO_0000218,1969.0,,4839,Compound was tested for plasma clearance in dog,A,,Canis lupus familiaris,9615.0,,Plasma
5661,,In vivo,BAO_0000218,,,4239,Pharmacokinetic property (Plasma clearance) was measured in dog,A,,Canis lupus familiaris,9615.0,,
5662,,,BAO_0000218,,,17729,Area under curve when injected perorally in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5663,,,BAO_0000218,,,17728,Area under curve when injected perorally in BALB/C mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5664,,,BAO_0000218,,,5302,Area under curve value in mouse at a dose of 10 mg/kg,A,,Mus musculus,10090.0,,
5665,,,BAO_0000218,,,5506,Area under curve was determined at a dose of 100 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
5666,,,BAO_0000218,,,5506,Area under curve was determined at a dose of 200 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
5667,,,BAO_0000218,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 18 uM/kg,F,,Mus musculus,10090.0,,
5668,,,BAO_0000218,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 23 uM/kg,F,,Mus musculus,10090.0,,
5669,,,BAO_0000218,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 25 uM/kg,F,,Mus musculus,10090.0,,
5670,,,BAO_0000218,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 26 uM/kg,F,,Mus musculus,10090.0,,
5671,,,BAO_0000218,,,17764,Area under curve was determined for compound after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,
5672,,,BAO_0000218,,,17753,Area under curve was determined for the compound at 24 mg/Kg,A,,Mus musculus,10090.0,,
5673,,,BAO_0000218,,,17753,Area under curve was determined for the compound at 40 mg/Kg,A,,Mus musculus,10090.0,,
5674,,,BAO_0000218,,,17753,Area under curve was determined for the compound at 5 mg/Kg,A,,Mus musculus,10090.0,,
5675,,,BAO_0000218,,,3132,Area under the curve for the compound is obtained at dose 25 mg/kg,A,,Mus musculus,10090.0,,
5676,,,BAO_0000218,,,3132,Area under the curve for the compound was obtained when tested in mouse,A,,Mus musculus,10090.0,,
5677,,,BAO_0000218,,,17837,Area under the curve of compound in mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,
5678,,,BAO_0000218,,,17837,Area under the curve of compound in mouse blood following p.o. administration of 30 mg/kg,A,,Mus musculus,10090.0,,
5679,,,BAO_0000218,,,6062,Area under the curve was measured in mouse after an iv dose of 1 mg/kg,A,,Mus musculus,10090.0,,
5680,,,BAO_0000218,,,4066,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,
5681,,,BAO_0000218,,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),A,,Mus musculus,10090.0,,
5682,,,BAO_0000218,,,14239,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,A,,Mus musculus,10090.0,,
5683,,,BAO_0000218,,,14239,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,A,,Mus musculus,10090.0,,
5684,,,BAO_0000218,,,4890,"Compound was evaluated for the pharmacokinetic parameter, area under curve",A,,Mus musculus,10090.0,,
5685,,,BAO_0000218,,,429,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr ),A,,Mus musculus,10090.0,,
5686,,,BAO_0000218,,,429,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr),A,,Mus musculus,10090.0,,
5687,,,BAO_0000218,,,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
5688,,,BAO_0000218,,,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5689,,,BAO_0000218,,,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,,Mus musculus,10090.0,,
5690,,,BAO_0000218,,,6091,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse,A,,Mus musculus,10090.0,,
5691,,,BAO_0000218,,,6091,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse;ND=Not determined,A,,Mus musculus,10090.0,,
5692,,,BAO_0000218,,,6091,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice,A,,Mus musculus,10090.0,,
5693,,,BAO_0000218,,,6091,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice;ND=Not determined,A,,Mus musculus,10090.0,,
5694,,,BAO_0000218,,,6178,Pharmacokinetic property (AUC) was determined after ip administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
5695,,,BAO_0000218,,,6178,Pharmacokinetic property (AUC) was determined after po administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
5696,,,BAO_0000218,,,6619,"Reduction in area under curve was determined in DIO mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",A,,Mus musculus,10090.0,,
5697,,,BAO_0000218,,,6619,"Reduction in area under curve was determined in ob/ob mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",A,,Mus musculus,10090.0,,
5698,,,BAO_0000218,,,3760,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered intravenously in mice",A,,Mus musculus,10090.0,,
5699,,,BAO_0000218,,,3760,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered perorally in mice",A,,Mus musculus,10090.0,,
5700,,,BAO_0000218,,,3760,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered intravenously in mice",A,,Mus musculus,10090.0,,
5701,,,BAO_0000218,,,3760,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered perorally in mice",A,,Mus musculus,10090.0,,
5702,,,BAO_0000218,,,3192,The area under curve in vivo in mouse blood level after oral administration at dose 50 mk/kg e-1,A,,Mus musculus,10090.0,,
5703,,,BAO_0000218,,,3192,The area under curve in vivo in mouse blood level after subcutaneous administration at dose 50 mk/kg e-1,A,,Mus musculus,10090.0,,
5704,,,BAO_0000218,,,2675,Area under the curve was evaluated in mice after intravenous administration,A,,Mus musculus,10090.0,,
5705,,,BAO_0000218,,,2675,Area under the curve was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,
5706,,,BAO_0000218,1969.0,,16597,AUC total value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,Plasma
5707,,,BAO_0000218,1969.0,,16597,AUC total value at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,Plasma
5708,,,BAO_0000218,,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),A,,Mus musculus,10090.0,,
5709,,,BAO_0000218,,,17734,AUMC after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
5710,,In vivo,BAO_0000218,178.0,,7767,Biodistribution in blood was determined in mice after iv administration at 15 min Value expressed as percent injected dose per gram,A,,Mus musculus,10090.0,,Blood
5711,,,BAO_0000219,,392.0,15345,The compound was tested in vitro for anticancer activity against 9L cells,F,,,,,
5712,,,BAO_0000019,,,2181,Anti proliferation activity determined; Weak effect,F,,Rattus norvegicus,10116.0,,
5713,,,BAO_0000219,,,2181,Inhibition of cell growth by compound at a concentration of 100 uM in 9Ltk+ cells; Completely stopped the process,F,,Rattus norvegicus,10116.0,,
5714,,,BAO_0000219,,,2181,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells,F,,Rattus norvegicus,10116.0,,
5715,,,BAO_0000219,,,2181,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells; Completely stopped the process,F,,Rattus norvegicus,10116.0,,
5716,,,BAO_0000019,,,10486,The cytotoxic activity was in vitro tested by 9PS assay method,F,,Mus musculus,10090.0,,
5717,,,BAO_0000019,,,10486,The cytotoxic activity was in vitro tested by 9PS assay method.,F,,Mus musculus,10090.0,,
5718,,,BAO_0000019,,,15508,Partition coefficient (logD6.5),A,,,,,
5719,,,BAO_0000219,,478.0,5242,Inhibitory concentration in vitro for cytotoxic activity against A 2780 human ovarian carcinoma cells,F,,Homo sapiens,9606.0,,
5720,,,BAO_0000219,,455.0,16167,Effective concentration against A 375 cell line growth (DFMO concentration is 5.0 mM),F,,Homo sapiens,9606.0,,
5721,,,BAO_0000219,,500.0,4782,Inhibitory concentration required against A 431 human epidermoid carcinoma cell line,F,,Homo sapiens,9606.0,,
5722,,,BAO_0000219,,500.0,16093,Inhibition of EGF-induced Tyrosine phosphorylation in A431 cells expressing EGF-R,F,,Homo sapiens,9606.0,,
5723,,,BAO_0000219,,624.0,2596,Compound was evaluated for in vitro cytotoxicity against A 498 cancer cell line,F,,Homo sapiens,9606.0,,
5724,,,BAO_0000219,,624.0,2596,in vitro cytotoxicity against A 498 cancer cell line,F,,Homo sapiens,9606.0,,
5725,,,BAO_0000219,,624.0,3239,In vitro cytotoxic activity against renal (A 498) cancer cell line.,F,,Homo sapiens,9606.0,,
5726,,,BAO_0000219,,624.0,1847,Cytotoxic activity against A 498 renal cancer cell lines.,F,,Homo sapiens,9606.0,,
5727,,,BAO_0000219,,624.0,10553,In vitro cytotoxicity was determined against A 498 human renal tumor cell line using NCI screen,F,,Homo sapiens,9606.0,,
5728,,,BAO_0000019,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,F,,Staphylococcus aureus,1280.0,,
5729,,,BAO_0000019,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,F,,Staphylococcus aureus,1280.0,,
5730,,,BAO_0000019,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,F,,Staphylococcus aureus,1280.0,,
5731,,,BAO_0000019,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,F,,Staphylococcus aureus,1280.0,,
