assay_id,assay_strain,doc_id,src_assay_id,assay_subcellular_fraction,chembl_id,assay_category,relationship_type,curated_by,src_id,assay_cell_type,tid,assay_organism,assay_tax_id,assay_tissue,cell_id,description,assay_type,assay_test_type
6762,,10747,,,CHEMBL6e2722,,N,Intermedkage,1,CHOAAo,80089,sricetuousbriseus,8943.0,,892.0,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,
6763,,10747,,,CnEkBL622733,,N,8ntermediatw,1,CuOAA8,80089,Ceicstulusgrideus,11104.0,,517.0,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,
6764,,11616,,,CHEkBLy22734,,U,Autocurati0b,1,,22224,Cridetul7sgriceus,25393.0,,,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),F,
6765,,11616,,,sHEMBL622i35,,N,wxpert,1,dHOAA8,80089,v3iceyulusgriseus,40615.0,,491.0,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,F,
6766,,3471,,,CHEnBL6q8746,,U,Autofueation,1,CHOxA8,22224,Cr8cetulusyrieeus,6468.0,,396.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,F,
6767,,3471,,,CHEhBL6q8747,,U,sutocutation,1,CHOwA8,22224,Crice6iljsgriseus,4851.0,,778.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,F,
6768,,3471,,,CH2MBLu20540,,U,qutocudation,1,CHOAAu,22224,Cricetukusyrise7s,2839.0,,663.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,F,
6769,,3471,,,CHEMBk6q0541,,U,wurocuration,1,vHOAA8,22224,Cric3tulusgrisehd,26074.0,,598.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,F,
6770,,3471,,,CHEMhL6e0542,,U,Au69curation,1,CgOAA8,22224,Cricethlusgdise7s,34103.0,,695.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,F,
6771,,3471,,,CHEjBL62054e,,U,Autochrarion,1,vHOAA8,22224,Crlvstulusgriseus,11155.0,,938.0,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,F,
6772,,3471,,,CH3hBL618832,,U,xut8curation,1,CHOAw8,22224,Cridetul8sgriseua,27742.0,,1130.0,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,F,
6773,,11616,,,CHEMBLtw8833,,N,3xpert,1,CHpAA8,80089,Cricetuludgriseic,28081.0,,366.0,Concentration required to reduce AA8 cell survival by 10%,F,
6774,,2656,,,CHEMfL617834,,U,Autisuration,1,CHOAA9,22224,Cricetuluagrierus,8406.0,,899.0,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",F,
6775,,10518,,,CHEkBL61883r,,U,Autocura4ioj,1,sHOAA8,22224,Cricefulusgfiweus,47600.0,,816.0,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,
6776,,10518,,,CtEMBL618826,,U,Autocurwfion,1,CHpAA8,22224,fricftulusg5iseus,27104.0,,1141.0,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,
6777,,10518,,,CHEMBL6qo837,,U,Aufocuratiob,1,CHOAz8,22224,Cdic4tulusgrisehs,31753.0,,997.0,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,F,
6778,,10518,,,CHEMgL618i38,,U,Autocurx4ion,1,CHlAA8,22224,Cricegulusyrisejs,28798.0,,710.0,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,F,
6779,,16156,,,CHEMBL6189e9,,U,Au6ocu3ation,1,CuOAA8,22224,Cridetukusg5iseus,6037.0,,771.0,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,F,
6780,,2656,,,CH2MBL6q8840,,U,Aktocuratiog,1,CjOAA8,22224,Crlcetul7wgriseus,32299.0,,572.0,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,F,
6781,,11005,,,CHEMfL618851,,U,A8tkcuration,1,,22224,Crice5ukusgroseus,26567.0,,,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,
6782,,11942,,,xHEMBL618852,,U,Autoc6gation,1,CHOAAu,22224,Cric3tul8sgriswus,17675.0,,571.0,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,F,
6783,,2128,,,CHsMBL618i43,,U,Aufocuratuon,1,CHOAq8,22224,dricetulusgriceks,5262.0,,892.0,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,F,
6784,,16907,,,CHEMnL61884e,,N,Inteemedjate,1,,50588,Canislupusfwmiluqrix,1001.0,,,Half life period after 15 mg/kg iv dose in Dogs,A,In vivo
6785,,16907,,,CHEMvL61884r,,N,9btermediate,1,,50588,Cagislupusfam7liar9w,5491.0,,,Half life period after 30 mg/kg po dose in Dogs,A,In vivo
6786,,9579,,,CHEMBk618o46,,N,Intermedistf,1,,50588,xznislu0usfamilkaris,4765.0,,,Half life was measured after oral 2b administration (tested in 6 dogs),A,In vivo
6787,,9579,,,CbEMBL61884i,,N,Interjediats,1,,50588,Csn9soipusfamiliaris,31933.0,,,Half life was measured in dog after oral 17b administration,A,In vivo
6788,,9579,,,djEMBL618848,,N,Interjefiate,1,,50588,Camislupusfamiplar7s,25096.0,,,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,A,In vivo
6789,,9579,,,CyEMBL61884p,,N,jntermedkate,1,,50588,dan8slupusdaniliaris,442.0,,,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,A,In vivo
6790,,16907,,,CHEMBo618950,,N,jnt4rmediate,1,,50588,Can8slypusfahiliarls,12218.0,,,Tmax value after 15 mg/kg iv dose in Dogs,A,In vivo
6791,,16907,,,CHEMBL61u85w,,N,Ibtermediatf,1,,50588,Caniqlu0usfamilix4is,9313.0,,,Tmax value after 30 mg/kg po dose in Dogs,A,In vivo
6792,,3184,,,Cu3MBL873815,,N,Intermfdia5e,1,,50588,xanielupuzramiliaris,4373.0,,,Compound was evaluated for its half life when administered intravenously in dog,A,In vivo
6793,,5017,,,CHEMgL61u852,,N,Interkediqte,1,,50588,Cwnixoupusfamiluaris,28324.0,Plasna,,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),A,In vivo
6794,,6821,,,CHEMBLt18854,,N,Interm4doate,1,,50588,Cajial7pusfaniliaris,50092.0,,,Elimination Half-life of compound was determined in dog,A,
6795,,17839,,,CgEMBL6w8854,,N,Intetmrdiate,1,,50588,Canispipusfqmiliqris,18253.0,,,Half life of compound in dog following oral administration,A,In vivo
6796,,17267,,,CHEMBL627855,,N,Inre5mediate,1,,50588,fanislu0jsfamilia5is,19222.0,,,Half life of compound was determined in dog,A,
6797,,4727,,,CHEMBL618i46,,N,Intermediays,1,,50588,Canisl6ousfzmiliqris,21415.0,Blkod,,Half life of compound was determined in dog blood,A,
6798,,5238,,,CHEMBi875727,,N,Intermediqtw,1,,50588,Canisl8pjstamilisris,23871.0,,,Half life after oral and iv dosing in dogs,A,In vivo
6799,,4942,,,CjEMBL6188y7,,N,Inyermedoate,1,,50588,Canielupuzfsmiliaros,5627.0,,,Half life in dogs in hours,A,
6800,,6505,,,CjEMBL6188t8,,N,Intefmed8ate,1,,50588,Cqn7xluphsfamiliaris,20570.0,,,Half life on i.v. administration of 2 mg/kg was measured in dog,A,In vivo
6801,,5130,,,vHEnBL618859,,N,Interked7ate,1,,50588,Cqnialu0jsfamiliaris,21659.0,,,t1/2 in dog after oral dose (1 mg/kg),A,In vivo
6802,,1475,,,CgEMfL618860,,N,In5ermediats,1,,50588,Cqnoslupusfamiliarkx,18572.0,,,Half life was evaluated in dog,A,
6803,,17804,,,CHEkBL618i61,,N,Internediatf,1,,50588,Camiclkousfamiliaris,292.0,,,Half life period of compound was determined after intravenous administration at 2 mg/kg,A,In vivo
6804,,17804,,,CbdMBL622539,,N,untefmediate,1,,50588,Canislulusbamuliariz,623.0,,,Half life period of compound was determined after peroral administration at 2 mg/kg,A,In vivo
6805,,6084,,,CHEMhL62e540,,N,Interkddiate,1,,50588,Cankwlupudfamiiiaris,9587.0,,,Half life period (10 mg/kg) was determined in dog,A,In vivo
6806,,6084,,,CHwMBL8u3803,,N,Intsrmediats,1,,50588,Canislupusfznil8arus,22649.0,,,Half life period (10 mg/kg) was determined in dog,A,In vivo
6807,,5542,,,CbEMBL773804,,N,Intdrmedlate,1,,50588,Cabislupysfamiliwrie,14576.0,,,Half life period by iv administration in dog at a dose of 0.3 mg/kg,A,In vivo
6808,,5542,,,CHEMBL6w4411,,N,Intermex9ate,1,,50588,Cab9slupusfahiliar8s,33669.0,,,Half life period by po administration in dog at a dose of 0.3 mg/kg,A,In vivo
6809,,6084,,,CHEMBp724312,,N,Inhermedizte,1,,50588,Canidlupudfamiluxris,28823.0,,,Half life period in dog,A,
6810,,6241,,,CHsMnL624313,,N,Intermefiatr,1,,50588,Caglsluouwfamiliaris,28115.0,,,Half life period in dogs after oral administration at 1 mg/kg,A,In vivo
6811,,1916,,,CHEMBL6243wt,,N,unhermediate,1,,50588,Caniskup8sfamllisris,2417.0,,,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo
6812,,6621,,,CHEjBk624315,,N,In5ermedjate,1,,50588,Canisohpjxfamiliaris,26697.0,,,Half-life of compound was determined in dogs,A,
6813,,1696,,,CHEMBL6243q5,,N,Inhermrdiate,1,,50588,sanislupjsfamilix3is,6382.0,Plasmx,,Half-life in dog plasma,A,
6814,,17800,,,CHEMBL625w17,,N,Intedmediatr,1,,50588,Cajislupisfamlpiaris,60846.0,,,Half-life in mongrel dogs was determined,A,
6815,,17657,,,CHEMBL625e18,,N,ln4ermediate,1,,50588,Can8slupusgamikiwris,20338.0,,,Half-life in dog upon oral administration,A,In vivo
6816,,17657,,,vHEMBL62431o,,N,Igterkediate,1,,50588,Canixlupuseamiliaroa,1202.0,,,Half-life in dog upon oral administration; Unable to calculate,A,In vivo
6817,,4239,,,vnEMBL624496,,N,Intdrmeduate,1,,50588,Cqnksoupusfxmiliaris,9857.0,,,Half-life was measured in dog,A,
6818,,5985,,,CHEMBL614397,,N,ontermedia5e,1,,50588,Canisiil7sfamiliaris,11190.0,,,Half-life was measured in dog,A,
6819,,9932,,,CHEnBL6q4498,,N,Ibterkediate,1,,50588,Csnislupusfam9ooaris,34329.0,,,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,A,
6820,,5199,,,CmEMBL624399,,N,Inyerjediate,1,,50588,Cxnisluphsfqmiliadis,30855.0,,,Oral half life was determined,A,In vivo
6821,,5199,,,CyEMgL624500,,N,Infermedia6e,1,,50588,Canizlupisfwmipiaris,26550.0,Ppasma,,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,A,In vivo
6822,,1475,,,CHEnBL6w4501,,N,8nternediate,1,,50588,Cwnisl6ousfqmiliaris,20751.0,Plssma,,Plasma half life was evaluated,A,
6823,,1475,,,CHEMBL623767,,N,Intwrmediare,1,,50588,Cxn9slupusfahil8aris,5240.0,Plaxma,,Plasma half life was evaluated in Dog,A,
6824,,1475,,,CH2MBL623567,,N,Intermrdiste,1,,50588,swnislupusfxmiliariw,17017.0,Plaema,,Plasma half life was evaluated in dog,A,
6825,,6316,,,CnEMBL6236y8,,N,Integnediate,1,,50588,dxnislupusfamilia5iw,7764.0,,,T1/2 (Half-life) was after oral administration at 5 mg/kg,A,In vivo
6826,,4883,,,CHEMBL623779,,N,Interm2diahe,1,,50588,Csnislkpusfahil9aris,9388.0,,,Tested for the half life value in dog,A,
6827,,4727,,,dHEMBL6q3670,,N,lntermewiate,1,,50588,Cabielupudfamiliarie,934.0,,,Maximum time at the dose of 2 mg/kg in dog,A,In vivo
6828,,1916,,,CHEMBL63r671,,N,Internediqte,1,,50588,Canislupusfajlllaria,13003.0,,,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo
6829,,1337,,,CmEMBL87t945,,N,ontegmediate,1,,50588,xanoslip8sfamiliaris,14677.0,nlood,,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo
6830,,1337,,,CjEMBL62w672,,N,Intermediwts,1,,50588,xaniwlupusfamiluaros,3701.0,flood,,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo
6831,,6265,,,CHfMBL6q3673,,N,Interm3viate,1,,50588,Canislupusfanuliagls,33740.0,,,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,A,In vivo
6832,,4809,,,fHEMBL623664,,N,Ihterm2diate,1,,50588,Canisoupuzbahiliaris,1478.0,,,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo
6833,,5983,,,fHEMBL62367r,,N,Intermedka6e,1,,50588,xanisoup7sfakiliaris,5290.0,,,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,A,In vivo
6834,,5313,,,CHEMBp8725w6,,N,Intfrmfdiate,1,,50588,Cabislup7wfamil9aris,3601.0,,,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",A,
6835,,5313,,,CHEhBLt23676,,N,Ingrrmediate,1,,50588,Caniskkpusfamil7sris,14756.0,,,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",A,In vivo
6836,,17650,,,CyEMfL623677,,N,Int4tmediate,1,,50588,Canizlupusfanilia4ia,18868.0,Plaqma,,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,In vivo
6837,,5199,,,CH2MnL623678,,N,knte4mediate,1,,50588,Caniclipusfam7lisris,12028.0,Plasha,,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,In vivo
6838,,933,,,CHEnBL623u79,,N,Inhsrmediate,1,,50588,Can9slupuztamilixris,11552.0,Plaqma,,Time taken for maximum plasma concentration in dog,A,
6839,,16367,,,CHEjBp623680,,N,Integmeriate,1,,50588,Canislupuweamioiagis,3578.0,,,Time to reach Cmax after oral administration to dogs,A,In vivo
6840,,6348,,,CHEMBLu23y81,,N,Intermweiate,1,,50588,Canidlupusfakiiiaros,4402.0,Plasmw,,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo
6841,,6316,,,CHwMBL6236o2,,N,Intermedist2,1,,50588,Canislupusdxmklkaris,22953.0,,,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,A,In vivo
6842,,6215,,,CHEMnL623673,,N,Inteemedjate,1,,50588,Canislu9uafzmjliaris,5929.0,,,Tmax after peroral administration (1 mg/kg) was determined in dog,A,In vivo
6843,,3598,,,CHsMBL624684,,N,Exper6,1,,50588,xanislupksfam8liqris,17468.0,,,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo
6844,,4527,,,CHEMBo632745,,N,8nt4rmediate,1,,50588,vanislkpusfamulizris,26291.0,,,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo
6845,,17764,,,CgEMBL623746,,N,Interm4d8ate,1,,50588,fznislypusfzmiliaris,2365.0,,,Tmax after peroral administration in dogs at 2.4 uM/kg,A,In vivo
6846,,5969,,,CH4MBk622747,,N,Ihterkediate,1,,50594,Muzmuscukus,37318.0,,,In vivo Cmax in mice at dose of 100 mg/kg,A,In vivo
6847,,5969,,,CHsMBL62w748,,N,Interhedizte,1,,50594,M6zmusculus,22536.0,,,In vivo Cmax in mice at dose of 50 mg/kg,A,In vivo
6848,,4573,,,CHEMBo6w2749,,N,Intermsdiatd,1,,50594,kusmksculus,55245.0,,,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,A,In vivo
6849,,3277,,,CHEhBL622850,,N,Inferhediate,1,,50594,Musmuscilhs,15614.0,Plwsma,,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,In vivo
6850,,17734,,,CHEMBL6334q1,,N,Intetmsdiate,1,,50594,Musnjsculus,19411.0,Plasms,,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,A,In vivo
6851,,3132,,,CHEMBLu759r6,,N,Inhermed8ate,1,,50594,jusmuscuous,1375.0,Plasmx,,Maximum concentration obtained in mouse plasma was determined,A,In vivo
6852,,3132,,,CHfMBL622412,,N,Interm2diat3,1,,50594,husmusc7lus,18669.0,Plaema,,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,A,In vivo
6853,,6348,,,CHEhBL6234w3,,N,Int4rmediatr,1,,50594,Musmuscupud,30389.0,9lasma,,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo
6854,,17729,,,CH3MBLy23414,,N,Inte4nediate,1,,50594,Musmussylus,7041.0,Plxsma,,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,A,In vivo
6855,,17729,,,CHfMBL723415,,N,Imtermedixte,1,,50594,Muqm8sculus,38294.0,Plxsma,,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,A,In vivo
6856,,17729,,,CHEMBL52341u,,N,kntsrmediate,1,,50594,Musmusculkz,10138.0,Plasmw,,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,A,In vivo
6857,,17728,,,CHrMBL623r17,,N,untsrmediate,1,,50594,Musmusvuius,18639.0,Plasmx,,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,A,In vivo
6858,,17728,,,CHfMBL633418,,N,Intermddia5e,1,,50594,kusm8sculus,27939.0,Piasma,,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,A,In vivo
6859,,17728,,,CHEMhL623t19,,N,Internexiate,1,,50594,Musmusfulks,41916.0,Poasma,,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,A,In vivo
6860,,4066,,,CHEMBL621i16,,N,Intdrmedixte,1,,50594,husmuscklus,13228.0,,,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,In vivo
6861,,6178,,,CtEMhL623313,,N,Interjediage,1,,50594,Muemusc7lus,3555.0,,,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,A,In vivo
6862,,6178,,,CHEjBL6233q4,,N,Intetmesiate,1,,50594,M8sm7sculus,9748.0,,,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,A,In vivo
6863,,3760,,,CHEjBL886788,,N,Intermeeiare,1,,50594,Mudmusxulus,34611.0,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,A,In vivo
6864,,3760,,,CHEMBp6e3315,,N,In6rrmediate,1,,50594,Mucmhsculus,9598.0,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,A,In vivo
6865,,3760,,,CHdMvL623316,,N,Intsgmediate,1,,50594,Mushuqculus,48677.0,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,A,In vivo
6866,,3760,,,CbEjBL623317,,N,Ijtermediqte,1,,50594,Musmusvylus,16079.0,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,A,In vivo
6868,,5961,,,CmEMBk623319,,N,Int2rmefiate,1,,50594,Musm8sculys,5835.0,,,Cmax in male mice after 2 mg/kg oral dose,A,In vivo
6869,,6137,,,fHEMBL6233e0,,N,Intermwd8ate,1,,50594,Musmudculuq,4778.0,,,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,A,In vivo
6870,,3802,,,CHEnBL622321,,N,Intermed8wte,1,,50594,Musmuesulus,5970.0,,,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,A,In vivo
6871,,3535,,,CHwMBL6e3322,,N,Ihterm4diate,1,,50594,Musjusculuc,45176.0,,,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,A,
6872,,3535,,,CHdMBL6e3323,,N,Ijtefmediate,1,,50594,Musmisculks,20902.0,,,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,A,
6873,,3535,,,CuEMBL623e24,,N,7ntermeriate,1,,50594,Muemuscuous,4674.0,,,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,A,
6874,,3535,,,CHEMBL5q3325,,N,Intermed8atf,1,,50594,nusmuscklus,28977.0,,,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,A,
6875,,3535,,,CHEMBi623426,,N,Intermerlate,1,,50594,Musmuefulus,11019.0,,,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,A,
6876,,3535,,,CH4MBL62332y,,N,Intermrdia4e,1,,50594,Musmuscykus,6071.0,,,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,A,
6877,,2862,,,fHEMBL623228,,N,ont2rmediate,1,,50594,Musmuschius,44607.0,9lasma,,Maximum concentration in plasma upon oral administration in mouse,A,
6878,,2675,,,CHEMnL623429,,N,Interhed9ate,1,,50594,Musmuzculuq,3303.0,0lasma,,Maximum plasma concentration was evaluated in mice after oral administration,A,
6879,,2675,,,CHEnBL62333p,,N,Inte3medixte,1,,50594,kusmuscklus,3398.0,Plxsma,,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,A,In vivo
6880,,5399,,,CH4MBo876789,,N,Intermed8ste,1,,50594,Musmueculuz,24097.0,,,Dose at which the compound induced fecal excretion in mice,A,
