assay_id,assay_organism,confidence_score,assay_type,assay_cell_type,src_id,description,tid,assay_tax_id,assay_subcellular_fraction,variant_id,chembl_id,doc_id,tissue_id,cell_id,src_assay_id,assay_test_type,assay_category,assay_strain
14486,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 50.8 uM/Kg of drug,50597,10116.0,,,CHEMBL626673,12582,1088.0,,,,,
14487,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 58.4 uM/Kg of drug,50597,10116.0,,,CHEMBL626674,12582,1088.0,,,,,
14488,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 65.2 uM/Kg of drug,50597,10116.0,,,CHEMBL626675,12582,1088.0,,,,,
14489,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 68.1 uM/Kg of drug,50597,10116.0,,,CHEMBL626676,12582,1088.0,,,,,
14490,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 7.94 uM/Kg of drug,50597,10116.0,,,CHEMBL626677,12582,1088.0,,,,,
14491,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.6 uM/Kg of drug,50597,10116.0,,,CHEMBL626678,12582,1088.0,,,,,
14492,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.8 uM/Kg of drug,50597,10116.0,,,CHEMBL626679,12582,1088.0,,,,,
14493,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 74.8 uM/Kg of drug,50597,10116.0,,,CHEMBL875612,12582,1088.0,,,,,
14494,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 77.5 uM/Kg of drug,50597,10116.0,,,CHEMBL626680,12582,1088.0,,,,,
14495,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 79.4 uM/Kg of drug,50597,10116.0,,,CHEMBL626681,12582,1088.0,,,,,
14496,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 80.9 uM/Kg of drug,50597,10116.0,,,CHEMBL626682,12582,1088.0,,,,,
14497,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 83.8 uM/Kg of drug,50597,10116.0,,,CHEMBL626683,12582,1088.0,,,,,
14498,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.5 uM/Kg of drug,50597,10116.0,,,CHEMBL626684,12582,1088.0,,,,,
14499,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.7 uM/Kg of drug,50597,10116.0,,,CHEMBL626685,12582,1088.0,,,,,
14500,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.7 uM/Kg of drug,50597,10116.0,,,CHEMBL626686,12582,1088.0,,,,,
14501,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.9 uM/Kg of drug,50597,10116.0,,,CHEMBL626687,12582,1088.0,,,,,
14502,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 9.06 uM/Kg of drug,50597,10116.0,,,CHEMBL624978,12582,1088.0,,,,,
14503,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 90.6 uM/Kg of drug,50597,10116.0,,,CHEMBL624979,12582,1088.0,,,,,
14504,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 94.9 uM/Kg of drug,50597,10116.0,,,CHEMBL624980,12582,1088.0,,,,,
14505,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 97.1 uM/Kg of drug,50597,10116.0,,,CHEMBL624981,12582,1088.0,,,,,
14506,Canis lupus familiaris,1,A,,1,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,50588,9615.0,,,CHEMBL624982,12582,1088.0,,,,,
14507,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d),22224,,,,CHEMBL627564,13257,2367.0,,,In vivo,,
14508,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v),22224,,,,CHEMBL627565,13257,2367.0,,,In vivo,,
14509,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/blood,22224,,,,CHEMBL627566,13257,,,,In vivo,,
14510,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/muscle,22224,,,,CHEMBL627567,13257,2385.0,,,In vivo,,
14511,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in spleen,22224,,,,CHEMBL627568,13257,2106.0,,,In vivo,,
14512,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hr in kidney,22224,,,,CHEMBL627569,13257,2113.0,,,In vivo,,
14513,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bladder,22224,,,,CHEMBL627570,13257,1255.0,,,In vivo,,
14514,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in blood,22224,,,,CHEMBL627571,13257,178.0,,,In vivo,,
14515,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bone,22224,,,,CHEMBL627572,13257,1474.0,,,In vivo,,
14516,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in fat,22224,,,,CHEMBL627573,13257,,,,In vivo,,
14517,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in kidney,22224,,,,CHEMBL627574,13257,2113.0,,,In vivo,,
14518,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in liver,22224,,,,CHEMBL627575,13257,2107.0,,,In vivo,,
14519,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in lung,22224,,,,CHEMBL627576,13257,2048.0,,,In vivo,,
14520,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in muscle,22224,,,,CHEMBL627577,13257,2385.0,,,In vivo,,
14521,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d),22224,,,,CHEMBL627578,13257,2367.0,,,In vivo,,
14522,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/biood,22224,,,,CHEMBL627579,13257,2367.0,,,In vivo,,
14523,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/muscle,22224,,,,CHEMBL627580,13257,2385.0,,,In vivo,,
14524,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v),22224,,,,CHEMBL627581,13257,2367.0,,,In vivo,,
14525,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/blood,22224,,,,CHEMBL627582,13257,,,,In vivo,,
14526,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/muscle,22224,,,,CHEMBL627583,13257,2385.0,,,In vivo,,
14527,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in spleen,22224,,,,CHEMBL627584,13257,2106.0,,,In vivo,,
14528,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/biood,22224,,,,CHEMBL627585,13257,2367.0,,,In vivo,,
14529,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/muscle,22224,,,,CHEMBL627586,13257,2385.0,,,In vivo,,
14530,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 200 nmol of WAY 100635,50597,10116.0,,,CHEMBL627587,15413,,,,In vivo,,
14531,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL627588,15413,,,,In vivo,,
14532,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 200 nmol of WAY 100635,50597,10116.0,,,CHEMBL628250,15413,,,,In vivo,,
14533,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628251,15413,,,,In vivo,,
14534,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 200 nmol of WAY 100635,50597,10116.0,,,CHEMBL628252,15413,10000000.0,,,In vivo,,
14535,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628253,15413,10000000.0,,,In vivo,,
14536,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 200 nmol of WAY 100635,50597,10116.0,,,CHEMBL628254,15413,1898.0,,,In vivo,,
14537,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL877493,15413,1898.0,,,In vivo,,
14538,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FCWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628255,15413,,,,In vivo,,
14539,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FCWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628256,15413,,,,In vivo,,
14540,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FCWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628257,15413,10000000.0,,,In vivo,,
14541,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled FCWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628258,15413,1898.0,,,In vivo,,
14542,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled MeFBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628259,15413,,,,In vivo,,
14543,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled MeFBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL628429,15413,,,,In vivo,,
14544,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled MeFBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,50597,10116.0,,,CHEMBL626862,15413,10000000.0,,,In vivo,,
14545,Rattus norvegicus,1,A,,1,Biodistribution of the Radiolabeled MeFBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635; Not determined,50597,10116.0,,,CHEMBL626863,15413,1898.0,,,In vivo,,
14546,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum,50597,10116.0,,,CHEMBL625886,15413,2037.0,,,In vivo,,
14547,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum co-injected with 50 nM of WAY 100635.,50597,10116.0,,,CHEMBL625887,15413,2037.0,,,In vivo,,
14548,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat cortex,50597,10116.0,,,CHEMBL625888,15413,,,,In vivo,,
14549,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat cortex co-injected with 50 nM of WAY 100635.,50597,10116.0,,,CHEMBL625889,15413,,,,In vivo,,
14550,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus,50597,10116.0,,,CHEMBL625890,15413,10000000.0,,,In vivo,,
14551,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus co-injected with 50 nM of WAY 100635.,50597,10116.0,,,CHEMBL625891,15413,10000000.0,,,In vivo,,
14552,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus,50597,10116.0,,,CHEMBL625892,15413,1898.0,,,In vivo,,
14553,Rattus norvegicus,1,A,,1,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus co-injected with 50 nM of WAY 100635.,50597,10116.0,,,CHEMBL625893,15413,1898.0,,,In vivo,,
14554,Rattus norvegicus,1,A,,1,Biodistribution of the [18F]-radiolabeled compound in rat cerebellum,50597,10116.0,,,CHEMBL625894,15413,2037.0,,,In vivo,,
14555,Rattus norvegicus,1,A,,1,Biodistribution of the [18F]-radiolabeled compound in rat cortex,50597,10116.0,,,CHEMBL625895,15413,,,,In vivo,,
14556,,0,A,,1,Reaction rate parameter value for phosphate with transfer with respect to ATP,22224,,,,CHEMBL625896,12404,,,,,,
14557,,0,A,,1,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 8.5(Apparent inhibition constant)",22224,,,,CHEMBL625897,568,,,,,,
14558,,0,A,,1,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",22224,,,,CHEMBL625898,568,,,,,,
14559,,0,A,,1,"Tested for hydrolysis in presence of phenylboronic acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",22224,,,,CHEMBL625899,568,,,,,,
14560,,0,A,,1,Reaction rate parameter value for phosphate with transfer with respect to ATP,22224,,,,CHEMBL626124,12404,,,,,,
14561,Escherichia coli,1,A,,1,Ability to inhibit Escherichia coli adenylate kinase II activity expressed as half maximal velocity,50212,562.0,,,CHEMBL628500,7624,,,,,,
14562,Rattus norvegicus,1,A,,1,"Ability to inhibit rat adenylate kinase II, activity expressed as half-maximal velocity",50597,10116.0,,,CHEMBL857856,7624,,,,,,
14563,Rattus norvegicus,1,A,,1,"Ability to inhibit rat adenylate kinase III, activity expressed as half-maximal velocity",50597,10116.0,,,CHEMBL628501,7624,,,,,,
14564,,0,A,,1,"Compound was evaluated for the Michaelis-Menten constant, Km in a generic protein phosphatase stopped assay system",22224,,,,CHEMBL628502,4643,,,,,,
14565,,0,A,,1,Kinetic parameter KM (nM) for the MAO-B catalyzed oxidation of the compound.,22224,,,,CHEMBL628503,11532,,,,,,
14566,,0,A,,1,Kinetic parameter KM at pH 7.4 and 37 degree Centigrade,22224,,,,CHEMBL628504,11018,,,,,,
14567,,0,A,,1,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",22224,,,,CHEMBL628505,2276,,,,,,
14568,,0,A,,1,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as KM",22224,,,,CHEMBL874452,2276,,,,,,
14569,,0,A,,1,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as KM; Not determined",22224,,,,CHEMBL628506,2276,,,,,,
14570,,0,A,,1,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",22224,,,,CHEMBL628507,2276,,,,,,
14571,,0,A,,1,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as KM",22224,,,,CHEMBL628508,2276,,,,,,
14572,,0,A,,1,Michaelis constant (KM) was evaluated,22224,,,,CHEMBL628509,8949,,,,,,
14573,,0,A,,1,Reaction rate parameter value for phosphate with transfer with respect to ATP,22224,,,,CHEMBL628510,12404,,,,,,
14574,,0,B,,1,Substrate concentration for half maximal velocity was reported for rat hexokinase I,22224,,,,CHEMBL628511,7625,,,,,,
14575,,0,B,,1,Substrate concentration for half maximal velocity was reported for rat hexokinase II,22224,,,,CHEMBL628512,7625,,,,,,
14576,,0,B,,1,Substrate concentration for half maximal velocity was reported for rat hexokinase III,22224,,,,CHEMBL628513,7625,,,,,,
14577,,0,B,,1,Substrate concentration for half maximal velocity was reported for yeast hexokinase,22224,,,,CHEMBL628514,7625,,,,,,
14578,,0,A,,1,Pseudo-first-order rate constant for alkylation of NBP in 50% aqueous acetone at 66 degrees celsius with 50 uM and 25 uM of NBP.,22224,,,,CHEMBL628515,12908,,,,,,
14579,,0,A,,1,Rate constant for alkylation of 4-(4-nitrobenzyl)pyridine,22224,,,,CHEMBL628516,10368,,,,,,
14580,,0,A,,1,Bimolecular rate constant (KOH) at 25 degree C (m = 0.5),22224,,,,CHEMBL628517,13108,,,,,,
14581,,0,A,,1,its bimolecular rate constant (KOH) at 25 degree C (m = 0.5),22224,,,,CHEMBL628518,13108,,,,,,
14582,,0,A,,1,Acid dissociation constant evaluated towards Hematin mu-oxo dimer,22224,,,,CHEMBL628519,15217,,,,,,
14583,,0,A,,1,Acid dissociation constant evaluated towards Hematin mu-oxo dimer; Not available,22224,,,,CHEMBL628520,15217,,,,,,
14584,,0,A,,1,Binding constant was determined,22224,,,,CHEMBL628521,10933,,,,,,
14585,,0,A,,1,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree Centigrade,22224,,,,CHEMBL630443,2363,,,,,,
14586,,0,A,,1,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree centigrade; Not determined,22224,,,,CHEMBL630444,2363,,,,,,
14587,,0,A,,1,Rate constant with triethylamine at 30 degree C in 0.1 M potassium chloride was expressed as Kamine,22224,,,,CHEMBL857732,2276,,,,,,
14588,,0,P,,1,Octanol-water apparent distribution coefficient measured in TRIS buffer at a pH 7.4.,22224,,,,CHEMBL630445,14915,,,,,,
14589,,0,A,,1,Catalytic rate constant of the compound,22224,,,,CHEMBL630446,8847,,,,,,
