assay_id,curated_by,assay_test_type,assay_strain,assay_type,relationship_type,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type,assay_subcellular_fraction
6401,Intermediate,In vivo,,A,N,5802,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,Canis lupus familiaris,9615.0,,,
6402,Expert,In vivo,,A,N,3598,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,,Canis lupus familiaris,9615.0,,,
6403,Intermediate,In vivo,,A,N,17839,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6404,Intermediate,In vivo,,A,N,6762,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6405,Intermediate,In vivo,,A,N,6821,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6406,Intermediate,In vivo,,A,N,6821,Oral bioavailability of compound was determined in dog; Not tested,,Canis lupus familiaris,9615.0,,,
6407,Intermediate,In vivo,,A,N,5210,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6408,Intermediate,In vivo,,A,N,6227,Oral bioavailability (10 mg/kg) was determined in dog,,Canis lupus familiaris,9615.0,,,
6409,Intermediate,In vivo,,A,N,761,Oral bioavailability,,Canis lupus familiaris,9615.0,,,
6410,Intermediate,In vivo,,A,N,761,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),,Canis lupus familiaris,9615.0,,,
6411,Intermediate,In vivo,,A,N,761,Oral bioavailability administered in solution in rats,,Canis lupus familiaris,9615.0,,,
6412,Intermediate,In vivo,,A,N,16907,Oral bioavailability after 30 mg/kg po dose in Dogs,,Canis lupus familiaris,9615.0,,,
6413,Intermediate,In vivo,,A,N,5474,Oral bioavailability at a dose of 1 mg/kg in dogs,,Canis lupus familiaris,9615.0,,,
6414,Intermediate,In vivo,,A,N,6535,Oral bioavailability in dog (dose 1 mg/kg p.o.),,Canis lupus familiaris,9615.0,,,
6415,Intermediate,In vivo,,A,N,6535,Oral bioavailability in Dog; ND = not determined,,Canis lupus familiaris,9615.0,,,
6416,Intermediate,In vivo,,A,N,3352,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6417,Intermediate,In vivo,,A,N,6168,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6418,Intermediate,In vivo,,A,N,5988,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6419,Intermediate,In vivo,,A,N,4942,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6420,Intermediate,In vivo,,A,N,4942,Oral bioavailability in dogs; No data,,Canis lupus familiaris,9615.0,,,
6421,Intermediate,In vivo,,A,N,14541,Oral bioavailability measured in dogs,,Canis lupus familiaris,9615.0,,,
6422,Intermediate,In vivo,,A,N,4449,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6423,Intermediate,In vivo,,A,N,6057,Oral bioavailability was calculated in dog,,Canis lupus familiaris,9615.0,,,
6424,Intermediate,In vivo,,A,N,5600,Oral bioavailability after 0.3 mg/kg po administration in dog,,Canis lupus familiaris,9615.0,,,
6425,Intermediate,In vivo,,A,N,5542,Oral bioavailability in dog (i.v. dosing),,Canis lupus familiaris,9615.0,,,
6426,Intermediate,In vivo,,A,N,5542,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6427,Intermediate,In vivo,,A,N,5546,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,,Canis lupus familiaris,9615.0,,,
6428,Intermediate,In vivo,,A,N,4514,Oral bioavailability in Beagle dogs,,Canis lupus familiaris,9615.0,,,
6429,Intermediate,In vivo,,A,N,3624,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6430,Intermediate,In vivo,,A,N,3854,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6431,Intermediate,In vivo,,A,N,5836,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6432,Intermediate,In vivo,,A,N,5940,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6433,Intermediate,In vivo,,A,N,6168,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6434,Intermediate,In vivo,,A,N,6227,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6435,Intermediate,In vivo,,A,N,6251,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6436,Intermediate,In vivo,,A,N,6448,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6437,Intermediate,In vivo,,A,N,6647,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6438,Intermediate,In vivo,,A,N,5940,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6439,Intermediate,In vivo,,A,N,933,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6440,Intermediate,In vivo,,A,N,5210,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6441,Intermediate,In vivo,,A,N,6642,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),,Canis lupus familiaris,9615.0,,,
6442,Intermediate,In vivo,,A,N,6641,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,Canis lupus familiaris,9615.0,,,
6443,Intermediate,In vivo,,A,N,6642,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,Canis lupus familiaris,9615.0,,,
6444,Intermediate,In vivo,,A,N,5472,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6445,Intermediate,In vivo,,A,N,5985,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6446,Intermediate,In vivo,,A,N,15660,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6447,Intermediate,In vivo,,A,N,5530,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),,Canis lupus familiaris,9615.0,,,
6448,Intermediate,In vivo,,A,N,5530,Oral bioavailability in dog (dose 1 mg/kg i.v.),,Canis lupus familiaris,9615.0,,,
6449,Intermediate,In vivo,,A,N,6305,Oral bioavailability (F) in dogs,,Canis lupus familiaris,9615.0,,,
6450,Intermediate,In vivo,,A,N,5210,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6451,Intermediate,In vivo,,A,N,5238,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6452,Intermediate,In vivo,,A,N,5668,Oral bioavailability in dog (dose 10 mg/kg),,Canis lupus familiaris,9615.0,,,
6453,Intermediate,In vivo,,A,N,5668,Oral bioavailability after peroral administration at 5 mpk in Dog,,Canis lupus familiaris,9615.0,,,
6454,Intermediate,In vivo,,A,N,5668,Oral bioavailability in dog (dose 5 mg/kg),,Canis lupus familiaris,9615.0,,,
6455,Intermediate,In vivo,,A,N,6084,Oral bioavailability in dog (dose 10 mg/kg),,Canis lupus familiaris,9615.0,,,
6456,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Kidney,CCRF S-180,
6457,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Kidney,CCRF S-180,
6458,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Liver,CCRF S-180,
6459,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Liver,CCRF S-180,
6460,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Liver,CCRF S-180,
6461,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Liver,CCRF S-180,
6462,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Liver,CCRF S-180,
6463,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Lung,CCRF S-180,
6464,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Lung,CCRF S-180,
6465,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Lung,CCRF S-180,
6466,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Lung,CCRF S-180,
6467,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Lung,CCRF S-180,
6468,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,,CCRF S-180,
6469,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,,CCRF S-180,
6470,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,,CCRF S-180,
6471,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,,CCRF S-180,
6472,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,,CCRF S-180,
6473,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Spleen,CCRF S-180,
6474,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Spleen,CCRF S-180,
6475,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Spleen,CCRF S-180,
6476,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Spleen,CCRF S-180,
6477,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Spleen,CCRF S-180,
6478,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,,CCRF S-180,
6479,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,,CCRF S-180,
6480,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,,CCRF S-180,
6481,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,,CCRF S-180,
6482,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,,CCRF S-180,
6483,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,,CCRF S-180,
6484,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,,CCRF S-180,
6485,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,,CCRF S-180,
6486,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,,CCRF S-180,
6487,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,,CCRF S-180,
6488,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Heart,CCRF S-180,
6489,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Heart,CCRF S-180,
6490,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Heart,CCRF S-180,
6491,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Heart,CCRF S-180,
6492,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Heart,CCRF S-180,
6493,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Liver,CCRF S-180,
6494,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Liver,CCRF S-180,
6495,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Liver,CCRF S-180,
6496,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Liver,CCRF S-180,
6497,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Liver,CCRF S-180,
6498,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Lung,CCRF S-180,
6499,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Lung,CCRF S-180,
6500,Intermediate,,,F,N,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,aeinetobacter anitrotap,107673.0,,,
6501,Intermediate,,,F,N,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,Acinetobacter calcoaceticus subsp. anitratus,107673.0,,,
6502,Intermediate,,,F,N,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,Acinetobacter calcoaceticus subsp. anitratus,107673.0,,,
6503,Intermediate,,,F,N,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,aeinetobacter anitrotap,107673.0,,,
6504,Intermediate,,,F,N,10624,Activity against Acinetobacter calcoaceticus (AC54),,Acinetobacter calcoaceticus,471.0,,,
6505,Intermediate,,,F,N,17216,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,,Anolis carolinensis,28377.0,,,
6506,Intermediate,,,F,N,17216,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,,Anolis carolinensis,28377.0,,,
6507,Intermediate,,,F,N,9560,Chlorohexidine coefficient for Actinomyces naeslundii 631,,Actinomyces naeslundii,1655.0,,,
6508,Intermediate,,,F,N,9560,Chlorohexidine coefficient for Actinomyces naeslundii B74,,Actinomyces naeslundii,1655.0,,,
6509,Intermediate,,,F,N,9560,Chlorohexidine coefficient for Actinomyces naeslundii N/3,,Actinomyces naeslundii,1655.0,,,
6510,Intermediate,,,F,N,9560,Chlorohexidine coefficient for Actinomyces naeslundii N/9,,Actinomyces naeslundii,1655.0,,,
6511,Intermediate,,,F,N,9560,Plaque bactericidal index against Actinomyces naeslundii 631,,Actinomyces naeslundii,1655.0,,,
6512,Intermediate,,,F,N,9560,Plaque bactericidal index against Actinomyces naeslundii N/9,,Actinomyces naeslundii,1655.0,,,
6513,Intermediate,,,F,N,9560,Plaque bactericidal index against Actinomyces naeslundii B74,,Actinomyces naeslundii,1655.0,,,
6514,Intermediate,,,F,N,9560,Plaque bactericidal index against Actinomyces naeslundii N/3,,Actinomyces naeslundii,1655.0,,,
6515,Intermediate,,,F,N,114,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,,Artemia salina,85549.0,,,
6516,Intermediate,,,F,N,114,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",,Artemia salina,85549.0,,,
6517,Intermediate,,,F,N,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,,Ascaris suum,6253.0,,,
6518,Intermediate,,,F,N,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,,Ascaris suum,6253.0,,,
6519,Intermediate,,,F,N,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,,Ascaris suum,6253.0,,,
6520,Intermediate,,,F,N,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,,Ascaris suum,6253.0,,,
6521,Intermediate,,,F,N,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,,Ascaris suum,6253.0,,,
6522,Intermediate,,,F,N,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,,Ascaris suum,6253.0,,,
