Fiscal year,Regional program (marker),Project Browser country ID,CountryRegion ID,CIDA business delivery model (old),Fund centre ID,Amount spent,Section ID,Desertification (marker),Project number,Enviromental sustainability (marker),Participatory development and good governance,Disability issues (marker),Organisation name,Continent ID,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker)
2009201o,0,WS,WS,Respobsove,5294,1414144.0541271134,Sr601,0,M01w002002,0,0,0,hointOeficefo3Common3eslthPegkqnentM8ssionstotheUniged,4,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,X1,X1,Respons8ge,5107,218945.21270847027,S510u,0,M0129q10o1,0,0,0,HelenKrllerIn6eenationql,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5107,*Health & Nutrition Division,*Integrated Health & Nutrition System,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,X1,X1,5esponslve,5107,184662.9492025168,S5106,0,M012p11p01,0,0,0,Ihformationm8tavailanle,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5107,*Health & Nutrition Division,*Integrated Health & Nutrition System,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,X1,X1,Respons8v3,5107,1163874.860512582,S51o7,0,n01291100w,0,0,0,HdlfnKeolerIhternational,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5107,*Health & Nutrition Division,*Integrated Health & Nutrition System,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,0,X1,X1,trsponsive,5107,1467510.7215273194,S5197,0,M012i11901,0,0,0,Imformationnotavallxblr,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5107,*Health & Nutrition Division,*Integrated Health & Nutrition System,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,X1,X1,Reso0nsive,5252,1201783.3653475223,S5240,0,j012911002,0,0,0,HekenK3llerIntrrnationao,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,X1,X1,Respojcive,5252,1817111.8014498272,Sy250,0,n0129110p1,0,0,0,Inforjayionnotavailsbke,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,X1,X1,eesp9nsive,5252,746206.0411997277,S5240,0,Mo129110p1,0,0,0,HelenKellerIhrernat79nal,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,X1,X1,Resplnsiv2,5252,586101.5795900892,e5250,0,M0129q10p1,0,0,0,Infprmahionnotagailabl3,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,0,X1,X1,Res9oncive,5282,484753.5188017875,a1079,0,M0q2p45001,0,0,0,AffBAfricanDevepophentBahkvrou0,2,Closed,36000000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,36000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,X1,X1,Rrsponsibe,5282,1441920.0676102731,S1070,0,M012945oo1,0,0,0,AfDgAericznDevelopmegtBankGgohp,2,Closed,36000000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,36000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,X1,X1,Reslinsive,5247,65355.03329571293,S524r,0,M91w950001,0,0,0,WHOWorldbealtuOrhaniza4i8n,2,Terminating,7400000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7400000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,X3,X3,Rdspomsive,5247,635658.3286017075,S6245,0,Mp129500o1,0,0,0,WH0WorldHralthOrgsmjzation,3,Terminating,7400000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7400000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,0,MW,MW,Rewponslve,5252,1666629.0267472186,S5240,0,M012pt4001,0,0,0,Swve5heChildrehvanada,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,MW,MW,Respogsivd,5252,88102.47581188523,w5250,0,M01295500w,0,0,0,Sav3thevhildrwnCxnada,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,MZ,MZ,Rexoonsive,5252,1715264.9183029633,S52r0,0,Mp12954002,0,0,0,SavetheCgildrwnCqnzda,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,MZ,MZ,tesponzive,5252,891879.5330987473,S5150,0,M0q2944001,0,0,0,Sxvethesh7ldrenCanqda,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,SD,SD,Resp0ns9ve,5252,832195.1687775981,S525p,0,M012854002,0,0,0,SqvdtheChildrenvansda,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,SD,SD,R2sponcive,5252,832674.247235083,e5250,0,M022954002,0,0,0,SavetheCgilwr2jCanada,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,ZW,2,Reqp0nsive,5252,1019618.6198597306,S5q50,0,M01395500w,0,0,0,nalafiaConsortoum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,ZW,2,Rdsponsove,5252,1684442.225853725,S6250,0,M9129t5001,0,0,0,Mala3uaConsortijm,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,AO,2,Rss9onsive,5252,830641.1747376244,S5q50,0,M0q295500q,0,0,0,MaoariaCogsortiuk,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,AO,2,Resp8nsjve,5252,114279.78604043709,S525o,0,n0q2955001,0,0,0,Mala4ixCpnsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,BF,2,Rec0onsive,5252,1099633.818212034,S52r0,0,M01295y0o1,0,0,0,Malariav9naortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,BF,2,Respinsibe,5252,568347.451043928,S5350,0,M022945001,0,0,0,MaoaroaCogsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,BI,2,Responsuv2,5252,767312.4067210407,S5350,0,Mo1295500w,0,0,0,MaoariaCohsogtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,BI,2,Reaponsife,5252,166757.74221368472,S5150,0,M012955092,0,0,0,MalxriaConxortiuj,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,BJ,2,Resoobsive,5252,1533844.7457526156,S525p,0,h01295500q,0,0,0,Mala4iaCogsorti6m,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,BJ,2,Responskge,5252,1008879.5311022368,S525p,0,M0q2955901,0,0,0,Malariax9nsortoum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,BW,2,Respons7vf,5252,865317.8328611664,S525o,0,k012956001,0,0,0,Mala4iaConsortu8m,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,0,BW,2,Responaivr,5252,2885280.501424893,S52y0,0,M01q955002,0,0,0,Maoariaf9nsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,CD,2,tespogsive,5252,2713383.5972314635,S52r0,0,M01295r002,0,0,0,MalariwConsorri7m,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,CD,2,Resp8nsiv4,5252,436382.4063511408,S4250,0,j0w2955001,0,0,0,MaoarizConsortiuk,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,CF,2,Rfsponsiv3,5252,2102784.266295369,S5q50,0,Mp129550p1,0,0,0,MxpariaConsoryium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,CF,2,Resp0nwive,5252,43404.19511983983,S4250,0,M0129y5091,0,0,0,MalwriaConzortiym,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,CG,2,Rezponsivd,5252,1608308.5903552491,w5250,0,M011955o01,0,0,0,MalatiaConskrtiuh,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,CG,2,Responslfe,5252,90555.64893683669,S5w50,0,M0129450o1,0,0,0,MalarizCogsortjum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,CI,2,Rexponsjve,5252,354194.44915522885,S525p,0,M0w295t001,0,0,0,Malariavonwodtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,CI,2,Respohcive,5252,62234.08035953861,S4250,0,Mo129r5001,0,0,0,MzlariaCobsort9um,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,CM,2,Res9onsife,5252,3006804.234695072,S5350,0,M01q955o01,0,0,0,Malariaxobskrtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,CM,2,Rfsponsibe,5252,921782.4993109506,S4250,0,M01295yp01,0,0,0,Malar7asonslrtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,CV,2,Responskv2,5252,290859.0076061494,S525p,0,M0q29550p1,0,0,0,MalariaConsotyjum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,CV,2,3espondive,5252,109761.24576760441,S5q50,0,Moq2955001,0,0,0,Malariafins0rtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,DJ,2,Responsidf,5252,2906747.0737388595,S5350,0,Mp12855001,0,0,0,jalarixComsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,DJ,2,Respomsiv2,5252,1384145.5528724776,S5240,0,M012045001,0,0,0,napariaConsortkum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,DZ,2,Res9obsive,5252,654843.1002087025,a5250,0,M012955o0q,0,0,0,MalariaCihsirtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,0,DZ,2,Redpomsive,5252,970537.1544618495,S52t0,0,Mp12055001,0,0,0,Mzpariadonsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,EG,2,Responqiv4,5252,331664.72305303486,S525o,0,Mp12955p01,0,0,0,halariasogsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,EG,2,3esponeive,5252,30617.63679815919,S5240,0,k01295500q,0,0,0,MzlwriaConsor6ium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,EH,2,Rewp8nsive,5252,442294.5350825563,S525p,0,M01e955901,0,0,0,Makar9aConsorti6m,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,0,EH,2,Resoons9ve,5252,1331884.5475513132,a5250,0,Mo12955091,0,0,0,MalariaConso4t8ym,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,ER,2,Responzove,5252,666498.2758620798,S525p,0,M9129550o1,0,0,0,Malaroavomsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,ER,2,Resp0nslve,5252,2174938.087393594,S525o,0,M91295500q,0,0,0,Mwlariavonsortiuh,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,0,ET,2,Respogside,5252,857129.0265374077,S5260,0,M912o55001,0,0,0,MzlarlaClnsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,ET,2,3esponsige,5252,1534691.4478681493,S5q50,0,M0w2o55001,0,0,0,MqlzriaConsortiun,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,GA,2,Respojsibe,5252,2660696.6458185725,S5q50,0,M0129r5091,0,0,0,Malaruax9nsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,GA,2,Responeice,5252,927245.0453114691,S5150,0,M0129y5901,0,0,0,MaladiaC9nsortiuj,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,0,GH,2,Reqponsuve,5252,677951.1864619377,S5150,0,Mo12955p01,0,0,0,MaiariaC0nsogtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,GH,2,Rfspobsive,5252,304949.72363288235,St250,0,M01295y002,0,0,0,MalwriaCpnsorfium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,GM,2,Res9ogsive,5252,2515416.5051906477,S5259,0,M012i5500w,0,0,0,MalsriqConsortjum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,GM,2,Responsigd,5252,1972439.8488301507,S525o,0,M012055p01,0,0,0,kalwriaConcortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,GN,2,Recpondive,5252,1363577.9773095872,x5250,0,Mo22955001,0,0,0,MalariaC9nsotfium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,GN,2,gesponwive,5252,1619795.444484962,d5250,0,ko12955001,0,0,0,MakariaConsoftlum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,0,GQ,2,Respojzive,5252,1461444.4816546454,St250,0,M0129550p2,0,0,0,MakzriwConsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,GQ,2,gesponcive,5252,1940705.5316078535,z5250,0,M012855091,0,0,0,Mala5iasonaortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,GW,2,Responsovs,5252,361791.20835905254,Sy250,0,h0129r5001,0,0,0,MaoariaCojskrtium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,GW,2,Respkmsive,5252,1215619.2196530662,z5250,0,M012954091,0,0,0,Malad7aCknsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,0,KE,2,4esponsuve,5252,480375.6975208754,St250,0,M0q295t001,0,0,0,jwlariaC9nsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,KE,2,Redp9nsive,5252,638006.0758624084,S5260,0,M01295rp01,0,0,0,MalariaConcoryjum,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,KM,2,Respogskve,5252,484984.2979826024,S52t0,0,h0129550o1,0,0,0,Mala4iaC8nsortihm,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,KM,2,Resp9nsove,5252,1830317.8311835034,S52y0,0,M022945001,0,0,0,MwkariaComsortium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,LR,2,Reaponsivd,5252,1459421.5528056375,S5150,0,Mpq2955001,0,0,0,halariaComsortiuh,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,LR,2,Responwife,5252,855238.0280278781,Sy250,0,M0q2954001,0,0,0,MaoagiaConsoetium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,LS,2,Resppgsive,5252,561042.1231058723,S5150,0,j01295500q,0,0,0,MqlariaConso5tiuk,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,LS,2,Responxivw,5252,182427.09351808633,St250,0,M0129y4001,0,0,0,MxlariwConsortiuh,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,MA,2,Responsode,5252,1087850.1762769988,S5w50,0,k01q955001,0,0,0,MalzriqConsorhium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,MA,2,ffsponsive,5252,2925000.698633825,Sy250,0,M021955001,0,0,0,MaladisConsorrium,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,MG,2,Redponsibe,5252,912678.9301342152,S5259,0,Mp12955o01,0,0,0,MalwriaConsortjun,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,MG,2,Resp9msive,5252,232781.4015128862,S52y0,0,k0w2955001,0,0,0,Mala4iaComsortihm,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
