assays_ASI,assays_CURAB,assays_Ti,assays_ASSTI,assays_ASSCA,assays_Descr,assays_RELATT,assays_CONSC,assays_SRI,assays_SASSI,assays_CHI,assays_CI,assays_BAFO,assays_TII,assays_VAI
11845,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",N,1,1,,CHEMBL625792,,BAO_0000218,178.0,
11846,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",N,1,1,,CHEMBL625793,,BAO_0000218,178.0,
11847,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",N,1,1,,CHEMBL625794,,BAO_0000218,178.0,
11848,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",N,1,1,,CHEMBL625795,,BAO_0000218,178.0,
11849,Intermediate,50594,,,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,N,1,1,,CHEMBL625796,,BAO_0000218,,
11850,Intermediate,50588,,,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,N,1,1,,CHEMBL625797,,BAO_0000218,,
11851,Intermediate,50588,,,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,N,1,1,,CHEMBL625798,,BAO_0000218,,
11852,Autocuration,22224,,,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,U,0,1,,CHEMBL875613,,BAO_0000218,,
11853,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,U,0,1,,CHEMBL625799,,BAO_0000218,,
11854,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,U,0,1,,CHEMBL625800,,BAO_0000218,,
11855,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,U,0,1,,CHEMBL625801,,BAO_0000218,,
11856,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,U,0,1,,CHEMBL625802,,BAO_0000218,,
11857,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,U,0,1,,CHEMBL625803,,BAO_0000218,,
11858,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,U,0,1,,CHEMBL625804,,BAO_0000019,,
11859,Autocuration,22224,,,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,U,0,1,,CHEMBL622530,,BAO_0000218,,
11860,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,N,1,1,,CHEMBL622531,,BAO_0000218,,
11861,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),N,1,1,,CHEMBL622532,,BAO_0000218,,
11862,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),N,1,1,,CHEMBL623176,,BAO_0000218,,
11863,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),N,1,1,,CHEMBL623177,,BAO_0000218,,
11864,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),N,1,1,,CHEMBL623178,,BAO_0000218,,
11865,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,N,1,1,,CHEMBL623179,,BAO_0000218,,
11866,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),N,1,1,,CHEMBL623180,,BAO_0000218,,
11867,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),N,1,1,,CHEMBL623181,,BAO_0000218,,
11868,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),N,1,1,,CHEMBL624131,,BAO_0000218,,
11869,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),N,1,1,,CHEMBL624132,,BAO_0000218,,
11870,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),N,1,1,,CHEMBL624133,,BAO_0000218,,
11871,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,N,1,1,,CHEMBL624846,,BAO_0000218,,
11872,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),N,1,1,,CHEMBL624847,,BAO_0000218,,
11873,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),N,1,1,,CHEMBL624848,,BAO_0000218,,
11874,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),N,1,1,,CHEMBL625012,,BAO_0000218,,
11875,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),N,1,1,,CHEMBL625013,,BAO_0000218,,
11876,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,N,1,1,,CHEMBL625014,,BAO_0000218,,
11877,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),N,1,1,,CHEMBL625015,,BAO_0000218,,
11878,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),N,1,1,,CHEMBL625016,,BAO_0000218,,
11879,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,N,1,1,,CHEMBL625017,,BAO_0000218,,
11880,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),N,1,1,,CHEMBL625018,,BAO_0000218,,
11881,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),N,1,1,,CHEMBL625019,,BAO_0000218,,
11882,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),N,1,1,,CHEMBL625020,,BAO_0000218,,
11883,Intermediate,50594,,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,N,1,1,,CHEMBL625021,,BAO_0000218,,
11884,Intermediate,50597,,,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,N,1,1,,CHEMBL625022,,BAO_0000218,,
11885,Intermediate,50594,,,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,N,1,1,,CHEMBL625023,,BAO_0000218,,
11886,Intermediate,100710,,,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,N,1,1,,CHEMBL625024,,BAO_0000218,,
11887,Intermediate,100710,,,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,N,1,1,,CHEMBL627626,,BAO_0000218,,
11888,Autocuration,22224,Brain,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,U,0,1,,CHEMBL627627,,BAO_0000218,955.0,
11889,Autocuration,22224,Serum,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,U,0,1,,CHEMBL627628,,BAO_0000218,1977.0,
11890,Autocuration,22224,Brain,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,U,0,1,,CHEMBL627629,,BAO_0000218,955.0,
11891,Autocuration,22224,Serum,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,U,0,1,,CHEMBL627630,,BAO_0000218,1977.0,
11892,Autocuration,22224,,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),U,0,1,,CHEMBL627631,,BAO_0000019,,
11893,Autocuration,22224,,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),U,0,1,,CHEMBL629515,,BAO_0000218,,
11894,Intermediate,50594,Spleen,,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL629516,,BAO_0000218,2106.0,
11895,Intermediate,50594,Spleen,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL629517,,BAO_0000218,2106.0,
11896,Intermediate,50594,Spleen,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL629518,,BAO_0000218,2106.0,
11897,Intermediate,50594,,,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL877499,,BAO_0000218,,
11898,Intermediate,50594,,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,N,1,1,,CHEMBL629519,,BAO_0000218,,
11899,Intermediate,50594,,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL629520,,BAO_0000218,,
11900,Intermediate,50594,,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL629521,,BAO_0000218,,
11901,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),N,1,1,,CHEMBL629522,,BAO_0000218,,
11902,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),N,1,1,,CHEMBL629523,,BAO_0000218,,
11903,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),N,1,1,,CHEMBL629524,,BAO_0000218,,
11904,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),N,1,1,,CHEMBL629525,,BAO_0000218,,
11905,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),N,1,1,,CHEMBL629526,,BAO_0000218,,
11906,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),N,1,1,,CHEMBL629527,,BAO_0000218,,
11907,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),N,1,1,,CHEMBL629528,,BAO_0000218,,
11908,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),N,1,1,,CHEMBL629529,,BAO_0000218,,
11909,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),N,1,1,,CHEMBL629530,,BAO_0000218,,
11910,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),N,1,1,,CHEMBL629531,,BAO_0000218,,
11911,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),N,1,1,,CHEMBL628656,,BAO_0000218,,
11912,Intermediate,50594,,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),N,1,1,,CHEMBL628657,,BAO_0000218,,
11913,Intermediate,50597,,,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",N,1,1,,CHEMBL628658,,BAO_0000218,,
11914,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,1,1,,CHEMBL628659,,BAO_0000218,,
11915,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",N,1,1,,CHEMBL877500,,BAO_0000218,,
11916,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,1,1,,CHEMBL628660,,BAO_0000218,,
11917,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,1,1,,CHEMBL628661,,BAO_0000218,,
11918,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,1,1,,CHEMBL628662,,BAO_0000218,,
11919,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",N,1,1,,CHEMBL628663,,BAO_0000218,,
11920,Intermediate,50597,,,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",N,1,1,,CHEMBL628664,,BAO_0000218,,
11921,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,1,1,,CHEMBL628665,,BAO_0000218,178.0,
11922,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",N,1,1,,CHEMBL628666,,BAO_0000218,178.0,
11923,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,1,1,,CHEMBL628667,,BAO_0000218,178.0,
11924,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,1,1,,CHEMBL628668,,BAO_0000218,178.0,
11925,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,1,1,,CHEMBL628669,,BAO_0000218,178.0,
11926,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",N,1,1,,CHEMBL628670,,BAO_0000218,178.0,
11927,Intermediate,50597,Blood,,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",N,1,1,,CHEMBL628671,,BAO_0000218,178.0,
11928,Intermediate,50597,Bone,,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,1,1,,CHEMBL628672,,BAO_0000218,10000001.0,
11929,Intermediate,50597,Bone,,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,1,1,,CHEMBL630300,,BAO_0000218,10000001.0,
11930,Intermediate,50597,Bone,,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,1,1,,CHEMBL629787,,BAO_0000218,10000001.0,
11931,Intermediate,50597,Bone,,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,1,1,,CHEMBL629788,,BAO_0000218,10000001.0,
11932,Intermediate,50597,Brain,,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,1,1,,CHEMBL629789,,BAO_0000218,955.0,
11933,Intermediate,50597,Brain,,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",N,1,1,,CHEMBL629790,,BAO_0000218,955.0,
11934,Intermediate,50597,Brain,,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,1,1,,CHEMBL629791,,BAO_0000218,955.0,
11935,Intermediate,50597,Brain,,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,1,1,,CHEMBL629792,,BAO_0000218,955.0,
11936,Intermediate,50597,Brain,,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,1,1,,CHEMBL629793,,BAO_0000218,955.0,
11937,Intermediate,50597,Brain,,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",N,1,1,,CHEMBL629794,,BAO_0000218,955.0,
11938,Intermediate,50597,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,N,1,1,,CHEMBL874459,,BAO_0000218,,
11939,Intermediate,50597,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,N,1,1,,CHEMBL629795,,BAO_0000218,,
