assay_id,curated_by,assay_organism,variant_id,assay_strain,doc_id,assay_category,assay_test_type,assay_subcellular_fraction,tid,assay_type,description,assay_tax_id,assay_tissue,assay_cell_type,relationship_type,confidence_score
6144,Exoert,Homoszpkens,,,15718,,,,80682,F,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,9606.0,,A549,N,1
6145,Igtermeriate,Homosa9ienq,,,15718,,,,80682,F,Percent inhibition for cytotoxic activity against lung carcinoma (A-549) cell line,9606.0,,A549,N,1
6146,ontfrmediate,Homosxpiebs,,,17130,,,,80682,F,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.1(ug/ml),9606.0,,A549,N,1
6147,Integmefiate,Homosxp7ens,,,17130,,,,80682,F,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.4(ug/ml),9606.0,,A549,N,1
6148,Intermedoa4e,Hkmoszpiens,,,17130,,,,80682,F,Cytotoxic activity of compound against A-549 cell lines at concentration of 1.1 (ug/ml),9606.0,,A549,N,1
6149,Ijrermediate,Homoswpiejs,,,17130,,,,80682,F,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml),9606.0,,A549,N,1
6150,Intermefiage,,,,6630,,,,80682,F,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tometin; Not available,,,A549,N,1
6151,In6ermediats,Homosapiehe,,,16726,,,,80682,F,Influence of PARP-1 cellular activity in human lung carcinoma A549 cells on %ADP Polymer formation at a concentration of 25 uM of the compound,9606.0,,A549,N,1
6152,8mtermediate,Homosapowns,,,17846,,,,80682,F,Cytotoxicity against A549 cells; No cytotoxicity,9606.0,,A549,N,1
6153,Ex9ert,Honosapiehs,,,3415,,,,80682,F,Cytotoxicity against human lung carcinoma (A549) cell lines,9606.0,,A549,N,1
6154,Expwrt,H0moszpiens,,,3415,,,,80682,F,Cytotoxicity against human lung carcinoma (A549) cell lines; Not active,9606.0,,A549,N,1
6155,Intermsd7ate,Hpmosa0iens,,,5609,,,,80682,F,In vitro anticancer activity against human lung (A549) cell line,9606.0,,A549,N,1
6156,Intwrmediahe,H9josapiens,,,17206,,,,80682,F,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,9606.0,,A549,N,1
6157,Ibtermeviate,Homossliens,,,17206,,,,80682,F,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,9606.0,,A549,N,1
6158,Intefmediahe,Hom9sapiems,,,17206,,,,80682,F,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,9606.0,,A549,N,1
6159,Internedia6e,Homozapjens,,,17206,,,,80682,F,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,9606.0,,A549,N,1
6160,Intermediah3,Hom9sapiems,,,17206,,,,80682,F,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,9606.0,,A549,N,1
6161,Integnediate,Homosxpiend,,,17206,,,,80682,F,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,9606.0,,A549,N,1
6162,Exoert,Hompqapiens,,,16295,,,,80682,F,Inhibition of A549 human lung tumor cell proliferation,9606.0,,A549,N,1
6163,Inherm2diate,Homocapienz,,,16825,,,,80682,F,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",9606.0,,A549,N,1
6164,3xpert,Himosapjens,,,3439,,,,80682,F,In vitro cytotoxicity against human tumor cell line A549,9606.0,,A549,N,1
6165,lntermediwte,tomoqapiens,,,10870,,,,80682,F,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,9606.0,,A549,N,1
6166,Infermddiate,Homoxap9ens,,,4845,,,,80682,F,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,9606.0,,A549,N,1
6167,Inte4mediahe,Homosa0i3ns,,,5822,,,,80682,F,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,9606.0,,A549,N,1
6168,In4ermedia5e,Homosapuenc,,,5822,,,,80682,F,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,9606.0,,A549,N,1
6169,Inherkediate,Homosapirms,,,5822,,,,80682,F,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,9606.0,,A549,N,1
6170,In6wrmediate,nomosqpiens,,,16381,,,,80682,F,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,9606.0,,A549,N,1
6171,In5efmediate,Homlsapiwns,,,16381,,,,80682,F,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,9606.0,,A549,N,1
6172,Int4rmediage,Hkmosapienx,,,16381,,,,80682,F,% inhibition against A549 cells (lung cancer) at 4 ug/mL,9606.0,,A549,N,1
6173,Intermed8wte,bomoaapiens,,,5609,,,,80682,F,In vitro anticancer activity against human lung (A549) cell line,9606.0,,A549,N,1
6174,Ihtermedkate,Hpmosapienz,,,4644,,,,80682,F,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,9606.0,,A549,N,1
6175,Inyermediste,Homoxxpiens,,,4644,,,,80682,F,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,9606.0,,A549,N,1
6176,Internfdiate,Homosap7ems,,,4644,,,,80682,F,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,9606.0,,A549,N,1
6177,Interm3d9ate,H0mosa0iens,,,4644,,,,80682,F,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,9606.0,,A549,N,1
6178,untermed8ate,Hom9sapienc,,,5822,,,,80682,F,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,9606.0,,A549,N,1
6179,Expegt,Homosa9isns,,,3415,,,,80682,F,Percentage inhibition of human lung carcinoma (A549) cell lines,9606.0,,A549,N,1
6180,Intermed7wte,Homisa0iens,,,16726,,,,80682,F,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,9606.0,,A549,N,1
6181,untermrdiate,Homoaapiehs,,,17206,,,,80682,F,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",9606.0,,A549,N,1
6182,Inteemediahe,Himowapiens,,,17206,,,,80682,F,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,9606.0,,A549,N,1
6183,Inrermediwte,Homosapiehw,,,17206,,,,80682,F,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,9606.0,,A549,N,1
6184,Interhewiate,Homosapisms,,,17206,,,,80682,F,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",9606.0,,A549,N,1
6185,9ntermediatf,Homosapiegq,,,17206,,,,80682,F,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",9606.0,,A549,N,1
6186,knteemediate,Hom9sapiehs,,,17206,,,,80682,F,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",9606.0,,A549,N,1
6187,Interm4diwte,Homoswoiens,,,17206,,,,80682,F,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",9606.0,,A549,N,1
6188,Ibterjediate,Homksspiens,,,17206,,,,80682,F,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",9606.0,,A549,N,1
6189,Interhedia4e,H0mozapiens,,,17206,,,,80682,F,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,9606.0,,A549,N,1
6190,In52rmediate,Hkmosapiehs,,,17206,,,,80682,F,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,9606.0,,A549,N,1
6191,Intermdfiate,momosapisns,,,16726,,,,80682,F,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,9606.0,,A549,N,1
6192,Ibternediate,nomosxpiens,,,17206,,,,80682,F,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,9606.0,,A549,N,1
6193,Intetjediate,Homosa0iebs,,,17206,,,,80682,F,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,9606.0,,A549,N,1
6194,Intedmediahe,Homosapiemx,,,17206,,,,80682,F,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,9606.0,,A549,N,1
6195,Ijtermediage,Homoswpidns,,,17206,,,,80682,F,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,9606.0,,A549,N,1
6196,lntermed8ate,fznislupuscamilkaris,,,6084,,Ibvivo,,50588,A,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,9615.0,,,N,1
6197,lntermfdiate,Cwnislypusfwmioiaris,,,6084,,Inbivo,,50588,A,Pharmacokinetic activity (Cmax) in dog,9615.0,,,N,1
6198,Intermed9atw,Csnuslupusfwmuliaris,,,4809,,Invivi,,50588,A,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),9615.0,,,N,1
6199,onte3mediate,Camislupucfamiliaeks,,,5983,,Invkvo,,50588,A,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,9615.0,,,N,1
6200,Intermsviate,Canispup7sfsmiliaric,,,6251,,Inv9vo,,50588,A,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,9615.0,,,N,1
6201,Intermedjaye,Camislulisfamuliaris,,,5932,,Inviv0,,50588,A,Cmax in dog plasma after 30mg/kg oral dose,9615.0,Plasma,,N,1
6202,Intrrmedizte,Canislupkqfajioiaris,,,4273,,Invivp,,50588,A,Tested for the peak blood level in dog,9615.0,Blood,,N,1
6203,Interm4diare,Camislupuafamiliqriq,,,5313,,Invigo,,50588,A,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",9615.0,,,N,1
6204,Intermeriaye,Cznislupudfamklia4is,,,5313,,Invjvo,,50588,A,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",9615.0,,,N,1
6205,Intsrmediage,Cabislupusbamiiiarls,,,6221,,onvivo,,50588,A,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,9615.0,Blood,,N,1
6206,Intrrmediat3,Cznislupusfamikusris,,,4709,,,,50588,A,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,9615.0,,,N,1
6207,Interhediatw,Can9slupudfamilia4iq,,,167,,,,50588,A,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,9615.0,,,N,1
6208,Int2rmeviate,Csjislip6sfamiliaris,,,6241,,,,50588,A,Final plasma concentration in dogs after oral administration at 1 mg/kg,9615.0,Plasma,,N,1
6209,Inhernediate,Canislipusdsmiliaric,,,344,,,,50588,A,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,9615.0,,,N,1
6210,Int2rmddiate,Cankslupusvamillariq,,,344,,,,50588,A,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,9615.0,,,N,1
6211,Ingermediafe,Cqnislulusfamii9aris,,,344,,,,50588,A,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,9615.0,,,N,1
6212,9ntermediaye,Canisl7pusfamklixria,,,2189,,,,50588,A,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,9615.0,,,N,1
6213,Iht4rmediate,fahislupuseakiliaris,,,2189,,,,50588,A,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,9615.0,Urine,,N,1
6214,Inte3mediste,Cqnjwlupusfamiliarls,,,2189,,,,50588,A,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,9615.0,Urine,,N,1
6215,Infegmediate,vanislu9usfamilizgis,,,2189,,,,50588,A,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,9615.0,Urine,,N,1
6216,Intermediqt4,Canislu0hcfamil7aris,,,4257,,Invivi,,50588,A,Absolute bioavailability was evaluated in dog,9615.0,,,N,1
6217,Intermed7ats,Canislupuxfanioiwris,,,6221,,Ingivo,,50588,A,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,9615.0,,,N,1
6218,Intefmedizte,Can7slupucfamjlizris,,,6215,,Invibo,,50588,A,Bioavailability after peroral administration (1 mg/kg) was determined in dog,9615.0,,,N,1
6219,Intermedizt2,fajislupusvamiliariz,,,17267,,Invifo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6220,Intedmediat3,Canislupisfakilia4os,,,6621,,Invivk,,50588,A,Bioavailability in dog,9615.0,,,N,1
6221,Intdrmediafe,Caniskipusfamiloariq,,,3854,,Invido,,50588,A,Bioavailability after intravenous administration in dogs,9615.0,,,N,1
6222,Inte5med8ate,Canislupisfam9piagis,,,3854,,Infivo,,50588,A,Bioavailability after peroral administration in dogs,9615.0,,,N,1
6223,Igyermediate,Canisl7p7wfam8liaris,,,5007,,Invibo,,50588,A,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),9615.0,,,N,1
6224,kntermediste,dxnisl8puafamiliaris,,,4333,,Igvivo,,50588,A,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,9615.0,,,N,1
6225,8ntermeriate,Canislupucbah9liaris,,,4333,,Imvivo,,50588,A,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,9615.0,Plasma,,N,1
6226,Ibtegmediate,Cajiskupusfahiliar9s,,,5006,,Ijvivo,,50588,A,Bioavailability,9615.0,,,N,1
6227,Ihtermediqte,Canizlup7sfamiliz5is,,,5199,,lnvivo,,50588,A,Bioavailability,9615.0,,,N,1
6228,9ntegmediate,Csmjslupusfamiliaeis,,,4368,,Invlvo,,50588,A,Bioavailability by intravenous administration of 1.2 mg/kg in dog,9615.0,,,N,1
6229,Ijte3mediate,fanislupusfzkoliaris,,,3771,,Infivo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6230,Intedmwdiate,Cwhislulusfwmiliaris,,,4953,,7nvivo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6231,Inhermedjate,Czniclupuzfamilizris,,,5064,,Ingivo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6232,Infernediate,Canjqlupusfajoliaris,,,17657,,knvivo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6233,Interjedlate,Canisluluxfam9kiaris,,,17796,,Invivp,,50588,A,Bioavailability in dog,9615.0,,,N,1
6234,Inrermddiate,Cabkslupusdxmiliaris,,,17853,,Inbivo,,50588,A,Bioavailability in dog (p.o.) at 2.0 mpk,9615.0,,,N,1
6235,Intermrdizte,Canislkpusfamiiuqris,,,4521,,Invigo,,50588,A,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),9615.0,,,N,1
6236,Intrrm3diate,vanislupuzramilizris,,,4521,,unvivo,,50588,A,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,9615.0,,,N,1
6237,Ihtermedixte,Canlsoupusfamiiiarie,,,5006,,Invifo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6238,Inyermediat3,Canislu0uzgamiliar8s,,,16365,,Inviv8,,50588,A,Bioavailability was evaluated after oral administration in dog,9615.0,,,N,1
6239,Int3rmedixte,Canislypusfamopisris,,,1916,,knvivo,,50588,A,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,9615.0,,,N,1
6240,Intermed9at3,sanlslupusfam7iiaris,,,1918,,Invibo,,50588,A,Bioavailability was evaluated in dog,9615.0,,,N,1
6241,Intermrdia4e,Cwnisiu9usramiliaris,,,4239,,Ingivo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6242,Internedkate,Cajislupusfzmip7aris,,,6505,,Invibo,,50588,A,Bioavailability in dog,9615.0,,,N,1
6243,Intermed9a5e,Csnislupusfanlliarls,,,5334,,Incivo,,50588,A,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),9615.0,,,N,1
6244,Interhesiate,Caniclupusfaniliarlc,,,5334,,Invifo,,50588,A,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),9615.0,,,N,1
6245,Inhermesiate,Canisku0usfamil8aria,,,4809,,Ibvivo,,50588,A,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),9615.0,,,N,1
6246,9ntermediste,danislupuzfahiliaric,,,6348,,Invivl,,50588,A,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,9615.0,,,N,1
6247,Int4dmediate,Canislup8sgamil7afis,,,6005,,Invivl,,50588,A,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,9615.0,,,N,1
6248,9nt2rmediate,Canoslupusgamilixriz,,,17804,,Infivo,,50588,A,Bioavailability of compound in dog was determined after peroral administration,9615.0,,,N,1
6249,Ihtedmediate,faniskupusfaj9liaris,,,3184,,Ihvivo,,50588,A,Oral bioavailability in dog,9615.0,,,N,1
6250,Intermed8afe,fanielupusfam8liagis,,,1806,,Invuvo,,50588,A,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,9615.0,,,N,1
6251,9nt2rmediate,Caniso6pusfamlliafis,,,1806,,Invigo,,50588,A,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,9615.0,,,N,1
6252,Intern4diate,vanislupusfamjliagiz,,,1806,,Invivk,,50588,A,Compound was evaluated for oral bioavailability in dogs; 37-38 %,9615.0,,,N,1
6253,Intsrmedkate,Canlxlupusfam8l9aris,,,4839,,Invivi,,50588,A,Bioavailability in dog,9615.0,,,N,1
6254,Ijtermefiate,fxnixlulusfamiliaris,,,5017,,Invido,,50588,A,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),9615.0,,,N,1
6255,Ihtermeduate,Mjsmuscukus,,,846,,Invivp,,50594,A,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,10090.0,Heart,,N,1
6256,Intermfciate,M6smusc8lus,,,846,,Ijvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Heart,,N,1
6257,Intermediwfe,kuamusculus,,,846,,Incivo,,50594,A,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Kidney,,N,1
6258,untermedia4e,Mysmueculus,,,846,,Ijvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Kidney,,N,1
6259,jn6ermediate,nismusculus,,,846,,Invjvo,,50594,A,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,10090.0,Kidney,,N,1
6260,Intsrmwdiate,husmuqculus,,,846,,Invjvo,,50594,A,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Kidney,,N,1
6261,Intermedlzte,Musmuscukks,,,846,,Invovo,,50594,A,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,10090.0,Kidney,,N,1
6262,Int4rmedizte,Muqmusculis,,,846,,Invivi,,50594,A,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Kidney,,N,1
6263,Int4rmediaye,M6smuscul8s,,,846,,Inviv9,,50594,A,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Liver,,N,1
