assay_id,curated_by,tid,assay_tissue,assay_category,description,doc_id,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
10754,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),6211,A,In vivo,Rattus norvegicus,10116.0,,,
10755,Intermediate,50597,,,Oral bioavailability in rat,6011,A,In vivo,Rattus norvegicus,10116.0,,,
10756,Intermediate,50597,,,Oral bioavailability in rat,6317,A,In vivo,Rattus norvegicus,10116.0,,,
10757,Intermediate,50597,,,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,6644,A,In vivo,Rattus norvegicus,10116.0,,,
10758,Intermediate,50597,,,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,6644,A,In vivo,Rattus norvegicus,10116.0,,,
10759,Intermediate,50597,,,Oral bioavailability in rat after oral administration at 13 mg/kg dose,6644,A,In vivo,Rattus norvegicus,10116.0,,,
10760,Intermediate,50597,,,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,6644,A,In vivo,Rattus norvegicus,10116.0,,,
10761,Intermediate,50597,,,Oral bioavailability (dose 20 mg/kg p.o.),6113,A,In vivo,Rattus norvegicus,10116.0,,,
10762,Intermediate,50597,,,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,5937,A,In vivo,Rattus norvegicus,10116.0,,,
10763,Intermediate,50597,,,Oral bioavailability in rat at 10 mg/kg of the compound,5711,A,In vivo,Rattus norvegicus,10116.0,,,
10764,Intermediate,50597,,,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,17717,A,In vivo,Rattus norvegicus,10116.0,,,
10765,Intermediate,50597,,,Bioavailability in rat (dose 3 mg/kg i.v.),17717,A,In vivo,Rattus norvegicus,10116.0,,,
10766,Intermediate,50597,,,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,17717,A,In vivo,Rattus norvegicus,10116.0,,,
10767,Intermediate,50597,,,Oral bioavailability in rat (dose 60 mg/kg p.o.),17717,A,In vivo,Rattus norvegicus,10116.0,,,
10768,Intermediate,50597,,,Percent bioavailability (F) in rats after iv administration,4722,A,In vivo,Rattus norvegicus,10116.0,,,
10769,Intermediate,50597,,,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,4722,A,In vivo,Rattus norvegicus,10116.0,,,
10770,Intermediate,50597,,,Bioavailability in rat (dose 5 uM/kg p.o.),4353,A,In vivo,Rattus norvegicus,10116.0,,,
10771,Intermediate,50597,,,Oral bioavailability,15662,A,In vivo,Rattus norvegicus,10116.0,,,
10772,Intermediate,50597,,,Bioavailability in rat (dose 2 mg/kg p.o.),4756,A,In vivo,Rattus norvegicus,10116.0,,,
10773,Intermediate,50597,,,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,4756,A,In vivo,Rattus norvegicus,10116.0,,,
10774,Intermediate,50597,,,Oral bioavailability in rat (dose 20 mg/kg),3436,A,In vivo,Rattus norvegicus,10116.0,,,
10775,Intermediate,50597,,,Oral bioavailability in rat,17800,A,In vivo,Rattus norvegicus,10116.0,,,
10776,Intermediate,50597,,,Percent oral bioavailability evaluated in rat,15762,A,In vivo,Rattus norvegicus,10116.0,,,
10777,Intermediate,50597,,,Oral bioavailability in rat,5089,A,In vivo,Rattus norvegicus,10116.0,,,
10778,Intermediate,50597,,,Percent oral bioavailability in rat; Not determined,5089,A,In vivo,Rattus norvegicus,10116.0,,,
10779,Intermediate,50597,,,Oral bioavailability in rat,3185,A,In vivo,Rattus norvegicus,10116.0,,,
10780,Intermediate,50597,,,Bioavailability in rat,5145,A,In vivo,Rattus norvegicus,10116.0,,,
10781,Intermediate,50597,,,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),3457,A,In vivo,Rattus norvegicus,10116.0,,,
10782,Intermediate,50597,,,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),3457,A,In vivo,Rattus norvegicus,10116.0,,,
10783,Intermediate,50597,,,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,5983,A,In vivo,Rattus norvegicus,10116.0,,,
10784,Intermediate,50597,,,Oral bioavailability in rat (dose 20 mg/kg p.o.),5739,A,In vivo,Rattus norvegicus,10116.0,,,
10785,Intermediate,50597,,,Cmax at a dose of 30 mg/kg in rat,3579,A,In vivo,Rattus norvegicus,10116.0,,,
10786,Autocuration,22224,,,Cmax in monkeys at a dose of 1 mg/kg,17788,A,In vivo,Simiiformes,314293.0,,,
10787,Intermediate,50597,,,Cmax in rat,14956,A,In vivo,Rattus norvegicus,10116.0,,,
10788,Intermediate,50597,,,Cmax in rats at a dose of 1 mg/kg,17788,A,In vivo,Rattus norvegicus,10116.0,,,
10789,Intermediate,50594,,,Cmax was measured in mice after an oral dose of 50 mg/kg.,9750,A,In vivo,Mus musculus,10090.0,,,
10790,Autocuration,22224,,,"Cmax value at a dose of 12.7 uM/kg, po",12767,A,In vivo,,,,,
10791,Autocuration,22224,,,"Cmax value at a dose of 6.3 uM/kg, iv",12767,A,In vivo,,,,,
10792,Autocuration,22224,,,"Cmax value at a dose of 7.1 uM/kg, iv",12767,A,In vivo,,,,,
10793,Autocuration,22224,,,Cmax value of compound was determined after 1 hr,12703,A,In vivo,,,,,
10794,Autocuration,22224,,,Cmax value of the compound,15778,A,In vivo,,,,,
10795,Intermediate,50597,,,Cmax value administered intraintestinal in rats.,12818,A,In vivo,Rattus norvegicus,10116.0,,,
10796,Intermediate,50597,,,Cmax value administered perorally was determined in rat; Not determined,14964,A,In vivo,Rattus norvegicus,10116.0,,,
10797,Autocuration,22224,,,Cmax value at the dose of 2.3 mg/kg,15808,A,In vivo,,,,,
10798,Autocuration,22224,,,Cmax value at the dose of 5 mg/kg,15808,A,In vivo,,,,,
10799,Autocuration,22224,,,Cmax value in the period of 8 hr after dosing. ,15778,A,In vivo,,,,,
10800,Autocuration,22224,,,Cmax value at a oral dose of 20 mg/kg; Not tested,3715,A,In vivo,,,,,
10801,Autocuration,22224,,,Cmax value at a oral dose of 20 mg/kg,3715,A,In vivo,,,,,
10802,Intermediate,50597,,,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,1446,A,In vivo,Rattus norvegicus,10116.0,,,
10803,Intermediate,50512,,,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,15240,A,In vivo,Cavia porcellus,10141.0,,,
10804,Intermediate,50597,,,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,15240,A,In vivo,Rattus norvegicus,10116.0,,,
10805,Intermediate,50597,Plasma,,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,14810,A,In vivo,Rattus norvegicus,10116.0,,,
10806,Intermediate,50594,Plasma,,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,14239,A,In vivo,Mus musculus,10090.0,,,
10807,Intermediate,50588,Liver,,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,12555,A,In vivo,Canis lupus familiaris,9615.0,,,
10808,Intermediate,50588,,,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,10754,A,In vivo,Canis lupus familiaris,9615.0,,,
10809,Intermediate,50594,Blood,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,10754,A,In vivo,Mus musculus,10090.0,,,
10810,Intermediate,50594,Blood,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,10754,A,In vivo,Mus musculus,10090.0,,,
10811,Intermediate,50594,Blood,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,10754,A,In vivo,Mus musculus,10090.0,,,
10812,Intermediate,50594,Blood,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,10754,A,In vivo,Mus musculus,10090.0,,,
10813,Intermediate,50594,Blood,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,10754,A,In vivo,Mus musculus,10090.0,,,
10814,Intermediate,50588,,,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,14600,F,In vivo,Canis lupus familiaris,9615.0,,,
10815,Intermediate,50588,,,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,14600,F,In vivo,Canis lupus familiaris,9615.0,,,
10816,Intermediate,50588,,,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,14600,F,In vivo,Canis lupus familiaris,9615.0,,,
10817,Intermediate,50588,Plasma,,Bioavailability as maximal plasma concentration in dogs,13543,A,In vivo,Canis lupus familiaris,9615.0,,,
10818,Intermediate,50588,Plasma,,Bioavailability as maximal plasma concentration in dogs,13543,A,In vivo,Canis lupus familiaris,9615.0,,,
10819,Intermediate,50597,Plasma,,Bioavailability as maximal plasma concentration in rats,13543,A,In vivo,Rattus norvegicus,10116.0,,,
10820,Autocuration,22224,Plasma,,Bioavailability as maximal plasma concentration in rats,13543,A,In vivo,Rattus norvegicus,10116.0,,,
10821,Intermediate,50588,Blood,,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,14600,A,In vivo,Canis lupus familiaris,9615.0,,,
10822,Intermediate,50588,Blood,,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,14600,A,In vivo,Canis lupus familiaris,9615.0,,,
10823,Intermediate,50588,Blood,,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,14600,A,In vivo,Canis lupus familiaris,9615.0,,,
10824,Intermediate,50588,Blood,,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,14600,A,In vivo,Canis lupus familiaris,9615.0,,,
10825,Intermediate,50588,Blood,,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,14600,A,In vivo,Canis lupus familiaris,9615.0,,,
10826,Intermediate,50588,Blood,,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,14600,A,In vivo,Canis lupus familiaris,9615.0,,,
10827,Intermediate,50597,,,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,14681,A,In vivo,Rattus norvegicus,10116.0,,,
10828,Autocuration,22224,,,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,15905,A,In vivo,,,,,
10829,Autocuration,22224,Plasma,,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,15905,A,In vivo,,,,,
10830,Intermediate,50597,Plasma,,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",13304,A,In vivo,Rattus norvegicus,10116.0,,,
10831,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,15137,A,In vivo,Rattus norvegicus,10116.0,,,
10832,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,15137,A,In vivo,Rattus norvegicus,10116.0,,,
10833,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,15137,A,In vivo,Rattus norvegicus,10116.0,,,
10834,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,15137,A,In vivo,Rattus norvegicus,10116.0,,,
10835,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,15137,A,In vivo,Rattus norvegicus,10116.0,,,
10836,Intermediate,100710,Plasma,,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,14839,A,In vivo,Macaca fascicularis,9541.0,,,
10837,Intermediate,50594,Plasma,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,14839,A,In vivo,Mus musculus,10090.0,,,
10838,Intermediate,50594,Plasma,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,14839,A,In vivo,Mus musculus,10090.0,,,
10839,Intermediate,100710,Plasma,,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,14839,A,In vivo,Macaca fascicularis,9541.0,,,
10840,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,8418,A,,Rattus norvegicus,10116.0,,,
10841,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,8418,A,,Rattus norvegicus,10116.0,,,
10842,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,8418,A,,Rattus norvegicus,10116.0,,,
10843,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,8418,A,,Rattus norvegicus,10116.0,,,
10844,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,8418,A,,Rattus norvegicus,10116.0,,,
10845,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,8418,A,,Rattus norvegicus,10116.0,,,
10846,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,8418,A,,Rattus norvegicus,10116.0,,,
10847,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,8418,A,,Rattus norvegicus,10116.0,,,
10848,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,8418,A,,Rattus norvegicus,10116.0,,,
10849,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,8418,A,,Rattus norvegicus,10116.0,,,
10850,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,8418,A,,Rattus norvegicus,10116.0,,,
10851,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,8418,A,,Rattus norvegicus,10116.0,,,
10852,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,8418,A,,Rattus norvegicus,10116.0,,,
10853,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,8418,A,,Rattus norvegicus,10116.0,,,
10854,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,8418,A,,Rattus norvegicus,10116.0,,,
10855,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,8418,A,,Rattus norvegicus,10116.0,,,
10856,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,8418,A,,Rattus norvegicus,10116.0,,,
10857,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,8418,A,,Rattus norvegicus,10116.0,,,
10858,Intermediate,50597,Heart,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,8418,A,,Rattus norvegicus,10116.0,,,
10859,Intermediate,50597,Kidney,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,8418,A,,Rattus norvegicus,10116.0,,,
