assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,assay_strain,assay_cell_type,tid,bao_format
12986,,,,0,,,CHEMBL876428,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12987,,,,0,,,CHEMBL631231,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12988,,,,0,,,CHEMBL631232,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP) (MacLogP),,,22229,BAO_0000100
12989,,,,0,,,CHEMBL631233,,Autocuration,A,,1,,U,Hydrophilicity was determined,,,22224,BAO_0000019
12990,,,,0,,,CHEMBL631234,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12991,,,,0,,,CHEMBL883126,,Autocuration,A,,1,,U,Increased absorption was determined,,,22224,BAO_0000019
12992,,,,0,,,CHEMBL631235,,Autocuration,P,,1,,U,Lipophilicity value was evaluated,,,22224,BAO_0000100
12993,,,,0,,,CHEMBL631236,,Autocuration,P,,1,,U,Log P value of the compound.,,,22224,BAO_0000100
12994,,,,0,,,CHEMBL631237,,Autocuration,A,,1,,U,Partition coefficient of compound was determined,,,22224,BAO_0000019
12995,,,,0,,,CHEMBL631238,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12996,,,,0,,,CHEMBL876429,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12997,,,,0,,,CHEMBL631414,,Autocuration,A,,1,,U,Partition coefficient was measured by medchem software; Not calculated,,,22224,BAO_0000019
12998,,,,0,,,CHEMBL631415,,Autocuration,P,,1,,U,Partition coefficient was measured by octanol-water using standard shake-flask method,,,22224,BAO_0000100
12999,,,,0,,,CHEMBL631416,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
13000,,,,0,,,CHEMBL631417,,Autocuration,A,,1,,U,Partition coefficient (logP),,,22224,BAO_0000019
13001,,,,0,,,CHEMBL631418,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
13002,,,,0,,,CHEMBL631419,,Autocuration,P,,1,,U,The Octanol/Water partition coefficient CLogP,,,22229,BAO_0000100
13003,,,,0,,,CHEMBL631420,,Autocuration,A,,1,,U,The pharmacokinetic parameter C Log p was reported,,,22224,BAO_0000019
13004,,,,0,,,CHEMBL631421,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
13005,,,,0,,,CHEMBL631422,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
13006,,,,0,,,CHEMBL631423,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
13007,,,1969.0,1,Plasma,In vivo,CHEMBL876430,,Intermediate,A,,1,,N,Clearance rate in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,,,50597,BAO_0000218
13008,,,1969.0,1,Plasma,In vivo,CHEMBL631424,,Intermediate,A,,1,,N,Clearance rate in rat plasma when administered intravenously at a dose of 10 mg/kg,,,50597,BAO_0000218
13009,,,1969.0,1,Plasma,In vivo,CHEMBL631425,,Intermediate,A,,1,,N,Compound was administered intravenously in dog to evaluate plasma clearance values,,,50588,BAO_0000218
13010,,,1969.0,0,Plasma,In vivo,CHEMBL631426,,Autocuration,A,,1,,U,Compound was administered intravenously in monkey to evaluate plasma clearance values,,,22224,BAO_0000218
13011,,,1969.0,1,Plasma,In vivo,CHEMBL631427,,Intermediate,A,,1,,N,Compound was administered intravenously in mouse to evaluate plasma clearance values,,,50594,BAO_0000218
13012,,,1969.0,1,Plasma,In vivo,CHEMBL631428,,Intermediate,A,,1,,N,Compound was evaluated in vivo for plasma clearance in dog after intravenous dose at 2 mg/Kg,,,50588,BAO_0000218
13013,,,2107.0,1,Liver,In vitro,CHEMBL631429,,Intermediate,A,,1,Microsomes,N,Intrinsic clearance in Rhesus liver microsome,,,50797,BAO_0000218
13014,,,2107.0,1,Liver,In vitro,CHEMBL631430,,Intermediate,A,,1,Microsomes,N,Intrinsic clearance in dog liver microsome,,,50588,BAO_0000218
13015,,,2107.0,1,Liver,In vitro,CHEMBL631431,,Intermediate,A,,1,Microsomes,N,Intrinsic clearance in rat liver microsome,,,50597,BAO_0000218
13016,,,1969.0,1,Plasma,In vivo,CHEMBL631432,,Intermediate,A,,1,,N,Low plasma clearance was calculated in rhesus monkey,,,50797,BAO_0000218
13017,,,,1,,In vivo,CHEMBL631433,,Intermediate,A,,1,,N,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,,,50588,BAO_0000218
13018,,,,0,,In vivo,CHEMBL631434,,Autocuration,A,,1,,U,Plasma clearance after intravenous dose of 0.3 mg/kg,,,22224,BAO_0000218
13019,,,,0,,In vivo,CHEMBL631435,,Autocuration,A,,1,,U,Plasma clearance after intravenous dose of 1 mg/kg,,,22224,BAO_0000218
13020,,,,0,,In vivo,CHEMBL631436,,Autocuration,A,,1,,U,Plasma clearance after intravenous dose of 3 mg/kg,,,22224,BAO_0000218
13021,,,,0,,In vivo,CHEMBL631437,,Autocuration,A,,1,,U,Plasma clearance after intravenous dose of 3.87 mg/kg,,,22224,BAO_0000218
13022,,,,1,,In vivo,CHEMBL631438,,Intermediate,A,,1,,N,Plasma clearance after peroral administration at 10 mpk in Rat,,,50597,BAO_0000218
13023,,,,1,,In vivo,CHEMBL876431,,Intermediate,A,,1,,N,Plasma clearance after peroral administration at 10 mpk in Rhesus,,,50797,BAO_0000218
13024,,,,1,,In vivo,CHEMBL631439,,Intermediate,A,,1,,N,Plasma clearance after peroral administration at 10 mpk in dog,,,50588,BAO_0000218
13025,,,,1,,In vivo,CHEMBL631440,,Intermediate,A,,1,,N,Totla clearance of compound reported after 5 mg/kg i.v. dose in rat,,,50597,BAO_0000218
13026,,,,0,,,CHEMBL631441,,Autocuration,A,,1,,U,Compound was evaluated for physico-chemical property of Critical micellar concentration (CMC),,,22224,BAO_0000019
13027,,,,0,,,CHEMBL631442,,Autocuration,A,,1,,U,Critical Micellar concentration was determined,,,22224,BAO_0000019
13028,,,,0,,,CHEMBL626525,,Autocuration,A,,1,,U,Critical Micellar concentration of the compound. was determined,,,22224,BAO_0000019
13029,,,,0,,,CHEMBL627168,,Autocuration,A,,1,,U,Critical micelle concentration determined from the plots of the fluorescence intensity as a function of compound concentration,,,22224,BAO_0000019
13030,,,,0,,,CHEMBL875618,,Autocuration,A,,1,,U,Critical micellar concentration was measured in water by the dye solubilization method,,,22224,BAO_0000019
13031,,,,0,,,CHEMBL626612,,Autocuration,B,,1,,U,Hydrolysis turn over determined from the plots of the fluorescence assay quantified by HPLC,,,22224,BAO_0000019
13032,,,,0,,,CHEMBL626613,,Autocuration,A,,1,,U,CMR value (relative to BAY K 8644),,,22224,BAO_0000019
13033,,,,0,,,CHEMBL626614,,Autocuration,A,,1,,U,Carbamoylating activity was determined,,,22224,BAO_0000019
13034,,,,0,,,CHEMBL626615,,Autocuration,A,,1,,U,Hypotension peak is percentage change from predose baseline pressure observed after intraduodenal dose of 10 mg/kg in monkey,,,22224,BAO_0000218
13035,,,,0,,,CHEMBL626616,,Autocuration,A,,1,,U,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:10 at 0.1 to 0.2 degrees Centigrade.,,,22224,BAO_0000019
13036,,,,0,,,CHEMBL626617,,Autocuration,A,,1,,U,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:5 at 0.1 to 0.2 degrees Centigrade.,,,22224,BAO_0000019
13037,,,1969.0,1,Plasma,In vivo,CHEMBL626618,,Intermediate,A,,1,,N,Clearance from dog plasma after intravenous injection of 1 mg/kg of compound,,,50588,BAO_0000218
13038,,,1969.0,1,Plasma,In vivo,CHEMBL626619,,Intermediate,A,,1,,N,Clearance from rat plasma after intravenous injection of 1 mg/kg of compound,,,50597,BAO_0000218
13039,,,,1,,In vivo,CHEMBL626620,,Intermediate,A,,1,,N,"Clearance rate at 0.46 mg/kg, iv, in dogs",,,50588,BAO_0000218
13040,,,,1,,In vivo,CHEMBL626621,,Intermediate,A,,1,,N,"Clearance rate at 5.5 mg/kg, iv, in rat",,,50597,BAO_0000218
13041,,,,1,,In vivo,CHEMBL626622,,Intermediate,A,,1,,N,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,,,100710,BAO_0000218
13042,,,,1,,In vivo,CHEMBL626623,,Intermediate,A,,1,,N,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,,,100710,BAO_0000218
13043,,,,1,,In vivo,CHEMBL626624,,Intermediate,A,,1,,N,Pharmacokinetic parameter Cl calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,,,50588,BAO_0000218
13044,,,,1,,In vivo,CHEMBL626625,,Intermediate,A,,1,,N,Pharmacokinetic parameter Cl calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,,,50597,BAO_0000218
13045,,,2107.0,1,Liver,Ex vivo,CHEMBL626626,,Intermediate,A,,1,,N,Clearance rate constant using isolated perfused rat liver (IPRL) assay,,,50597,BAO_0000218
13046,,,,0,,In vivo,CHEMBL626627,,Autocuration,A,,1,,U,Tested for the total clearance of the compound,,,22224,BAO_0000218
13047,,,,1,,In vivo,CHEMBL626628,,Intermediate,A,,1,,N,The clearance was measured in dogs after intravenous administration of 1 mg/kg dose,,,50588,BAO_0000218
13048,,,,0,,In vivo,CHEMBL626629,,Autocuration,A,,1,,U,Total body clearance was determined,,,22224,BAO_0000218
13049,,,,1,,,CHEMBL626630,,Intermediate,A,,1,,N,Mean Chlorine excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,,50597,BAO_0000218
13050,,,,1,,,CHEMBL626631,,Intermediate,A,,1,,N,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,,50597,BAO_0000218
13051,,,,0,,,CHEMBL626632,,Autocuration,P,,1,,U,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,,,22229,BAO_0000100
13052,,,,0,,,CHEMBL626633,,Autocuration,P,,1,,U,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,22229,BAO_0000100
13053,,,,0,,,CHEMBL626634,,Autocuration,P,,1,,U,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 8.0 hr,,,22229,BAO_0000100
13054,,,,0,,,CHEMBL626635,,Autocuration,P,,1,,U,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,,,22229,BAO_0000100
13055,,,,0,,,CHEMBL626636,,Autocuration,P,,1,,U,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,22229,BAO_0000100
13056,,,,0,,,CHEMBL626637,,Autocuration,P,,1,,U,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,,,22229,BAO_0000100
13057,,,,1,,,CHEMBL626638,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 10.9 uM/Kg/day),,,50339,BAO_0000218
13058,,,,1,,,CHEMBL626639,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.3 uM/Kg/day,,,50339,BAO_0000218
13059,,,,1,,,CHEMBL626640,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 23.3 uM/Kg/day,,,50339,BAO_0000218
13060,,,,1,,,CHEMBL626641,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 4.8 uM/Kg/day,,,50339,BAO_0000218
13061,,,,1,,,CHEMBL627272,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 9.2 uM/Kg/day,,,50339,BAO_0000218
13062,,,,1,,,CHEMBL627273,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted uM/Kg/day,,,50339,BAO_0000218
13063,,,,1,,,CHEMBL627441,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.027 (uM/kg/day),,,50339,BAO_0000218
13064,,,,1,,,CHEMBL628355,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.27 (uM/kg/day),,,50339,BAO_0000218
13065,,,,1,,,CHEMBL628356,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 13.3 (uM/kg/day),,,50339,BAO_0000218
13066,,,,1,,,CHEMBL628357,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.7 (uM/kg/day),,,50339,BAO_0000218
13067,,,,1,,,CHEMBL628358,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 22.1 (uM/kg/day),,,50339,BAO_0000218
13068,,,,1,,,CHEMBL622307,,Intermediate,A,,1,,N,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 66.3 (uM/kg/day),,,50339,BAO_0000218
13069,,,,0,,,CHEMBL622527,,Autocuration,A,,1,,U,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0,,,22224,BAO_0000019
13070,,,,0,,,CHEMBL622528,,Autocuration,A,,1,,U,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0; Not detectable,,,22224,BAO_0000019
13071,,,,0,,,CHEMBL622529,,Autocuration,A,,1,,U,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4,,,22224,BAO_0000019
13072,,,,0,,,CHEMBL622992,,Autocuration,A,,1,,U,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4; Not detectable,,,22224,BAO_0000019
13073,,,,0,,,CHEMBL622993,,Autocuration,A,,1,,U,Conversion rate by hydrolysis of compound in plasma after 6 hr. ,,,22224,BAO_0000019
13074,,,,0,,,CHEMBL622994,,Autocuration,A,,1,,U,Conversion rate by hydrolysis of compound in plasma after 6 h; Not detectable,,,22224,BAO_0000019
13075,,,,1,,,CHEMBL622995,,Intermediate,A,,1,,N,"In vitro rate constant, correlation coefficient for the conversion to progesterone in rat liver homogenate",,,50597,BAO_0000218
13076,,,,1,,,CHEMBL622996,,Intermediate,A,,1,,N,"In vitro rate constant, correlation coefficient for the conversion to progesterone in whole rat blood.",,,50597,BAO_0000218
13077,,,,1,,,CHEMBL622997,,Intermediate,A,,1,,N,"In vitro rate constant, correlation coefficient for the disappearance in rat liver homogenate",,,50597,BAO_0000218
13078,,,,1,,,CHEMBL622998,,Intermediate,A,,1,,N,"In vitro rate constant, correlation coefficient for the disappearance in rat brain homogenate",,,50597,BAO_0000218
13079,,,,0,,,CHEMBL622999,,Autocuration,A,,1,,U,Cp max following ip administration at 1 mg/kg,,,22224,BAO_0000218
13080,,,1969.0,0,Plasma,In vivo,CHEMBL623000,,Autocuration,A,,1,,U,Maximum concentration in plasma was reported at 0.5 hour,,,22224,BAO_0000218
13081,,,1969.0,0,Plasma,In vivo,CHEMBL623001,,Autocuration,A,,1,,U,Maximum concentration in plasma was reported at 2 hour,,,22224,BAO_0000218
13082,,,,1,,,CHEMBL623002,,Intermediate,A,,1,,N,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK3 murine fibrosarcoma cells,,,50594,BAO_0000218
13083,,,,0,,,CHEMBL623003,,Autocuration,P,,1,,U,Aqueous solubility in 25 mM N-glycyl-glycine and 10 mM MgSO4 (pH 7.8),,,22229,BAO_0000100
13084,,,,0,,,CHEMBL623004,,Autocuration,A,,1,,U,Steady state concentration was evaluated,,,22224,BAO_0000019
13085,,,,0,,,CHEMBL623005,,Autocuration,A,,1,,U,Partition coefficient (logP),,,22224,BAO_0000019
13086,,,,0,,,CHEMBL623006,,Autocuration,A,,1,,U,Partition coefficient (logD7.4),,,22224,BAO_0000019
13087,,,2107.0,1,Liver,In vivo,CHEMBL623007,,Intermediate,A,,1,,N,Biodistribution of {18]Fluoro-CGP 12388 (60 minutes post injection) in liver of male wistar rats,,,50597,BAO_0000218
13088,,,10000001.0,1,Bone,In vivo,CHEMBL623008,,Intermediate,A,,1,,N,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in bone of male wistar rats,,,50597,BAO_0000218
13089,,,2037.0,1,Cerebellum,In vivo,CHEMBL876654,,Intermediate,A,,1,,N,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cerebellum of male wistar rats,,,50597,BAO_0000218
13090,,,,1,,In vivo,CHEMBL623009,,Intermediate,A,,1,,N,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,,,50597,BAO_0000218
13091,,,,1,,In vivo,CHEMBL623010,,Intermediate,A,,1,,N,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,,,50597,BAO_0000218
13092,,,948.0,1,Heart,In vivo,CHEMBL623011,,Intermediate,A,,1,,N,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,,,50597,BAO_0000218
13093,,,160.0,1,Intestine,In vivo,CHEMBL623012,,Intermediate,A,,1,,N,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,,,50597,BAO_0000218
13094,,,,0,,,CHEMBL623013,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,,,22224,BAO_0000019
13095,,,,0,,,CHEMBL623014,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,,22224,BAO_0000019
13096,,,1088.0,0,Urine,,CHEMBL623015,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,,,22224,BAO_0000019
13097,,,1088.0,0,Urine,,CHEMBL623016,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,,,22224,BAO_0000019
13098,,,1088.0,0,Urine,,CHEMBL624858,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,,,22224,BAO_0000019
