assays_assay_id,assays_assay_organism,assays_confidence_score,assays_assay_type,assays_assay_cell_type,assays_src_id,assays_description,assays_tid,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_variant_id,assays_chembl_id,assays_doc_id,assays_tissue_id,assays_cell_id,assays_src_assay_id,assays_assay_tissue,assays_relationship_type,assays_curated_by,assays_bao_format
12100,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627183,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12101,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627184,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12102,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 1h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627185,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12103,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627186,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12104,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627187,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12105,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627188,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12106,Rattus norvegicus,1,A,,1,"Biodistribution in muscle of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627189,13751,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12107,Rattus norvegicus,1,A,,1,"Biodistribution inl ilver of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627190,13751,,,,,N,Intermediate,BAO_0000218
12108,Rattus norvegicus,1,A,,1,"Biodistribution inl iver of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627191,13751,2107.0,,,Liver,N,Intermediate,BAO_0000218
12109,Rattus norvegicus,1,A,,1,"Biodistribution inl iver of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627192,13751,2107.0,,,Liver,N,Intermediate,BAO_0000218
12110,Rattus norvegicus,1,A,,1,"Biodistribution inl iver of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627193,13751,2107.0,,,Liver,N,Intermediate,BAO_0000218
12111,Rattus norvegicus,1,A,,1,Biodistribution studied in the muscle of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL874590,10911,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12112,Rattus norvegicus,1,A,,1,Biodistribution studied in the muscle of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627194,10911,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12113,Rattus norvegicus,1,A,,1,Biodistribution studied in the muscle of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627195,10911,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
12114,Rattus norvegicus,1,A,,1,Biodistribution studied in the ovaries of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627196,10911,992.0,,,Female gonad,N,Intermediate,BAO_0000218
12115,Rattus norvegicus,1,A,,1,Biodistribution studied in the ovaries of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627197,10911,992.0,,,Female gonad,N,Intermediate,BAO_0000218
12116,Rattus norvegicus,1,A,,1,Biodistribution studied in the ovaries of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627198,10911,992.0,,,Female gonad,N,Intermediate,BAO_0000218
12117,Rattus norvegicus,1,A,,1,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour,50597,10116.0,,,CHEMBL627199,10911,992.0,,,Female gonad,N,Intermediate,BAO_0000218
12118,Rattus norvegicus,1,A,,1,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627200,10911,992.0,,,Female gonad,N,Intermediate,BAO_0000218
12119,Rattus norvegicus,1,A,,1,Biodistribution studied in the plasma of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627201,10911,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12120,Rattus norvegicus,1,A,,1,Biodistribution studied in the plasma of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627202,10911,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12121,Rattus norvegicus,1,A,,1,Biodistribution studied in the plasma of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627203,10911,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12122,Rattus norvegicus,1,A,,1,Biodistribution studied in the plasma of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627204,10911,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12123,Rattus norvegicus,1,A,,1,Biodistribution studied in the spleen of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627205,10911,2106.0,,,Spleen,N,Intermediate,BAO_0000218
12124,Rattus norvegicus,1,A,,1,Biodistribution studied in the spleen of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627206,10911,2106.0,,,Spleen,N,Intermediate,BAO_0000218
12125,Rattus norvegicus,1,A,,1,Biodistribution studied in the spleen of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627207,10911,2106.0,,,Spleen,N,Intermediate,BAO_0000218
12126,Rattus norvegicus,1,A,,1,Biodistribution studied in the spleen of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627208,10911,2106.0,,,Spleen,N,Intermediate,BAO_0000218
12127,Rattus norvegicus,1,A,,1,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627209,10911,2046.0,,,Thyroid gland,N,Intermediate,BAO_0000218
12128,Rattus norvegicus,1,A,,1,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627210,10911,2046.0,,,Thyroid gland,N,Intermediate,BAO_0000218
12129,Rattus norvegicus,1,A,,1,Biodistribution studied in the thyroid of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627211,10911,2046.0,,,Thyroid gland,N,Intermediate,BAO_0000218
12130,Rattus norvegicus,1,A,,1,Biodistribution studied in the thyroid of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627212,10911,2046.0,,,Thyroid gland,N,Intermediate,BAO_0000218
12131,Rattus norvegicus,1,A,,1,Biodistribution studied in the uterus of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627213,10911,995.0,,,Uterus,N,Intermediate,BAO_0000218
12132,Rattus norvegicus,1,A,,1,Biodistribution studied in the uterus of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL626599,10911,995.0,,,Uterus,N,Intermediate,BAO_0000218
12133,Rattus norvegicus,1,A,,1,Biodistribution studied in the uterus of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL626600,10911,995.0,,,Uterus,N,Intermediate,BAO_0000218
12134,Rattus norvegicus,1,A,,1,Biodistribution studied in the uterus of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL626601,10911,995.0,,,Uterus,N,Intermediate,BAO_0000218
12135,,0,A,,1,C(f=2) is the concentration at which the half life (t1/2) in the time course of inhibition of BChE by DFP increased by twofold in the presence of compound,22224,,,,CHEMBL627484,8081,,,,,U,Autocuration,BAO_0000019
12136,Macaca fascicularis,1,A,,1,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg),100710,9541.0,,,CHEMBL627485,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12137,Macaca fascicularis,1,A,,1,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not applicable,100710,9541.0,,,CHEMBL628147,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12138,Macaca fascicularis,1,A,,1,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined,100710,9541.0,,,CHEMBL628148,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12139,Canis lupus familiaris,1,A,,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg),50588,9615.0,,,CHEMBL628149,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12140,Canis lupus familiaris,1,A,,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1,50588,9615.0,,,CHEMBL628150,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12141,Canis lupus familiaris,1,A,,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2,50588,9615.0,,,CHEMBL628318,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12142,Canis lupus familiaris,1,A,,1,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable,50588,9615.0,,,CHEMBL628319,17248,1969.0,,,Plasma,N,Intermediate,BAO_0000218
12143,Canis lupus familiaris,1,A,,1,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",50588,9615.0,,,CHEMBL875609,15592,,,,,N,Intermediate,BAO_0000218
12144,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10,22224,,,,CHEMBL628320,7040,,,,,U,Autocuration,BAO_0000019
12145,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5,22224,,,,CHEMBL628321,7040,,,,,U,Autocuration,BAO_0000019
12146,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8,22224,,,,CHEMBL628322,7040,,,,,U,Autocuration,BAO_0000019
12147,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2,22224,,,,CHEMBL628323,7040,,,,,U,Autocuration,BAO_0000019
12148,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6,22224,,,,CHEMBL628324,7040,,,,,U,Autocuration,BAO_0000019
12149,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2,22224,,,,CHEMBL628325,7040,,,,,U,Autocuration,BAO_0000019
12150,,0,A,,1,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,22224,,,,CHEMBL628326,7040,,,,,U,Autocuration,BAO_0000019
12151,Canis lupus familiaris,1,A,,1,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",50588,9615.0,,,CHEMBL628327,9614,1236.0,,,Adrenal medulla,N,Intermediate,BAO_0000218
12152,Canis lupus familiaris,1,A,,1,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",50588,9615.0,,,CHEMBL628328,9614,1236.0,,,Adrenal medulla,N,Intermediate,BAO_0000218
12153,Canis lupus familiaris,1,A,,1,"Concentration of compound in blood of dog 1, after administering intravenously",50588,9615.0,,,CHEMBL628329,9614,178.0,,,Blood,N,Intermediate,BAO_0000218
12154,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",50597,10116.0,,,CHEMBL628330,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12155,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",50597,10116.0,,,CHEMBL628331,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12156,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",50597,10116.0,,,CHEMBL628332,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12157,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72",50597,10116.0,,,CHEMBL628333,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12158,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",50597,10116.0,,,CHEMBL628334,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12159,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",50597,10116.0,,,CHEMBL628335,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12160,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",50597,10116.0,,,CHEMBL628336,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12161,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",50597,10116.0,,,CHEMBL628337,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12162,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",50597,10116.0,,,CHEMBL628338,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12163,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",50597,10116.0,,,CHEMBL875610,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12164,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",50597,10116.0,,,CHEMBL628339,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12165,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",50597,10116.0,,,CHEMBL628340,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12166,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",50597,10116.0,,,CHEMBL628341,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12167,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",50597,10116.0,,,CHEMBL622214,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12168,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",50597,10116.0,,,CHEMBL623167,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12169,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",50597,10116.0,,,CHEMBL623168,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12170,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",50597,10116.0,,,CHEMBL623169,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12171,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",50597,10116.0,,,CHEMBL623170,8608,2107.0,,,Liver,N,Intermediate,BAO_0000218
12172,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",50597,10116.0,,,CHEMBL627224,8608,2048.0,,,Lung,N,Intermediate,BAO_0000218
12173,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",50597,10116.0,,,CHEMBL875634,8608,2048.0,,,Lung,N,Intermediate,BAO_0000218
12174,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",50597,10116.0,,,CHEMBL627225,8608,2048.0,,,Lung,N,Intermediate,BAO_0000218
