Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Biodiversity (marker),Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation type,Organisation sub-class,Continent name,Project Browser country ID,CountryRegion percent,Sector name,Sector percent,Amount spent
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,13040,0,Pyra Management Consulting Services Inc.,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Asia,GE,0.25,STD control including HIV/AIDS,0.4,842.686
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,15150,0,FOUNDATION OPEN SOCIETY INSTITUTE,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Asia,GE,0.25,Democratic participation and civil society,0.3,44318.175
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,15150,0,Pyra Management Consulting Services Inc.,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Asia,GE,0.25,Democratic participation and civil society,0.3,632.0145
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,15160,0,FOUNDATION OPEN SOCIETY INSTITUTE,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Asia,GE,0.25,Human rights,0.1,14772.725
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,15160,0,Pyra Management Consulting Services Inc.,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Asia,GE,0.25,Human rights,0.1,210.6715
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,12110,0,FOUNDATION OPEN SOCIETY INSTITUTE,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,RU,0.37,Health policy and administrative management,0.2,43727.265999999996
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,12110,0,Pyra Management Consulting Services Inc.,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,RU,0.37,Health policy and administrative management,0.2,623.5876400000001
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,13040,0,FOUNDATION OPEN SOCIETY INSTITUTE,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,RU,0.37,STD control including HIV/AIDS,0.4,87454.53199999999
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,13040,0,Pyra Management Consulting Services Inc.,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,RU,0.37,STD control including HIV/AIDS,0.4,1247.1752800000002
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,15150,0,FOUNDATION OPEN SOCIETY INSTITUTE,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,RU,0.37,Democratic participation and civil society,0.3,65590.899
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,15150,0,Pyra Management Consulting Services Inc.,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,RU,0.37,Democratic participation and civil society,0.3,935.38146
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,15160,0,FOUNDATION OPEN SOCIETY INSTITUTE,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,RU,0.37,Human rights,0.1,21863.632999999998
2009/2010,1.0,S3116,1,Responsive,RU,Civil Society,15160,0,Pyra Management Consulting Services Inc.,Russian Fed.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,RU,0.37,Human rights,0.1,311.79382000000004
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,12110,0,FOUNDATION OPEN SOCIETY INSTITUTE,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,UA,0.38,Health policy and administrative management,0.2,44909.084
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,12110,0,Pyra Management Consulting Services Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,0.38,Health policy and administrative management,0.2,640.4413599999999
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,13040,0,FOUNDATION OPEN SOCIETY INSTITUTE,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,UA,0.38,STD control including HIV/AIDS,0.4,89818.168
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,13040,0,Pyra Management Consulting Services Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,0.38,STD control including HIV/AIDS,0.4,1280.8827199999998
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,15150,0,FOUNDATION OPEN SOCIETY INSTITUTE,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,UA,0.38,Democratic participation and civil society,0.3,67363.62599999999
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,15150,0,Pyra Management Consulting Services Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,0.38,Democratic participation and civil society,0.3,960.66204
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,15160,0,FOUNDATION OPEN SOCIETY INSTITUTE,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Europe,UA,0.38,Human rights,0.1,22454.542
2009/2010,1.0,S3116,1,Responsive,UA,Civil Society,15160,0,Pyra Management Consulting Services Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,0.38,Human rights,0.1,320.22067999999996
2009/2010,1.0,S4256,1,Responsive,70,Civil Society,15150,0,International Foundation for Electoral Systems,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,3,1001288,Foreign Non-Profit Making,INTERNATIONAL NGO,Africa,MA,0.4,Democratic participation and civil society,1.0,52385.6
2009/2010,1.0,S4256,1,Responsive,130,Civil Society,15150,0,International Foundation for Electoral Systems,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,3,1001288,Foreign Non-Profit Making,INTERNATIONAL NGO,Asia,YE,0.2,Democratic participation and civil society,1.0,26192.8
2009/2010,1.0,S4256,1,Responsive,130,Civil Society,15150,0,International Foundation for Electoral Systems,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,3,1001288,Foreign Non-Profit Making,INTERNATIONAL NGO,Asia,LB,0.4,Democratic participation and civil society,1.0,52385.6
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,14015,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,Water resources conservation (including data collection),0.1,5160.0
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,15110,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,Public sector policy and administrative management,0.1,5160.0
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,15220,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,"Civilian peace-building, conflict prevention and resolution",0.1,5160.0
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,32210,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,Mineral/mining policy and administrative management,0.05,2580.0
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,41010,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,Environmental policy and administrative management,0.5,25800.0
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,41081,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,Environmental education/training,0.1,5160.0
2009/2010,1.0,S3116,1,Responsive,240,Multilateral,43030,1,Organization for Security and o-operation in Europe,Eastern Europe,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,UA,0.12,Urban development and management,0.05,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,14015,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,Water resources conservation (including data collection),0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,15110,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,Public sector policy and administrative management,0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,15220,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,"Civilian peace-building, conflict prevention and resolution",0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,32210,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,Mineral/mining policy and administrative management,0.05,1290.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,41010,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,Environmental policy and administrative management,0.5,12900.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,41081,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,Environmental education/training,0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,43030,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,BA,0.06,Urban development and management,0.05,1290.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,14015,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,Water resources conservation (including data collection),0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,15110,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,Public sector policy and administrative management,0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,15220,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,"Civilian peace-building, conflict prevention and resolution",0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,32210,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,Mineral/mining policy and administrative management,0.05,1290.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,41010,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,Environmental policy and administrative management,0.5,12900.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,41081,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,Environmental education/training,0.1,2580.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,43030,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,RS,0.06,Urban development and management,0.05,1290.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,14015,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,Water resources conservation (including data collection),0.1,6020.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,15110,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,Public sector policy and administrative management,0.1,6020.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,15220,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,"Civilian peace-building, conflict prevention and resolution",0.1,6020.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,32210,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,Mineral/mining policy and administrative management,0.05,3010.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,41010,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,Environmental policy and administrative management,0.5,30100.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,41081,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,Environmental education/training,0.1,6020.0
2009/2010,1.0,S3116,1,Responsive,910,Multilateral,43030,1,Organization for Security and o-operation in Europe,Balkans Region,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Europe,ME,0.14,Urban development and management,0.05,3010.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,14015,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,Water resources conservation (including data collection),0.1,8600.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,15110,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,Public sector policy and administrative management,0.1,8600.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,15220,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,"Civilian peace-building, conflict prevention and resolution",0.1,8600.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,32210,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,Mineral/mining policy and administrative management,0.05,4300.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,41010,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,Environmental policy and administrative management,0.5,43000.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,41081,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,Environmental education/training,0.1,8600.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,43030,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,GE,0.2,Urban development and management,0.05,4300.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,14015,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,Water resources conservation (including data collection),0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,15110,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,Public sector policy and administrative management,0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,15220,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,"Civilian peace-building, conflict prevention and resolution",0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,32210,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,Mineral/mining policy and administrative management,0.05,4515.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,41010,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,Environmental policy and administrative management,0.5,45150.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,41081,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,Environmental education/training,0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,43030,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AM,0.21,Urban development and management,0.05,4515.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,14015,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AZ,0.21,Water resources conservation (including data collection),0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,15110,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AZ,0.21,Public sector policy and administrative management,0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,15220,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AZ,0.21,"Civilian peace-building, conflict prevention and resolution",0.1,9030.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,32210,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AZ,0.21,Mineral/mining policy and administrative management,0.05,4515.0
2009/2010,1.0,S3116,1,Responsive,930,Multilateral,41010,1,Organization for Security and o-operation in Europe,Caucasus Region,3,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002130,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,AZ,0.21,Environmental policy and administrative management,0.5,45150.0
