assay_id,assay_tax_id,chembl_id,variant_id,tid,assay_type,assay_organism,curated_by,assay_subcellular_fraction,assay_cell_type,description,assay_category,relationship_type,confidence_score,doc_id,tissue_id,assay_test_type,assay_strain,assay_tissue
13949,10116.0,CHEMBL622335,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in thyroid of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2046.0,In vivo,,Thyroid gland
13950,10116.0,CHEMBL622336,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2046.0,In vivo,,Thyroid gland
13951,10116.0,CHEMBL622337,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,2046.0,In vivo,,Thyroid gland
13952,10116.0,CHEMBL622338,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in thyroid of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2046.0,In vivo,,Thyroid gland
13953,10116.0,CHEMBL622339,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in thyroid of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2046.0,In vivo,,Thyroid gland
13954,10116.0,CHEMBL624153,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in uterus / blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,,In vivo,,
13955,10116.0,CHEMBL628430,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,,In vivo,,
13956,10116.0,CHEMBL628431,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,,In vivo,,
13957,10116.0,CHEMBL628432,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in uterus / blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,,In vivo,,
13958,10116.0,CHEMBL628433,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in uterus / blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,,In vivo,,
13959,10116.0,CHEMBL628434,,50597,A,Rattus norvegicus,Intermediate,,,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",,N,1,12017,2106.0,In vivo,,Spleen
13960,10116.0,CHEMBL626789,,50597,A,Rattus norvegicus,Intermediate,,,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",,N,1,12017,2106.0,In vivo,,Spleen
13961,10116.0,CHEMBL626790,,50597,A,Rattus norvegicus,Intermediate,,,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2)",,N,1,12017,2106.0,In vivo,,Spleen
13962,10116.0,CHEMBL626791,,50597,A,Rattus norvegicus,Intermediate,,,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",,N,1,12017,2106.0,In vivo,,Spleen
13963,10116.0,CHEMBL626792,,50597,A,Rattus norvegicus,Intermediate,,,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",,N,1,12017,2106.0,In vivo,,Spleen
13964,10116.0,CHEMBL626793,,50597,A,Rattus norvegicus,Intermediate,,,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",,N,1,12017,2106.0,In vivo,,Spleen
13965,10116.0,CHEMBL627436,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,,N,1,11510,,,,
13966,10116.0,CHEMBL627437,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,,N,1,11510,,,,
13967,10116.0,CHEMBL627438,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,,N,1,11510,,,,
13968,10116.0,CHEMBL627439,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,,N,1,11510,,,,
13969,10116.0,CHEMBL627440,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,,N,1,11510,,,,
13970,10116.0,CHEMBL627602,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,,N,1,11510,,,,
13971,10116.0,CHEMBL627603,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,,N,1,11510,,,,
13972,10116.0,CHEMBL627604,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,,N,1,11510,,,,
13973,10116.0,CHEMBL627605,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,,N,1,11510,,,,
13974,10116.0,CHEMBL627606,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,,N,1,11510,,,,
13975,10116.0,CHEMBL627607,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,,N,1,11510,,,,
13976,10116.0,CHEMBL627608,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,,N,1,11510,,,,
13977,10116.0,CHEMBL627609,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,,N,1,11510,,,,
13978,10116.0,CHEMBL627610,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,,N,1,11510,,,,
13979,10116.0,CHEMBL627611,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,,N,1,11510,,,,
13980,10116.0,CHEMBL627612,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,,N,1,11510,,,,
13981,,CHEMBL627613,,22229,P,,Autocuration,,,Octanol:water partition coefficient is evaluated,,U,0,8362,,,,
13982,,CHEMBL627614,,22224,P,,Autocuration,,,Partition coefficient in 1-octanol/water system,,U,0,8257,,,,
13983,,CHEMBL627615,,22224,P,,Autocuration,,,Partition coefficient in 1-octanol/water system measured using radio active compounds,,U,0,8257,,,,
13984,,CHEMBL627616,,22224,P,,Autocuration,,,Partition coefficient in octanol/water system was determined,,U,0,9468,,,,
13985,,CHEMBL627617,,22224,P,,Autocuration,,,Partition coefficient in octanol/water system was determined using [14C]-labeled compounds.,,U,0,9468,,,,
13986,,CHEMBL627618,,22224,A,,Autocuration,,,Pseudo-first-order rate constant at pH 10 and 35 degrees Centigrade,,U,0,10568,,,,
13987,,CHEMBL627619,,22224,A,,Autocuration,,,"Pseudo-first-order rate constant at pH 10, micro=0.5, 35 degrees Centigrade",,U,0,10568,,,,
13988,,CHEMBL627620,,22224,A,,Autocuration,,,Pseudo-first-order rate constant of the compound,,U,0,15359,,,,
13989,,CHEMBL627621,,22224,A,,Autocuration,,,Pseudo-first-order rate constant with 1-min time point,,U,0,15359,,,,
13990,,CHEMBL627622,,22224,A,,Autocuration,,,Pseudo-first-order rate constant without 1-min time point,,U,0,15359,,,,
13991,,CHEMBL627623,,22224,A,,Autocuration,,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 0.5 mM EDTA,,U,0,10431,,,,
13992,,CHEMBL627624,,22224,A,,Autocuration,,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 50 mM EDTA,,U,0,10431,,,,
13993,,CHEMBL627625,,22224,A,,Autocuration,,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 70 mM EDTA,,U,0,10431,,,,
13994,,CHEMBL628523,,22224,A,,Autocuration,,,Rate constants determined using 31P NMR Kinetics experiments at 37 degrees Centigrade,,U,0,15704,,,,
13995,,CHEMBL628524,,22224,A,,Autocuration,,,The alkaline hydrolysis second order rate constant(K OH) of the compound,,U,0,15287,,,,
13996,,CHEMBL628525,,22224,A,,Autocuration,,,The efflux rate constant of the compound,,U,0,7516,,,,
13997,,CHEMBL625732,,22224,A,,Autocuration,,,The reaction rate constant (K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,,U,0,12973,,,,
13998,,CHEMBL625733,,22224,A,,Autocuration,,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,,U,0,12973,,,,
13999,,CHEMBL625734,,22224,F,,Autocuration,,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,,U,0,12973,,,,
14000,,CHEMBL625913,,22224,A,,Autocuration,,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine; ND= not determined,,U,0,12973,,,,
14001,,CHEMBL625914,,22224,A,,Autocuration,,,Association constant was evaluated towards synthetic peptidoglycan analogue Ac2-Lys-D-Ala-D-Ala,,U,0,8696,,,,
14002,,CHEMBL625915,,22224,A,,Autocuration,,,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of electroneutral DMPC in PBSbuffer at pH 7.4 and 37 C,,U,0,15052,,,,
14003,,CHEMBL625916,,22224,A,,Autocuration,,,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of negatively charged DMPG in PBS buffer at pH 7.4 and 37 C,,U,0,15052,,,,
14004,,CHEMBL625917,,22224,A,,Autocuration,,,Evaluated for the mustard reactivity by determining rate constant for hydrolysis of mustard in aqueous acetone (K H),,U,0,10503,,,,
14005,,CHEMBL625918,,22224,A,,Autocuration,,,"Effective biomolecular rate constant at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14006,,CHEMBL625919,,22224,A,,Autocuration,,,"Effective biomolecular rate constant at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14007,,CHEMBL625920,,22224,A,,Autocuration,,,"Effective biomolecular rate constant at the concentration 0.790 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14008,,CHEMBL874453,,22224,A,,Autocuration,,,"Effective biomolecular rate constant at the concentration 1.00 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14009,,CHEMBL625921,,22224,A,,Autocuration,,,"Effective biomolecular rate constant in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14010,,CHEMBL625922,,22224,A,,Autocuration,,,Evaluated for the mustard reactivity by determining rate constant for alkylation of 4-(4-nitrobenzyl)pyridine using NBP alkylation assay,,U,0,10503,,,,
14011,,CHEMBL625923,,22224,A,,Autocuration,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14012,,CHEMBL625924,,22224,A,,Autocuration,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14013,,CHEMBL625925,,22224,A,,Autocuration,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.790 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14014,,CHEMBL625926,,22224,A,,Autocuration,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 1.00 mM [HOX] in the conditions of 25degreeC,pH 7.6",,U,0,8354,,,,
14015,10116.0,CHEMBL627704,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 60 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
14016,10116.0,CHEMBL627705,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat pons/medulla at 120 minutes after dose administration.,,N,1,13100,,In vivo,,
14017,10116.0,CHEMBL627706,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat pons/medulla at 15 minutes after dose administration.,,N,1,13100,,In vivo,,
14018,10116.0,CHEMBL627707,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat pons/medulla at 240 minutes after dose administration.,,N,1,13100,,In vivo,,
14019,10116.0,CHEMBL627708,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat pons/medulla at 30 minutes after dose administration.,,N,1,13100,,In vivo,,
14020,10116.0,CHEMBL628361,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat pons/medulla at 360 minutes after dose administration.,,N,1,13100,,In vivo,,
14021,10116.0,CHEMBL628362,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat pons/medulla at 60 minutes after dose administration.,,N,1,13100,,In vivo,,
14022,10116.0,CHEMBL628363,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 120 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14023,10116.0,CHEMBL628364,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 1440 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14024,10116.0,CHEMBL628365,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 15 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14025,10116.0,CHEMBL874454,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 240 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14026,10116.0,CHEMBL628531,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 30 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14027,10116.0,CHEMBL628532,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 360 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14028,10116.0,CHEMBL628533,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 3 hr after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14029,10116.0,CHEMBL628534,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat striatum at 60 minutes after dose administration.,,N,1,13100,2435.0,In vivo,,Striatum
14030,10116.0,CHEMBL628535,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 120 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14031,10116.0,CHEMBL628536,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 1440 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14032,10116.0,CHEMBL628537,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 15 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14033,10116.0,CHEMBL628538,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 240 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14034,10116.0,CHEMBL628539,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 30 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14035,10116.0,CHEMBL630297,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 360 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14036,10116.0,CHEMBL630298,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat thyroid at 60 minutes after dose administration.,,N,1,13100,2046.0,In vivo,,Thyroid gland
14037,10116.0,CHEMBL630299,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat 120 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
14038,10116.0,CHEMBL628094,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat at 1440 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
14039,10116.0,CHEMBL628095,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat at 15 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
14040,10116.0,CHEMBL874648,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat at 240 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
14041,10116.0,CHEMBL628096,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat at 30 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
14042,10116.0,CHEMBL628097,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat at 360 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
14043,10116.0,CHEMBL628098,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rest of brain of rat at 60 minutes after dose administration.,,N,1,13100,955.0,In vivo,,Brain
