assays_ss_d,assays_td,assays_ss_ctgr,assays_ss_tst_tp,assays_cnfdnc_scr,assays_ss_strn,assays_rltnshp_tp,assays_ss_sbclllr_frctn,assays_ss_tss,assays_ss_cll_tp,assays_crtd_b,assays_dscrptn,assays_ss_tp,assays_src_d,assays_vrnt_d,assays_dc_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d
12376,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes.,A,1,,14103,CHEMBL626865,,BAO_0000218,1969.0
12377,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes;nd=not determined,A,1,,14103,CHEMBL626866,,BAO_0000218,1969.0
12378,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 30 minutes.,A,1,,14103,CHEMBL626867,,BAO_0000218,1969.0
12379,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes.,A,1,,14103,CHEMBL626868,,BAO_0000218,1969.0
12380,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes;nd=not determined,A,1,,14103,CHEMBL626869,,BAO_0000218,1969.0
12381,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes.,A,1,,14103,CHEMBL626870,,BAO_0000218,1969.0
12382,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes;nd=not determined,A,1,,14103,CHEMBL626871,,BAO_0000218,1969.0
12383,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 60 minutes.,A,1,,14103,CHEMBL626872,,BAO_0000218,1969.0
12384,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes.,A,1,,14103,CHEMBL632185,,BAO_0000218,1969.0
12385,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes;nd=not determined,A,1,,14103,CHEMBL632186,,BAO_0000218,1969.0
12386,22224,,,0,,U,,,,Autocuration,Amount of acetic acid produced by the compound,A,1,,12904,CHEMBL629310,,BAO_0000019,
12387,22224,,,0,,U,,,,Autocuration,Apparent first-order rate of solvolysis for the bipinnatin-A(A4) was determined,A,1,,12904,CHEMBL629311,,BAO_0000019,
12388,50597,,,1,,N,,,,Intermediate,Log of (Cbrain/Cblood) in rats,A,1,,9663,CHEMBL629312,,BAO_0000218,
12389,22224,,,0,,U,,,,Autocuration,Compound in absence of MPM cell homogenate at pH 3 to isolate compound 4 (ng),A,1,,7652,CHEMBL629313,,BAO_0000221,
12390,22224,,,0,,U,,,,Autocuration,Compound in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629314,,BAO_0000221,
12391,22224,,,0,,U,,,,Autocuration,Compound in absence of MPM cell homogenate at pH 7 to isolate compound 4 (ng),A,1,,7652,CHEMBL629315,,BAO_0000221,
12392,22224,,,0,,U,,,,Autocuration,Compound in presence of MPM cells and in absence of inactivator at pH 8 to isolate compound 4 (ng),B,1,,7652,CHEMBL629316,,BAO_0000219,
12393,22224,,,0,,U,,,,Autocuration,Compound treated in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629317,,BAO_0000221,
12394,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 3 to isolate compound 4 (ng),A,1,,7652,CHEMBL629318,,BAO_0000019,
12395,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 3.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL877497,,BAO_0000019,
12396,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 4 to isolate compound 4 (ng),A,1,,7652,CHEMBL629319,,BAO_0000019,
12397,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629320,,BAO_0000019,
12398,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629496,,BAO_0000019,
12399,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 5.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629497,,BAO_0000019,
12400,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 6 to isolate compound 4 (ng),A,1,,7652,CHEMBL629498,,BAO_0000019,
12401,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 6.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629499,,BAO_0000019,
12402,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 7 to isolate compound 4 (ng),A,1,,7652,CHEMBL629500,,BAO_0000019,
12403,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 7.5 to isolate compound 4 (ng),A,1,,7652,CHEMBL629501,,BAO_0000019,
12404,22224,,,0,,U,,,,Autocuration,Compound treated with MPM cell homogenate at pH 8 to isolate compound 4 (ng),A,1,,7652,CHEMBL629502,,BAO_0000019,
12405,22224,,In vivo,0,,U,,,,Autocuration,Compound was evaluated for its urinary recovery after oral administration (100 mg) to Beagle dogs,F,1,,8267,CHEMBL629503,,BAO_0000218,
12406,50588,,,1,,N,,,,Intermediate,Compound was evaluated for its urinary recovery after oral administration (200 mg) to Beagle dogs,A,1,,8267,CHEMBL629504,,BAO_0000218,
12407,22224,,,0,,U,,,,Autocuration,Compound was evaluated for the rate of degradation by Carboxypeptidase A.,A,1,,14479,CHEMBL629505,,BAO_0000019,
12408,22224,,,0,,U,,,,Autocuration,Compound was evaluated for total body clearance,A,1,,17515,CHEMBL629506,,BAO_0000019,
12409,22224,,,0,,U,,,,Autocuration,Compound was evaluated for volume of distribution at steady state,A,1,,17515,CHEMBL629507,,BAO_0000019,
12410,22224,,,0,,U,,,,Autocuration,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant KOH- was reported.,A,1,,8142,CHEMBL877498,,BAO_0000019,
12411,22224,,,0,,U,,,,Autocuration,Percentage of the diamine which is monoprotonated at pH 7.4,A,1,,14849,CHEMBL629508,,BAO_0000019,
12412,22224,,,0,,U,,,,Autocuration,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells,A,1,,7653,CHEMBL629509,,BAO_0000019,
12413,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,A,1,,8631,CHEMBL629510,,BAO_0000218,178.0
12414,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,A,1,,8631,CHEMBL629511,,BAO_0000218,178.0
12415,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,A,1,,8631,CHEMBL629512,,BAO_0000218,178.0
12416,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,A,1,,8631,CHEMBL629513,,BAO_0000218,178.0
12417,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,A,1,,8631,CHEMBL629514,,BAO_0000218,178.0
12418,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,A,1,,8631,CHEMBL628447,,BAO_0000218,178.0
12419,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,A,1,,8631,CHEMBL628448,,BAO_0000218,178.0
12420,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,A,1,,8631,CHEMBL628449,,BAO_0000218,178.0
12421,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,A,1,,8631,CHEMBL631119,,BAO_0000218,178.0
12422,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,A,1,,8631,CHEMBL631120,,BAO_0000218,178.0
12423,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,A,1,,8631,CHEMBL631121,,BAO_0000218,178.0
12424,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 min,A,1,,8631,CHEMBL874458,,BAO_0000218,178.0
12425,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,A,1,,8631,CHEMBL631122,,BAO_0000218,178.0
12426,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,A,1,,8631,CHEMBL631123,,BAO_0000218,178.0
12427,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,A,1,,8631,CHEMBL631124,,BAO_0000218,178.0
12428,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,A,1,,8631,CHEMBL631125,,BAO_0000218,178.0
12429,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,A,1,,8631,CHEMBL631290,,BAO_0000218,178.0
12430,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,A,1,,8631,CHEMBL631291,,BAO_0000218,178.0
12431,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,A,1,,8631,CHEMBL631292,,BAO_0000218,178.0
12432,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,A,1,,8631,CHEMBL631293,,BAO_0000218,178.0
12433,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,A,1,,8631,CHEMBL631294,,BAO_0000218,178.0
12434,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,A,1,,8631,CHEMBL631295,,BAO_0000218,178.0
12435,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,A,1,,8631,CHEMBL631296,,BAO_0000218,178.0
12436,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,A,1,,8631,CHEMBL631297,,BAO_0000218,178.0
12437,22224,,,0,,U,,,,Autocuration,Maximum biodistribution (Bmax) was determined.,A,1,,10263,CHEMBL631298,,BAO_0000218,
12438,50594,,,1,,N,,,,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 1.5625 (mg/kg) intravenous dose in 6 mice,A,1,,12364,CHEMBL631299,,BAO_0000218,
12439,50594,,,1,,N,,,,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 10 (mg/kg) intravenous dose in 6 mice,A,1,,12364,CHEMBL631300,,BAO_0000218,
12440,50594,,,1,,N,,,,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 3.125 (mg/kg) intravenous dose in 6 mice,A,1,,12364,CHEMBL631301,,BAO_0000218,
12441,50594,,,1,,N,,,,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 6.25 (mg/kg) intravenous dose in 6 mice,A,1,,12364,CHEMBL630291,,BAO_0000218,
12442,22224,,,0,,U,,,,Autocuration,Brain concentration after 0.25 hr at a dose of 10 mg/kg when administered intraperitoneally,A,1,,14793,CHEMBL630292,,BAO_0000218,
12443,22224,,,0,,U,,,,Autocuration,Brain concentration after 0.25 h at a dose of 10 mg/kg when administered intravenously,A,1,,14793,CHEMBL630293,,BAO_0000218,
12444,22224,,,0,,U,,,,Autocuration,Brain concentration after 0.5 h at a dose of 100 mg/kg when administered perorally,A,1,,14793,CHEMBL630294,,BAO_0000218,
12445,22224,,,0,,U,,,,Autocuration,Brain concentration after 0.5 h at a dose of 10 mg/kg when administered intraperitoneally,A,1,,14793,CHEMBL630295,,BAO_0000218,
12446,22224,,,0,,U,,,,Autocuration,Brain concentration after 0.5 hr at a dose of 10 mg/kg when administered intravenously,A,1,,14793,CHEMBL630296,,BAO_0000218,
12447,22224,,,0,,U,,,,Autocuration,Brain concentration after 0.5 hr at a dose of 10 mg/kg when administered perorally,A,1,,14793,CHEMBL626782,,BAO_0000218,
12448,22224,,,0,,U,,,,Autocuration,Brain concentration after 1 hr at a dose of 100 mg/kg when administered perorally,A,1,,14793,CHEMBL626783,,BAO_0000218,
12449,22224,,,0,,U,,,,Autocuration,Brain concentration after 1 hr at a dose of 10 mg/kg when administered intraperitoneally,A,1,,14793,CHEMBL626784,,BAO_0000218,
12450,22224,,,0,,U,,,,Autocuration,Brain concentration after 1 hr at a dose of 10 mg/kg when administered intravenously,A,1,,14793,CHEMBL626785,,BAO_0000218,
12451,22224,,,0,,U,,,,Autocuration,Brain concentration after 1 hr at a dose of 10 mg/kg when administered perorally,A,1,,14793,CHEMBL626786,,BAO_0000218,
12452,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,A,1,,9196,CHEMBL626787,,BAO_0000218,
12453,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr; ND means not determined,A,1,,9196,CHEMBL626788,,BAO_0000218,
12454,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,A,1,,9196,CHEMBL625927,,BAO_0000218,
12455,50597,,,1,,N,,Blood,,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,A,1,,8374,CHEMBL625928,,BAO_0000218,178.0
12456,50597,,,1,,N,,Blood,,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected,A,1,,8374,CHEMBL625929,,BAO_0000218,178.0
12457,50597,,,1,,N,,Blood,,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected.,A,1,,8374,CHEMBL625930,,BAO_0000218,178.0
12458,50597,,,1,,N,,Blood,,Intermediate,"Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound, Compound was found to be in trace amount.",A,1,,8374,CHEMBL625931,,BAO_0000218,178.0
12459,50597,,,1,,N,,Blood,,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound; ND is Not Detected.,A,1,,8374,CHEMBL627230,,BAO_0000218,178.0
12460,50597,,,1,,N,,Blood,,Intermediate,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,A,1,,8374,CHEMBL627231,,BAO_0000218,178.0
12461,50597,,,1,,N,,Blood,,Intermediate,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected,A,1,,8374,CHEMBL627232,,BAO_0000218,178.0
