ASI,ASSSUBCELFR,Descri,TISI,VAI,Ti,ASSCTY,RELAT,CONFISC,CUB,SRI,SASI,CHI,CI,BAFO
584,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615454,,BAO_0000221
585,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615455,,BAO_0000221
586,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615456,,BAO_0000221
587,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615457,,BAO_0000221
588,,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,10000000.0,,51,,H,8,Expert,1,,CHEMBL615458,,BAO_0000218
589,,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Expert,1,,CHEMBL615459,,BAO_0000221
590,,"Tested in vitro for the inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor, expressed in cloned CHO cells.",,,51,CHO,D,9,Expert,1,,CHEMBL615460,449.0,BAO_0000219
591,,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig,,,51,,H,8,Autocuration,1,,CHEMBL615461,,BAO_0000019
592,,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig; NT means not tested,,,51,,H,8,Autocuration,1,,CHEMBL615462,,BAO_0000019
593,,Effect on forskolin stimulated adenylate cyclase activity at 5-hydroxytryptamine 1A receptor of guinea pig hippocampus.,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615463,,BAO_0000221
594,,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,2116.0,,51,,H,8,Autocuration,1,,CHEMBL615464,,BAO_0000221
595,,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,2116.0,,51,,H,8,Autocuration,1,,CHEMBL615465,,BAO_0000221
596,,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,2116.0,,51,,H,8,Autocuration,1,,CHEMBL615466,,BAO_0000221
597,,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,2116.0,,51,,H,8,Autocuration,1,,CHEMBL615467,,BAO_0000221
598,,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,2116.0,,51,,H,8,Autocuration,1,,CHEMBL615468,,BAO_0000221
599,,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor; Inactive at dose level of 1.0 uM,2116.0,,51,,H,8,Autocuration,1,,CHEMBL615469,,BAO_0000221
600,,Binding affinity against 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615470,,BAO_0000357
601,,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615471,,BAO_0000357
602,,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615472,,BAO_0000357
603,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,10000000.0,,106,,H,8,Autocuration,1,,CHEMBL883242,,BAO_0000221
604,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,10000000.0,,106,,H,8,Autocuration,1,,CHEMBL615473,,BAO_0000221
605,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,,11863,CHO,H,8,Autocuration,1,,CHEMBL615474,449.0,BAO_0000218
606,,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615475,,BAO_0000357
607,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,,,51,HeLa,H,8,Autocuration,1,,CHEMBL615476,308.0,BAO_0000219
608,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,,,51,HeLa,H,8,Autocuration,1,,CHEMBL615477,308.0,BAO_0000219
609,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615478,,BAO_0000019
610,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,,,51,CHO,H,8,Autocuration,1,,CHEMBL615160,449.0,BAO_0000219
611,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,,,51,CHO,H,8,Expert,1,,CHEMBL615161,449.0,BAO_0000219
612,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615162,449.0,BAO_0000219
613,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615163,449.0,BAO_0000219
614,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,,51,CHO,H,8,Expert,1,,CHEMBL615164,449.0,BAO_0000219
615,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,,51,CHO,H,8,Expert,1,,CHEMBL615165,449.0,BAO_0000219
616,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615166,449.0,BAO_0000219
617,,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,,,51,,H,8,Autocuration,1,,CHEMBL615167,,BAO_0000219
618,,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,,,51,HeLa,D,9,Expert,1,,CHEMBL615168,308.0,BAO_0000219
619,,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,,,51,HeLa,D,9,Expert,1,,CHEMBL615169,308.0,BAO_0000219
620,,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,,,51,CHO,D,9,Expert,1,,CHEMBL615170,449.0,BAO_0000219
621,,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,,,51,CHO,D,9,Expert,1,,CHEMBL615171,449.0,BAO_0000219
622,,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615694,,BAO_0000019
623,,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,,,51,,H,8,Autocuration,1,,CHEMBL615695,,BAO_0000019
624,,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,,51,,H,8,Autocuration,1,,CHEMBL615696,,BAO_0000019
625,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,,51,CHO,H,8,Autocuration,1,,CHEMBL615697,449.0,BAO_0000219
626,,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),,,51,CHO,D,9,Expert,1,,CHEMBL859410,449.0,BAO_0000219
627,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,,51,CHO,H,8,Autocuration,1,,CHEMBL615841,449.0,BAO_0000219
628,,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),,,51,CHO,D,9,Expert,1,,CHEMBL615842,449.0,BAO_0000219
629,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,,51,CHO,H,8,Autocuration,1,,CHEMBL835003,449.0,BAO_0000219
630,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),,,51,CHO,H,8,Autocuration,1,,CHEMBL615843,449.0,BAO_0000219
631,,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),,,51,CHO,D,9,Expert,1,,CHEMBL615979,449.0,BAO_0000219
632,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,,51,CHO,H,8,Autocuration,1,,CHEMBL615980,449.0,BAO_0000219
633,,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),,,51,CHO,D,9,Expert,1,,CHEMBL615981,449.0,BAO_0000219
634,,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,,,51,,D,9,Expert,1,,CHEMBL615982,,BAO_0000019
635,,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,,51,,D,9,Expert,1,,CHEMBL615983,,BAO_0000019
636,,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",,,51,,D,9,Expert,1,,CHEMBL615984,,BAO_0000019
637,,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",,,51,,D,9,Expert,1,,CHEMBL615985,,BAO_0000019
638,,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL615986,449.0,BAO_0000219
639,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL615987,449.0,BAO_0000219
640,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615988,449.0,BAO_0000219
641,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,,51,CHO,H,8,Expert,1,,CHEMBL615989,449.0,BAO_0000219
642,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615990,449.0,BAO_0000219
643,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615991,449.0,BAO_0000219
644,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,,51,CHO,H,8,Autocuration,1,,CHEMBL615992,449.0,BAO_0000219
645,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615993,449.0,BAO_0000219
646,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,,51,CHO,H,8,Expert,1,,CHEMBL615994,449.0,BAO_0000219
647,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615995,449.0,BAO_0000219
648,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,,51,CHO,H,8,Autocuration,1,,CHEMBL615996,449.0,BAO_0000219
649,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,,,51,CHO,H,8,Autocuration,1,,CHEMBL615997,449.0,BAO_0000219
650,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,51,,H,8,Autocuration,1,,CHEMBL615998,,BAO_0000019
651,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,51,,H,8,Autocuration,1,,CHEMBL615999,,BAO_0000019
652,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,,51,,H,8,Autocuration,1,,CHEMBL616000,,BAO_0000019
653,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,,51,HEK293,H,8,Autocuration,1,,CHEMBL616001,722.0,BAO_0000219
654,,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",,,51,,D,9,Expert,1,,CHEMBL616002,,BAO_0000019
655,,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",,,51,,H,8,Expert,1,,CHEMBL616003,,BAO_0000019
656,,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,,,51,,D,9,Expert,1,,CHEMBL616004,,BAO_0000019
657,,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,,,51,,D,9,Expert,1,,CHEMBL616005,,BAO_0000019
658,,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,51,,H,8,Autocuration,1,,CHEMBL616006,,BAO_0000019
659,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",,,51,,H,8,Expert,1,,CHEMBL616007,,BAO_0000019
660,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,51,,H,8,Autocuration,1,,CHEMBL616008,,BAO_0000019
661,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,51,,H,8,Autocuration,1,,CHEMBL616009,,BAO_0000019
662,,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",,,51,,H,8,Expert,1,,CHEMBL616010,,BAO_0000019
663,,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",,,51,,D,9,Expert,1,,CHEMBL616011,,BAO_0000019
664,,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",,,51,,D,9,Expert,1,,CHEMBL615740,,BAO_0000019
665,,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",,,51,,H,8,Autocuration,1,,CHEMBL615741,,BAO_0000019
666,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,,51,,H,8,Expert,1,,CHEMBL615742,,BAO_0000019
667,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",,,51,,H,8,Autocuration,1,,CHEMBL615743,,BAO_0000019
668,,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,,,51,CHO,H,8,Autocuration,1,,CHEMBL615744,449.0,BAO_0000219
669,,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,,,51,CHO,H,8,Expert,1,,CHEMBL615745,449.0,BAO_0000219
670,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,51,,H,8,Autocuration,1,,CHEMBL615746,,BAO_0000357
671,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,51,,H,8,Autocuration,1,,CHEMBL615747,,BAO_0000357
672,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,51,,H,8,Autocuration,1,,CHEMBL615748,,BAO_0000019
673,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,,51,,H,8,Autocuration,1,,CHEMBL615749,,BAO_0000019
674,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,,51,,H,8,Autocuration,1,,CHEMBL615750,,BAO_0000019
675,,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,,,51,,D,9,Expert,1,,CHEMBL616259,,BAO_0000019
676,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,51,,H,8,Autocuration,1,,CHEMBL616260,,BAO_0000019
677,,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,,,51,,D,9,Expert,1,,CHEMBL616261,,BAO_0000019
678,,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,,51,,D,9,Expert,1,,CHEMBL616262,,BAO_0000019
679,,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,,51,,D,9,Expert,1,,CHEMBL616263,,BAO_0000019
680,,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,,,51,,D,9,Expert,1,,CHEMBL616264,,BAO_0000019
681,,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,,,51,,D,9,Expert,1,,CHEMBL616265,,BAO_0000019
682,,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,,51,,D,9,Expert,1,,CHEMBL616266,,BAO_0000019
683,,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,,51,,D,9,Expert,1,,CHEMBL616267,,BAO_0000019
684,,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,,,51,,D,9,Expert,1,,CHEMBL616268,,BAO_0000019
685,,Inhibition of human 5-hydroxytryptamine 1A receptor,,,51,,D,9,Expert,1,,CHEMBL616269,,BAO_0000357
686,,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL884528,449.0,BAO_0000219
687,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,,,105,HEK293,D,9,Expert,1,,CHEMBL616270,722.0,BAO_0000219
688,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL616271,449.0,BAO_0000219
689,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,,51,CHO,H,8,Autocuration,1,,CHEMBL616272,449.0,BAO_0000219
690,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,,51,,H,8,Expert,1,,CHEMBL616273,,BAO_0000357
691,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,,51,,D,9,Expert,1,,CHEMBL616274,,BAO_0000357
692,,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL616275,449.0,BAO_0000219
