assay_id,curated_by,assay_tax_id,assay_test_type,src_id,tissue_id,assay_category,description,relationship_type,assay_subcellular_fraction,cell_id,doc_id,assay_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
11286,Intermediate,10116.0,,1,,,"Concentration of compound in left ventricle of of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,,
11287,Intermediate,10116.0,,1,2107.0,,"Concentration of compound in liver of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,Liver,
11288,Intermediate,10116.0,,1,2107.0,,"Concentration of compound in liver of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,Liver,
11289,Intermediate,10116.0,,1,2081.0,,"Concentration of compound in right atrium of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,Cardiac atrium,
11290,Intermediate,10116.0,,1,2081.0,,"Concentration of compound in right atrium of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,Cardiac atrium,
11291,Intermediate,10116.0,,1,,,"Concentration of compound in right ventricle of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,,
11292,Intermediate,10116.0,,1,,,"Concentration of compound in right ventricle of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,,
11293,Intermediate,10116.0,,1,2106.0,,"Concentration of compound in spleen of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,Spleen,
11294,Intermediate,10116.0,,1,2106.0,,"Concentration of compound in spleen of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,Spleen,
11295,Intermediate,10116.0,,1,178.0,,Distribution of radioactivity of radiolabeled compound in blood of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Blood,
11296,Intermediate,10116.0,,1,178.0,,Distribution of radioactivity of radiolabeled compound in blood of female rats 5 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Blood,
11297,Intermediate,10116.0,,1,948.0,,Distribution of radioactivity of radiolabeled compound in heart of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Heart,
11298,Intermediate,10116.0,,1,948.0,,Distribution of radioactivity of radiolabeled compound in heart of female rats 30 minutes after intravenous administration at,N,,,9071,A,Rattus norvegicus,,Heart,
11299,Intermediate,10116.0,,1,948.0,,Distribution of radioactivity of radiolabeled compound in heart of female rats 5 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Heart,
11300,Intermediate,10116.0,,1,2113.0,,Distribution of radioactivity of radiolabeled compound in kidney of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Kidney,
11301,Intermediate,10116.0,,1,2113.0,,Distribution of radioactivity of radiolabeled compound in kidney of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Kidney,
11302,Intermediate,10116.0,,1,2113.0,,Distribution of radioactivity of radiolabeled compound in kidney of female rats 5 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Kidney,
11303,Intermediate,10116.0,,1,2107.0,,Distribution of radioactivity of radiolabeled compound in liver of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Liver,
11304,Intermediate,10116.0,,1,2107.0,,Distribution of radioactivity of radiolabeled compound in liver of female rats 5 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Liver,
11305,Intermediate,10116.0,,1,2107.0,,Distribution of radioactivity of radiolabeled compound in liver of female rats 5 minutes after intravenous administration at,N,,,9071,A,Rattus norvegicus,,Liver,
11306,Intermediate,10116.0,,1,2048.0,,Distribution of radioactivity of radiolabeled compound in lung of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Lung,
11307,Intermediate,10116.0,,1,2048.0,,Distribution of radioactivity of radiolabeled compound in lung of female rats 5 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Lung,
11308,Intermediate,10116.0,,1,2048.0,,Distribution of radioactivity of radiolabeled compound in lung of female rats 5 minutes after intravenous administration at,N,,,9071,A,Rattus norvegicus,,Lung,
11309,Intermediate,10116.0,,1,2048.0,,Distribution of radioactivity of radiolabeled compound in lung of female rats 30 minutes after intravenous administration,N,,,9071,A,Rattus norvegicus,,Lung,
11310,Autocuration,,,1,,,"Original dose appeared in the bile as unchanged compound, which was eliminated at a fairly constant rate over the first 4 hr following the iv administration",U,,,10677,A,,,,
11311,Intermediate,10090.0,,1,1088.0,,Percentage of dose recovered after 0-6 hr in the urine of mice was measured.,N,,,9750,A,Mus musculus,,Urine,
11312,Intermediate,10116.0,,1,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat blood as Percent of injected dose per gram in the organ,N,,,8319,A,Rattus norvegicus,,,
11313,Intermediate,10116.0,,1,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose in the total organ,N,,,8319,A,Rattus norvegicus,,,
11314,Intermediate,10116.0,,1,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose per gram in the organ,N,,,8319,A,Rattus norvegicus,,,
11315,Intermediate,10116.0,,1,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose in the total organ,N,,,8319,A,Rattus norvegicus,,,
11316,Intermediate,10116.0,,1,,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose per gram in the organ,N,,,8319,A,Rattus norvegicus,,,
11317,Intermediate,10116.0,,1,2113.0,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose in the total organ,N,,,8319,A,Rattus norvegicus,,Kidney,
11318,Intermediate,10116.0,,1,2113.0,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,N,,,8319,A,Rattus norvegicus,,Kidney,
11319,Intermediate,10116.0,,1,2107.0,,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose in the total organ,N,,,8319,A,Rattus norvegicus,,Liver,
11320,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 1 minute in femur(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11321,Intermediate,10090.0,In vivo,1,2107.0,,Biodistribution in CD-1 mice was determined after 1 minute in liver(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Liver,
11322,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 1 minute in lung(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11323,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 120 minutes in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11324,Intermediate,10090.0,In vivo,1,178.0,,Biodistribution in CD-1 mice was determined after 120 minutes in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Blood,
11325,Intermediate,10090.0,In vivo,1,2037.0,,Biodistribution in CD-1 mice was determined after 120 minutes in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Cerebellum,
11326,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 120 minutes in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11327,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 120 minutes in femur(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11328,Intermediate,10090.0,In vivo,1,2107.0,,Biodistribution in CD-1 mice was determined after 120 minutes in liver(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Liver,
11329,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 120 minutes in lung(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11330,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 30 minutes in Striatum (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11331,Intermediate,10090.0,In vivo,1,178.0,,Biodistribution in CD-1 mice was determined after 30 minutes in blood (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Blood,
11332,Intermediate,10090.0,In vivo,1,2037.0,,Biodistribution in CD-1 mice was determined after 30 minutes in cerebellum (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Cerebellum,
11333,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 30 minutes in cortex (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11334,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 30 minutes in femur (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11335,Intermediate,10090.0,In vivo,1,2107.0,,Biodistribution in CD-1 mice was determined after 30 minutes in liver (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Liver,
11336,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 30 minutes in lung (expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11337,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 5 minute in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11338,Intermediate,10090.0,In vivo,1,178.0,,Biodistribution in CD-1 mice was determined after 5 minute in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Blood,
11339,Intermediate,10090.0,In vivo,1,2037.0,,Biodistribution in CD-1 mice was determined after 5 minute in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Cerebellum,
11340,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 5 minute in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11341,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 5 minute in femur(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11342,Intermediate,10090.0,In vivo,1,2107.0,,Biodistribution in CD-1 mice was determined after 5 minute in liver(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Liver,
11343,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 5 minute in lung(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11344,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution in Rat blood after 24 hours of iv administration,N,,,8829,A,Rattus norvegicus,,Blood,
11345,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution in Rat blood after 24 hours of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Blood,
11346,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution in Rat blood after 30 minutes of iv administration,N,,,8829,A,Rattus norvegicus,,Blood,
11347,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution in Rat blood after 30 minutes of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Blood,
11348,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution in Rat blood after 5 minutes of iv administration,N,,,8829,A,Rattus norvegicus,,Blood,
11349,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution in Rat blood after 5 minutes of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Blood,
11350,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in Rat heart after 24 hours of iv administration,N,,,8829,A,Rattus norvegicus,,Heart,
11351,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in Rat heart after 24 hours of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Heart,
11352,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in Rat heart after 30 minutes of iv administration,N,,,8829,A,Rattus norvegicus,,Heart,
11353,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in Rat heart after 30 minutes of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Heart,
11354,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in Rat heart after 5 minutes of iv administration,N,,,8829,A,Rattus norvegicus,,Heart,
11355,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution in Rat heart after 5 minutes of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Heart,
11356,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in Rat liver after 24 hours of iv administration,N,,,8829,A,Rattus norvegicus,,Liver,
11357,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in Rat liver after 24 hours of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Liver,
11358,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in Rat liver after 30 minutes of iv administration,N,,,8829,A,Rattus norvegicus,,Liver,
11359,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,N,,,8829,A,Rattus norvegicus,,Liver,
11360,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in Rat liver after 30 minutes of iv administration,N,,,8829,A,Rattus norvegicus,,Liver,
11361,Intermediate,9615.0,In vivo,1,1969.0,,Maximum plasma concentration in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,N,,,13249,A,Canis lupus familiaris,,Plasma,
11362,Intermediate,9541.0,In vivo,1,,,Cmax in cynomolgus monkey (PO dose),N,,,13622,A,Macaca fascicularis,,,
11363,Intermediate,10116.0,In vivo,1,,,Cmax in rat (PO dose),N,,,13622,A,Rattus norvegicus,,,
11364,Intermediate,10116.0,In vivo,1,,,Cmax in rat (PO dose),N,,,13622,A,Rattus norvegicus,,,
11365,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration in rats after an oral dose of 5 mg/kg,N,,,13494,A,Rattus norvegicus,,Plasma,
11366,Intermediate,10116.0,In vivo,1,1969.0,,Cmax in rat plasma after oral dose (10 mg/kg),N,,,12170,A,Rattus norvegicus,,Plasma,
11367,Autocuration,,In vivo,1,1969.0,,Cmax in plasma after oral dose (10 mg/kg),U,,,12170,A,,,Plasma,
11368,Intermediate,9615.0,In vivo,1,1969.0,,Maximum plasma concentration of compound was determined in dog at 25 mg/kg orally,N,,,17025,A,Canis lupus familiaris,,Plasma,
11369,Autocuration,314293.0,In vivo,1,1969.0,,Maximum plasma concentration of compound was determined in monkey at 25 mg/kg orally,U,,,17025,A,Simiiformes,,Plasma,
11370,Intermediate,9986.0,In vivo,1,1969.0,,Maximum plasma concentration of compound was determined in rabbit at 25 mg/kg orally,N,,,17025,A,Oryctolagus cuniculus,,Plasma,
11371,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration of compound was determined in rat at 25 mg/kg orally,N,,,17025,A,Rattus norvegicus,,Plasma,
11372,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration after p.o. (10 mpk) administration in rats.,N,,,14187,A,Rattus norvegicus,,Plasma,
11373,Intermediate,10090.0,In vivo,1,1969.0,,Maximum plasma concentration (Cmax) after p.o. administration of 200 mg/kg in mice,N,,,14816,A,Mus musculus,,Plasma,
11374,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration after oral dosing in rat,N,,,17820,A,Rattus norvegicus,,Plasma,
11375,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration evaluated in 100% PEG solution at a dose of 20 mg/kg orally,U,,,14380,A,,,Plasma,
11376,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,U,,,14380,A,,,Plasma,
11377,Intermediate,9615.0,In vivo,1,1969.0,,Maximum plasma concentration in dogs at 0.5 mg/kg dose upon oral administration,N,,,14691,A,Canis lupus familiaris,,Plasma,
11378,Intermediate,9615.0,In vivo,1,1969.0,,Maximum plasma concentration in dogs at 1 mg/kg dose upon oral administration,N,,,14691,A,Canis lupus familiaris,,Plasma,
11379,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration in rat upon oral administration of 40 mg/kg,N,,,13375,A,Rattus norvegicus,,Plasma,
11380,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration was determined,U,,,6236,A,,,Plasma,
11381,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,U,,,14380,A,,,Plasma,
11382,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,U,,,14380,A,,,Plasma,
11383,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration was evaluated in 10% of PEG suspension at a dose of 20 mg/kg orally,U,,,14380,A,,,Plasma,
