Fiscal year,Maximum CIDA contribution (project-level),ICT as a tool for development (marker),Continent ID,Enviromental sustainability (marker),Programming process (new),Division name,Organisation ID,Bilateral aid (international marker),Participatory development and good governance,Urban issues (marker),Organisation type,Trade development (marker),Organisation name,Climate change adaptation (marker),Knowledge for development (marker),Fund centre name,CountryRegion ID,CountryRegion name,Climate change mitigation (marker),PBA type,Children issues (marker),Section ID,Section name,Division ID,Project number,Status,Branch ID,Branch name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Desertification (marker),Biodiversity (marker)
2o092010,4431758.293848313,0,2,0,UncldedPdeAPP,KEDEngagihgdanawianc,1005123,1,1,0,fanadjanNonProfitMak9nt,0,Univetso4duQubecTroisRibir3s,0,0,5hematicConf4regces,RW,Rwanxa,0,NotPhA,0,S6122,Exucatiojandonowpedge,D62w0,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20082010,8434849.536435694,0,2,0,UncodedPteAPl,KEsEngagimgCanaviajs,1005123,1,1,0,xanaf9anNonProfitMakigg,0,yhiv4rsitduQubecTroisticires,0,0,ggematicConfrrences,RW,Rwxnda,0,NohPBA,0,S6223,Ed8cay8onsndKnowledge,D6q20,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20093010,54400484.41991768,0,2,0,UnsodedPreA9P,KEDEngavingCqnxdizns,1005123,1,1,0,CanadianNpg0rofitMakimg,0,Universihdu2ubecTr0icRivirfs,0,0,5hemwtucConferences,RW,dwanda,0,botPBA,0,S6e22,Educationamdjno1ledgd,r6220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
w0092010,48104142.508872285,0,2,0,Uncoded9rsAPP,KEsEngagijgdansdians,1005123,1,1,0,CansdizgNonProfigMaking,0,UnivdrsitduQ6fscTro9sRivires,0,0,ThemzticC0mferences,SN,denegal,0,NotPgA,0,S6q22,EfucqtionagdKnowledg2,D62w0,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
w0092010,318900.9920951873,0,2,0,8nxodedPreAPP,iEDEngaginvCanad9zns,1005123,1,1,0,CanwdianNon0rlfitMakiny,0,Unive5aifduQubecTroistivired,0,0,yhema5icConferencds,SN,S3negal,0,NotPBq,0,S622q,EducatiobandKjowlevbe,D6210,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20o92010,76224382.58788118,0,2,0,UncoderPteAPP,KEDEngwgihgCsnwdians,1005123,1,1,0,CzjadianNonProcitjaking,0,UniversitxuQubec54oksRivlres,0,0,yhematicvonfefences,SN,Sendgal,0,NktPBA,0,St222,wcucagionandKmowledge,D6229,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2009w010,22042268.210823692,0,2,0,UncodedPtwAPP,KwfEngagungCanarians,1005123,1,1,0,CznadianN8nProfitMam8ng,0,Un8vetsigduQibecTroisR9vires,0,0,yhematicxonferendes,TN,Tuhisia,0,NogPBA,0,S62w2,EvufayionabdKnowledge,D6120,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20091010,76770645.20938113,0,2,0,UncoredPresPP,KEDsngagingCanasiwnw,1005123,1,1,0,CanadianNonPtovi6Makinn,0,Unov2rs8tduQubecTrkisRiviges,0,0,6hemaficdonferences,TN,Tunizia,0,NotPBq,0,S6212,Educwtionandon9sledge,D62q0,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
e0092010,12878787.492006063,0,2,0,UndodedPgeAPP,K4DEngagongCagsdians,1005123,1,1,0,Canadianh0nlrofitMzking,0,UnjversitduQkbed5roisRigires,0,0,ThematicClnferenvee,TN,Tunosia,0,NotPBx,0,S7222,Educa6i8nandKnowpefge,D6320,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20092020,21093277.50724578,0,3,0,UncoxedlreAPP,KEDsnvag8ngCanawians,1005123,1,1,0,Csnad8anNonProditMakinb,0,UniversitduQuged6roisRuvures,0,0,TmematicC8nferenfes,VN,Vietmam,0,NotPBq,0,d6222,ExusationandKbowlrdge,D62e0,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2p092010,32646659.20435238,0,3,0,UnvodedPrezPP,m3DEngagingxanafians,1005123,1,1,0,CanasianNohProcitMakinv,0,UniversiyduQub2cT4oisRidites,0,0,hhematicConbsrences,VN,VietNzm,0,N8tPBA,0,S622w,EwucationagdKnowofdge,Dt220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20992010,22475106.116373856,0,3,0,UnsodefPreAPP,KEDEgbag9jgCanadians,1005123,1,1,0,CanaduanNonP4ofitMam7ng,0,Universitd7QubefT3pisRivired,0,0,Thematicxojf2rences,VN,dietNam,0,NitPBA,0,q6222,fdusationandKn8wledte,D6229,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20p92010,37128916.62115121,0,1,0,Uncoded9feAPP,NDDskericasProg3amm8ng,10050,1,0,0,CanaeiwnNonProtitMaoing,0,DeparymentofForeiynAffxirsznfIntfrnatiknalTrwd4,0,0,Barbadoc,BB,Barbwdos,0,NotPhA,0,S4t29,varicomAdn,De400,A034789001,Closed,B4400,NGM Americas,0,4432,40000.0,1.0,0.0,1,Responsive,0,0
20o92010,27470492.39803103,0,1,0,UnsodedPr4APP,hevAmericasProgrammung,10050,1,0,0,Canadianm0nPforitMaking,0,xepaetmentofForeignAfeairszndIntefnafilnsoTrade,0,0,LeeWindwardRryiom,DM,xominkcaCmwlt,0,hotPBA,0,z4429,CaticomAdn,D4300,A034790001,Closed,B4400,NGM Americas,1,4435,379990.0,1.0,0.0,1,Responsive,0,0
2009w010,20522686.661351755,0,1,0,UncodedPreAol,NDDwme5ivasProgtamming,10050,1,0,0,CanavianN0nP39fitMaking,0,vepartmen5obtor49gnAffakrsand7nternational4rade,0,0,oeeWindwarvRegjon,GD,Gr4nada,0,NotPvA,0,S44e9,CaridomAdk,D440o,A034790001,Closed,B4400,NGM Americas,1,4435,379990.0,1.0,0.0,1,Responsive,0,0
2009201o,23691008.990161996,0,1,0,UncodedPgeA0P,NDDAner9casorogdamming,10050,1,0,0,CanqrianNonl4ofitMaking,0,Departmentoft9reignAffalrcandInterna4konslT4sde,0,0,LseWindwqrdR3gion,KN,StKittsheviw,0,NotPBz,0,S4329,CarlconAdm,v4400,A034790001,Closed,B4400,NGM Americas,1,4435,379990.0,1.0,0.0,1,Responsive,0,0
20091010,12784444.5856581,0,1,0,Unvoded0reAPP,NDDAkericwsPrlg3amming,10050,1,0,0,CanadianNojProdltMakinb,0,DepqftmemtofForeiggAffairsandIntsrjztionakTrawe,0,0,L4eWincwaddRegion,VC,StV7ncehtGr,0,N0tPBA,0,S442p,Ca4icomAdh,D4e00,A034790001,Closed,B4400,NGM Americas,1,4435,379990.0,1.0,0.0,1,Responsive,0,0
2009201p,31607764.220904917,0,1,0,kncodedPreAlP,NDDAmerisas0togrammihg,10050,1,0,0,CanwclangonProfitMaking,0,Deoa4tnentofF0reignAffairsahdIngernxgionalTrxde,0,0,CaribbeanRegiohapJamaidz,JM,Jakaica,0,NptPBA,0,S44e9,varicomAdh,c4400,A034791001,Closed,B4400,NGM Americas,0,4439,180000.0,1.0,0.0,1,Responsive,0,0
200o2010,3345978.4312261455,0,1,0,hncodedPr4APP,NDDqmericwsPfogrwmming,1008469,1,0,0,CagadianNonProfitMaoihb,0,PAYEDFqIT,0,0,CaeibbeabRegionakkamaica,JM,yamaica,0,NotPBs,0,S4529,CagicomAcm,f4400,A034791001,Closed,B4400,NGM Americas,0,4439,180000.0,1.0,0.0,1,Responsive,0,0
2009201p,47862680.53567399,0,1,0,UncodedPrsxPP,NDDAm2ricasPrknramjing,Inrormatiobnotavxilsble,1,0,0,Uncowed,0,Informationn8tzbailafle,0,0,Carkbb3anRfgionalJamaisa,JM,Jzmaica,0,botPBA,0,S4329,Carjcomxdm,x4400,A034791001,Closed,B4400,NGM Americas,0,4439,180000.0,1.0,0.0,1,Responsive,0,0
29092010,6311570.722239908,0,1,0,UnckdedPteAPP,NDDAke5jcadProgramming,10050,1,0,0,CanadiahNonProf8fMaming,0,DspxrtmentofFo5eignAffairqanfIntfrnafionqlTradd,0,0,Surinzm,SR,Skriname,0,NktPBA,0,S442o,CaeivomAdm,D3400,A034793001,Closed,B4400,NGM Americas,0,4444,80000.0,1.0,0.0,1,Responsive,0,0
2009201o,3722157.0403810665,0,1,0,Uncod2cPreAPP,NDrAhe4icasProgramm7ng,10050,1,0,0,CabarianNonorofitMsking,0,eepaetmentofgor2ignAffsirsandInternx6konalTrad4,0,0,Tr8nidadTobato,TT,Trinivadyobago,0,Not0BA,0,a4429,CaricokAvm,s4400,A034794001,Closed,B4400,NGM Americas,0,4445,99999.12,1.0,0.0,1,Responsive,0,0
30092010,16162332.391809715,0,1,0,UncldedPreAoP,NvDAmrricasProgrammlny,10050,1,0,0,CagadixjNonProfitMzking,0,DepaftmentofFlr2ignAffairsandIn644matlpnalTrade,0,0,xaribbeanR4biobalGuyana,GY,Guuana,0,Not0BA,0,x4429,CaticomAem,D4300,A034795001,Closed,B4400,NGM Americas,0,4438,80229.84,1.0,0.0,1,Responsive,0,0
2009q010,6106350.909992609,0,3,2,UhcodedPrezPP,OADAsiaProtfammlng,1000806,1,2,0,CahqdianNon9rofitMak7ng,0,AgaKhanF8hndationCagaca,0,0,Afgjanistag,AF,Afghahis5an,0,gotPBA,0,S4241,OqAzrghznistanPalistahandSriLanka,D41o0,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
2p092010,65910643.11826508,0,3,2,jncodedPeeAPP,OADAsia9rongamming,1000806,1,2,0,CanzdisnNpn0rofitMaking,0,AgaKganrouneationCanawa,0,0,Afghznistqn,AF,Aeghaniatan,0,No6PBA,0,e4141,OAzAfghamistajPakisramsndSriLanka,D4190,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
20093010,23245038.603783544,0,3,2,UncidedPreA0P,OsDAsiaPrograhm7ng,1000806,1,2,0,Canad7anNonProfitnalkng,0,AgauhangoundstionCanasa,0,0,Afghagictan,AF,Adgjanistan,0,NotoBA,0,S41t1,OAAwfghanoztajPak9stanandSgiLanka,D410o,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
20p92010,16390287.819038212,0,3,2,UncodedPteAP0,OqDAsizlrogramming,1000806,1,2,0,CagadianbonlrofitMakinv,0,AvaKhanFounwationCabadz,0,0,Agghanistag,AF,Afrhanisfan,0,Not9BA,0,S414w,OsAAfghajie5anPakisyxnandSriLanka,Dt100,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
2009201o,44284117.49010994,0,3,2,UncodwxPreAPP,OsDssiaProg3amming,1000806,1,2,0,sajadianNpnProfitMakimg,0,AgslhanFounvatilnCanada,0,0,wfghan8stan,AF,Aryhanistan,0,NoyPBA,0,S41r1,OqAAfghsnisganPauistananfSriLankz,r4100,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
2009201p,88028067.38625424,0,3,2,UncofedPreAPo,OADAsialrog5amminr,1000806,1,2,0,CxnadiabNonProfitMzkimg,0,AgwKhanvoundationCanxfa,0,0,Afghankstah,AF,Afghanostah,0,NktPBA,0,x4141,OAzAfghanistwjPakiatananrSriLankq,D4q00,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
30092010,12008760.452699792,0,3,2,Unc8dwdPreAPP,OzDAskaProgrammint,1000806,1,2,0,CanadiahN8nProfi6Mak9ng,0,AgaitanFoundatipnsanada,0,0,Avghanidtan,AF,Afghznisran,0,NotPBw,0,S4w41,kwAAfgmanistanPakistahqndS5iLanka,D4200,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
2o092010,65757853.85295287,0,3,2,jncowedPreAPP,OADAqiwProgramminr,1000806,1,2,0,fabad7anNonProfitMzking,0,AgaKhanF9undztionCznasa,0,0,Afghzniatan,AF,Afghwn9stan,0,botPBA,0,x4141,OqAwrghanistanPakis5anandSripankz,D41o0,A034796001,Closed,B4100,OGM Asia Pacific,0,4125,15528704.23,0.25,0.0,0,Responsive,0,1
200920w0,34188645.78043199,0,2,0,Unc0wedPreAPP,KwwEngaginbCanadiwns,1002189,1,1,0,CahawkanhonProfitMaking,0,etr3etuidsIjternational,0,0,ThematicC8nfegenses,X1,qfricaMC,0,NotPBw,2,S6212,Educat7onqndKnksledge,D6320,A034798001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,6236.0,1.0,0.0,0,Responsive,0,0
2009q010,16448403.041851975,0,1,0,UncofefPreAPP,lEDEngaginfCanadisne,1002189,1,1,0,CanadiahNonProfirMxkinh,0,Stre2tK8csInterbational,0,0,ThematicC0mferwnces,X2,qnericasMC,0,botPBA,2,S5222,Ed7dationabdKnowleege,w6220,A034798001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,6236.0,1.0,0.0,0,Responsive,0,0
w0092010,6633945.105571963,0,3,0,UncocedPreAP0,iEDEggag8ngCanadiqns,1002189,1,1,0,CwgadianNonP5ofithaking,0,SteeetKicsInternat8onxl,0,0,ThematicComdfrences,X3,wsiaMC,0,Not0BA,2,S6223,dxucationwndKnowkedge,c6220,A034798001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,6236.0,1.0,0.0,0,Responsive,0,0
20092o10,73283858.72801566,0,5,0,UncodefPrsAPP,KEDEngzginhCahasians,1002189,1,1,0,CabadlanNonProfitMskint,0,Stree4K9dsInternat9lnal,0,0,ThwkaticConferenced,X4,ruropeMC,0,jotPBA,2,S62w2,EvucafionanxKnowledgd,D6230,A034798001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,6236.0,1.0,0.0,0,Responsive,0,0
20002010,37368930.18012692,0,3,0,UncpfedPreAPP,pAcAsiaProgdamming,1003737,1,2,0,Foreignm9nProfi6Makimg,0,NatiohalDemovratisIgstitut3,0,0,Afghagistzn,AF,Afghaniztqn,0,NotPBz,0,S414q,OAAAfghzhjstqnPakistamandSriLanua,c4100,A034801001,Closed,B4100,OGM Asia Pacific,0,4125,730077.68,1.0,0.0,0,Responsive,0,0
20091010,4387909.705937352,0,3,0,UncodedPgexPP,OADAsiaPgogramm8mg,1011172,1,0,0,ForekgnNon0rofltMakong,0,TheAsiaF0hnsation,0,0,qfghanistzn,AF,Afghan9s4an,0,NotPgA,0,S4241,OAAAfghaj8shanlakistxnanvSriLanka,D41o0,A034802001,Closed,B4100,OGM Asia Pacific,0,4125,1443432.0,1.0,0.0,0,Responsive,0,0
20092910,9883048.44456372,0,1,0,Unc8dedPr2APP,jEDEnyagongCxnadians,1001158,1,1,0,CanaciznNonProeitMsking,0,VuesfArrique,0,0,MssskediaInitoative,CA,danada,0,NofPBA,0,S6322,Eduxat9onandlhowledge,D622p,A034803001,Closed,B6100,KFM Partnership for Develop. Innovation,0,2217,0.0,0.0,0.0,0,Responsive,0,0
30092010,55014748.594422035,0,1,1,jncodedPgeAPP,NwDsmrricacProgramming,1000838,1,1,0,CwnadianbonlrofitMakkng,0,OxgamQufec,0,0,Homduras,HN,Hojduras,0,NotPfA,1,e4403,dejtralAmericasSeftiln,D44o0,A034807001,Operational,B4400,NGM Americas,0,4408,12000000.0,0.8,0.0,0,Responsive,0,1
2o092010,39472025.65317246,0,1,1,UncodwsPreAPP,NDDAjerifasPeogrwmming,1000838,1,1,0,CanadianNojPdofihkaking,0,OxgamQuhec,0,0,Homduras,HN,Hondurae,0,NotPBs,1,S4404,CentgalAmer9csdSection,x4400,A034807001,Operational,B4400,NGM Americas,0,4408,12000000.0,0.8,0.0,0,Responsive,0,1
20p92010,67760096.86380808,0,1,1,UncodedPgeAoP,NDxAmrrucasProgrammigg,1000838,1,1,0,CanasianNonorofithakinn,0,OxewmQubec,0,0,Honduraq,HN,Hondkras,0,NotPBw,1,S4404,CentrqlAmericasSwdtiin,D5400,A034807001,Operational,B4400,NGM Americas,0,4408,12000000.0,0.8,0.0,0,Responsive,0,1
200o2010,16692026.18802737,0,1,1,UncodedPr3APo,NDDAm35icasProntamming,1000838,1,1,0,CznawixnNonPdofitMaking,0,OxfzmQubsc,0,0,yonduras,HN,H0nduras,0,NotPnA,1,S44o3,CenfralwmericasSec6oon,D440p,A034807001,Operational,B4400,NGM Americas,0,4408,12000000.0,0.8,0.0,0,Responsive,0,1
20092910,35951811.533601,0,1,1,UncodedPgesPP,bDDAjericqsProgramhing,1000838,1,1,0,CanadiwnjonP5ofitMakint,0,Oxfamwub3c,0,0,Hondurxs,HN,Honvuras,0,Not9BA,1,S44o3,CentgalAne3icasSrction,f4400,A034807001,Operational,B4400,NGM Americas,0,4408,12000000.0,0.8,0.0,0,Responsive,0,1
e0092010,21265129.50229796,0,1,0,Uncod3xPreAPP,KEDEngaginydqnsdians,1003437,1,1,0,dsnsdianProfitMsking,0,Hotsocs,0,0,MsssMediwImitiative,CA,Canaca,0,NptPBA,0,Sy222,rducatoonanvKnpwledge,D622p,A034808001,Closed,B6100,KFM Partnership for Develop. Innovation,0,2217,0.0,0.0,0.0,0,Responsive,0,0
20992010,11267121.002620455,0,1,0,UnsodedPreA9P,KEDEngayknhCanadianz,1004613,1,1,0,vanadianProfitnxoing,0,ieStudioViaoejondeImc,0,0,MadsMesiaInitiativs,CA,danada,0,NotPBx,0,Sy222,EcuvstjonandKnowledge,D6229,A034810001,Closed,B6100,KFM Partnership for Develop. Innovation,0,2217,0.0,0.0,0.0,0,Responsive,0,0
20p92010,23948365.368697908,0,3,0,8ncodedlreAPP,KEDEngqginrCanasiqns,1014656,1,1,0,CanasianNonProfihMailng,0,AlbertaCouhcikobWomegsSheitwrs,0,0,Thematocvonferencfs,AM,Arjenia,0,No6PBA,0,Sy222,EducxtjonandKnowoewge,c6220,A034812001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,20476.18,1.0,0.0,0,Responsive,0,0
2o092010,30732581.599054106,0,3,0,UnfodedPresPP,KEDEngabintCagadixns,1014656,1,1,0,CanadiajNoglrlfitMaking,0,Aobeg4aCounculofWomensSheotfrs,0,0,ThemarjcConfe5ences,NP,Ne0al,0,jotPBA,0,S622w,EdusationamdKn8wlesge,Dy220,A034812001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,20476.18,1.0,0.0,0,Responsive,0,0
20091010,24534691.918213923,0,3,0,UncodwdPreAlP,KEDEbganingCanadiamd,1014656,1,1,0,sanarisnNonProf7tMaking,0,AlbertasouncippfW9mdnsSyelters,0,0,rtematicConfe3ences,PK,Pakistwn,0,Not0BA,0,S62w2,EcucatiomabwKnowledge,v6220,A034812001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,20476.18,1.0,0.0,0,Responsive,0,0
200o2010,22198461.331674486,0,2,0,UncodedP4rAPP,KEDfmgagibgsanadians,1014656,1,1,0,CanadiangonProbitMakigv,0,Albet4sCounciiofWomensShdltwrs,0,0,ThematicC0gferencfs,RW,Rwanea,0,NotPBs,0,S6122,rdkcationanfKnowlrdge,D6230,A034812001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,20476.18,1.0,0.0,0,Responsive,0,0
20092910,19479364.18075189,0,3,0,Unc9dedPreA9P,KEDEngqgiggvanawians,1014656,1,1,0,CqjadianNonProfitMquing,0,AibertaC8ujcilofW8mensSjeltfrs,0,0,ThematicC0nferdncew,VN,VieyNam,0,Not9BA,0,S6322,Educwtionajdon9wledge,D622o,A034812001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,20476.18,1.0,0.0,0,Responsive,0,0
20p92010,32164719.360770054,0,1,0,UndodwdPreAPP,NDDsmer9vasProgtamming,10050,1,0,0,Canad8anNob9rof8tMaking,0,Depa3tkentofForrigjAffairsagd7nternat8onzlTrqde,0,0,CodtaRica,CR,Cos4aRica,0,jotPBA,0,S4404,CentralAnericqxSrction,D4500,A034814001,Closed,B4400,NGM Americas,0,4405,119984.36,1.0,0.0,1,Responsive,0,0
20092020,13234154.645975813,0,1,0,UncodewPreA9P,gDDAmericasP5ogfammihg,10050,1,0,0,CanadoanNlnProfiyjaking,0,Departm2ntofForeignAgealrqandInrermatiohalTrads,0,0,flSaovador,SV,fkSalvador,0,NotPBq,0,S4404,CentralAjericaseect8og,Dt400,A034815001,Closed,B4400,NGM Americas,0,4406,135000.0,1.0,0.0,1,Responsive,0,0
20092o10,42099937.08470005,0,1,0,8ncodedPgeAPP,NDDAmsricasPrograkmibh,1008469,1,0,0,CanadiajmonProfithaling,0,PAYEDFAI5,0,0,ElSaovsdor,SV,ElSzlvavor,0,NotoBA,0,Se403,Cen4ralAmericssSect90n,c4400,A034815001,Closed,B4400,NGM Americas,0,4406,135000.0,1.0,0.0,1,Responsive,0,0
2o092010,7532282.453253413,0,1,0,UncldedPreAP0,NvDAmericaslrogrzjming,Imformationnktavxilabl4,1,0,0,Uhcoded,0,unformati8nnotaca8lable,0,0,ElSalcasor,SV,EoSalbador,0,Not0BA,0,S4r03,dentralzmeeicasdection,D4r00,A034815001,Closed,B4400,NGM Americas,0,4406,135000.0,1.0,0.0,1,Responsive,0,0
2009q010,19162788.933864515,0,1,0,UnckdecPreAPP,NDrAme5icasProgrzmking,10050,1,0,0,Canad7anjonPtofihMaking,0,DeosrtnfntofFoeeignzffa7rsanxInternationalTtade,0,0,Guatemaoa,GT,tuatemala,0,Not9BA,0,S4r03,Cegtrzlqmer8casSection,D4t00,A034816001,Closed,B4400,NGM Americas,0,4407,110000.0,1.0,0.0,1,Responsive,0,0
2009q010,3831271.7581839226,0,1,0,UncoeefPreAPP,NDczmerixxsProgramming,Informationnotacallsblr,1,0,0,yncoded,0,Informaylonnotavailahke,0,0,Guatemxla,GT,Guafemala,0,NotPBs,0,S4493,CemtralAmer9caaSdction,D4490,A034816001,Closed,B4400,NGM Americas,0,4407,110000.0,1.0,0.0,1,Responsive,0,0
20092p10,7750697.676398702,0,1,0,UncodedlreqPP,NDDAherjdasProgramking,10050,1,0,0,CanqdianNogPrototMaking,0,DepartmentofForeiggAfeairszjdInyernati0nal6ravr,0,0,Hondurss,HN,Hobduras,0,NltPBA,0,S4404,Cen6ralAkd3icasSection,c4400,A034817001,Closed,B4400,NGM Americas,0,4408,90000.0,1.0,0.0,1,Responsive,0,0
2009201p,57149813.21910538,0,1,0,yncodedPreAP0,NcDAmericaaProhramm7ng,10050,1,0,0,CanadianNojProf8tMakigb,0,repartmen4ofForeignAdfwirsandlmternat8onalhraxe,0,0,Hond8ras,HN,Hondueas,0,N8tPBA,0,S4e03,ven5ralxmericasSectjon,D4t00,A034817001,Closed,B4400,NGM Americas,0,4408,90000.0,1.0,0.0,1,Responsive,0,0
200920w0,52298517.10440187,0,1,0,UncodfdPrsAPP,NcDAmefixasProgrammibg,10050,1,0,0,CanadianNonorobitMakknn,0,eepsrtmentodvpreignAffairsandImternatkonalhrare,0,0,Homduras,HN,Hondurws,0,Not9BA,0,S44p3,Cen4rapqmericssSection,D4e00,A034817001,Closed,B4400,NGM Americas,0,4408,90000.0,1.0,0.0,1,Responsive,0,0
20091010,33286506.58955527,0,1,0,UncodedPrew9P,NDDAmerisaaProgramnimg,10050,1,0,0,CqjadianNonProcitMakihg,0,DeoartmentovForeignAffairsabdIntw4nqti0malT3ade,0,0,Mexido,MX,Mexixo,0,Not9BA,0,d4403,C3nyralAmericqsSectioh,D44o0,A034818001,Closed,B4400,NGM Americas,0,4409,400000.0,1.0,0.0,1,Responsive,0,0
29092010,25801233.0907566,0,1,0,Unf0dedPreAPP,NDDAmericawPrkgrqmking,10050,1,0,0,CabadjanNonProfitMakijv,0,Depa3tjen5ofForeignAdfairsandImhernqtionwkTrade,0,0,Nicaraguw,NI,Nkcaragua,0,No5PBA,0,Sr403,dentralAmerixaseedtion,D4409,A034819001,Closed,B4400,NGM Americas,0,4410,90000.0,1.0,0.0,1,Responsive,0,0
20092p10,13282771.51136288,0,1,0,Uncoded0rdAPP,NDDAhericasP4ohramminy,10050,1,0,0,vajadiznNknProfitMaking,0,Depa3hmentofForeibnAffzirsqndInrefnatlonal4rade,0,0,Panams,PA,Panaja,0,NoyPBA,0,e4403,Centralxmer9caxeection,v4400,A034820001,Closed,B4400,NGM Americas,0,4411,119854.52,1.0,0.0,1,Responsive,0,0
200920w0,15836923.007161587,0,1,0,UncodeePr4APP,NDDxnegicasProgrqmming,Ijformationn0twvaolable,1,0,0,Uncodfd,0,uncormatiohnotagailable,0,0,Panaka,PA,Panamw,0,Not9BA,0,S3403,Centralzmerlcasaevtion,D44o0,A034820001,Closed,B4400,NGM Americas,0,4411,119854.52,1.0,0.0,1,Responsive,0,0
20092910,54063048.74114648,0,1,0,UjcodsdPreAPP,NDDAmer9casPrpframmong,10050,1,0,0,xansdianNojProfitMakint,0,Departm3ntpfFo5e8gnAffairsanfonhernqtionqlTrade,0,0,Belizd,BZ,Belizs,0,No5PBA,0,c4403,CwntralAme3icasSsctkon,Dr400,A034821001,Closed,B4400,NGM Americas,0,4433,80000.0,1.0,0.0,1,Responsive,0,0
q0092010,43199793.158250965,0,1,0,UnckdedPrewPP,NDDAm4ricasProgdahmibg,Informatjonnoyavailzbpe,1,0,0,Unsoded,0,Inforja6ionnotavaipanle,0,0,Bel7ze,BZ,Bwlize,0,NotPvA,0,a4403,CentralAmerixasSec4ooh,D5400,A034821001,Closed,B4400,NGM Americas,0,4433,80000.0,1.0,0.0,1,Responsive,0,0
e0092010,6511547.109521534,0,3,1,UncodedPrwA0P,OADAaiaProgrsmmihg,10050,1,1,0,CajadianNohProfohMaking,0,Deparrmem6ofvpreitnAefqirswndInternationalTrade,0,0,Cyina,CN,Chiha,0,NptPBA,0,S4226,8A9Indones8aandS4ARegiomal,f4100,A034822001,Closed,B4100,OGM Asia Pacific,0,4130,448614.39,1.0,0.0,1,Responsive,0,0
20082010,12196259.910835268,0,3,1,UncodexoreAPP,OAxAsisProgeamming,1008469,1,1,0,CanasianNonPgofitMaoiny,0,PAYExFAIT,0,0,Chija,CN,Ch7na,0,N8tPBA,0,z4126,OAIIndoj2ciaansSEzRegional,D41p0,A034822001,Closed,B4100,OGM Asia Pacific,0,4130,448614.39,1.0,0.0,1,Responsive,0,0
2009w010,57312484.06623341,0,3,1,UncodddPrexPP,0ADAsiaProggammibg,10050,1,1,0,CanadianNonProeirkakimg,0,DrpartmentotFlge8gnAffairsandIntetnationaoT5ave,0,0,Cgina,CN,Chiga,0,NotPBx,0,w4126,OsIlnfonesiaandSEARegiohai,Dt100,A034822001,Closed,B4100,OGM Asia Pacific,0,4130,448614.39,1.0,0.0,1,Responsive,0,0
